Quarter,Time,Tm,Detail,DEN,OAK
1.0,7:05,Broncos,Eric Decker 3 yard pass from Peyton Manning (Matt Prater kick),7,0
,5:39,Broncos,Knowshon Moreno 7 yard pass from Peyton Manning (Matt Prater kick),14,0
2.0,12:37,Broncos,Matt Prater 34 yard field goal,17,0
,5:37,Broncos,Demaryius Thomas 63 yard pass from Peyton Manning (Matt Prater kick),24,0
,0:13,Broncos,Demaryius Thomas 5 yard pass from Peyton Manning (Matt Prater kick),31,0
4.0,6:36,Broncos,Matt Prater 54 yard field goal,34,0
,4:24,Raiders,Rod Streater 14 yard pass from Terrelle Pryor (Sebastian Janikowski kick),34,7
,0:37,Raiders,Nick Kasa 9 yard pass from Terrelle Pryor (Sebastian Janikowski kick),34,14
