Quarter,Time,Down,ToGo,Location,SFO,NWE,Detail,EPB,EPA
1,1:11,1,10,SFO 26,7,0,Cam Newton right guard for 2 yards (tackle by Fred Warner),3.840,3.570
1,0:48,2,8,SFO 24,7,0,Rex Burkhead right guard for 2 yards (tackle by Fred Warner and Dre Greenlaw),3.570,3.140
1,0:06,3,6,SFO 22,7,0,Cam Newton pass incomplete short middle intended for N'Keal Harry (defended by Tarvarius Moore),3.140,2.020
Quarter,Time,Down,ToGo,Location,SFO,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,6,SFO 22,7,3,Nick Folk 40 yard field goal good,2.020,3.000
2,14:56,,,NWE 35,7,3,"Jake Bailey kicks off 65 yards, returned by Richie James for 21 yards (tackle by Joejuan Williams)",0.000,0.340
2,14:50,1,10,SFO 21,7,3,Jeff Wilson up the middle for 13 yards (tackle by Jonathan Jones and Devin McCourty),0.340,1.200
2,14:15,1,10,SFO 34,7,3,Jeff Wilson left guard for 9 yards (tackle by Ja'Whaun Bentley),1.200,1.870
2,13:33,2,1,SFO 43,7,3,Kyle Juszczyk up the middle for 1 yard (tackle by Byron Cowart),1.870,1.860
2,12:50,1,10,SFO 44,7,3,Jeff Wilson right end for 4 yards (tackle by Lawrence Guy),1.860,1.860
2,12:07,2,6,SFO 48,7,3,"Penalty on Ja'Whaun Bentley: Neutral Zone Infraction, 5 yards (no play)",1.860,2.530
2,11:49,2,1,NWE 47,7,3,Jeff Wilson left guard for 7 yards (tackle by Adrian Phillips and Jason McCourty),2.530,2.920
2,11:08,1,10,NWE 40,7,3,Jimmy Garoppolo pass complete short middle to Brandon Aiyuk for 20 yards (tackle by Devin McCourty),2.920,4.240
2,10:23,1,10,NWE 20,7,3,Jimmy Garoppolo pass incomplete short middle intended for Kyle Juszczyk,4.240,3.690
2,10:18,2,10,NWE 20,7,3,"Deebo Samuel left end for 9 yards (tackle by Jonathan Jones). Penalty on Trent Williams: Offensive Holding, 10 yards (no play)",3.690,2.340
2,9:48,2,20,NWE 30,7,3,Jimmy Garoppolo pass complete short left to Jeff Wilson for 7 yards (tackle by Jonathan Jones),2.340,2.610
2,9:09,3,13,NWE 23,7,3,Jimmy Garoppolo pass incomplete short right intended for Kendrick Bourne,2.610,1.930
2,9:05,4,13,NWE 23,10,3,Robbie Gould 41 yard field goal good,1.930,3.000
2,9:00,,,SFO 35,10,3,"Robbie Gould kicks off 67 yards, returned by Gunner Olszewski for 29 yards (tackle by Joe Walker)",0.000,0.740
2,8:55,1,10,NWE 27,10,3,Cam Newton pass short left intended for Jakobi Meyers is intercepted by Fred Warner at NE-41 and returned for 3 yards,0.740,-3.050
2,8:46,1,10,NWE 38,10,3,Jimmy Garoppolo pass complete short left to George Kittle for 8 yards (tackle by J.C. Jackson),3.050,3.590
2,8:13,2,2,NWE 30,10,3,Jeff Wilson right guard for 17 yards (tackle by Stephon Gilmore),3.590,4.710
2,7:28,1,10,NWE 13,10,3,Jeff Wilson left end for 6 yards (tackle by Ja'Whaun Bentley and Terrence Brooks),4.710,5.150
2,6:48,2,4,NWE 7,10,3,Deebo Samuel left end for 3 yards (tackle by Terrence Brooks and Stephon Gilmore),5.150,5.010
2,6:28,3,1,NWE 4,16,3,"Kyle Juszczyk left guard for 4 yards, touchdown",5.010,7.000
2,6:23,,,NWE 15,16,3,Robbie Gould kicks extra point blocked by Justin Bethel,0.000,-1.000
2,6:23,,,SFO 35,16,3,"Robbie Gould kicks off 66 yards, returned by Gunner Olszewski for 33 yards (tackle by Dontae Johnson and Johnathan Cyprien). Gunner Olszewski fumbles (forced by Johnathan Cyprien), recovered by Gunner Olszewski at NE-32",0.000,1.070
2,6:14,1,10,NWE 32,16,3,Damien Harris left tackle for 3 yards (tackle by Kerry Hyder and D.J. Jones),1.070,0.930
2,5:39,2,7,NWE 35,16,3,"Cam Newton pass complete short left to Jakob Johnson for 1 yard (tackle by Azeez Al-Shaair and Javon Kinlaw). Jakob Johnson fumbles (forced by Azeez Al-Shaair), recovered by Isaiah Wynn at NE-38",0.930,0.630
2,4:53,3,4,NWE 38,16,3,Cam Newton pass incomplete short left intended for Damiere Byrd,0.630,-0.850
2,4:50,4,4,NWE 38,16,3,"Jake Bailey punts 46 yards, fair catch by Trent Taylor at SF-16",-0.850,0.140
2,4:42,1,10,SFO 16,16,3,Jimmy Garoppolo pass complete short left to Brandon Aiyuk for 15 yards (tackle by Ja'Whaun Bentley and Jason McCourty),-0.140,1.000
2,4:01,1,10,SFO 31,16,3,"Jeff Wilson right tackle for 4 yards (tackle by Byron Cowart and Ja'Whaun Bentley). Penalty on Mike McGlinchey: Offensive Holding, 10 yards (no play)",1.000,0.340
2,3:32,1,20,SFO 21,16,3,Jimmy Garoppolo pass complete short right to Jamycal Hasty for 16 yards (tackle by Jonathan Jones),0.340,1.270
2,2:49,2,4,SFO 37,16,3,Jamycal Hasty left end for 20 yards (tackle by Jonathan Jones),1.270,2.720
2,2:12,1,10,NWE 43,16,3,Jeff Wilson right tackle for 5 yards (tackle by Anfernee Jennings),2.720,2.850
2,2:00,2,5,NWE 38,16,3,Jimmy Garoppolo pass complete short left to Deebo Samuel for 9 yards (tackle by Devin McCourty),2.850,3.640
2,1:55,1,10,NWE 29,16,3,Jimmy Garoppolo pass complete short right to Deebo Samuel for 13 yards (tackle by Adrian Phillips and Jason McCourty),3.640,4.510
2,1:04,1,10,NWE 16,22,3,"Jeff Wilson right tackle for 16 yards, touchdown",4.510,7.000
2,0:59,,,NWE 15,23,3,Robbie Gould kicks extra point good,0.000,0.000
2,0:59,,,SFO 35,23,3,"Robbie Gould kicks off 52 yards, returned by Gunner Olszewski for 15 yards (tackle by Johnathan Cyprien)",0.000,0.810
2,0:54,1,10,NWE 28,23,3,"Cam Newton pass complete deep middle to Jakobi Meyers for 23 yards (tackle by Jason Verrett). Penalty on Joe Thuney: Offensive Holding, 10 yards (no play)",0.810,-0.040
2,0:45,1,20,NWE 18,23,3,Cam Newton pass complete deep middle to Jakobi Meyers for 20 yards (tackle by Jason Verrett),-0.040,1.470
2,0:36,,,,,,Timeout #1 by New England Patriots,,
2,0:36,1,10,NWE 38,23,3,Cam Newton pass deep middle intended for Jakobi Meyers is intercepted by Emmanuel Moseley at SF-4 and returned for 51 yards,1.470,-2.590
2,0:14,1,10,NWE 45,23,3,Jimmy Garoppolo pass incomplete short right intended for George Kittle,2.590,2.040
2,0:07,,,,,,Timeout #1 by San Francisco 49ers,,
2,0:07,2,10,NWE 45,23,3,Jimmy Garoppolo pass deep left intended for Brandon Aiyuk is intercepted by J.C. Jackson at NE-2 and returned for no gain,2.040,0.000
Quarter,Time,Down,ToGo,Location,SFO,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 35,23,3,"Robbie Gould kicks off 69 yards, returned by Gunner Olszewski for 31 yards (tackle by Ahkello Witherspoon)",0.000,0.740
3,14:56,1,10,NWE 27,23,3,Damien Harris up the middle for 7 yards (tackle by Dre Greenlaw and Fred Warner),0.740,1.140
3,14:32,2,3,NWE 34,23,3,Damien Harris up the middle for 12 yards (tackle by Tarvarius Moore),1.140,1.990
3,14:04,1,10,NWE 46,23,3,Cam Newton pass complete deep left to Jakobi Meyers for 21 yards (tackle by Tarvarius Moore),1.990,3.380
3,13:29,1,10,SFO 33,23,3,Cam Newton pass complete short left to Damien Harris for 12 yards (tackle by Kentavius Street and Azeez Al-Shaair),3.380,4.170
3,12:58,1,10,SFO 21,23,3,Cam Newton sacked by Dre Greenlaw for -8 yards,4.170,2.550
3,12:20,2,18,SFO 29,23,3,Jakobi Meyers left end for 2 yards (tackle by Jamar Taylor),2.550,2.150
3,11:37,3,16,SFO 27,23,3,Cam Newton right guard for 4 yards (tackle by Javon Kinlaw),2.150,1.930
3,10:53,4,12,SFO 23,23,6,Nick Folk 41 yard field goal good,1.930,3.000
3,10:48,,,NWE 35,23,6,"Jake Bailey kicks off 62 yards, returned by Richie James for 18 yards (tackle by Gunner Olszewski)",0.000,0.340
3,10:41,1,10,SFO 21,23,6,Jeff Wilson right tackle for 8 yards (tackle by Devin McCourty),0.340,0.880
3,9:56,2,2,SFO 29,23,6,Jimmy Garoppolo pass complete short middle to Brandon Aiyuk for 23 yards (tackle by Stephon Gilmore),0.880,2.390
3,9:20,1,10,NWE 48,23,6,Jeff Wilson right end for 5 yards (tackle by Tashawn Bower),2.390,2.520
3,8:55,2,5,NWE 43,23,6,"Penalty on George Kittle: False Start, 5 yards (no play)",2.520,1.850
3,8:36,2,10,NWE 48,23,6,Jimmy Garoppolo pass complete short left to Deebo Samuel for 6 yards (tackle by Devin McCourty),1.850,1.950
3,8:12,3,4,NWE 42,23,6,Jimmy Garoppolo pass complete deep right to Brandon Aiyuk for 35 yards,1.950,5.600
3,7:38,1,7,NWE 7,29,6,"Jeff Wilson left end for 7 yards, touchdown",5.600,7.000
3,7:32,,,NWE 15,30,6,Robbie Gould kicks extra point good,0.000,0.000
3,7:32,,,SFO 35,30,6,"Robbie Gould kicks off 65 yards, touchback.",0.000,0.610
3,7:32,1,10,NWE 25,30,6,Cam Newton pass complete deep left to Damiere Byrd for 16 yards (tackle by Jason Verrett),0.610,1.660
3,7:07,1,10,NWE 41,30,6,Cam Newton pass incomplete short right,1.660,1.120
3,6:58,2,10,NWE 41,30,6,Cam Newton pass complete short left to Jakobi Meyers for 11 yards (tackle by Emmanuel Moseley),1.120,2.390
3,6:29,1,10,SFO 48,30,6,Cam Newton pass complete short right to Dalton Keene for 8 yards (tackle by Dre Greenlaw),2.390,2.930
3,6:02,2,2,SFO 40,30,6,Cam Newton up the middle for 3 yards (tackle by Alex Barrett and Kevin Givens),2.930,3.120
3,5:27,1,10,SFO 37,30,6,Rex Burkhead left guard for 3 yards (tackle by Tarvarius Moore),3.120,2.980
3,4:56,2,7,SFO 34,30,6,Cam Newton pass short middle intended for Julian Edelman is intercepted by Jamar Taylor at SF-23 and returned for 8 yards,2.980,-1.000
3,4:47,1,10,SFO 31,30,6,Jamycal Hasty left tackle for 3 yards (tackle by Byron Cowart and Ja'Whaun Bentley),1.000,0.870
3,4:02,2,7,SFO 34,30,6,Jimmy Garoppolo pass complete deep middle to Kyle Juszczyk for 18 yards (tackle by Devin McCourty),0.870,2.390
3,3:14,1,10,NWE 48,30,6,Jamycal Hasty left end for 6 yards (tackle by Shilique Calhoun),2.390,2.660
3,2:27,2,4,NWE 42,30,6,Jamycal Hasty right tackle for 6 yards (tackle by Ja'Whaun Bentley),2.660,3.180
3,1:42,1,10,NWE 36,30,6,Jamycal Hasty right end for 9 yards (tackle by Stephon Gilmore and Anfernee Jennings),3.180,3.850
3,0:52,2,1,NWE 27,30,6,Kyle Juszczyk up the middle for 10 yards (tackle by Adrian Phillips),3.850,4.440
3,0:09,1,10,NWE 17,30,6,Jerick McKinnon left guard for -1 yards (tackle by John Simon),4.440,3.720
Quarter,Time,Down,ToGo,Location,SFO,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,11,NWE 18,30,6,Jimmy Garoppolo pass complete short right to Brandon Aiyuk for 3 yards (tackle by Tashawn Bower and Stephon Gilmore),3.720,3.340
4,14:15,3,8,NWE 15,30,6,Deebo Samuel left end for 1 yard (tackle by Jason McCourty),3.340,2.510
4,13:31,4,7,NWE 14,33,6,Robbie Gould 32 yard field goal good,2.510,3.000
4,13:27,,,SFO 35,33,6,"Robbie Gould kicks off 63 yards, returned by Gunner Olszewski for 26 yards (tackle by Ken Webster)",0.000,0.810
4,13:20,1,10,NWE 28,33,6,Damien Harris left end for 9 yards (tackle by Dre Greenlaw),0.810,1.480
4,12:54,2,1,NWE 37,33,6,Damien Harris right guard for 10 yards (tackle by Azeez Al-Shaair),1.480,2.060
4,12:12,1,10,NWE 47,33,6,Damien Harris up the middle for 6 yards (tackle by Tarvarius Moore and Fred Warner),2.060,2.330
4,11:40,2,4,SFO 47,33,6,Jarrett Stidham pass complete short right to Jakobi Meyers for 8 yards (tackle by Azeez Al-Shaair and Fred Warner),2.330,2.980
4,11:21,1,10,SFO 39,33,6,Jarrett Stidham up the middle for -3 yards (tackle by D.J. Jones),2.980,2.040
4,10:45,2,13,SFO 42,33,6,"Jarrett Stidham pass incomplete short left intended for Rex Burkhead. Penalty on D.J. Jones: Roughing the Passer, 15 yards (no play)",2.040,3.780
4,10:40,1,10,SFO 27,33,6,Jarrett Stidham pass complete short middle to Rex Burkhead for 3 yards (tackle by Fred Warner),3.780,3.640
4,10:06,2,7,SFO 24,33,6,Rex Burkhead right tackle for 2 yards (tackle by Arik Armstead and Dre Greenlaw),3.640,3.200
4,9:28,3,5,SFO 22,33,6,Jarrett Stidham pass short right intended for Julian Edelman is intercepted by Jamar Taylor at SF-18 and returned for no gain,3.200,-0.040
4,9:23,1,10,SFO 18,33,6,Jamycal Hasty left end for 2 yards (tackle by Anfernee Jennings),0.040,-0.130
4,8:37,2,8,SFO 20,33,6,Jamycal Hasty left tackle for no gain (tackle by Ja'Whaun Bentley),-0.130,-0.910
4,7:51,3,8,SFO 20,33,6,Jimmy Garoppolo pass complete short left to George Kittle for 11 yards (tackle by Terrence Brooks),-0.910,1.000
4,7:05,1,10,SFO 31,33,6,Jamycal Hasty right tackle for 9 yards (tackle by Terrence Brooks),1.000,1.680
4,6:19,2,1,SFO 40,33,6,Kyle Juszczyk up the middle for 3 yards (tackle by Shilique Calhoun),1.680,1.800
4,5:32,1,10,SFO 43,33,6,Jamycal Hasty up the middle for 2 yards (tackle by Tashawn Bower),1.800,1.520
4,4:48,2,8,SFO 45,33,6,Jerick McKinnon left guard for 1 yard (tackle by Derek Rivers and Anfernee Jennings),1.520,0.960
4,3:59,,,,,,Timeout #1 by San Francisco 49ers,,
4,3:59,3,7,SFO 46,33,6,Jerick McKinnon right end for -1 yards (tackle by Adrian Phillips),0.960,-0.390
4,3:14,4,8,SFO 45,33,6,"Mitch Wishnowsky punts 45 yards, fair catch by Gunner Olszewski at NE-10",-0.390,0.380
4,3:06,1,10,NWE 10,33,6,Damien Harris left tackle for 2 yards (tackle by Joe Walker),-0.380,-0.630
4,2:37,2,8,NWE 12,33,6,Damien Harris right end for 2 yards (tackle by Joe Walker),-0.630,-0.950
4,2:00,3,6,NWE 14,33,6,Jarrett Stidham pass complete short middle to Julian Edelman for 13 yards (tackle by Jamar Taylor),-0.950,0.740
4,1:26,1,10,NWE 27,33,6,Jarrett Stidham pass incomplete short right intended for Rex Burkhead (defended by Dion Jordan),0.740,0.200
4,1:22,2,10,NWE 27,33,6,Jarrett Stidham pass complete short left to Rex Burkhead for 17 yards (tackle by Marcell Harris),0.200,1.860
4,1:12,,,,,,Timeout #1 by New England Patriots,,
4,1:12,1,10,NWE 44,33,6,Jarrett Stidham pass complete short right to Ryan Izzo for 8 yards (tackle by Marcell Harris),1.860,2.400
4,0:45,2,2,SFO 48,33,6,Jarrett Stidham right end for 6 yards (tackle by Demetrius Flannigan-Fowles),2.400,2.790
4,0:38,1,10,SFO 42,33,6,Jarrett Stidham pass incomplete short right,2.790,2.240
4,0:32,2,10,SFO 42,33,6,Jarrett Stidham pass complete short right to Rex Burkhead for 15 yards (tackle by Marcell Harris),2.240,3.780
4,0:25,,,,,,Timeout #2 by New England Patriots,,
4,0:25,1,10,SFO 27,33,6,Jarrett Stidham pass incomplete short left,3.780,3.230
4,0:17,2,10,SFO 27,33,6,Jarrett Stidham sacked by Kevin Givens for -7 yards,3.230,1.620
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
