Player,Pos
Jimmy Garoppolo,QB
Jeff Wilson,RB
Kyle Juszczyk,FB
Brandon Aiyuk,WR
Deebo Samuel,WR
George Kittle,TE
Daniel Brunskill,OL
Laken Tomlinson,OL
Trent Williams,T
Mike McGlinchey,T
Hroniss Grasu,C
Arik Armstead,DL
Kerry Hyder,DL
D.J. Jones,DL
Javon Kinlaw,DT
Fred Warner,LB
Dre Greenlaw,LB
Azeez Al-Shaair,LB
Emmanuel Moseley,CB
Jason Verrett,CB
Marcell Harris,S
Tarvarius Moore,DB
