Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Jeff Wilson,SFO,17,112,3,6,71,4.2,41,2.4,2,8.5
Jamycal Hasty,SFO,9,57,0,2,53,5.9,4,0.4,0,
Kyle Juszczyk,SFO,4,18,1,4,13,3.3,5,1.3,0,
Jerick McKinnon,SFO,3,-1,0,,-2,-0.7,1,0.3,0,
Deebo Samuel,SFO,3,7,0,0,7,2.3,0,0.0,0,
Jimmy Garoppolo,SFO,1,4,0,1,0,0.0,4,4.0,1,1.0
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Damien Harris,NWE,10,58,0,2,51,5.1,7,0.7,0,
Cam Newton,NWE,5,19,0,2,14,2.8,5,1.0,1,5.0
Rex Burkhead,NWE,4,12,0,0,12,3.0,0,0.0,0,
Jarrett Stidham,NWE,2,3,0,1,3,1.5,0,0.0,0,
Jakobi Meyers,NWE,1,2,0,0,2,2.0,0,0.0,0,
