Quarter,Time,Down,ToGo,Location,NOR,OAK,Detail,EPB,EPA
1,3:26,1,10,OAK 30,14,0,Marcel Reece right tackle for 2 yards (tackle by Will Smith),0.940,0.660
1,2:47,2,8,OAK 32,14,0,Carson Palmer pass incomplete deep left intended for Darrius Heyward-Bey,0.660,-0.030
1,2:40,3,8,OAK 32,14,0,Carson Palmer pass complete short left to Brandon Myers for 9 yards (tackle by Roman Harper),-0.030,1.660
1,2:14,1,10,OAK 41,14,0,Carson Palmer pass incomplete deep right intended for Denarius Moore,1.660,1.120
1,2:08,2,10,OAK 41,14,0,Taiwan Jones right end for 3 yards (tackle by Tom Johnson),1.120,0.830
1,1:25,3,7,OAK 44,14,0,Carson Palmer pass complete short middle to Juron Criner for 13 yards (tackle by Isa Abdul-Quddus),0.830,2.720
1,0:42,1,10,NOR 43,14,0,Carson Palmer pass complete short middle to Derek Hagan for 17 yards (tackle by Jabari Greer),2.720,3.840
1,0:04,1,10,NOR 26,14,0,Marcel Reece left end for 4 yards (tackle by Akiem Hicks),3.840,3.840
Quarter,Time,Down,ToGo,Location,NOR,OAK,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,6,NOR 22,14,0,"Marcel Reece right end for 1 yard (tackle by David Hawthorne). Penalty on Tony Bergstrom: Offensive Holding, 10 yards (no play)",3.840,2.490
2,14:47,2,16,NOR 32,14,0,Carson Palmer pass complete short middle to Marcel Reece for 20 yards (tackle by Roman Harper),2.490,4.780
2,14:07,1,10,NOR 12,14,0,Marcel Reece right tackle for 1 yard (tackle by Roman Harper),4.780,4.270
2,13:30,2,9,NOR 11,14,0,Jeremy Stewart left tackle for 3 yards (tackle by Cameron Jordan),4.270,3.930
2,12:51,3,6,NOR 8,14,0,Carson Palmer pass complete short right to Brandon Myers for 5 yards (tackle by Jabari Greer and Elbert Mack),3.930,3.060
2,12:30,4,1,NOR 3,14,0,Carson Palmer up the middle for 2 yards,3.060,6.970
2,11:46,1,1,NOR 1,14,0,Marcel Reece right guard for -1 yards (tackle by Akiem Hicks),6.970,5.720
2,11:00,2,2,NOR 2,14,0,"Carson Palmer pass incomplete short left intended for Darrius Heyward-Bey. Penalty on Rod Streater: Offensive Pass Interference, 10 yards (no play)",5.720,3.860
2,10:56,2,12,NOR 12,14,0,Carson Palmer pass complete short middle to Marcel Reece for 5 yards (tackle by Jonathan Vilma),3.860,3.810
2,10:14,3,7,NOR 7,14,0,"Carson Palmer pass incomplete short middle intended for Brandon Myers is intercepted by Roman Harper at NOR-0. Penalty on Malcolm Jenkins: Unsportsmanlike Conduct, 10 yards",3.810,0.380
2,10:07,1,10,NOR 10,14,0,Drew Brees pass complete short right to Jed Collins for 11 yards (tackle by Miles Burris),-0.380,0.340
2,9:31,1,10,NOR 21,14,0,Chris Ivory up the middle for 1 yard (tackle by Rolando McClain),0.340,-0.070
2,8:43,2,9,NOR 22,14,0,Drew Brees pass complete short middle to Jimmy Graham for 10 yards (tackle by Michael Mitchell and Rolando McClain),-0.070,1.070
2,8:08,1,10,NOR 32,14,0,Pierre Thomas up the middle for 1 yard (tackle by Miles Burris),1.070,0.660
2,7:38,2,9,NOR 33,14,0,Drew Brees pass complete short right to Devery Henderson for 3 yards (tackle by Michael Huff),0.660,0.370
2,7:00,3,6,NOR 36,14,0,"Penalty on Charles Brown: False Start, 5 yards (no play)",0.370,-0.290
2,6:41,3,11,NOR 31,14,0,Drew Brees pass incomplete deep right intended for Marques Colston (defended by Michael Huff),-0.290,-1.310
2,6:33,4,11,NOR 31,14,0,"Thomas Morstead punts 40 yards, out of bounds. Penalty on Coye Francies: Offensive Holding, 10 yards",-1.310,-0.150
2,6:27,1,10,OAK 19,14,0,Marcel Reece left end for 5 yards (tackle by David Hawthorne),0.150,0.340
2,5:53,2,5,OAK 24,14,0,Marcel Reece right end for no gain (tackle by Turk McBride),0.340,-0.420
2,5:15,3,5,OAK 24,14,0,Carson Palmer pass complete short left to Marcel Reece for 56 yards (tackle by Malcolm Jenkins),-0.420,4.240
2,4:24,1,10,NOR 20,14,0,"Carson Palmer pass incomplete deep left intended for Denarius Moore. Penalty on Patrick Robinson: Defensive Pass Interference, 19 yards (no play)",4.240,6.970
2,4:19,1,1,NOR 1,14,6,"Carson Palmer pass complete short right to Brandon Myers for 1 yard, touchdown",6.970,7.000
2,4:19,,,NOR 2,14,7,Sebastian Janikowski kicks extra point good,0.000,0.000
2,4:10,,,OAK 35,14,7,"Sebastian Janikowski kicks off 73 yards, returned by Travaris Cadet for 28 yards (tackle by Brandian Ross). Penalty on Turk McBride: Offensive Holding, 10 yards",0.000,-0.380
2,4:04,1,10,NOR 10,14,7,Mark Ingram left guard for 9 yards (tackle by Rolando McClain),-0.380,0.240
2,3:25,2,1,NOR 19,14,7,Drew Brees pass complete short middle to Marques Colston for 24 yards (tackle by Miles Burris),0.240,1.800
2,2:44,1,10,NOR 43,14,7,Pierre Thomas left end for 6 yards (tackle by Ronald Bartell and Michael Mitchell),1.800,2.060
2,2:02,2,4,NOR 49,14,7,Drew Brees pass incomplete deep middle intended for Joe Morgan,2.060,0.000
2,1:55,,,,14,7,Timeout #1 by New Orleans Saints,0.000,1.350
2,1:55,3,4,NOR 49,14,7,Drew Brees pass complete deep right to Marques Colston for 16 yards (tackle by Matt Giordano),1.350,0.000
2,1:55,,,,14,7,--,0.000,3.250
2,1:40,1,10,OAK 35,14,7,"Drew Brees pass complete short middle to Jimmy Graham for 7 yards (tackle by Joselio Hanson). Jimmy Graham fumbles (forced by Joselio Hanson), recovered by Jimmy Graham at OAK-28",3.250,3.650
2,1:00,2,3,OAK 28,14,7,"Drew Brees pass incomplete. Penalty on Drew Brees: Intentional Grounding, 10 yards",3.650,1.620
2,0:57,3,13,OAK 38,20,7,"Drew Brees pass complete deep middle to Lance Moore for 38 yards, touchdown",1.620,7.000
2,0:57,,,OAK 2,21,7,Garrett Hartley kicks extra point good,0.000,0.000
2,0:48,,,NOR 35,21,7,"Thomas Morstead kicks off 58 yards, returned by Jeremy Stewart for 12 yards (tackle by Courtney Roby)",0.000,0.150
2,0:41,1,10,OAK 19,21,7,Carson Palmer pass complete short right to Marcel Reece for 9 yards (tackle by Roman Harper),0.150,0.880
2,0:17,2,1,OAK 28,21,7,Carson Palmer pass incomplete short left intended for Juron Criner (defended by Elbert Mack),0.880,0.100
2,0:14,3,1,OAK 28,21,7,Marcel Reece left guard for 7 yards (tackle by Roman Harper),0.100,0.000
2,0:11,,,,21,7,Timeout #2 by Oakland Raiders,0.000,1.270
2,0:11,1,10,OAK 35,21,7,Carson Palmer sacked by Will Smith for -8 yards,1.270,-0.360
Quarter,Time,Down,ToGo,Location,NOR,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 35,21,7,"Sebastian Janikowski kicks off 67 yards, returned by Travaris Cadet for 75 yards (tackle by Joselio Hanson)",0.000,3.780
3,14:51,1,10,OAK 27,27,7,"Mark Ingram left end for 27 yards, touchdown. Penalty on Mark Ingram: Taunting, 15 yards",3.780,7.000
3,14:51,,,OAK 2,28,7,Garrett Hartley kicks extra point good,0.000,0.000
3,14:43,,,NOR 20,28,7,"Thomas Morstead kicks off 62 yards, returned by Jeremy Stewart for 15 yards (tackle by Rafael Bush)",0.000,1.140
3,14:37,1,10,OAK 33,28,7,Marcel Reece right tackle for 4 yards (tackle by David Hawthorne and Jonathan Vilma),1.140,1.130
3,14:01,2,6,OAK 37,28,7,Carson Palmer pass complete short right to Darrius Heyward-Bey for 13 yards (tackle by Malcolm Jenkins),1.130,2.260
3,13:18,1,10,,28,7,Carson Palmer pass complete short left to Brandon Myers for 6 yards (tackle by Cameron Jordan),2.260,2.520
3,12:39,2,4,NOR 44,28,7,Taiwan Jones right guard for 7 yards (tackle by Malcolm Jenkins),2.520,3.120
3,12:00,1,10,NOR 37,28,7,Carson Palmer sacked by Jonathan Vilma for -8 yards,3.120,1.490
3,11:24,2,18,NOR 45,28,7,Carson Palmer pass complete short right to Jeremy Stewart for 23 yards (tackle by Jabari Greer and Will Smith),1.490,4.110
3,10:39,1,10,NOR 22,28,7,Carson Palmer pass incomplete short right intended for Rod Streater,4.110,3.560
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the original play was overturned.",,
3,10:37,2,10,NOR 22,28,7,Carson Palmer pass incomplete short middle intended for Brandon Myers (defended by Brodrick Bunkley),3.560,2.870
3,10:31,3,10,NOR 22,28,7,Carson Palmer pass incomplete short left intended for Denarius Moore (defended by Elbert Mack),2.870,1.990
3,10:27,4,10,NOR 22,28,10,Sebastian Janikowski 40 yard field goal good,1.990,3.000
3,10:22,,,OAK 35,28,10,"Sebastian Janikowski kicks off 70 yards, returned by Travaris Cadet for 20 yards (tackle by Michael Mitchell)",0.000,-0.220
3,10:17,1,10,NOR 15,28,10,Drew Brees pass complete short right to Jimmy Graham for 2 yards (tackle by Rolando McClain and Miles Burris),-0.220,-0.440
3,9:39,2,8,NOR 17,28,10,Drew Brees pass complete short left to Jimmy Graham for 7 yards (tackle by Miles Burris),-0.440,-0.270
3,9:04,3,1,NOR 24,28,10,Mark Ingram up the middle for no gain (tackle by Desmond Bryant and Michael Mitchell),-0.270,-1.770
3,8:18,4,1,NOR 24,28,10,"Thomas Morstead punts 50 yards, fair catch by Phillip Adams",-1.770,-0.670
3,8:11,1,10,OAK 26,28,10,Denarius Moore right end for -5 yards (tackle by Roman Harper and Jabari Greer),0.670,-0.550
3,7:27,2,15,OAK 21,28,10,Carson Palmer sacked by Tom Johnson for -12 yards,-0.550,-3.410
3,6:52,3,27,OAK 9,28,10,Marcel Reece up the middle for 13 yards (tackle by Martez Wilson),-3.410,-1.900
3,6:20,4,14,OAK 22,28,10,"Shane Lechler punts 36 yards, out of bounds",-1.900,-1.730
3,6:12,1,10,NOR 42,28,10,Mark Ingram left tackle for 4 yards (tackle by Philip Wheeler and Michael Mitchell),1.730,1.730
3,5:38,2,6,NOR 46,28,10,Drew Brees pass complete short right to Travaris Cadet for 8 yards (tackle by Philip Wheeler),1.730,2.520
3,5:34,1,10,OAK 46,28,10,Mark Ingram left end for 6 yards (tackle by Michael Mitchell),2.520,2.790
3,4:42,2,4,OAK 40,28,10,Chris Ivory up the middle for 25 yards (tackle by Matt Giordano),2.790,4.580
3,4:04,1,10,OAK 15,28,10,Chris Ivory up the middle for no gain (tackle by Matt Shaughnessy),4.580,3.950
3,3:31,2,10,OAK 15,34,10,"Drew Brees pass complete short left to Lance Moore for 15 yards, touchdown",3.950,7.000
3,3:31,,,OAK 2,35,10,Garrett Hartley kicks extra point good,0.000,0.000
3,3:26,,,NOR 35,35,10,"Thomas Morstead kicks off 73 yards, touchback",0.000,0.280
3,3:26,1,10,OAK 20,35,10,Marcel Reece right end for 9 yards (tackle by Roman Harper),0.280,0.950
3,2:48,2,1,OAK 29,35,10,Marcel Reece left end for 9 yards (tackle by Curtis Lofton and Elbert Mack),0.950,1.470
3,2:08,1,10,OAK 38,35,10,Jeremy Stewart right tackle for 4 yards (tackle by Curtis Lofton and Cameron Jordan),1.470,1.460
3,1:32,2,6,OAK 42,35,10,Carson Palmer pass complete short left to Denarius Moore for 9 yards (tackle by Malcolm Jenkins),1.460,2.320
3,0:52,1,10,NOR 49,35,10,Marcel Reece right end for 2 yards (tackle by Malcolm Jenkins),2.320,2.050
3,0:14,2,8,NOR 47,35,10,Carson Palmer pass incomplete short right intended for Denarius Moore,2.050,1.360
3,0:10,3,8,NOR 47,35,10,Carson Palmer pass complete short left to Juron Criner for 7 yards (tackle by Martez Wilson),1.360,0.590
Quarter,Time,Down,ToGo,Location,NOR,OAK,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,1,NOR 40,35,10,Marcel Reece up the middle for no gain,0.590,-1.600
4,14:54,1,10,NOR 40,35,10,Drew Brees pass complete short middle to Mark Ingram for 1 yard (tackle by Andre Carter),1.600,1.190
4,14:17,2,9,NOR 41,35,10,Mark Ingram up the middle for 3 yards (tackle by Rolando McClain and Desmond Bryant),1.190,0.890
4,13:38,3,6,NOR 44,35,10,Drew Brees pass complete short middle to Marques Colston for 15 yards (tackle by Philip Wheeler),0.890,2.850
4,13:04,1,10,OAK 41,35,10,Chris Ivory right guard for 9 yards (tackle by Rolando McClain and Philip Wheeler),2.850,3.520
4,12:31,2,1,OAK 32,35,10,Drew Brees pass complete short right to Jimmy Graham for 2 yards (tackle by Michael Mitchell),3.520,3.580
4,11:57,1,10,OAK 30,35,10,Mark Ingram right guard for 5 yards (tackle by Michael Mitchell),3.580,3.710
4,11:20,2,5,OAK 25,35,10,Mark Ingram up the middle for -4 yards (tackle by Michael Huff),3.710,2.480
4,10:37,3,9,OAK 29,35,10,Drew Brees pass incomplete short middle intended for Pierre Thomas (defended by Desmond Bryant),2.480,1.500
4,10:33,4,9,OAK 29,38,10,Garrett Hartley 47 yard field goal good,1.500,3.000
4,10:28,,,NOR 35,38,10,"Thomas Morstead kicks off 68 yards, returned by Coye Francies for 23 yards (tackle by Isa Abdul-Quddus)",0.000,0.280
4,10:19,1,10,OAK 20,38,10,Carson Palmer pass complete short middle to Darrius Heyward-Bey for 18 yards (tackle by Will Smith),0.280,1.470
4,9:47,1,10,OAK 38,38,10,Carson Palmer pass complete short middle to Brandon Myers for 7 yards (tackle by Roman Harper),1.470,1.870
4,9:14,2,3,OAK 45,38,10,Marcel Reece left end for 6 yards (tackle by Martez Wilson),1.870,2.320
4,8:37,1,10,NOR 49,38,10,Carson Palmer pass incomplete short middle intended for Marcel Reece,2.320,1.780
4,8:32,2,10,NOR 49,38,10,Carson Palmer pass incomplete intended for Brandon Myers,1.780,1.090
4,8:28,3,10,NOR 49,38,10,Carson Palmer pass incomplete deep right intended for Juron Criner,1.090,0.000
4,8:23,4,10,NOR 49,38,10,"Penalty on Martez Wilson: Neutral Zone Infraction, 5 yards (no play)",0.000,0.330
4,8:23,4,5,NOR 44,38,10,Carson Palmer pass incomplete deep right intended for Denarius Moore,0.330,-1.860
4,8:18,1,10,NOR 44,38,10,"Chris Ivory right tackle for 2 yards (tackle by Jack Crawford). Penalty on Brian De La Puente: Offensive Holding, 10 yards (no play)",1.860,1.200
4,7:53,1,20,NOR 34,38,10,Drew Brees pass complete short middle to Pierre Thomas for 19 yards (tackle by Miles Burris and Matt Giordano),1.200,2.530
4,7:04,2,1,OAK 47,38,10,Mark Ingram left tackle for no gain (tackle by Michael Mitchell),2.530,1.820
4,6:20,3,1,OAK 47,38,10,Drew Brees pass incomplete short right intended for Marques Colston,1.820,0.130
4,6:14,4,1,OAK 47,38,10,Thomas Morstead punts 40 yards,0.130,0.380
4,6:03,1,10,OAK 7,38,10,Carson Palmer pass incomplete short right intended for Rod Streater (defended by Elbert Mack),-0.380,-0.780
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the original play was overturned.",,
4,6:00,2,10,OAK 7,38,10,Carson Palmer pass complete short middle to Darrius Heyward-Bey for 22 yards (tackle by Isa Abdul-Quddus),-0.780,0.870
4,5:28,1,10,OAK 29,38,10,Carson Palmer pass complete short middle to Darrius Heyward-Bey for 16 yards (tackle by Johnny Patrick),0.870,1.930
4,5:00,1,10,OAK 45,38,10,Carson Palmer pass complete deep middle to Brandon Myers for 27 yards (tackle by Isa Abdul-Quddus),1.930,3.710
4,4:21,1,10,NOR 28,38,10,"Carson Palmer pass incomplete short middle intended for Rod Streater (defended by Johnny Patrick). Penalty on Johnny Patrick: Defensive Holding, 5 yards (no play)",3.710,4.040
4,4:17,1,10,NOR 23,38,10,Carson Palmer pass complete short right to Rod Streater for 20 yards (tackle by Johnny Patrick),4.040,6.510
4,4:11,1,3,NOR 3,38,10,Carson Palmer pass incomplete short left intended for Juron Criner (defended by Patrick Robinson),6.510,5.530
4,4:06,2,3,NOR 3,38,16,"Carson Palmer pass complete short left to Juron Criner for 3 yards, touchdown",5.530,7.000
4,4:06,,,NOR 2,38,17,Sebastian Janikowski kicks extra point good,0.000,0.000
4,4:00,,,OAK 35,38,17,"Sebastian Janikowski kicks onside 15 yards, recovered by Jimmy Graham",0.000,0.000
4,4:00,,,,38,17,--,0.000,2.260
4,4:00,1,10,,38,17,Chris Ivory left tackle for no gain (tackle by Rolando McClain and Philip Wheeler),2.260,0.000
4,3:50,,,,38,17,Timeout #1 by Oakland Raiders,0.000,1.710
4,3:50,2,10,,38,17,Chris Ivory up the middle for no gain (tackle by Desmond Bryant),1.710,0.000
4,3:45,,,,38,17,Timeout #2 by Oakland Raiders,0.000,1.030
4,3:45,3,10,,38,17,Chase Daniel pass complete short right to Jed Collins for 10 yards (tackle by Rolando McClain and Desmond Bryant),1.030,2.920
4,2:59,1,10,OAK 40,38,17,Chris Ivory right guard for 4 yards (tackle by Desmond Bryant),2.920,2.910
4,2:13,2,6,OAK 36,38,17,Mark Ingram right guard for no gain (tackle by Tommy Kelly and Miles Burris),2.910,2.210
4,2:00,3,6,OAK 36,38,17,Chase Daniel right end for 19 yards (tackle by Jack Crawford),2.210,4.440
4,1:12,1,10,OAK 17,38,17,Chase Daniel kneels for -1 yards,4.440,3.720
4,0:30,2,11,OAK 18,38,17,Chase Daniel kneels for 1 yard,3.720,3.070
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
