Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP
Cardinals,7.0,8.6,15.04,-5.38,-3.91,1.77,-5.15,6.26,8.23,-5.13,-2.97,2.17,0.77,-1.53,-3.57
Packers,-7.0,-1.77,5.15,-6.26,-8.23,-8.6,-15.04,5.38,3.91,5.13,-2.17,2.97,1.53,-0.77,3.57
