Quarter,Time,Down,ToGo,Location,GNB,ARI,Detail,EPB,EPA
1,6:42,1,10,GNB 39,0,0,Emmitt Smith right tackle for -5 yards (tackle by Cletidus Hunt),2.980,1.770
1,6:01,2,15,GNB 44,0,0,Jeff Blake pass complete to Bryant Johnson for 5 yards (tackle by Na'il Diggs),1.770,1.750
1,5:16,3,10,GNB 39,0,0,Jeff Blake pass complete to Anquan Boldin for 38 yards (tackle by Bhawoh Jue),1.750,6.970
1,4:22,,,,0,0,Timeout #1 by Green Bay Packers,0.000,6.970
1,4:22,1,1,GNB 1,0,6,"Jeff Blake right end for 1 yard, touchdown. Penalty on Joe Johnson: Defensive Offside (Declined)",6.970,7.000
1,,,,GNB 2,0,7,Bill Gramatica kicks extra point good,0.000,0.000
1,,,,ARI 30,0,7,"Bill Gramatica kicks off 64 yards, returned by Antonio Chatman for 15 yards (tackle by LeVar Woods)",0.000,0.340
1,4:09,1,10,GNB 21,0,7,Ahman Green up the middle for 7 yards (tackle by Adrian Wilson),0.340,0.750
1,3:36,2,3,GNB 28,0,7,Ahman Green right tackle for no gain (tackle by Barron Tanner),0.750,0.040
1,2:53,3,3,GNB 28,0,7,Ahman Green left end for 2 yards (tackle by David Barrett),0.040,-1.370
1,2:24,4,1,GNB 30,0,7,"Josh Bidwell punts 45 yards, returned by Anquan Boldin for 5 yards (tackle by Tony Fisher)",-1.370,-0.940
1,2:12,1,10,ARI 30,0,7,Emmitt Smith left tackle for 10 yards (tackle by Darren Sharper),0.940,1.600
1,1:33,1,10,ARI 40,0,7,Emmitt Smith right tackle for -2 yards (tackle by Nick Barnett),1.600,0.780
1,0:47,2,12,ARI 38,0,7,Jeff Blake pass incomplete intended for Jason McAddley (defended by Al Harris),0.780,0.100
1,0:43,,,,0,7,Timeout #1 by Arizona Cardinals,0.000,0.100
1,0:43,3,12,ARI 38,0,7,Jeff Blake pass complete to Marcel Shipp for 1 yard (tackle by Nick Barnett). Penalty on Freddie Jones: Offensive Pass Interference (Declined),0.100,-0.780
1,0:30,4,11,ARI 39,0,7,"Scott Player punts 40 yards, returned by Antonio Chatman for 13 yards (tackle by Levar Fisher)",-0.780,-1.200
1,0:19,1,10,GNB 34,0,7,Brett Favre pass complete to Robert Ferguson for 10 yards (tackle by David Barrett),1.200,1.860
Quarter,Time,Down,ToGo,Location,GNB,ARI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,GNB 44,0,7,"Ahman Green right tackle for 5 yards (tackle by Ronald McKinnon). Penalty on William Henderson: Offensive Holding, 10 yards (no play)",1.860,1.200
2,14:39,1,20,GNB 34,0,7,Brett Favre pass complete to Ahman Green for 4 yards (tackle by David Barrett),1.200,0.510
2,14:09,2,16,GNB 38,0,7,Brett Favre pass complete to Ahman Green for 8 yards (tackle by Raynoch Thompson),0.510,0.890
2,13:30,3,8,GNB 46,0,7,"Penalty on Chad Clifton: False Start, 5 yards (no play)",0.890,0.230
2,13:21,3,13,GNB 41,0,7,Brett Favre pass complete to Tony Fisher for 9 yards (tackle by Dexter Jackson),0.230,-0.060
2,12:49,4,4,ARI 50,0,7,"Josh Bidwell punts 37 yards, fair catch by Bryant Johnson",-0.060,0.320
2,12:44,1,10,ARI 13,0,7,Emmitt Smith up the middle for no gain (tackle by Cletidus Hunt),-0.320,-0.770
2,11:57,,,,0,7,Timeout #2 by Arizona Cardinals,0.000,-0.770
2,11:57,2,10,ARI 13,0,7,Emmitt Smith up the middle for 2 yards (tackle by Kabeer Gbaja-Biamila),-0.770,-1.180
2,11:17,3,8,ARI 15,0,7,Jeff Blake pass incomplete intended for Bryant Johnson,-1.180,-2.440
2,11:11,4,8,ARI 15,0,7,"Scott Player punts 56 yards, returned by Antonio Chatman for 10 yards (tackle by Emmanuel McDaniel)",-2.440,-1.530
2,10:59,1,10,GNB 39,0,7,Brett Favre pass complete to Donald Driver for 8 yards (tackle by Adrian Wilson),1.530,2.070
2,10:36,2,2,GNB 47,0,7,Ahman Green up the middle for 3 yards (tackle by Raynoch Thompson),2.070,2.260
2,9:59,1,10,ARI 50,0,7,Brett Favre pass complete to Ahman Green for 14 yards (tackle by David Barrett),2.260,3.180
2,9:35,1,10,ARI 36,0,7,Tony Fisher right tackle for 4 yards (tackle by Russell Davis),3.180,3.180
2,8:56,2,6,ARI 32,0,7,Brett Favre pass complete to Tony Fisher for 23 yards (tackle by Dexter Jackson),3.180,5.140
2,8:12,1,9,ARI 9,0,7,Ahman Green right tackle for 3 yards (tackle by Dexter Jackson),5.140,4.950
2,7:32,2,6,ARI 6,0,7,Ahman Green right tackle for 2 yards (tackle by Dennis Johnson and Calvin Pace),4.950,4.490
2,6:50,3,4,ARI 4,6,7,"Brett Favre pass complete to David Martin for 4 yards, touchdown",4.490,7.000
2,,,,ARI 2,7,7,Ryan Longwell kicks extra point good,0.000,0.000
2,,,,GNB 30,7,7,"Ryan Longwell kicks off 66 yards, returned by Josh Scobey for 22 yards (tackle by Najeh Davenport)",0.000,0.670
2,6:37,1,10,ARI 26,7,7,Jeff Blake pass incomplete intended for Freddie Jones (defended by Nick Barnett),0.670,0.130
2,6:32,2,10,ARI 26,7,7,"Emmitt Smith right tackle for 1 yard (tackle by Mike McKenzie). Emmitt Smith fumbles (forced by Mike McKenzie), recovered by James Hodgins at ARI-29",0.130,-0.160
2,5:46,3,7,ARI 29,7,7,Jeff Blake pass incomplete intended for Anquan Boldin,-0.160,-1.440
2,5:41,4,7,ARI 29,7,7,"Scott Player punts 50 yards, returned by Antonio Chatman for 4 yards (tackle by Coby Rhinehart)",-1.440,-0.610
2,5:29,1,10,GNB 25,7,7,Ahman Green left tackle for 5 yards (tackle by Adrian Wilson and Dexter Jackson),0.610,0.740
2,4:54,2,5,GNB 30,7,7,Ahman Green right tackle for 9 yards (tackle by Adrian Wilson),0.740,1.530
2,4:20,1,10,GNB 39,7,7,Brett Favre pass incomplete intended for Donald Driver,1.530,0.990
2,4:13,2,10,GNB 39,7,7,Brett Favre pass complete to William Henderson for 22 yards (tackle by Dexter Jackson),0.990,2.980
2,3:45,1,10,ARI 39,7,7,Tony Fisher up the middle for 9 yards (tackle by David Barrett),2.980,3.660
2,3:07,2,1,ARI 30,7,7,Brett Favre pass incomplete intended for David Martin,3.660,2.940
2,2:58,3,1,ARI 30,7,7,Ahman Green up the middle for 1 yard (tackle by Levar Fisher),2.940,3.640
2,2:28,1,10,ARI 29,7,7,Brett Favre pass incomplete intended for Donald Driver (defended by David Barrett),3.640,3.100
2,2:22,2,10,ARI 29,7,7,Ahman Green up the middle for no gain (tackle by Raynoch Thompson),3.100,2.410
2,2:00,3,10,ARI 29,7,7,Brett Favre pass complete to Ahman Green for 8 yards (tackle by Quentin Harris),2.410,2.180
2,1:21,4,2,ARI 21,10,7,Ryan Longwell 40 yard field goal good,2.180,3.000
2,,,,GNB 30,10,7,"Ryan Longwell kicks off 71 yards, touchback",0.000,0.280
2,1:17,1,10,ARI 20,10,7,Emmitt Smith right tackle for 4 yards (tackle by Chukie Nwokorie),0.280,0.270
2,1:07,,,,10,7,Timeout #2 by Green Bay Packers,0.000,0.270
2,1:07,2,6,ARI 24,10,7,Jeff Blake pass complete to Bryant Johnson for 14 yards (tackle by Al Harris),0.270,1.470
2,1:00,1,10,ARI 38,10,7,Jeff Blake pass complete to Anquan Boldin for 22 yards (tackle by Bhawoh Jue),1.470,2.920
2,0:37,1,10,GNB 40,10,7,Jeff Blake spiked the ball,2.920,2.370
2,0:26,2,10,GNB 40,10,7,Jeff Blake pass complete to Bryant Johnson for 25 yards (tackle by Darren Sharper),2.370,4.580
2,0:18,1,10,GNB 15,10,7,Jeff Blake spiked the ball,4.580,3.950
2,0:17,,,,10,7,Timeout #3 by Arizona Cardinals,0.000,3.950
2,0:17,2,10,GNB 15,10,7,Jeff Blake pass complete to Bryant Johnson for 12 yards (tackle by Al Harris),3.950,6.510
2,0:12,1,3,GNB 3,10,7,Jeff Blake pass incomplete intended for James Hodgins,6.510,5.530
2,0:12,2,3,GNB 3,10,10,Bill Gramatica 21 yard field goal good,5.530,3.000
2,,,,ARI 30,10,10,"Bill Gramatica kicks off 46 yards, returned by William Henderson for 9 yards (tackle by James Darling)",0.000,0.940
Quarter,Time,Down,ToGo,Location,GNB,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 30,10,10,"Ryan Longwell kicks off 63 yards, returned by Josh Scobey for 12 yards (tackle by Michael Hawthorne)",0.000,0.150
3,14:53,1,10,ARI 19,10,10,Emmitt Smith left tackle for 2 yards (tackle by Cletidus Hunt),0.150,-0.060
3,14:10,2,8,ARI 21,10,10,Jeff Blake right end for 2 yards (tackle by Darren Sharper),-0.060,-0.550
3,13:43,3,6,ARI 23,10,10,Jeff Blake pass complete to Anquan Boldin for 6 yards (tackle by Bhawoh Jue),-0.550,0.870
3,13:18,1,10,ARI 29,10,10,Emmitt Smith right tackle for 11 yards (tackle by Hannibal Navies),0.870,1.600
3,12:37,1,10,ARI 40,10,10,Jeff Blake pass complete to Bryant Johnson for 15 yards (tackle by Darren Sharper),1.600,2.590
3,12:15,1,10,GNB 45,10,10,"Emmitt Smith right end for 5 yards (tackle by Nick Barnett and Na'il Diggs). Penalty on Anthony Clement: Offensive Holding, 10 yards (no play)",2.590,1.930
3,11:44,1,20,ARI 45,10,10,Jeff Blake pass complete to Anquan Boldin for 20 yards (tackle by Bhawoh Jue),1.930,3.250
3,11:00,1,10,GNB 35,10,10,Marcel Shipp up the middle for 4 yards (tackle by Antuan Edwards),3.250,3.240
3,10:16,2,6,GNB 31,10,10,Jeff Blake for 5 yards,3.240,3.200
3,9:48,3,1,GNB 26,10,10,Emmitt Smith up the middle for 3 yards (tackle by Chukie Nwokorie and Kenny Peterson),3.200,4.040
3,9:07,1,10,GNB 23,10,10,Emmitt Smith left tackle for 4 yards (tackle by Hannibal Navies),4.040,4.050
3,8:26,2,6,GNB 19,10,10,Emmitt Smith left end for no gain (tackle by Nick Barnett),4.050,3.340
3,7:43,3,6,GNB 19,10,10,Jeff Blake pass incomplete intended for Anquan Boldin (defended by Antuan Edwards),3.340,2.210
3,7:36,4,6,GNB 19,10,13,Bill Gramatica 37 yard field goal good,2.210,3.000
3,,,,ARI 30,10,13,"Bill Gramatica kicks off 70 yards, returned by Antonio Chatman for 24 yards (tackle by Marcel Shipp)",0.000,0.540
3,7:26,1,10,GNB 24,10,13,Brett Favre pass complete to Robert Ferguson for 15 yards (tackle by David Barrett),0.540,1.530
3,7:06,1,10,GNB 39,10,13,Ahman Green left tackle for no gain (tackle by Marcus Bell),1.530,0.990
3,6:28,2,10,GNB 39,10,13,Brett Favre pass complete to William Henderson for 14 yards (tackle by Levar Fisher),0.990,2.460
3,5:51,1,10,ARI 47,10,13,Brett Favre pass complete to Ahman Green for 6 yards (tackle by Raynoch Thompson),2.460,2.720
3,5:10,2,4,ARI 41,10,13,Ahman Green right tackle for no gain (tackle by James Darling),2.720,2.010
3,4:31,3,4,ARI 41,10,13,Brett Favre pass incomplete intended for Javon Walker,2.010,0.530
3,4:25,4,4,ARI 41,10,13,Josh Bidwell punts 40 yards,0.530,0.380
3,4:15,1,10,ARI 2,10,13,Emmitt Smith up the middle for no gain (tackle by Na'il Diggs),-0.380,-0.780
3,3:38,2,10,ARI 2,10,13,Jeff Blake pass incomplete intended for Freddie Jones,-0.780,-1.420
3,3:32,3,10,ARI 2,10,13,Jeff Blake pass complete to Freddie Jones for 13 yards (tackle by Nick Barnett),-1.420,-0.220
3,2:53,1,10,ARI 15,10,13,"Emmitt Smith left tackle for no gain (tackle by Al Harris). Penalty on Bryant Johnson: Illegal Crackback, 7 yards",-0.220,-0.650
3,2:28,1,17,ARI 8,10,13,Marcel Shipp up the middle for 8 yards (tackle by Kabeer Gbaja-Biamila),-0.650,-0.580
3,1:55,2,9,ARI 16,10,13,Marcel Shipp left tackle for no gain (tackle by Rod Walker),-0.580,-1.250
3,1:04,3,9,ARI 16,10,13,"Penalty on Cameron Spikes: False Start, 5 yards (no play)",-1.250,-1.890
3,1:01,3,14,ARI 11,10,13,Jeff Blake pass complete to Bryant Johnson for 15 yards (tackle by Darren Sharper),-1.890,0.670
3,0:22,1,10,ARI 26,10,13,Marcel Shipp up the middle for -1 yards (tackle by Chukie Nwokorie),0.670,-0.010
Quarter,Time,Down,ToGo,Location,GNB,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,11,ARI 25,10,13,"Jeff Blake pass incomplete intended for Freddie Jones. Penalty on Jeff Blake: Intentional Grounding, 10 yards",-0.010,-2.450
4,14:56,3,21,ARI 15,10,13,Jeff Blake pass complete to Freddie Jones for 19 yards (tackle by Darren Sharper),-2.450,-1.110
4,14:11,4,2,ARI 34,10,13,"Scott Player punts 58 yards, returned by Antonio Chatman for 33 yards (tackle by Scott Player)",-1.110,-1.660
4,13:56,1,10,GNB 41,10,13,Brett Favre pass complete to Robert Ferguson for 9 yards (tackle by Calvin Pace),1.660,2.340
4,13:34,2,1,ARI 50,10,13,Ahman Green left tackle for 4 yards (tackle by Derrick Ransom),2.340,2.520
4,12:59,1,10,ARI 46,10,13,Brett Favre pass complete to William Henderson for 11 yards (tackle by Raynoch Thompson),2.520,3.250
4,12:33,1,10,ARI 35,10,13,Ahman Green up the middle for 11 yards (tackle by Dexter Jackson),3.250,3.970
4,12:01,1,10,ARI 24,10,13,Ahman Green left end for 2 yards (tackle by James Darling),3.970,3.700
4,11:20,,,,10,13,Timeout #1 by Green Bay Packers,0.000,3.700
4,11:20,2,8,ARI 22,10,13,Brett Favre pass incomplete intended for Bubba Franks,3.700,3.010
4,11:15,3,8,ARI 22,10,13,Brett Favre pass incomplete intended for Donald Driver (defended by Adrian Wilson),3.010,1.990
4,11:12,4,8,ARI 22,13,13,Ryan Longwell 40 yard field goal good,1.990,3.000
4,,,,GNB 30,13,13,"Ryan Longwell kicks off 67 yards, returned by Josh Scobey for 29 yards (tackle by Jamal Reynolds)",0.000,1.070
4,11:00,1,10,ARI 32,13,13,"Jeff Blake pass incomplete intended for Bryant Johnson. Penalty on Al Harris: Defensive Pass Interference, 28 yards (no play)",1.070,2.920
4,10:53,1,10,GNB 40,13,13,Jeff Blake pass complete to James Hodgins for 4 yards (tackle by Hannibal Navies),2.920,2.910
4,10:17,2,6,GNB 36,13,13,Emmitt Smith left end for 5 yards (tackle by Nick Barnett),2.910,2.870
4,9:37,3,1,GNB 31,13,13,Emmitt Smith right tackle for 2 yards (tackle by Chukie Nwokorie and Darren Sharper),2.870,3.640
4,8:52,1,10,GNB 29,13,13,Marcel Shipp up the middle for 9 yards (tackle by Nick Barnett),3.640,4.320
4,8:12,2,1,GNB 20,13,13,"Emmitt Smith left tackle for 4 yards (tackle by Antuan Edwards). Penalty on Pete Kendall: Offensive Holding, 10 yards",4.320,3.510
4,7:41,2,7,GNB 26,13,13,Jeff Blake pass complete to Anquan Boldin for 13 yards (tackle by Darren Sharper),3.510,4.710
4,6:59,1,10,GNB 13,13,13,Emmitt Smith up the middle for -1 yards (tackle by Chukie Nwokorie and Na'il Diggs),4.710,3.900
4,6:16,2,11,GNB 14,13,13,Jeff Blake pass complete to James Hodgins for 9 yards (tackle by Darren Sharper),3.900,4.780
4,5:35,3,2,GNB 5,13,13,Marcel Shipp left tackle for 3 yards (tackle by Nick Barnett),4.780,6.740
4,4:45,1,2,GNB 2,13,13,Marcel Shipp right tackle for 1 yard (tackle by Gilbert Brown),6.740,5.910
4,4:03,2,1,GNB 1,13,19,"Jeff Blake pass complete to James Hodgins for 1 yard, touchdown",5.910,7.000
4,,,,GNB 2,13,20,Bill Gramatica kicks extra point good,0.000,0.000
4,,,,ARI 30,13,20,"Bill Gramatica kicks off 68 yards, returned by Antonio Chatman for 23 yards (tackle by Marcel Shipp)",0.000,0.610
4,3:54,1,10,GNB 25,13,20,Brett Favre pass complete to Ahman Green for 3 yards (tackle by Raynoch Thompson),0.610,0.470
4,3:13,2,7,GNB 28,13,20,Brett Favre pass complete to Javon Walker for 34 yards (tackle by David Barrett),0.470,3.050
4,3:04,1,10,ARI 38,13,20,Brett Favre pass complete to Donald Driver for 4 yards,3.050,3.050
4,3:00,2,6,ARI 34,13,20,Brett Favre pass complete to Bubba Franks for 4 yards (tackle by Coby Rhinehart),3.050,2.870
4,2:09,,,,13,20,Timeout #2 by Green Bay Packers,0.000,2.870
4,2:09,3,2,ARI 30,13,20,Ahman Green up the middle for 3 yards (tackle by Adrian Wilson),2.870,3.780
4,2:00,1,10,ARI 27,13,20,Brett Favre pass complete to Javon Walker for 10 yards (tackle by Emmanuel McDaniel),3.780,4.440
4,1:23,1,10,ARI 17,13,20,Brett Favre pass incomplete intended for Javon Walker (defended by Emmanuel McDaniel),4.440,3.850
4,1:20,2,10,ARI 17,13,20,Brett Favre pass complete to Bubba Franks for 9 yards (tackle by Dexter Jackson),3.850,4.800
4,0:42,3,1,ARI 8,13,20,Ahman Green up the middle for 1 yard (tackle by Dennis Johnson),4.800,5.600
4,0:23,1,7,ARI 7,13,20,Brett Favre pass incomplete intended for Bubba Franks,5.600,4.760
4,0:16,2,7,ARI 7,13,20,Brett Favre pass incomplete intended for Antonio Freeman,4.760,3.810
4,0:10,3,7,ARI 7,13,20,Brett Favre pass incomplete intended for Bubba Franks is intercepted by Dexter Jackson at ARI-15 and returned for 22 yards,3.810,0.220
4,0:02,1,10,ARI 15,13,20,Jeff Blake up the middle for -1 yards,-0.220,-0.820
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
