Quarter,Time,Down,ToGo,Location,NYJ,JAX,Detail,EPB,EPA
2,10:47,3,7,JAX 36,0,0,"Mark Sanchez sacked by Jason Babin for -8 yards. Mark Sanchez fumbles (forced by Jason Babin), recovered by Jason Babin at JAX-43 (tackle by Mark Sanchez)",2.150,-1.800
2,10:42,1,10,JAX 43,0,0,Montell Owens up the middle for 3 yards (tackle by Muhammad Wilkerson),1.800,1.660
2,10:07,2,7,JAX 46,0,0,Chad Henne pass complete deep middle to Kevin Elliott for 22 yards (tackle by Antonio Cromartie),1.660,3.450
2,9:30,1,10,NYJ 32,0,0,Montell Owens up the middle for 10 yards (tackle by Yeremiah Bell),3.450,4.110
2,8:54,1,10,NYJ 22,0,0,Jordan Todman up the middle for 6 yards (tackle by LaRon Landry),4.110,4.460
2,8:14,2,4,NYJ 16,0,0,Chad Henne pass complete short left to Greg Jones for 3 yards (tackle by Bryan Thomas),4.460,4.390
2,8:14,3,1,NYJ 13,0,0,Greg Jones up the middle for no gain (tackle by Sione Pouha),4.390,0.000
2,6:48,,,,0,0,Timeout #1 by Jacksonville Jaguars,0.000,2.720
2,6:47,4,1,NYJ 13,0,3,Josh Scobee 31 yard field goal good,2.720,3.000
2,6:44,,,JAX 35,0,3,"Josh Scobee kicks off 65 yards, touchback",0.000,0.280
2,6:44,1,10,NYJ 20,0,3,Mark Sanchez pass complete deep right to Chaz Schilens for 17 yards,0.280,1.400
2,6:16,1,10,NYJ 37,0,3,Shonn Greene up the middle for 5 yards (tackle by Paul Posluszny),1.400,1.530
2,5:39,2,5,NYJ 42,0,3,Mark Sanchez up the middle for 8 yards,1.530,2.260
2,4:56,1,10,,0,3,Shonn Greene up the middle for 1 yard (tackle by Austen Lane),2.260,1.850
2,4:21,2,9,JAX 49,0,3,"Mark Sanchez pass complete short left to Jeremy Kerley for 7 yards (tackle by Derek Cox). Jeremy Kerley fumbles (forced by Derek Cox), recovered by Dwight Lowery at JAX-39 (tackle by Jeremy Kerley)",1.850,-1.530
,,,,,,,"Replay Assistant challenged the ruling, and the original play was overturned.",,
2,4:17,1,10,JAX 39,0,3,Chad Henne pass complete short left to Justin Blackmon for 11 yards (tackle by LaRon Landry),1.530,2.260
2,3:54,1,10,,0,3,Montell Owens up the middle for 5 yards (tackle by LaRon Landry),2.260,2.390
2,3:16,2,5,NYJ 45,0,3,Chad Henne pass incomplete short middle intended for Kevin Elliott,2.390,1.690
2,3:11,3,5,NYJ 45,0,3,Chad Henne pass complete short left to Jordan Todman for no gain,1.690,0.270
2,2:49,4,5,NYJ 45,0,3,"Bryan Anger punts 30 yards, fair catch by Jeremy Kerley",0.270,0.220
2,2:43,1,10,NYJ 15,0,3,Mark Sanchez pass incomplete short left intended for Lex Hilliard,-0.220,-0.710
2,2:38,2,10,NYJ 15,0,3,Mark Sanchez pass incomplete short right intended for Mardy Gilyard,-0.710,-1.370
2,2:32,3,10,NYJ 15,0,3,Mark Sanchez pass complete short left to Konrad Reuland for 2 yards (tackle by Dawan Landry),-1.370,0.000
2,2:23,,,,0,3,Timeout #2 by Jacksonville Jaguars,0.000,-2.320
2,2:22,4,8,NYJ 17,0,3,"Robert Malone punts 40 yards, out of bounds",-2.320,-1.800
2,2:17,1,10,JAX 43,0,3,Chad Henne pass incomplete short left intended for Jordan Shipley,1.800,1.250
2,2:12,2,10,JAX 43,0,3,Chad Henne pass incomplete short right intended for Justin Blackmon,1.250,0.560
2,2:07,3,10,JAX 43,0,3,Chad Henne pass incomplete deep right intended for Justin Blackmon,0.560,-0.520
2,2:02,4,10,JAX 43,0,3,Bryan Anger punts 48 yards,-0.520,0.380
2,1:49,1,10,NYJ 9,0,3,Bilal Powell up the middle for 5 yards (tackle by Paul Posluszny),-0.380,-0.390
2,1:11,2,5,NYJ 14,0,3,Bilal Powell up the middle for no gain (tackle by C.J. Mosley),-0.390,-0.840
2,0:29,3,5,NYJ 14,0,3,Bilal Powell up the middle for no gain (tackle by Terrance Knighton),-0.840,0.000
2,0:25,,,,0,3,Timeout #3 by Jacksonville Jaguars,0.000,-2.470
2,0:25,4,5,NYJ 14,0,3,"Robert Malone punts 44 yards, returned by Quan Cosby for 14 yards (tackle by Robert Malone)",-2.470,-2.650
2,0:12,1,10,NYJ 44,0,3,Chad Henne pass complete short right to Jordan Shipley for 7 yards (tackle by Antonio Cromartie),2.650,0.000
2,0:08,,,,0,3,Timeout #2 by New York Jets,0.000,3.060
2,0:08,2,3,NYJ 37,0,3,Chad Henne pass incomplete short right intended for Marcedes Lewis,3.060,2.350
2,0:03,3,3,NYJ 37,0,3,Josh Scobee 55 yard field goal no good,2.350,1.860
Quarter,Time,Down,ToGo,Location,NYJ,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 35,0,3,"Nick Folk kicks off 67 yards, returned by Jordan Todman for 13 yards (tackle by Josh Bush)",0.000,-0.370
3,14:56,1,10,JAX 11,0,3,Chad Henne pass incomplete deep right intended for Justin Blackmon,-0.370,-0.780
3,14:49,2,10,JAX 11,0,3,Richard Murphy up the middle for 9 yards (tackle by David Harris),-0.780,-0.370
3,14:09,3,1,JAX 20,0,3,Chad Henne pass incomplete short right intended for Justin Blackmon,-0.370,-2.030
3,14:03,4,1,JAX 20,0,3,"Bryan Anger punts 42 yards, fair catch by Jeremy Kerley. Penalty on Jordan Todman: Illegal Motion, 5 yards",-2.030,-1.800
3,13:56,1,10,NYJ 43,0,3,Mark Sanchez pass complete short right to Chaz Schilens for 10 yards (tackle by Mike Harris and Russell Allen),1.800,2.460
3,13:18,1,10,JAX 47,0,3,Shonn Greene up the middle for 8 yards (tackle by Derek Cox),2.460,2.990
3,12:42,2,2,JAX 39,0,3,Shonn Greene left end for 3 yards (tackle by Paul Posluszny),2.990,3.180
3,12:07,1,10,JAX 36,0,3,Shonn Greene up the middle for 9 yards (tackle by Dwight Lowery),3.180,3.850
3,11:32,2,1,JAX 27,0,3,Shonn Greene up the middle for 5 yards (tackle by Julian Stanford),3.850,4.110
3,10:56,1,10,JAX 22,0,3,Mark Sanchez pass complete short left to Jeremy Kerley for 6 yards (tackle by Mike Harris),4.110,4.460
3,10:33,2,4,JAX 16,0,3,Bilal Powell up the middle for 12 yards (tackle by Mike Harris),4.460,6.280
3,9:59,1,4,JAX 4,0,3,Shonn Greene up the middle for 3 yards (tackle by Tyson Alualu),6.280,5.910
3,9:19,2,1,JAX 1,6,3,"Shonn Greene up the middle for 1 yard, touchdown",5.910,7.000
3,9:19,,,JAX 2,7,3,Nick Folk kicks extra point good,0.000,0.000
3,9:11,,,NYJ 35,7,3,"Nick Folk kicks off 62 yards, returned by Jordan Todman for 23 yards (tackle by Ellis Lankster)",0.000,0.670
3,9:05,1,10,JAX 26,7,3,Richard Murphy up the middle for 4 yards (tackle by Sione Pouha),0.670,0.670
3,8:29,2,6,JAX 30,7,3,Richard Murphy left end for 3 yards (tackle by Calvin Pace),0.670,0.370
3,8:06,3,3,JAX 33,7,3,Chad Henne pass complete short right to Jordan Shipley for 1 yard (tackle by Antonio Cromartie),0.370,-1.110
3,7:34,4,2,JAX 34,7,3,"Bryan Anger punts 55 yards, fair catch by Jeremy Kerley",-1.110,0.370
3,7:27,1,10,NYJ 11,7,3,Shonn Greene up the middle for 4 yards (tackle by C.J. Mosley),-0.370,-0.430
3,6:44,2,6,NYJ 15,7,3,Shonn Greene up the middle for 3 yards (tackle by Dwight Lowery),-0.430,-0.600
3,5:59,3,3,NYJ 18,7,3,Mark Sanchez pass incomplete deep left intended for Chaz Schilens,-0.600,-2.240
3,5:54,4,3,NYJ 18,7,3,"Robert Malone punts 59 yards, fair catch by Quan Cosby",-2.240,-0.480
3,5:45,1,10,JAX 23,7,3,Chad Henne pass incomplete short left intended for Marcedes Lewis,0.480,-0.070
3,5:41,2,10,JAX 23,7,3,Chad Henne pass incomplete short left intended for Kevin Elliott,-0.070,-0.760
3,5:36,3,10,JAX 23,7,3,Chad Henne sacked by Muhammad Wilkerson for -8 yards,-0.760,-2.440
3,5:08,4,18,JAX 15,7,3,"Bryan Anger punts 43 yards, returned by Jeremy Kerley for 11 yards (tackle by Greg Jones)",-2.440,-2.460
3,4:58,1,10,JAX 47,7,3,Mark Sanchez pass complete short right to Konrad Reuland for 5 yards (tackle by Paul Posluszny),2.460,2.590
3,4:22,2,5,JAX 42,7,3,Shonn Greene left end for 14 yards (tackle by Paul Posluszny),2.590,3.710
3,3:38,1,10,JAX 28,7,3,Bilal Powell left end for 2 yards (tackle by Derek Cox),3.710,3.440
3,3:07,2,8,JAX 26,7,3,Mark Sanchez pass incomplete short left intended for Jeremy Kerley (defended by Derek Cox),3.440,2.740
3,3:03,3,8,JAX 26,7,3,Mark Sanchez pass incomplete short middle intended for Jeff Cumberland,2.740,1.740
3,2:57,4,8,JAX 26,10,3,Nick Folk 44 yard field goal good,1.740,3.000
3,2:53,,,NYJ 35,10,3,"Nick Folk kicks off 68 yards, returned by Jordan Todman for 24 yards (tackle by Demario Davis). Penalty on Zach Potter: Offensive Holding, 10 yards",0.000,-0.370
3,2:47,1,10,JAX 11,10,3,Montell Owens right end for -1 yards (tackle by LaRon Landry),-0.370,-0.850
3,2:08,2,11,JAX 10,10,3,Chad Henne pass incomplete short left intended for Zach Potter,-0.850,-1.540
3,2:01,3,11,JAX 10,10,3,Chad Henne sacked by David Harris for -2 yards,-1.540,-2.490
3,1:29,4,13,JAX 8,10,3,"Bryan Anger punts 45 yards, returned by Jeremy Kerley for 7 yards (tackle by Chris Prosinski)",-2.490,-2.520
3,1:19,1,10,JAX 46,10,3,Bilal Powell up the middle for 7 yards (tackle by Dawan Landry),2.520,2.920
3,0:38,2,3,JAX 39,10,3,Bilal Powell right end for 7 yards (tackle by Mike Harris),2.920,3.450
Quarter,Time,Down,ToGo,Location,NYJ,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,JAX 32,10,3,Bilal Powell up the middle for 13 yards (tackle by Austen Lane),3.450,4.310
4,14:26,1,10,JAX 19,10,3,Bilal Powell up the middle for no gain (tackle by Tyson Alualu),4.310,3.750
4,13:44,2,10,JAX 19,10,3,Bilal Powell up the middle for 5 yards (tackle by Dawan Landry),3.750,3.760
4,13:07,3,5,JAX 14,10,3,Bilal Powell up the middle for 10 yards (tackle by Paul Posluszny),3.760,6.280
4,12:25,1,4,JAX 4,16,3,"Bilal Powell up the middle for 4 yards, touchdown",6.280,7.000
4,12:25,,,JAX 2,17,3,Nick Folk kicks extra point good,0.000,0.000
4,12:20,,,NYJ 35,17,3,"Nick Folk kicks off 69 yards, returned by Jordan Todman for 18 yards (tackle by Ellis Lankster)",0.000,-0.280
4,12:15,1,10,JAX 14,17,3,Montell Owens up the middle for 15 yards (tackle by LaRon Landry),-0.280,0.870
4,11:46,1,10,JAX 29,17,3,Montell Owens up the middle for 3 yards (tackle by LaRon Landry and David Harris),0.870,0.730
4,11:12,2,7,JAX 32,17,3,Chad Henne pass incomplete short left intended for Jordan Shipley,0.730,0.040
4,11:07,3,7,JAX 32,17,3,Chad Henne pass complete short left to Kevin Elliott for 9 yards (tackle by Ellis Lankster),0.040,1.660
4,10:26,1,10,JAX 41,17,3,"Montell Owens right end for 7 yards (tackle by Yeremiah Bell). Penalty on Marcedes Lewis: Offensive Holding, 10 yards (no play)",1.660,1.000
4,10:03,1,20,JAX 31,17,3,Chad Henne pass complete short right to Justin Blackmon for 13 yards (tackle by David Harris),1.000,1.530
,,,,,,,"Replay Assistant challenged the ruling, and the original play was overturned.",,
4,9:32,2,7,JAX 44,17,3,Chad Henne pass complete short middle to Marcedes Lewis for 4 yards (tackle by LaRon Landry),1.530,1.360
4,8:51,3,3,JAX 48,17,3,"Chad Henne up the middle for 1 yard (tackle by Quinton Coples). Penalty on Quinton Coples: Face Mask (15 Yards), 15 yards",1.360,3.180
4,8:17,1,10,NYJ 36,17,3,Chad Henne pass incomplete deep right intended for Justin Blackmon,3.180,2.640
4,8:10,2,10,NYJ 36,17,3,Chad Henne pass complete short middle to Jordan Shipley for 11 yards (tackle by LaRon Landry),2.640,3.910
4,7:36,1,10,NYJ 25,17,3,Chad Henne sacked by Quinton Coples for -7 yards,3.910,2.420
4,7:15,2,17,NYJ 32,17,9,"Montell Owens left end for 32 yards, touchdown",2.420,7.000
4,7:15,,,NYJ 2,17,10,Josh Scobee kicks extra point good,0.000,0.000
4,7:06,,,JAX 35,17,10,"Josh Scobee kicks off 65 yards, touchback",0.000,0.280
4,7:06,1,10,NYJ 20,17,10,Shonn Greene up the middle for 3 yards (tackle by Paul Posluszny),0.280,0.140
4,6:32,2,7,NYJ 23,17,10,Shonn Greene left end for no gain (tackle by Austen Lane),0.140,-0.560
4,5:51,3,7,NYJ 23,17,10,Mark Sanchez pass complete short right to Jeremy Kerley for 2 yards (tackle by Dwight Lowery),-0.560,-1.700
4,5:17,4,5,NYJ 25,17,10,"Robert Malone punts 47 yards, returned by Quan Cosby for 10 yards (tackle by Bilal Powell)",-1.700,-1.470
4,5:05,1,10,JAX 38,17,10,Montell Owens up the middle for 3 yards (tackle by David Harris),1.470,1.330
4,4:37,2,7,JAX 41,17,10,Montell Owens up the middle for 1 yard (tackle by LaRon Landry),1.330,0.760
4,3:56,3,6,JAX 42,17,10,Chad Henne pass incomplete short left intended for Kevin Elliott,0.760,-0.590
4,3:47,4,6,JAX 42,17,10,"Bryan Anger punts 47 yards, fair catch by Jeremy Kerley",-0.590,0.370
4,3:42,1,10,NYJ 11,17,10,Shonn Greene up the middle for 1 yard (tackle by Tyson Alualu),-0.370,-0.710
4,3:02,2,9,NYJ 12,17,10,Shonn Greene up the middle for 1 yard (tackle by Terrance Knighton and Austen Lane),-0.710,0.000
4,2:56,,,,17,10,Timeout #1 by Jacksonville Jaguars,0.000,-1.190
4,2:56,3,8,NYJ 13,17,10,Mark Sanchez pass complete deep middle to Jeff Cumberland for 37 yards (tackle by Dwight Lowery),-1.190,2.260
4,2:08,1,10,,17,10,Bilal Powell up the middle for 6 yards (tackle by Paul Posluszny),2.260,2.520
4,2:00,2,4,JAX 44,17,10,Bilal Powell up the middle for -4 yards (tackle by Russell Allen),2.520,0.000
4,1:56,,,,17,10,Timeout #2 by Jacksonville Jaguars,0.000,1.290
4,1:56,3,8,JAX 48,17,10,Bilal Powell up the middle for no gain (tackle by Russell Allen and Paul Posluszny),1.290,0.000
4,1:52,,,,17,10,Timeout #3 by Jacksonville Jaguars,0.000,0.070
4,1:52,4,8,JAX 48,17,10,"Robert Malone punts 48 yards, touchback",0.070,-0.280
4,1:43,1,10,JAX 20,17,10,Chad Henne pass complete short right to Justin Blackmon for 14 yards (tackle by Yeremiah Bell),0.280,1.200
4,1:21,1,10,JAX 34,17,10,Chad Henne pass incomplete short right intended for Toney Clemons,1.200,0.660
4,1:17,2,10,JAX 34,17,10,Chad Henne pass incomplete short left intended for Justin Blackmon (defended by Antonio Cromartie),0.660,0.000
4,1:12,,,,17,10,Timeout #1 by New York Jets,0.000,-0.030
4,1:12,3,10,JAX 34,17,10,"Chad Henne pass complete deep left to Kevin Elliott for 16 yards. Penalty on Kevin Elliott: Illegal Touch Pass, 5 yards (no play)",-0.030,-0.690
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
4,1:06,3,15,JAX 29,17,10,Chad Henne pass incomplete deep right intended for Toney Clemons,-0.690,-1.440
4,0:58,4,15,JAX 29,17,10,Chad Henne pass complete deep middle to Jordan Shipley for 28 yards (tackle by Yeremiah Bell),-1.440,2.720
4,0:44,1,10,NYJ 43,17,10,Chad Henne spiked the ball,2.720,0.000
4,0:44,,,,17,10,Timeout #2 by New York Jets,0.000,2.180
4,0:44,2,10,NYJ 43,17,10,Chad Henne pass complete short right to Jordan Shipley for 8 yards,2.180,2.540
4,0:39,3,2,NYJ 35,17,10,Chad Henne pass incomplete short middle intended for Kevin Elliott (defended by David Harris),2.540,0.990
4,0:35,4,2,NYJ 35,17,10,Chad Henne pass complete short left to Kevin Elliott for 7 yards (tackle by Eric Smith),0.990,3.710
4,0:27,1,10,NYJ 28,17,10,Chad Henne pass incomplete short left intended for Kevin Elliott,3.710,3.170
4,0:22,2,10,NYJ 28,17,10,Chad Henne pass incomplete deep left intended for Kevin Elliott is intercepted by Ellis Lankster at NYJ-4,3.170,0.380
4,0:15,1,10,NYJ 4,17,10,Mark Sanchez kneels for -1 yards,-0.380,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
