Quarter,Time,Down,ToGo,Location,BAL,CLE,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Browns won the coin toss and deferred, Ravens to receive the opening kickoff.",,
1,15:00,,,CLE 35,0,0,"Dustin Hopkins kicks off 57 yards, returned by Devin Duvernay for 16 yards (tackle by Pierre Strong)",0.000,0.540
1,14:56,1,10,BAL 24,0,0,Gus Edwards right guard for 6 yards (tackle by Grant Delpit and Juan Thornhill),0.540,0.810
1,14:17,2,4,BAL 30,0,0,"Penalty on Morgan Moses: False Start, 5 yards (accepted) (no play)",0.810,0.130
1,14:03,2,9,BAL 25,0,0,Gus Edwards left end for 3 yards (tackle by Juan Thornhill),0.130,-0.160
1,13:20,3,6,BAL 28,0,0,Lamar Jackson scrambles right end for 2 yards (tackle by Juan Thornhill),-0.160,-1.370
1,12:48,4,4,BAL 30,0,0,Jordan Stout punts 45 yards out of bounds,-1.370,-0.610
1,12:42,1,10,CLE 25,0,0,"Jerome Ford left tackle for 10 yards (tackle by Geno Stone and Patrick Queen). Penalty on Amari Cooper: Offensive Holding, 10 yards (accepted)",0.610,0.610
1,12:16,1,10,CLE 25,0,0,Dorian Thompson-Robinson pass complete short left to Donovan Peoples-Jones for 7 yards (tackle by Brandon Stephens),0.610,1.010
1,11:29,2,3,CLE 32,0,0,"Jerome Ford left guard for -2 yards (tackle by Patrick Queen) Penalty on CLE: Illegal Shift, 5 yards (declined)",1.010,0.040
1,11:13,3,5,CLE 30,0,0,Dorian Thompson-Robinson pass complete short middle to David Njoku for 15 yards (tackle by Geno Stone),0.040,1.930
1,10:34,1,10,CLE 45,0,0,Dorian Thompson-Robinson pass complete short right to Harrison Bryant for 2 yards (tackle by Kyle Hamilton and Roquan Smith),1.930,1.650
1,9:58,2,8,CLE 47,0,0,Dorian Thompson-Robinson pass incomplete short middle intended for Donovan Peoples-Jones (defended by Roquan Smith),1.650,0.960
1,9:51,3,8,CLE 47,0,0,Dorian Thompson-Robinson pass incomplete short right intended for Elijah Moore (defended by Daryl Worley),0.960,-0.260
1,9:40,4,8,CLE 47,0,0,Corey Bojorquez punts 33 yards,-0.260,-0.280
1,9:36,1,10,BAL 20,0,0,Lamar Jackson pass complete short right to Gus Edwards for 7 yards (tackle by Anthony Walker),0.280,0.680
1,9:11,2,3,BAL 27,0,0,Lamar Jackson sacked by and Jordan Elliott for -5 yards and Dalvin Tomlinson for -5 yards,0.680,-0.690
1,8:41,3,8,BAL 22,0,0,"Penalty on Tyler Linderbaum: False Start, 5 yards (accepted) (no play)",-0.690,-1.510
1,8:02,3,13,BAL 17,0,0,Lamar Jackson pass complete short left to Mark Andrews for 7 yards (tackle by Greg Newsome and Anthony Walker),-1.510,-1.770
1,7:47,4,6,BAL 24,0,0,"Jordan Stout punts 44 yards, returned by Donovan Peoples-Jones for 6 yards (tackle by Malik Harrison)",-1.770,-1.470
1,7:33,1,10,CLE 38,0,0,Jerome Ford right tackle for 7 yards (tackle by Tavius Robinson and Roquan Smith),1.470,1.870
1,7:06,2,3,CLE 45,0,0,Dorian Thompson-Robinson pass incomplete deep middle intended for Amari Cooper,1.870,1.160
1,6:59,3,3,CLE 45,0,0,Dorian Thompson-Robinson pass deep left (defended by Arthur Maulet) intended for Amari Cooper is intercepted by Brandon Stephens at BAL-38 and returned for 52 yards (tackle by Dorian Thompson-Robinson),1.160,-4.910
1,6:42,1,10,CLE 10,6,0,"Lamar Jackson left guard for 10 yards, touchdown",4.910,7.000
1,6:38,,,CLE 15,7,0,Justin Tucker kicks extra point good,0.000,0.000
1,6:38,,,BAL 35,7,0,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
1,6:38,1,10,CLE 25,7,0,Kareem Hunt left guard for 6 yards (tackle by Tavius Robinson),0.610,0.870
1,6:11,2,4,CLE 31,7,0,Kareem Hunt left guard for 4 yards (tackle by Broderick Washington),0.870,1.270
1,5:35,1,10,CLE 35,7,0,Kareem Hunt right tackle for 2 yards (tackle by Justin Madubuike and Malik Harrison),1.270,0.990
