Quarter,Time,Down,ToGo,Location,TEN,NYG,Detail,EPB,EPA
2,12:08,,,TEN 30,7,3,"Joe Nedney kicks off 70 yards, returned by Delvin Joyce for 37 yards (tackle by Joe Nedney)",0.000,1.400
2,11:52,1,10,NYG 37,7,3,Tiki Barber left tackle for -1 yards (tackle by Keith Bulluck),1.400,0.720
2,11:23,2,11,NYG 36,7,3,Kerry Collins pass complete to Ron Dixon for 13 yards (tackle by Andre Dyson),0.720,2.190
2,10:48,1,10,NYG 49,7,3,Tiki Barber left tackle for -1 yards (tackle by Lance Schulters),2.190,1.510
2,10:13,2,11,NYG 48,7,3,Kerry Collins pass incomplete intended for Jeremy Shockey,1.510,0.830
2,10:08,3,11,NYG 48,7,3,Kerry Collins pass incomplete intended for Tiki Barber,0.830,-0.190
2,10:02,4,11,NYG 48,7,3,Matt Allen punts 17 yards,-0.190,-1.270
2,9:53,1,10,TEN 35,7,3,Justin McCareins left end for 16 yards (tackle by Dhani Jones),1.270,2.320
2,9:07,1,10,NYG 49,7,3,Steve McNair pass complete to Justin McCareins for 12 yards (tackle by Shaun Williams),2.320,3.120
2,8:18,1,10,NYG 37,7,3,Eddie George right guard for -2 yards (tackle by Lance Legree and Shaun Williams),3.120,2.300
2,7:35,2,12,NYG 39,7,3,Steve McNair pass complete to Frank Wycheck for 7 yards (tackle by Shaun Williams),2.300,2.540
2,6:47,3,5,NYG 32,7,3,"Penalty on TEN: Delay of Game, 5 yards (no play)",2.540,1.880
2,6:22,3,10,NYG 37,7,3,Steve McNair pass incomplete intended for Justin McCareins,1.880,0.790
2,6:16,4,10,NYG 37,7,3,Joe Nedney 54 yard field goal no good,0.790,-1.930
2,6:06,1,10,NYG 45,7,3,Kerry Collins pass complete to Jeremy Shockey for 7 yards (tackle by Keith Bulluck),1.930,2.330
2,5:32,2,3,TEN 48,7,3,Kerry Collins pass complete to Jeremy Shockey for 3 yards (tackle by Tank Williams),2.330,2.590
2,4:58,1,10,TEN 45,7,3,Kerry Collins pass incomplete intended for Jeremy Shockey,2.590,2.040
2,4:53,2,10,TEN 45,7,3,Kerry Collins pass complete to Jeremy Shockey for 4 yards (tackle by Lance Schulters and Peter Sirmon),2.040,1.880
2,4:11,3,6,TEN 41,7,3,Kerry Collins pass complete to Amani Toomer for 26 yards (tackle by Aric Morris),1.880,4.580
2,3:30,1,10,TEN 15,7,3,Tiki Barber left end for -5 yards (tackle by Juqua Parker),4.580,3.350
2,2:53,2,15,TEN 20,7,3,Kerry Collins pass incomplete intended for Daryl Jones,3.350,2.680
2,2:47,3,15,TEN 20,7,3,"Kerry Collins pass incomplete intended for Ron Dixon (defended by Andre Dyson). Penalty on Mike Rosenthal: Offensive Holding, 10 yards (no play)",2.680,1.350
2,2:41,3,25,TEN 30,7,3,"Kerry Collins pass incomplete intended for Ron Dixon. Penalty on Andre Dyson: Defensive Pass Interference, 29 yards (no play)",1.350,6.970
2,2:34,1,1,TEN 1,7,3,Tiki Barber right end for -2 yards (tackle by Randall Godfrey),6.970,5.530
2,2:00,2,3,TEN 3,7,3,"Kerry Collins pass incomplete intended for Amani Toomer. Penalty on Samari Rolle: Defensive Pass Interference, 2 yards (no play)",5.530,6.970
2,1:54,1,1,TEN 1,7,3,Tiki Barber right guard for no gain (tackle by Randall Godfrey),6.970,5.910
2,1:19,2,1,TEN 1,7,9,"Kerry Collins pass complete to Dan Campbell for 1 yard, touchdown",5.910,7.000
2,1:19,,,TEN 1,7,10,Matt Bryant kicks extra point good,0.000,0.000
2,1:19,,,NYG 30,7,10,"Matt Bryant kicks off 58 yards, returned by Justin McCareins for 25 yards (tackle by Wesly Mallard)",0.000,1.400
2,1:05,1,10,TEN 37,7,10,Steve McNair left guard for 13 yards (tackle by Shaun Williams),1.400,2.260
2,0:41,1,10,,7,10,Steve McNair pass incomplete intended for Drew Bennett,2.260,1.710
2,0:38,2,10,,7,10,Steve McNair pass complete to Derrick Mason for 24 yards (tackle by Omar Stoutmire),1.710,3.840
2,0:29,2,10,,,,Timeout #2 by Tennessee Titans,1.710,3.840
2,0:29,1,10,NYG 26,13,10,"Steve McNair pass complete to Drew Bennett for 26 yards, touchdown",3.840,7.000
2,0:29,,,NYG 26,14,10,Joe Nedney kicks extra point good,0.000,0.000
2,0:29,,,TEN 30,14,10,"Joe Nedney kicks off 67 yards, returned by Damon Washington for 26 yards (tackle by Dainon Sidney). Penalty on Byron Frisch: Unnecessary Roughness, 14 yards",0.000,-0.220
2,0:15,1,10,NYG 15,14,10,Kerry Collins for -2 yards,-0.220,-0.920
Quarter,Time,Down,ToGo,Location,TEN,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 30,14,10,"Joe Nedney kicks off 57 yards, returned by Delvin Joyce for 25 yards (tackle by Aric Morris)",0.000,1.470
3,14:52,1,10,NYG 38,14,10,Tiki Barber left end for -2 yards (tackle by Randall Godfrey),1.470,0.650
3,14:52,2,12,NYG 36,14,10,"Kerry Collins pass complete to Amani Toomer for 25 yards (tackle by Aric Morris). Penalty on Aric Morris: Face Mask (15 Yards), 15 yards",0.650,3.970
3,14:08,1,10,TEN 24,14,16,"Kerry Collins pass complete to Ron Dixon for 24 yards, touchdown",3.970,7.000
3,14:08,,,TEN 24,14,17,Matt Bryant kicks extra point good,0.000,0.000
3,14:08,,,NYG 30,14,17,"Matt Bryant kicks off 66 yards, returned by Justin McCareins for 20 yards (tackle by Kevin Lewis). Penalty on Johnnie Harris: Offside on Free Kick, 5 yards (no play)",0.000,0.000
3,14:08,,,NYG 25,14,17,"Matt Bryant kicks off 72 yards, returned by Justin McCareins for 32 yards (tackle by Johnnie Harris)",0.000,1.270
3,13:47,1,10,TEN 35,14,17,Eddie George left end for 7 yards (tackle by Will Allen),1.270,1.670
3,13:11,2,3,TEN 42,14,17,Eddie George left end for -1 yards (tackle by Dhani Jones),1.670,0.830
3,12:30,3,4,TEN 41,14,17,Steve McNair pass complete to Derrick Mason for -5 yards (tackle by Brandon Short),0.830,-0.980
3,11:58,4,9,TEN 36,14,17,"Craig Hentrich punts 22 yards, fair catch by Delvin Joyce",-0.980,-1.730
3,11:44,1,10,NYG 42,14,17,Kerry Collins pass complete to Ron Dayne for 2 yards (tackle by Keith Bulluck),1.730,1.460
3,11:00,2,8,NYG 44,14,17,Kerry Collins pass complete to Ron Dayne for 8 yards (tackle by Randall Godfrey),1.460,2.390
3,10:21,1,10,TEN 48,14,17,Kerry Collins pass complete to Ron Dixon for 28 yards (tackle by Tank Williams),2.390,4.240
3,9:38,1,10,TEN 20,14,17,Kerry Collins pass complete to Ron Dayne for 2 yards (tackle by Keith Bulluck),4.240,3.960
3,8:59,2,8,TEN 18,14,17,Kerry Collins pass incomplete intended for Ron Dixon,3.960,3.220
3,8:54,3,8,TEN 18,14,17,Kerry Collins pass incomplete intended for Amani Toomer,3.220,2.250
3,8:49,4,8,TEN 18,14,20,Matt Bryant 36 yard field goal good,2.250,3.000
3,8:49,,,NYG 30,14,20,"Matt Bryant kicks off 58 yards, returned by Justin McCareins for 8 yards (tackle by Damon Washington)",0.000,0.280
3,8:38,1,10,TEN 20,14,20,Eddie George right tackle for 3 yards (tackle by Shaun Williams),0.280,0.140
3,7:59,2,7,TEN 23,14,20,Steve McNair pass complete to Derrick Mason for 10 yards (tackle by Jason Sehorn),0.140,1.140
3,7:20,1,10,TEN 33,14,20,Steve McNair pass complete to Eddie George for 13 yards (tackle by Shaun Williams),1.140,1.990
3,6:45,1,10,TEN 46,14,20,Eddie George middle for 7 yards (tackle by Frank Ferrara and Dhani Jones),1.990,2.400
3,5:59,2,3,NYG 47,14,20,Robert Holcombe left end for 5 yards (tackle by Omar Stoutmire and Jason Sehorn),2.400,2.790
3,5:28,1,10,NYG 42,14,20,Steve McNair pass incomplete intended for Erron Kinney,2.790,2.240
3,5:23,2,10,NYG 42,14,20,"Robert Holcombe left tackle for 4 yards (tackle by Kevin Lewis). Penalty on Zach Piller: Unnecessary Roughness, 15 yards",2.240,0.100
3,4:56,3,21,TEN 47,14,20,Steve McNair pass complete to Justin McCareins for 9 yards (tackle by Brandon Short),0.100,0.330
3,4:11,4,12,NYG 44,14,20,"Craig Hentrich punts 32 yards, returned by Delvin Joyce for no gain",0.330,0.350
3,4:02,1,10,NYG 12,14,20,Tiki Barber left end for 42 yards (tackle by Donald Mitchell),-0.350,2.520
3,3:20,1,10,TEN 46,14,20,"Tiki Barber right tackle for 2 yards (tackle by Peter Sirmon). Penalty on Albert Haynesworth: Defensive Offside, 5 yards (no play)",2.520,3.250
3,3:02,1,5,TEN 41,14,20,Tiki Barber right end for 12 yards (tackle by Andre Dyson and Tank Williams),3.250,3.640
3,2:25,1,10,TEN 29,14,20,Tiki Barber right end for 4 yards (tackle by Kevin Carter),3.640,3.640
3,1:44,2,6,TEN 25,14,20,Kerry Collins pass complete to Tiki Barber for 2 yards (tackle by Randall Godfrey),3.640,3.200
3,1:01,3,4,TEN 23,14,20,Kerry Collins pass complete to Amani Toomer for 7 yards (tackle by Andre Dyson),3.200,4.510
3,0:21,1,10,TEN 16,14,20,Kerry Collins pass complete to Jeremy Shockey for 10 yards (tackle by Andre Dyson),4.510,5.830
Quarter,Time,Down,ToGo,Location,TEN,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,6,TEN 6,14,20,Kerry Collins pass incomplete intended for Jeremy Shockey,5.830,4.950
4,14:57,2,6,TEN 6,14,20,Tiki Barber right tackle for no gain (tackle by Peter Sirmon),4.950,4.040
4,14:24,3,6,TEN 6,14,20,"Kerry Collins pass incomplete intended for Jeremy Shockey (defended by Tank Williams). Penalty on Tank Williams: Defensive Pass Interference, 5 yards (no play)",4.040,6.970
4,14:19,1,1,TEN 1,14,26,"Tiki Barber right guard for 1 yard, touchdown",6.970,7.000
4,14:19,1,,TEN 1,14,26,"Two Point Attempt: Kerry Collins pass incomplete intended for Jeremy Shockey, conversion fails",1.000,-1.000
4,14:19,,,NYG 30,14,26,"Matt Bryant kicks off 53 yards, returned by Justin McCareins for 11 yards (tackle by Damon Washington)",0.000,0.810
4,14:08,1,10,TEN 28,14,26,Steve McNair pass incomplete intended for Frank Wycheck (defended by Dhani Jones),0.810,0.260
4,14:02,2,10,TEN 28,14,26,Steve McNair pass incomplete intended for Justin McCareins,0.260,-0.430
4,13:57,3,10,TEN 28,14,26,Steve McNair middle for 12 yards (tackle by Dhani Jones),-0.430,1.600
4,13:17,1,10,TEN 40,14,26,Eddie George right end for 5 yards (tackle by Lance Legree),1.600,1.730
4,12:35,2,5,TEN 45,14,26,Steve McNair pass complete to Eddie George for 6 yards (tackle by Dhani Jones),1.730,2.320
4,11:56,1,10,NYG 49,14,26,"Steve McNair pass complete to Derrick Mason for 17 yards (tackle by Will Allen). Penalty on Zach Piller: Unnecessary Roughness, 15 yards",2.320,2.460
4,11:35,1,10,NYG 47,14,26,Steve McNair pass incomplete intended for Derrick Mason (defended by Jason Sehorn),2.460,1.910
4,11:27,2,10,NYG 47,14,26,Robert Holcombe left end for 1 yard (tackle by Brandon Short),1.910,1.350
4,10:47,3,9,NYG 46,14,26,Steve McNair pass complete to John Simon for 21 yards,1.350,3.910
4,10:10,3,9,NYG 46,,,Timeout #1 by Tennessee Titans,1.350,3.910
4,10:10,1,10,NYG 25,14,26,Eddie George right end for 2 yards (tackle by Will Allen),3.910,3.630
4,9:32,2,8,NYG 23,14,26,Steve McNair pass complete to Derrick Mason for 13 yards (tackle by Jason Sehorn),3.630,4.910
4,8:52,1,10,NYG 10,14,26,Eddie George middle for 6 yards (tackle by Michael Strahan and Omar Stoutmire),4.910,5.340
4,8:16,2,4,NYG 4,14,26,Eddie George right guard for 3 yards (tackle by Michael Strahan),5.340,5.170
4,7:37,3,1,NYG 1,20,26,"Eddie George right tackle for 1 yard, touchdown",5.170,7.000
4,7:37,,,NYG 1,21,26,Joe Nedney kicks extra point good,0.000,0.000
4,7:37,,,TEN 30,21,26,"Joe Nedney kicks off 71 yards, returned by Delvin Joyce for 21 yards (tackle by Rocky Boiman)",0.000,0.280
4,7:25,1,10,NYG 20,21,26,Tiki Barber right end for no gain (tackle by Peter Sirmon and Lance Schulters),0.280,-0.270
4,6:48,2,10,NYG 20,21,26,Kerry Collins pass complete to Jeremy Shockey for 21 yards (tackle by Tank Williams),-0.270,1.660
4,6:11,1,10,NYG 41,21,26,Tiki Barber right guard for 9 yards (tackle by Lance Schulters),1.660,2.340
4,5:43,2,1,,21,26,Ron Dayne left guard for 2 yards (tackle by John Thornton),2.340,2.390
4,5:02,1,10,TEN 48,21,26,Kerry Collins pass incomplete intended for Ron Dixon (defended by Carlos Hall),2.390,1.850
4,4:59,2,10,TEN 48,21,26,Kerry Collins pass complete to Amani Toomer for 12 yards (tackle by Andre Dyson),1.850,3.180
4,4:38,1,10,TEN 36,21,26,Tiki Barber right guard for 1 yard (tackle by Randall Godfrey),3.180,2.770
4,3:57,2,9,TEN 35,21,26,Kerry Collins pass complete to Amani Toomer for 34 yards (tackle by Tank Williams),2.770,6.970
4,3:50,1,1,TEN 1,21,26,Tiki Barber right guard for no gain (tackle by Robaire Smith and Keith Bulluck),6.970,5.910
4,3:13,2,1,TEN 1,21,26,Tiki Barber right tackle for -1 yards (tackle by John Thornton),5.910,4.950
4,2:29,3,2,TEN 2,21,26,Kerry Collins pass incomplete intended for Charles Stackhouse,4.950,3.250
4,2:26,4,2,TEN 2,21,29,Matt Bryant 19 yard field goal good,3.250,3.000
4,2:26,,,NYG 30,21,29,"Matt Bryant kicks off 55 yards, returned by Justin McCareins for 24 yards (tackle by Wesly Mallard). Penalty on Aric Morris: Offensive Holding, 10 yards",0.000,0.150
4,2:13,1,10,TEN 19,21,29,Steve McNair pass complete to Justin McCareins for 6 yards (tackle by Kevin Lewis),0.150,0.480
4,2:00,2,4,TEN 25,21,29,Steve McNair pass complete to Frank Wycheck for 8 yards (tackle by Shaun Williams),0.480,1.140
4,1:39,1,10,TEN 33,21,29,Steve McNair pass incomplete intended for Derrick Mason,1.140,0.590
4,1:33,2,10,TEN 33,21,29,Steve McNair pass complete to Derrick Mason for 8 yards (tackle by Jason Sehorn),0.590,0.960
4,1:12,3,2,TEN 41,21,29,Steve McNair pass complete to Derrick Mason for 5 yards (tackle by Jason Sehorn),0.960,1.990
4,1:05,3,2,TEN 41,,,Timeout #2 by Tennessee Titans,0.960,1.990
4,1:05,1,10,TEN 46,21,29,Steve McNair pass incomplete intended for John Simon,1.990,1.450
4,0:57,2,10,TEN 46,21,29,Steve McNair pass incomplete intended for Drew Bennett,1.450,0.760
4,0:50,3,10,TEN 46,21,29,Steve McNair pass complete to Eddie Berlin for 14 yards (tackle by Reggie Stephens),0.760,2.920
4,0:34,1,10,NYG 40,21,29,Steve McNair pass incomplete,2.920,2.370
4,0:33,2,10,NYG 40,21,29,Steve McNair for 11 yards (tackle by Ralph Brown),2.370,3.640
4,0:23,1,10,NYG 29,21,29,Steve McNair pass complete to Drew Bennett for 20 yards (tackle by Jason Sehorn),3.640,5.140
4,0:14,1,10,NYG 29,,,Timeout #3 by Tennessee Titans,3.640,5.140
4,0:14,1,9,NYG 9,27,29,"Steve McNair pass complete to Frank Wycheck for 9 yards, touchdown",5.140,7.000
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
4,0:14,1,,NYG 9,29,29,"Two Point Attempt: Steve McNair middle, conversion succeeds",1.000,1.000
4,0:14,,,TEN 30,29,29,"Joe Nedney kicks off 45 yards, returned by Nick Greisen for 12 yards (tackle by Frank Chamberlin)",0.000,1.400
4,0:01,1,10,NYG 37,29,29,Kerry Collins for -2 yards,1.400,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,TEN,NYG,Detail,EPB,EPA
,,,,,,,"Giants won the coin toss, Giants to receive the overtime kickoff.",,
OT,15:00,,,TEN 30,29,29,"Joe Nedney kicks off 68 yards, returned by Delvin Joyce for 38 yards (tackle by Joe Nedney)",0.000,1.600
OT,14:53,1,10,NYG 40,29,29,Kerry Collins pass complete to Ron Dixon for 14 yards (tackle by Donald Mitchell),1.600,2.520
OT,14:17,1,10,TEN 46,29,29,Tiki Barber left end for 2 yards (tackle by Keith Bulluck),2.520,2.250
OT,13:43,2,8,TEN 44,29,29,"Kerry Collins pass complete to Amani Toomer for 12 yards (tackle by Samari Rolle). Penalty on Amani Toomer: Offensive Pass Interference, 10 yards (no play)",2.250,0.900
OT,13:19,2,18,NYG 46,29,29,Kerry Collins pass incomplete intended for Tiki Barber (defended by Carlos Hall),0.900,0.230
OT,13:15,3,18,NYG 46,29,29,Kerry Collins sacked by Carlos Hall for 0 yards. Penalty on Mike Rosenthal: Offensive Holding (Declined),0.230,-0.320
OT,12:55,4,18,NYG 46,29,29,"Matt Allen punts 34 yards, fair catch by John Simon",-0.320,-0.280
OT,12:48,1,10,TEN 20,29,29,Steve McNair pass complete to Drew Bennett for 12 yards,0.280,1.070
OT,12:27,1,10,TEN 32,29,29,Steve McNair pass incomplete intended for Derrick Mason (defended by Jason Sehorn),1.070,0.530
OT,12:22,2,10,TEN 32,29,29,Steve McNair pass complete to John Simon for 23 yards (tackle by Omar Stoutmire),0.530,2.590
OT,11:54,1,10,NYG 45,29,29,Steve McNair pass complete to Derrick Mason for 12 yards (tackle by Omar Stoutmire),2.590,3.380
OT,11:22,1,10,NYG 33,29,29,Robert Holcombe right guard for 14 yards (tackle by Jason Sehorn),3.380,4.310
OT,10:43,1,10,NYG 19,29,29,Robert Holcombe left guard for -1 yards (tackle by Omar Stoutmire),4.310,3.630
OT,10:05,2,11,NYG 20,32,29,Joe Nedney 38 yard field goal good,3.630,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
