0,1
Game Info,Game Info
Won Toss,Cowboys (deferred)
Roof,outdoors
Surface,fieldturf
Duration,3:10
Attendance,63462
Weather,"85 degrees, relative humidity 28%, no wind, wind chill 0"
Vegas Line,Dallas Cowboys -10.0
Over/Under,47.0 (over)
