Quarter,Time,Down,ToGo,Location,WAS,DAL,Detail,EPB,EPA
3,3:47,1,10,WAS 36,20,17,Clinton Portis left end for -3 yards (tackle by Jay Ratliff),1.330,0.390
3,3:06,2,13,WAS 33,20,17,Jason Campbell pass incomplete short right intended for Ladell Betts,0.390,-0.300
3,3:00,3,13,WAS 33,20,17,Jason Campbell pass incomplete short right intended for Chris Cooley,-0.300,-1.180
3,2:53,4,13,WAS 33,20,17,"Durant Brooks punts 51 yards, returned by Pacman Jones for 3 yards (tackle by H.B. Blades)",-1.180,-0.150
3,2:41,1,10,DAL 19,20,17,Tony Romo pass complete short right to Jason Witten for 8 yards (tackle by Rob Jackson),0.150,0.750
3,1:50,,,,20,17,Timeout #1 by Dallas Cowboys,0.000,0.750
3,1:50,2,2,DAL 27,20,17,Marion Barber left tackle for no gain (tackle by Rocky McIntosh),0.750,-0.030
3,1:04,3,2,DAL 27,20,17,Tony Romo pass complete short left to Patrick Crayton for 10 yards (tackle by Fred Smoot),-0.030,1.400
3,0:18,1,10,DAL 37,20,17,Tony Romo pass incomplete short right intended for Miles Austin is intercepted by Chris Horton at DAL-47 and returned for 3 yards,1.400,-2.650
3,0:12,1,10,DAL 44,20,17,Clinton Portis up the middle for 6 yards (tackle by DeMarcus Ware),2.650,2.920
Quarter,Time,Down,ToGo,Location,WAS,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,DAL 38,20,17,Clinton Portis left tackle for 1 yard (tackle by Zach Thomas),2.920,2.350
4,14:21,3,3,DAL 37,20,17,Jason Campbell pass complete short left to Chris Cooley for 4 yards,2.350,3.380
4,13:50,1,10,DAL 33,20,17,Ladell Betts right tackle for 3 yards (tackle by Marcus R. Spears),3.380,3.240
4,13:06,2,7,DAL 30,20,17,Jason Campbell pass complete short middle to Chris Cooley for 9 yards (tackle by Bradie James),3.240,4.170
4,12:26,1,10,DAL 21,20,17,Ladell Betts up the middle for 6 yards (tackle by Zach Thomas and Greg Ellis),4.170,4.550
4,11:42,2,4,DAL 15,20,17,Ladell Betts left guard for no gain (tackle by DeMarcus Ware),4.550,3.810
4,10:57,3,4,DAL 15,20,17,Jason Campbell pass incomplete short right intended for Santana Moss,3.810,2.520
4,10:51,4,4,DAL 15,23,17,Shaun Suisham 33 yard field goal good,2.520,3.000
4,,,,WAS 30,23,17,"Shaun Suisham kicks off 64 yards, returned by Felix Jones for 17 yards (tackle by Chris Wilson)",0.000,0.480
4,10:43,1,10,DAL 23,23,17,Tony Romo pass incomplete short middle intended for Terrell Owens,0.480,-0.070
4,10:39,2,10,DAL 23,23,17,Tony Romo pass incomplete short right intended for Terrell Owens (defended by Carlos Rogers),-0.070,-0.760
4,10:33,3,10,DAL 23,23,17,Tony Romo pass incomplete short right intended for Terrell Owens,-0.760,-1.830
4,10:26,4,10,DAL 23,23,17,"Mat McBriar punts 46 yards, returned by Antwaan Randle El for 3 yards (tackle by Justin Rogers)",-1.830,-1.200
4,10:16,1,10,WAS 34,23,17,Clinton Portis left guard for 3 yards (tackle by DeMarcus Ware),1.200,1.060
4,9:38,2,7,WAS 37,23,17,Clinton Portis up the middle for 11 yards (tackle by Pat Watkins),1.060,2.130
4,8:58,1,10,WAS 48,23,17,Clinton Portis right end for 13 yards (tackle by Zach Thomas),2.130,2.980
4,8:18,1,10,DAL 39,23,17,Jason Campbell pass complete short right to Chris Cooley for 6 yards (tackle by Greg Ellis),2.980,3.250
4,7:43,2,4,DAL 33,23,17,Ladell Betts left tackle for 2 yards (tackle by DeMarcus Ware and Zach Thomas),3.250,2.810
4,6:58,,,,23,17,Timeout #1 by Washington Redskins,0.000,2.810
4,6:58,3,2,DAL 31,23,17,"Clinton Portis up the middle for no gain (tackle by DeMarcus Ware). Penalty on DAL: Defensive 12 On-field, 5 yards (no play)",2.810,3.840
4,6:32,1,10,DAL 26,23,17,Clinton Portis right end for 1 yard (tackle by Marcus R. Spears),3.840,3.430
4,5:52,2,9,DAL 25,23,17,Ladell Betts left tackle for 7 yards (tackle by Stephen Bowen),3.430,3.750
4,5:07,3,2,DAL 18,23,17,Ladell Betts right guard for 2 yards (tackle by Chris L. Canty and Marcus R. Spears),3.750,4.510
4,4:22,1,10,DAL 16,23,17,Ladell Betts left guard for no gain (tackle by Marcus R. Spears),4.510,3.900
4,3:37,2,10,DAL 16,23,17,Clinton Portis right guard for 4 yards (tackle by Zach Thomas),3.900,3.730
4,3:30,,,,23,17,Timeout #2 by Dallas Cowboys,0.000,3.730
4,3:30,3,6,DAL 12,23,17,Clinton Portis up the middle for 1 yard (tackle by Jason Hatcher),3.730,2.750
4,3:26,,,,23,17,Timeout #3 by Dallas Cowboys,0.000,2.750
4,3:26,4,5,DAL 11,26,17,Shaun Suisham 29 yard field goal good,2.750,3.000
4,,,,WAS 30,26,17,"Shaun Suisham kicks off 67 yards, returned by Felix Jones for 10 yards (tackle by Khary Campbell)",0.000,-0.320
4,3:16,1,10,DAL 13,26,17,"Penalty on Chris Wilson: Defensive Offside, 5 yards (no play)",-0.320,0.400
4,3:16,1,5,DAL 18,26,17,Tony Romo pass complete short middle to Jason Witten for 18 yards (tackle by LaRon Landry),0.400,1.330
4,3:16,1,10,DAL 36,26,17,Tony Romo pass complete short middle to Jason Witten for 20 yards (tackle by Reed Doughty),1.330,2.650
4,2:30,1,10,WAS 44,26,17,Tony Romo pass incomplete short middle intended for Jason Witten (defended by Reed Doughty),2.650,2.110
4,2:25,2,10,WAS 44,26,17,Tony Romo pass complete deep middle to Miles Austin for 21 yards (tackle by Fred Smoot),2.110,4.040
4,2:03,1,10,WAS 23,26,17,Tony Romo pass incomplete deep left intended for Terrell Owens,4.040,3.500
4,1:58,2,10,WAS 23,26,17,Tony Romo pass incomplete short left intended for Miles Austin,3.500,2.810
4,1:55,3,10,WAS 23,26,17,Tony Romo pass complete short left to Terrell Owens for 12 yards (tackle by Carlos Rogers),2.810,4.840
4,1:48,1,10,WAS 11,26,23,"Tony Romo pass complete short middle to Miles Austin for 11 yards, touchdown",4.840,7.000
4,,,,WAS 2,26,24,Nick Folk kicks extra point good,0.000,0.000
4,,,,DAL 30,26,24,"Nick Folk kicks onside 13 yards. Penalty on Nick Folk: Kickoff Out of Bounds, 5 yards",0.000,3.050
4,1:42,1,10,DAL 38,26,24,Jason Campbell kneels for -1 yards,3.050,2.370
4,1:42,2,11,DAL 39,26,24,Jason Campbell kneels for -1 yards,2.370,1.550
4,0:28,3,12,DAL 40,26,24,Jason Campbell kneels for -1 yards,1.550,0.530
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
