Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Christian McCaffrey,CAR,10,35,0,1,23,2.3,12,1.2,1,10.0
Cam Newton,CAR,3,5,1,2,4,1.3,1,0.3,1,3.0
Ameer Abdullah,CAR,2,4,0,1,4,2.0,0,0.0,0,
Chuba Hubbard,CAR,2,6,0,,2,1.0,4,2.0,0,
Sean Chandler,CAR,1,14,0,1,14,14.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Myles Gaskin,MIA,16,49,2,3,33,2.1,16,1.0,2,8.0
Phillip Lindsay,MIA,12,42,0,1,36,3.0,6,0.5,0,
Salvon Ahmed,MIA,5,17,0,2,17,3.4,0,0.0,0,
Tua Tagovailoa,MIA,4,0,0,1,0,0.0,0,0.0,0,
Durham Smythe,MIA,2,3,0,2,3,1.5,0,0.0,0,
