0,1
Game Info,Game Info
Won Toss,Ravens (deferred)
Roof,outdoors
Surface,sportturf
Duration,3:34
Attendance,71433
Weather,"65 degrees, relative humidity 75%, wind 8 mph, wind chill 0"
Vegas Line,Baltimore Ravens -1.5
Over/Under,45.5 (over)
