Quarter,Time,Tm,Detail,CIN,BAL
1.0,10:15,Ravens,Breshad Perriman 14 yard pass from Joe Flacco (Justin Tucker kick),0,7
,5:39,Ravens,Justin Tucker 52 yard field goal,0,10
2.0,14:50,Bengals,Mike Nugent 23 yard field goal,3,10
,1:40,Ravens,Justin Tucker 57 yard field goal,3,13
,0:00,Ravens,Justin Tucker 54 yard field goal,3,16
3.0,4:16,Bengals,Tyler Eifert 3 yard pass from Andy Dalton (Mike Nugent kick failed),9,16
4.0,12:16,Ravens,Justin Tucker 36 yard field goal,9,19
,6:00,Bengals,Mike Nugent 36 yard field goal,12,19
,0:00,Bengals,"Safety, Sam Koch player stepped out of bounds",14,19
