Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Mike Williams,LAC,11,7,120,0,5,53,7.6,67,9.6,11.1,0,,0,0.0,0,100.6
Austin Ekeler,LAC,7,6,49,1,2,-5,-0.8,54,9.0,-0.1,0,,0,0.0,0,135.4
Gerald Everett,LAC,6,5,61,1,3,53,10.6,8,1.6,10.2,0,,1,16.7,0,148.6
Sony Michel,LAC,3,3,16,0,1,-3,-1.0,19,6.3,-1.0,0,,0,0.0,0,88.9
Michael Bandy,LAC,2,2,49,0,2,43,21.5,6,3.0,21.5,0,,0,0.0,0,118.7
DeAndre Carter,LAC,3,2,16,0,1,13,6.5,3,1.5,8.7,0,,0,0.0,0,79.9
Tre' McKitty,LAC,1,1,4,0,,2,2.0,2,2.0,2.0,0,,0,0.0,0,83.3
Josh Palmer,LAC,1,1,25,0,1,23,23.0,2,2.0,23.0,0,,0,0.0,0,118.7
Zander Horvath,LAC,1,0,0,0,,0,,0,,-3.0,0,,1,100.0,0,39.6
Joshua Kelley,LAC,2,0,0,0,0,0,,0,,3.5,0,,1,50.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Brandin Cooks,HOU,7,7,57,1,4,45,6.4,12,1.7,6.4,0,,0,0.0,0,140.2
Dameon Pierce,HOU,6,6,8,0,0,-12,-2.0,20,3.3,-2.0,1,6.0,0,0.0,0,79.2
Rex Burkhead,HOU,5,5,39,1,3,-3,-0.6,42,8.4,-0.6,0,,0,0.0,0,138.7
Nico Collins,HOU,5,3,82,0,2,69,23.0,13,4.3,22.0,0,,0,0.0,1,64.6
O.J. Howard,HOU,5,2,27,0,1,25,12.5,2,1.0,16.0,0,,0,0.0,1,18.3
Jordan Akins,HOU,2,2,33,0,1,13,6.5,20,10.0,6.5,1,2.0,0,0.0,0,118.7
Mason Schreck,HOU,1,1,0,0,,2,2.0,-2,-2.0,2.0,0,,0,0.0,0,79.2
Phillip Dorsett,HOU,2,0,0,0,,0,,0,,8.0,0,,1,50.0,0,39.6
Chris Moore,HOU,2,0,0,0,,0,,0,,2.5,0,,1,50.0,0,39.6
