Quarter,Time,Down,ToGo,Location,NYJ,NWE,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Jets won the coin toss and deferred, Patriots to receive the opening kickoff.",,
1,15:00,,,NYJ 35,0,0,"Nick Folk kicks off 72 yards, touchback",0.000,0.280
1,15:00,1,10,NWE 20,0,0,Tom Brady pass complete short left to Shane Vereen for 10 yards (tackle by Demario Davis),0.280,0.940
1,14:47,1,10,NWE 30,0,0,Shane Vereen left end for 14 yards (tackle by LaRon Landry),0.940,1.860
1,14:35,1,10,NWE 44,0,0,Shane Vereen left end for 1 yard (tackle by Demario Davis),1.860,1.450
1,13:58,2,9,NWE 45,0,0,Tom Brady pass incomplete deep middle intended for Brandon Lloyd,1.450,0.760
1,13:52,3,9,NWE 45,0,0,Tom Brady pass incomplete deep left intended for Brandon Lloyd,0.760,0.000
1,13:47,,,,0,0,Timeout #1 by New England Patriots,0.000,-0.390
1,13:47,4,9,NWE 45,0,0,"Zoltan Mesko punts 44 yards, returned by Jeremy Kerley for 13 yards (tackle by Michael Hoomanawanui)",-0.390,-0.540
1,13:35,1,10,NYJ 24,0,0,Shonn Greene left tackle for 4 yards (tackle by Rob Ninkovich and Brandon Spikes),0.540,0.540
1,13:00,2,6,NYJ 28,0,0,Mark Sanchez pass complete deep middle to Jeremy Kerley for 24 yards (tackle by Jerod Mayo),0.540,2.390
1,12:17,1,10,NWE 48,0,0,Mark Sanchez pass incomplete deep left intended for Stephen Hill,2.390,1.850
1,12:12,2,10,NWE 48,0,0,Tim Tebow up the middle for 3 yards (tackle by Brandon Spikes),1.850,1.550
1,11:29,3,7,NWE 45,0,0,Mark Sanchez pass complete deep right to Jeremy Kerley for 26 yards (tackle by Kyle Arrington),1.550,4.310
1,11:07,1,10,NWE 19,0,0,Jeremy Kerley left tackle for 2 yards (tackle by Chandler Jones),4.310,4.030
1,10:29,2,8,NWE 17,0,0,Mark Sanchez pass incomplete short left intended for Chaz Schilens,4.030,3.260
1,10:25,3,8,NWE 17,0,0,"Mark Sanchez pass incomplete deep middle intended for Dustin Keller. Penalty on Ras-I Dowling: Defensive Holding, 5 yards (no play)",3.260,4.780
1,10:19,1,10,NWE 12,0,0,Lex Hilliard up the middle for 4 yards (tackle by Brandon Spikes),4.780,4.830
1,9:45,2,6,NWE 8,0,0,Shonn Greene up the middle for 4 yards (tackle by Devin McCourty),4.830,4.840
1,9:32,3,2,NWE 4,0,0,Tim Tebow right guard for 3 yards (tackle by Jerod Mayo),4.840,6.970
1,8:55,1,1,NWE 1,6,0,"Shonn Greene up the middle for 1 yard, touchdown",6.970,7.000
1,8:55,,,NWE 2,7,0,Nick Folk kicks extra point good,0.000,0.000
1,8:51,,,NYJ 35,7,6,"Nick Folk kicks off 69 yards, returned by Devin McCourty for 104 yards, touchdown",0.000,7.000
1,8:51,,,NYJ 2,7,7,Stephen Gostkowski kicks extra point good,0.000,0.000
1,8:39,,,NWE 35,7,7,"Stephen Gostkowski kicks off 64 yards, returned by Joe McKnight for 39 yards (tackle by Tavon Wilson). Penalty on Nick Bellore: Offensive Holding, 10 yards",0.000,-0.380
1,8:33,1,10,NYJ 10,7,7,Shonn Greene left tackle for 3 yards (tackle by Rob Ninkovich),-0.380,-0.560
1,7:52,2,7,NYJ 13,7,7,Mark Sanchez sacked by Kyle Love for -4 yards,-0.560,-1.540
1,7:14,3,11,NYJ 9,7,7,Mark Sanchez pass complete short left to Jeff Cumberland for 4 yards (tackle by Jerod Mayo),-1.540,-2.490
1,6:40,4,7,NYJ 13,7,7,"Robert Malone punts 59 yards, returned by Wes Welker for 14 yards (tackle by Garrett McIntyre)",-2.490,-1.730
1,6:30,1,10,NWE 42,7,7,Tom Brady pass complete short right to Aaron Hernandez for 7 yards (tackle by Yeremiah Bell),1.730,2.130
1,5:52,2,3,NWE 49,7,7,Tom Brady pass incomplete short middle intended for Rob Gronkowski,2.130,1.420
1,5:49,3,3,NWE 49,7,7,Tom Brady pass complete short middle to Rob Gronkowski for 19 yards (tackle by David Harris),1.420,3.450
1,5:20,1,10,NYJ 32,7,7,Tom Brady pass complete short right to Aaron Hernandez for 11 yards,3.450,4.170
1,4:57,1,10,NYJ 21,7,7,Tom Brady pass incomplete short right intended for Brandon Lloyd,4.170,3.630
1,4:52,2,10,NYJ 21,7,7,Stevan Ridley left guard for 4 yards (tackle by Calvin Pace),3.630,3.460
1,4:17,3,6,NYJ 17,7,13,"Tom Brady pass complete deep left to Rob Gronkowski for 17 yards, touchdown",3.460,7.000
1,4:17,,,NYJ 2,7,14,Stephen Gostkowski kicks extra point good,0.000,0.000
1,,,,NWE 35,,,"Stephen Gostkowski kicks off 65 yards, returned by Joe McKnight for 41 yards",,
1,4:03,1,10,NYJ 41,7,14,"Penalty on Brandon Moore: False Start, 5 yards (no play)",1.660,1.330
1,4:03,1,15,NYJ 36,7,14,Shonn Greene left guard for 1 yard (tackle by Vince Wilfork),1.330,0.580
1,3:26,2,14,NYJ 37,7,14,"Mark Sanchez pass complete short right to Shonn Greene for 11 yards (tackle by Jerod Mayo). Shonn Greene fumbles (forced by Jerod Mayo), recovered by Shonn Greene at NYJ-48",0.580,1.490
1,2:58,3,2,NYJ 49,7,14,Mark Sanchez pass incomplete short middle intended for Chaz Schilens (defended by Ras-I Dowling),1.490,-0.130
1,2:55,4,2,NYJ 49,7,14,"Robert Malone punts 51 yards, touchback",-0.130,-0.280
1,2:48,1,10,NWE 20,7,14,Tom Brady pass complete short middle to Julian Edelman for 2 yards (tackle by Mike DeVito),0.280,0.000
1,2:23,2,8,NWE 22,7,14,"Danny Woodhead right end for 2 yards (tackle by Isaiah Trufant). Penalty on NYJ: Encroachment, 5 yards (no play)",0.000,0.680
1,2:07,2,3,NWE 27,7,14,Shane Vereen left tackle for 2 yards (tackle by Calvin Pace),0.680,0.230
1,1:40,3,1,NWE 29,7,14,Stevan Ridley right guard for 4 yards (tackle by Yeremiah Bell),0.230,1.140
1,1:12,1,10,NWE 33,7,14,Tom Brady pass incomplete deep right intended for Brandon Lloyd,1.140,0.590
1,1:04,2,10,NWE 33,7,14,Shane Vereen up the middle for 4 yards (tackle by Quinton Coples),0.590,0.430
1,0:41,3,6,NWE 37,7,14,Tom Brady pass complete short middle to Rob Gronkowski for 13 yards (tackle by Isaiah Trufant),0.430,2.260
Quarter,Time,Down,ToGo,Location,NYJ,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NYJ 50,7,14,Stevan Ridley left guard for no gain (tackle by LaRon Landry),2.260,1.710
2,14:31,2,10,NYJ 50,7,14,"Tom Brady pass complete short middle to Rob Gronkowski for 7 yards (tackle by David Harris). Penalty on Donald Thomas: Offensive Holding, 10 yards (no play)",1.710,0.360
2,14:08,2,20,NWE 40,7,14,Tom Brady pass incomplete deep left intended for Brandon Lloyd,0.360,-0.300
2,14:02,3,20,NWE 40,7,14,Tom Brady pass complete short right to Wes Welker for 16 yards (tackle by Muhammad Wilkerson),-0.300,0.330
2,13:21,4,4,NYJ 44,7,14,"Zoltan Mesko punts 32 yards, fair catch by Jeremy Kerley",0.330,0.350
2,13:14,1,10,NYJ 12,7,16,"Mark Sanchez for no gain. Mark Sanchez fumbles, safety. Penalty on Mark Sanchez: Illegal Kick (Declined)",-0.350,-2.000
2,13:10,,,NYJ 20,7,16,"Robert Malone kicks off 67 yards, returned by Wes Welker for 17 yards (tackle by Lex Hilliard)",0.000,0.940
2,13:05,1,10,NWE 30,7,16,Stevan Ridley right guard for 10 yards (tackle by Quinton Coples),0.940,1.600
2,12:43,1,10,NWE 40,7,16,Stevan Ridley left guard for 5 yards (tackle by Calvin Pace),1.600,1.730
2,12:23,2,5,NWE 45,7,16,Stevan Ridley left guard for no gain (tackle by LaRon Landry),1.730,1.030
2,11:44,3,5,NWE 45,7,16,Tom Brady sacked by David Harris for -9 yards,1.030,-0.980
2,11:20,4,14,NWE 36,7,16,"Zoltan Mesko punts 54 yards, returned by Jeremy Kerley for 6 yards",-0.980,0.140
2,11:08,1,10,NYJ 16,7,16,Mark Sanchez pass complete short left to Jeremy Kerley for 5 yards (tackle by Kyle Arrington),-0.140,0.150
