Quarter,Time,Down,ToGo,Location,ATL,CAR,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Panthers won the coin toss and deferred, Falcons to receive the opening kickoff.",,
1,15:00,,,CAR 35,0,0,"Zane Gonzalez kicks off 65 yards, touchback.",,
1,15:00,1,10,ATL 25,0,0,Matt Ryan pass complete short left to Cordarrelle Patterson for -2 yards (tackle by Stephon Gilmore),,
1,14:21,2,12,ATL 23,0,0,Mike Davis up the middle for 5 yards (tackle by Jermaine Carter and Brian Burns),,
1,13:34,3,7,ATL 28,0,0,"Matt Ryan pass complete short right to Kyle Pitts for 6 yards (tackle by Morgan Fox) ATL challenged the short of the line to gain ruling, and the play was upheld.",,
1,12:46,4,1,ATL 34,0,0,"Thomas Morstead punts 46 yards, fair catch by Alex Erickson at CAR-20. Penalty on Frank Darby: Unnecessary Roughness / Defense, 15 yards (accepted)",,
1,12:38,1,10,CAR 35,0,0,Cam Newton pass complete short left to D.J. Moore for 7 yards (tackle by Fabian Moreau),,
1,12:04,2,3,CAR 42,0,0,Chuba Hubbard right tackle for 3 yards (tackle by Steven Means and Grady Jarrett),,
1,11:40,1,10,CAR 45,0,0,Cam Newton pass complete short right to D.J. Moore for 11 yards (tackle by Jaylinn Hawkins and AJ Terrell),,
1,10:57,1,10,ATL 44,0,0,Chuba Hubbard up the middle for -1 yards (tackle by Erik Harris),,
1,10:16,2,11,ATL 45,0,0,Cam Newton scrambles up the middle for 11 yards (tackle by Jaylinn Hawkins),,
1,9:46,1,10,ATL 34,0,0,Cam Newton pass complete short left to Brandon Zylstra for 15 yards (tackle by Foyesade Oluokun),,
1,9:26,1,10,ATL 19,0,0,Chuba Hubbard up the middle for 8 yards (tackle by Mike Pennel),,
1,9:07,2,2,ATL 11,0,0,Chuba Hubbard right guard for -1 yards (tackle by Brandon Copeland and Foyesade Oluokun),,
1,8:26,3,3,ATL 12,0,6,"Cam Newton left end for 12 yards, touchdown",,
1,8:19,,,ATL 15,0,7,Zane Gonzalez kicks extra point good,,
1,8:19,,,CAR 35,0,7,"Zane Gonzalez kicks off 65 yards, touchback.",,
1,8:19,1,10,ATL 25,0,7,Cordarrelle Patterson left end for -1 yards (tackle by Derrick Brown),,
1,7:40,2,11,ATL 24,0,7,Matt Ryan pass complete deep right to Russell Gage for 36 yards (tackle by C.J. Henderson),,
1,7:03,1,10,CAR 40,0,7,Cordarrelle Patterson left end for no gain (tackle by Myles Hartsfield),,
1,6:30,2,10,CAR 40,0,7,Matt Ryan pass incomplete short right intended for Cordarrelle Patterson,,
1,6:25,3,10,CAR 40,0,7,Matt Ryan pass complete short left to Russell Gage for 9 yards (tackle by C.J. Henderson),,
1,5:47,4,1,CAR 31,0,7,Mike Davis left tackle for 5 yards (tackle by Shaq Thompson),,
1,5:08,1,10,CAR 26,0,7,Cordarrelle Patterson left tackle for 2 yards (tackle by Derrick Brown and Marquis Haynes),,
1,4:25,2,8,CAR 24,0,7,Matt Ryan pass incomplete short left intended for Russell Gage (defended by C.J. Henderson),,
1,4:21,3,8,CAR 24,0,7,Matt Ryan pass complete short right to Russell Gage for 13 yards (tackle by C.J. Henderson),,
1,3:43,1,10,CAR 11,0,7,Cordarrelle Patterson up the middle for 6 yards (tackle by Shaq Thompson),,
1,3:07,2,4,CAR 5,6,7,"Cordarrelle Patterson left tackle for 5 yards, touchdown",,
1,3:03,,,CAR 15,7,7,Younghoe Koo kicks extra point good,,
1,3:03,,,ATL 35,7,7,"Younghoe Koo kicks off 63 yards, returned by Ameer Abdullah for 26 yards (tackle by Younghoe Koo and Shawn Williams)",,
1,2:57,1,10,CAR 28,7,7,"Cam Newton aborted snap, recovered by Cam Newton at CAR-23 and returned for 8 yards Cam Newton for no gain (tackle by Deion Jones)",,
1,2:16,2,8,CAR 31,7,7,Ameer Abdullah up the middle for 4 yards (tackle by Brandon Copeland),,
