Quarter,Time,Down,ToGo,Location,DEN,MIA,Detail,EPB,EPA
1,8:31,1,10,DEN 11,0,0,C.J. Anderson right end for 6 yards (tackle by Cordrea Tankersley and Lawrence Timmons),-0.370,-0.160
1,8:05,2,4,DEN 17,0,0,C.J. Anderson left tackle for 7 yards (tackle by Reshad Jones and Lawrence Timmons),-0.160,0.540
1,7:27,1,10,DEN 24,0,0,C.J. Anderson left tackle for 8 yards (tackle by Kiko Alonso),0.540,1.080
1,6:57,2,2,DEN 32,0,0,C.J. Anderson middle for no gain (tackle by Ndamukong Suh),1.080,0.370
1,6:14,3,2,DEN 32,0,0,"Trevor Siemian pass incomplete short right intended for Emmanuel Sanders (defended by Bobby McCain). Penalty on Stephone Anthony: Unnecessary Roughness, 15 yards",0.370,2.060
1,6:10,1,10,DEN 47,0,0,Trevor Siemian pass incomplete short right intended for Cody Latimer (defended by Lawrence Timmons),2.060,1.520
1,6:06,2,10,DEN 47,0,0,Trevor Siemian pass incomplete short middle intended for Emmanuel Sanders is intercepted by T.J. McDonald at MIA-40 and returned for 7 yards,1.520,-2.060
1,5:58,1,10,MIA 47,0,0,Jay Cutler pass incomplete short left intended for Kenny Stills (defended by Bradley Roby),2.060,1.520
1,5:53,2,10,MIA 47,0,0,Jay Cutler sacked by Shelby Harris for -6 yards,1.520,0.040
1,5:15,3,16,MIA 41,0,0,Jay Cutler pass complete short middle to Kenyan Drake for 13 yards (tackle by Todd Davis and Justin Simmons),0.040,0.200
1,4:35,4,3,DEN 46,0,0,"Matt Haack punts 37 yards, fair catch by Isaiah McKenzie. Penalty on Jerrol Garcia-Williams: Offensive Holding, 4 yards",0.200,0.380
1,4:28,1,10,DEN 5,0,0,C.J. Anderson right tackle for no gain (tackle by Cordrea Tankersley and Chase Allen),-0.380,-0.780
1,3:51,2,10,DEN 5,0,0,"Trevor Siemian pass incomplete short right intended for Demaryius Thomas. Penalty on Donald Stephenson: Offensive Holding (Offsetting), Penalty on Cordrea Tankersley: Defensive Holding (Offsetting) (no play)",-0.780,-0.780
1,3:44,2,10,DEN 5,0,0,Trevor Siemian pass complete short left to Jamaal Charles for no gain,-0.780,-1.420
1,3:12,3,10,DEN 5,0,2,"Trevor Siemian for no gain. Matt Paradis fumbles, safety",-1.420,-2.000
1,3:07,,,DEN 20,0,2,"Riley Dixon kicks off 54 yards, returned by Jakeem Grant for 16 yards (tackle by Bennie Fowler)",0.000,-1.730
1,2:57,1,10,MIA 42,0,2,Kenyan Drake right guard for 7 yards (tackle by Kyle Peko),1.730,2.130
1,2:23,2,3,MIA 49,0,2,Kenyan Drake left end for -5 yards (tackle by Shelby Harris),2.130,0.760
1,1:39,3,8,MIA 44,0,2,Jay Cutler pass incomplete deep left intended for DeVante Parker,0.760,-0.460
1,1:33,4,8,MIA 44,0,2,"Matt Haack punts 56 yards, touchback",-0.460,-0.280
1,1:25,1,10,DEN 20,0,2,Devontae Booker middle for 3 yards (tackle by Reshad Jones),0.280,0.140
1,0:51,2,7,DEN 23,0,2,Trevor Siemian pass complete short left to Virgil Green for 36 yards (tackle by Reshad Jones),0.140,2.850
1,0:14,1,10,MIA 41,0,2,Trevor Siemian pass complete deep left to Bennie Fowler for 23 yards,2.850,4.370
Quarter,Time,Down,ToGo,Location,DEN,MIA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,MIA 18,0,2,Devontae Booker left guard for 5 yards (tackle by Charles Harris),4.370,4.610
2,14:21,2,5,MIA 13,0,2,Trevor Siemian pass complete short left to Devontae Booker for no gain,4.610,3.820
2,13:36,3,5,MIA 13,0,2,Trevor Siemian pass incomplete short middle intended for Demaryius Thomas (defended by Xavien Howard),3.820,2.620
2,13:30,4,5,MIA 13,3,2,Brandon McManus 31 yard field goal good,2.620,3.000
2,13:28,,,DEN 35,3,2,"Brandon McManus kicks off 65 yards, touchback",0.000,-0.610
2,13:28,1,10,MIA 25,3,2,Kenyan Drake left guard for 6 yards (tackle by Shelby Harris),0.610,0.870
2,12:51,2,4,MIA 31,3,2,Kenyan Drake left tackle for no gain (tackle by Von Miller),0.870,0.170
2,12:07,3,4,MIA 31,3,2,Jay Cutler pass complete short middle to DeVante Parker for 5 yards (tackle by Justin Simmons),0.170,1.330
2,11:41,1,10,MIA 36,3,2,Jay Cutler pass incomplete deep left intended for Kenny Stills,1.330,0.790
2,11:35,2,10,MIA 36,3,2,Jay Cutler pass complete deep left to Kenny Stills for 22 yards (tackle by Darian Stewart),0.790,2.790
2,10:56,1,10,DEN 42,3,2,Jay Cutler pass incomplete short right intended for Kenyan Drake,2.790,2.240
2,10:53,2,10,DEN 42,3,2,Kenyan Drake left guard for 8 yards (tackle by Todd Davis),2.240,2.610
2,10:19,3,2,DEN 34,3,2,Jay Cutler pass complete deep right to Jarvis Landry for 25 yards (tackle by Darian Stewart),2.610,5.140
2,9:43,1,9,DEN 9,3,8,"Jay Cutler pass complete short right to Julius Thomas for 9 yards, touchdown. Penalty on Von Miller: Defensive Offside (Declined)",5.140,7.000
2,9:39,,,DEN 15,3,9,Cody Parkey kicks extra point good,0.000,0.000
2,9:39,,,MIA 35,3,9,"Cody Parkey kicks off 65 yards, touchback",0.000,-0.610
2,9:39,1,10,DEN 25,3,15,"Trevor Siemian pass incomplete short left intended for Demaryius Thomas is intercepted by Xavien Howard at DEN-30 and returned for 30 yards, touchdown",0.610,-7.000
2,,,,DEN 15,3,16,Cody Parkey kicks extra point good,,
2,9:32,,,MIA 35,3,16,"Cody Parkey kicks off 65 yards, touchback",0.000,-0.610
2,9:32,1,10,DEN 25,3,16,C.J. Anderson middle for 6 yards (tackle by Ndamukong Suh),0.610,0.870
2,8:53,2,4,DEN 31,3,16,C.J. Anderson left tackle for 11 yards (tackle by Ndamukong Suh),0.870,1.730
2,8:14,1,10,DEN 42,3,16,Trevor Siemian pass incomplete short middle intended for Demaryius Thomas (defended by Xavien Howard),1.730,1.190
2,8:09,2,10,DEN 42,3,16,C.J. Anderson left guard for -1 yards (tackle by Bobby McCain),1.190,0.370
2,7:32,3,11,DEN 41,3,16,Trevor Siemian sacked by Andre Branch for -6 yards,0.370,-1.040
2,6:55,4,17,DEN 35,3,16,"Riley Dixon punts 49 yards, returned by Jarvis Landry for -5 yards (tackle by Bennie Fowler)",-1.040,0.370
2,6:42,1,10,MIA 11,3,16,Kenyan Drake middle for 11 yards (tackle by Todd Davis),-0.370,0.410
2,6:01,1,10,MIA 22,3,16,Jay Cutler pass incomplete deep right intended for Kenny Stills is intercepted by Chris Harris at DEN-35 and returned for 13 yards,0.410,-2.130
2,5:49,1,10,DEN 48,3,16,Trevor Siemian pass complete short left to C.J. Anderson for 3 yards (tackle by Kiko Alonso),2.130,1.990
2,5:14,2,7,MIA 49,3,16,Trevor Siemian pass incomplete short right intended for Demaryius Thomas,1.990,1.290
2,5:08,3,7,MIA 49,3,16,Trevor Siemian pass incomplete deep middle intended for Bennie Fowler,1.290,0.000
2,5:01,4,7,MIA 49,3,16,"Riley Dixon punts 36 yards, fair catch by Jarvis Landry",0.000,0.320
2,4:54,1,10,MIA 13,3,16,Kenyan Drake right tackle for 3 yards (tackle by Zach Kerr),-0.320,-0.440
2,4:16,2,7,MIA 16,3,16,Kenyan Drake right end for 8 yards (tackle by Todd Davis),-0.440,0.540
2,3:35,1,10,MIA 24,3,16,Kenyan Drake left guard for 1 yard (tackle by Von Miller),0.540,0.130
2,2:53,2,9,MIA 25,3,16,Jay Cutler pass complete short middle to Kenny Stills for 11 yards (tackle by Bradley Roby),0.130,1.330
2,2:16,1,10,MIA 36,3,16,Kenyan Drake right end for 7 yards (tackle by Justin Simmons),1.330,1.740
2,2:00,2,3,MIA 43,3,16,Kenyan Drake middle for 2 yards (tackle by Todd Davis),1.740,0.000
2,1:55,,,,,,Timeout #1 by Denver Broncos,0.000,-1.290
2,1:55,3,1,MIA 45,3,16,Jay Cutler pass incomplete short middle intended for Kenny Stills (defended by Adam Gotsis),1.290,-0.390
2,1:51,4,1,MIA 45,3,16,Matt Haack punts 47 yards,-0.390,0.380
2,1:41,1,10,DEN 8,3,16,Trevor Siemian pass complete short right to Austin Traylor for 6 yards (tackle by Bobby McCain),-0.380,-0.320
2,1:18,2,4,DEN 14,3,16,Trevor Siemian pass complete short middle to Austin Traylor for 10 yards (tackle by Stephone Anthony),-0.320,0.000
2,1:13,,,,,,Timeout #2 by Denver Broncos,0.000,-0.540
2,1:13,1,10,DEN 24,3,16,Trevor Siemian pass complete short left to Jamaal Charles for 20 yards (tackle by Stephone Anthony),0.540,1.860
2,0:47,1,10,DEN 44,3,16,Trevor Siemian pass complete short right to Cody Latimer for 5 yards (tackle by Alterraun Verner),1.860,0.000
2,0:39,,,,,,Timeout #3 by Denver Broncos,0.000,-1.990
2,0:39,2,5,DEN 49,3,16,"Trevor Siemian pass incomplete short right intended for Emmanuel Sanders. Penalty on Max Garcia: Offensive Holding, 10 yards (no play)",1.990,0.640
2,0:34,2,15,DEN 39,3,16,"Trevor Siemian pass complete short middle to Jamaal Charles for 6 yards (tackle by Stephone Anthony). Penalty on Garett Bolles: Offensive Holding, 10 yards (no play)",0.640,-0.710
2,0:29,2,25,DEN 29,3,16,C.J. Anderson left guard for 14 yards (tackle by T.J. McDonald),-0.710,0.500
2,0:07,3,11,DEN 43,3,16,Trevor Siemian pass incomplete deep left intended for Bennie Fowler,0.500,-0.520
2,0:03,4,11,DEN 43,3,16,Trevor Siemian pass incomplete,-0.520,1.800
Quarter,Time,Down,ToGo,Location,DEN,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIA 35,3,16,"Cody Parkey kicks off 65 yards, returned by Brendan Langley for 15 yards (tackle by Jordan Lucas)",0.000,0.220
3,14:54,1,10,DEN 15,3,16,C.J. Anderson left guard for 1 yard (tackle by Ndamukong Suh),-0.220,-0.580
3,14:25,2,9,DEN 16,3,16,Trevor Siemian pass complete short middle to Jamaal Charles for -4 yards (tackle by Jordan Phillips),-0.580,-1.770
3,13:34,3,13,DEN 12,3,16,Trevor Siemian pass incomplete short left intended for Demaryius Thomas,-1.770,-2.490
3,13:28,4,13,DEN 12,3,16,"Riley Dixon punts 58 yards, returned by Jakeem Grant for 17 yards (tackle by Andy Janovich). Penalty on Cody Latimer: Player Out of Bounds on Punt, 5 yards",-2.490,-2.390
3,13:17,1,10,DEN 48,3,16,Jay Cutler pass complete deep left to Anthony Fasano for 29 yards (tackle by Brandon Marshall),2.390,4.310
3,12:43,1,10,DEN 19,3,16,Kenyan Drake middle for 2 yards (tackle by Todd Davis and Brandon Marshall),4.310,4.030
3,11:57,2,8,DEN 17,3,16,Jay Cutler pass complete short right to Jarvis Landry for 7 yards (tackle by Justin Simmons),4.030,4.690
3,11:07,3,1,DEN 10,3,16,"Kenyan Drake left end for 4 yards (tackle by Shelby Harris). Penalty on Sam Young: Offensive Holding, 10 yards, Penalty on Ted Larsen: Offensive Holding (Declined) (no play)",4.690,2.940
3,10:41,3,11,DEN 20,3,16,Jay Cutler pass incomplete short middle intended for Jarvis Landry,2.940,2.120
3,10:35,4,11,DEN 20,3,19,Cody Parkey 37 yard field goal good,2.120,3.000
3,10:32,,,MIA 35,3,19,"Cody Parkey kicks off 65 yards, touchback",0.000,-0.610
3,10:32,1,10,DEN 25,3,19,"Penalty on Garett Bolles: False Start, 5 yards (no play)",0.610,0.280
3,10:32,1,15,DEN 20,3,19,Trevor Siemian pass incomplete short left intended for Demaryius Thomas,0.280,-0.610
3,10:29,2,15,DEN 20,3,19,Trevor Siemian pass complete short left to C.J. Anderson for 25 yards (tackle by Reshad Jones),-0.610,1.930
3,9:56,1,10,DEN 45,3,19,Trevor Siemian pass incomplete short right intended for Emmanuel Sanders (defended by Alterraun Verner),1.930,1.380
3,9:52,2,10,DEN 45,3,19,C.J. Anderson right guard for 5 yards (tackle by Lawrence Timmons),1.380,1.360
3,9:11,3,5,,3,19,Trevor Siemian sacked by Jordan Phillips for -14 yards,1.360,-0.980
3,8:25,4,19,DEN 36,3,19,"Riley Dixon punts, blocked by Terrence Fede, recovered by Michael Thomas. Penalty on Terrence Fede: Unnecessary Roughness, 15 yards",-0.980,-3.250
3,8:17,1,10,DEN 35,3,19,Jakeem Grant left end for 2 yards (tackle by Darian Stewart),3.250,2.970
3,7:41,2,8,DEN 33,3,19,"Jay Cutler pass complete deep left to Kenny Stills for 22 yards (tackle by Bradley Roby). Kenny Stills fumbles (forced by Bradley Roby), recovered by Bradley Roby at DEN-11 (tackle by Kenny Stills)",2.970,0.370
3,7:29,1,10,DEN 11,3,19,Trevor Siemian pass incomplete short right intended for Cody Latimer,-0.370,-0.780
3,7:24,2,10,DEN 11,3,19,C.J. Anderson left guard for 3 yards (tackle by Charles Harris),-0.780,-1.070
3,6:45,3,7,DEN 14,3,19,Trevor Siemian pass incomplete short left intended for C.J. Anderson,-1.070,-2.470
3,6:40,4,7,DEN 14,3,19,"Riley Dixon punts 51 yards, returned by Jakeem Grant for 17 yards (tackle by Shaquil Barrett)",-2.470,-2.390
3,6:28,1,10,DEN 48,3,19,Kenyan Drake left end for 9 yards (tackle by Darian Stewart),2.390,3.060
3,5:45,2,1,DEN 39,3,19,Kenyan Drake middle for no gain (tackle by Will Parks),3.060,2.340
3,5:08,3,1,DEN 39,9,19,"Jay Cutler pass incomplete short middle intended for DeVante Parker is intercepted by Justin Simmons at DEN-35 and returned for 65 yards, touchdown. Penalty on Kenny Stills: Unsportsmanlike Conduct, 15 yards",2.340,-7.000
3,,,,,9,19,"Two Point Attempt: Trevor Siemian pass incomplete intended for Demaryius Thomas, conversion fails",,
3,4:56,,,,9,19,"Penalty on Brandon McManus: Delay of Game, 5 yards (no play)",0.000,0.000
3,4:56,,,DEN 45,9,19,"Brandon McManus kicks onside 16 yards, recovered by MarQueis Gray",0.000,-1.530
3,4:53,1,10,MIA 39,9,19,Jay Cutler pass complete short left to Julius Thomas for 2 yards (tackle by Will Parks),1.530,1.260
3,4:20,2,8,MIA 41,9,19,Kenyan Drake right end for -3 yards (tackle by Von Miller),1.260,0.170
3,3:36,3,11,MIA 38,9,19,Jay Cutler pass complete deep left to Kenny Stills for 20 yards,0.170,2.790
3,3:04,1,10,DEN 42,9,25,"Kenyan Drake left guard for 42 yards, touchdown",2.790,7.000
3,2:54,,,DEN 15,9,26,Cody Parkey kicks extra point good,0.000,0.000
3,2:54,,,MIA 35,9,26,"Cody Parkey kicks off 65 yards, touchback",0.000,-0.610
3,2:54,1,10,DEN 25,9,26,Trevor Siemian pass incomplete deep right intended for Emmanuel Sanders (defended by Bobby McCain),0.610,0.060
3,2:49,2,10,DEN 25,9,26,Trevor Siemian left end for 1 yard (tackle by Vincent Taylor),0.060,-0.490
3,2:13,3,9,DEN 26,9,26,Trevor Siemian pass incomplete short left intended for C.J. Anderson,-0.490,-1.630
3,2:09,4,9,DEN 26,9,26,"Riley Dixon punts 51 yards, returned by Jakeem Grant for 27 yards (tackle by Justin Simmons)",-1.630,-2.260
3,1:53,1,10,,9,26,Jay Cutler pass incomplete deep left intended for Kenny Stills,2.260,1.710
3,1:47,2,10,,9,26,Kenyan Drake right end for 5 yards (tackle by Brandon Marshall),1.710,1.690
3,1:11,3,5,DEN 45,9,26,Jay Cutler pass incomplete deep left intended for Kenny Stills (defended by Bradley Roby),1.690,0.270
3,1:11,4,5,DEN 45,9,26,Matt Haack punts 36 yards,0.270,0.380
3,0:56,1,10,DEN 9,9,26,C.J. Anderson right guard for -5 yards (tackle by Vincent Taylor). Penalty on Andy Janovich: Face Mask (15 Yards) (Declined),-0.380,-1.150
3,0:29,2,15,DEN 4,9,26,Trevor Siemian pass complete short left to Demaryius Thomas for 7 yards (tackle by Xavien Howard),-1.150,-1.190
Quarter,Time,Down,ToGo,Location,DEN,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,8,DEN 11,9,26,Trevor Siemian pass incomplete deep left intended for Demaryius Thomas (defended by Xavien Howard),-1.190,-2.490
4,14:56,4,8,DEN 11,9,26,"Riley Dixon punts 41 yards, fair catch by Jakeem Grant",-2.490,-2.130
4,14:49,1,10,MIA 48,9,26,Kenyan Drake right end for 5 yards (tackle by Brandon Marshall),2.130,2.260
4,14:12,2,5,DEN 47,9,26,"Kenyan Drake right end for 15 yards (tackle by Darian Stewart). Penalty on Mike Pouncey: Offensive Holding, 10 yards (no play)",2.260,0.910
4,13:35,2,15,MIA 43,9,26,Jay Cutler pass complete short left to Jarvis Landry for 11 yards (tackle by Bradley Roby),0.910,1.680
4,12:58,3,4,DEN 46,9,26,Kenyan Drake right end for 1 yard (tackle by Von Miller),1.680,0.000
4,12:11,,,,,,Timeout #1 by Denver Broncos,0.000,-0.270
4,12:10,4,3,DEN 45,9,26,Matt Haack punts 39 yards,0.270,0.380
4,12:02,1,10,DEN 6,9,26,"Penalty on DEN: False Start, 3 yards (no play)",-0.380,-0.490
4,12:02,1,13,DEN 3,9,26,C.J. Anderson left guard for 3 yards (tackle by Chase Allen),-0.490,-0.780
4,11:38,2,10,DEN 6,9,26,Trevor Siemian pass incomplete short right intended for C.J. Anderson,-0.780,-1.420
4,11:32,3,10,DEN 6,9,26,Trevor Siemian pass complete short left to C.J. Anderson for 12 yards (tackle by Kiko Alonso and Stephone Anthony),-1.420,0.040
4,11:00,1,10,DEN 18,9,26,C.J. Anderson right guard for 9 yards (tackle by Lawrence Timmons),0.040,0.820
4,10:34,2,1,DEN 27,9,26,Trevor Siemian pass incomplete short left intended for Bennie Fowler is intercepted by Xavien Howard at DEN-35 and returned for 12 yards,0.820,-4.040
4,10:27,1,10,DEN 23,9,32,"Jay Cutler pass complete deep left to Kenny Stills for 23 yards, touchdown",4.040,7.000
4,10:21,,,DEN 15,9,33,Cody Parkey kicks extra point good,0.000,0.000
4,10:21,,,MIA 35,9,33,"Cody Parkey kicks onside 13 yards, recovered by Alterraun Verner (onside kick successful)",0.000,2.130
4,10:21,1,10,MIA 48,9,33,Jay Cutler pass incomplete short left intended for Kenyan Drake,2.130,1.580
4,10:17,2,10,MIA 48,9,33,Kenyan Drake right tackle for 4 yards (tackle by Todd Davis),1.580,1.420
4,9:40,3,6,DEN 48,9,33,Jay Cutler sacked by Zach Kerr and Von Miller for -7 yards,1.420,-0.390
4,9:03,4,13,MIA 45,9,35,"Matt Haack punts 52 yards, returned by Isaiah McKenzie for -2 yards (tackle by Chase Allen). Isaiah McKenzie fumbles (forced by Chase Allen), recovered by Isaiah McKenzie at DEN--8, safety",-0.390,2.000
4,8:49,,,DEN 20,9,35,"Riley Dixon kicks off 64 yards, returned by Jakeem Grant for 21 yards (tackle by Justin Simmons)",0.000,-1.400
4,8:43,1,10,MIA 37,9,35,Senorise Perry middle for 12 yards (tackle by Todd Davis and Bradley Roby),1.400,2.190
4,7:58,1,10,MIA 49,9,35,Senorise Perry middle for -1 yards (tackle by Adam Gotsis),2.190,0.000
4,7:11,,,,,,Timeout #1 by Miami Dolphins,0.000,-1.510
4,7:11,2,11,MIA 48,9,35,Senorise Perry left guard for 2 yards (tackle by Kyle Peko and Shelby Harris),1.510,1.090
4,6:30,3,9,,9,35,Jay Cutler pass incomplete short right intended for Kenny Stills,1.090,-0.060
4,6:23,4,9,,9,35,"Matt Haack punts 36 yards, fair catch by Isaiah McKenzie",-0.060,0.280
4,6:16,1,10,DEN 14,9,35,Jamaal Charles middle for 1 yard (tackle by Lawrence Timmons),-0.280,-0.640
4,5:49,2,9,DEN 15,9,35,Jamaal Charles right guard for 3 yards (tackle by Vincent Taylor and Lawrence Timmons),-0.640,-0.920
4,5:09,3,6,DEN 18,9,35,Trevor Siemian pass incomplete short right intended for Emmanuel Sanders,-0.920,-2.240
4,5:01,4,6,DEN 18,9,35,"Riley Dixon punts 54 yards, returned by Jakeem Grant for 22 yards (tackle by Jamal Carter). Penalty on Neville Hewitt: Offensive Holding, 10 yards",-2.240,-0.040
4,4:45,1,10,MIA 18,9,35,Senorise Perry right end for 5 yards (tackle by Brandon Marshall),0.040,0.280
4,4:03,2,5,MIA 23,9,35,Senorise Perry left tackle for 4 yards (tackle by Brandon Marshall and Zach Kerr),0.280,-0.020
4,3:20,3,1,MIA 27,9,35,David Fales pass incomplete deep left intended for DeVante Parker (defended by Bradley Roby),-0.020,-1.570
4,3:20,4,1,MIA 27,9,35,Matt Haack punts 52 yards,-1.570,-0.340
4,3:01,1,10,DEN 21,9,35,Trevor Siemian pass complete short right to Jamaal Charles for 11 yards (tackle by Jordan Lucas),0.340,1.070
4,2:54,1,10,DEN 32,9,35,Trevor Siemian pass complete short left to Demaryius Thomas for 20 yards (tackle by Jordan Lucas),1.070,2.390
4,2:26,1,10,MIA 48,9,35,"Jamaal Charles left tackle for 7 yards (tackle by Jordan Lucas). Penalty on Matt Paradis: Offensive Holding, 10 yards (no play)",2.390,1.730
4,2:19,1,20,DEN 42,9,35,Jamaal Charles left guard for 8 yards (tackle by Mike Hull),1.730,1.580
4,2:00,2,12,,9,35,Trevor Siemian pass complete short right to Jamaal Charles for 12 yards (tackle by Walt Aikens),1.580,3.050
4,1:32,1,10,MIA 38,9,35,Trevor Siemian pass complete short middle to Emmanuel Sanders for 6 yards (tackle by Stephone Anthony),3.050,3.320
4,1:09,2,4,MIA 32,9,35,Trevor Siemian pass complete short right to Emmanuel Sanders for 5 yards (tackle by Stephone Anthony),3.320,3.780
4,0:32,1,10,MIA 27,9,35,Trevor Siemian pass complete short middle to C.J. Anderson for 3 yards (tackle by Mike Hull),3.780,3.640
4,0:24,2,7,MIA 24,9,35,Trevor Siemian left guard for 15 yards (tackle by T.J. McDonald),3.640,5.140
4,0:11,1,9,MIA 9,9,35,Trevor Siemian sacked by Bobby McCain for -13 yards,5.140,0.000
4,0:11,,,,,,Timeout #2 by Miami Dolphins,0.000,0.000
4,0:03,,,,,,Timeout #2 by Denver Broncos,0.000,-2.730
4,0:03,2,22,MIA 22,9,35,Trevor Siemian pass incomplete deep right intended for Demaryius Thomas,2.730,2.080
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
