Quarter,Time,Down,ToGo,Location,SDG,MIA,Detail,EPB,EPA
1,6:26,1,10,MIA 39,0,0,Ryan Tannehill pass complete short right to Charles Clay for 24 yards (tackle by Donald Butler),1.530,3.120
1,5:47,1,10,SDG 37,0,0,Lamar Miller right guard for 5 yards (tackle by Corey Liuget),3.120,3.250
1,5:08,2,5,SDG 32,0,0,Ryan Tannehill pass complete short right to Mike Wallace for 5 yards (tackle by Shareece Wright),3.250,3.780
1,4:32,1,10,SDG 27,0,0,"Penalty on Kendall Reyes: Encroachment, 5 yards (no play)",3.780,4.510
1,4:05,1,5,SDG 22,0,0,"Ryan Tannehill pass incomplete deep right intended for Mike Wallace. Penalty on Mike Wallace: Offensive Pass Interference, 10 yards (no play)",4.510,3.450
1,3:58,1,15,SDG 32,0,0,Ryan Tannehill pass complete short right to Jarvis Landry for 13 yards (tackle by Marcus Gilchrist),3.450,4.350
1,3:31,2,2,SDG 19,0,0,Lamar Miller left end for 6 yards (tackle by Kavell Conner),4.350,4.710
1,2:48,1,10,SDG 13,0,0,Ryan Tannehill pass complete short left to Brian Hartline for 6 yards (tackle by Brandon Flowers),4.710,5.150
1,2:16,2,4,SDG 7,0,0,Lamar Miller left end for 1 yard (tackle by Shareece Wright),5.150,4.560
1,1:46,3,3,SDG 6,0,6,"Ryan Tannehill pass complete short left to Charles Clay for 6 yards, touchdown",4.560,7.000
1,1:46,,,SDG 2,0,7,Caleb Sturgis kicks extra point good,0.000,0.000
1,1:46,,,MIA 35,0,7,"Caleb Sturgis kicks off 69 yards, returned by Chris Davis for 30 yards (tackle by Michael Thomas)",0.000,-0.670
1,1:35,1,10,SDG 26,0,7,Branden Oliver left tackle for -1 yards (tackle by Koa Misi),0.670,-0.010
1,0:58,2,11,SDG 25,0,7,Philip Rivers pass complete short right to Branden Oliver for 7 yards (tackle by Brent Grimes),-0.010,0.230
1,0:11,3,4,SDG 32,0,7,Philip Rivers right end for 3 yards (tackle by Louis Delmas),0.230,-1.040
Quarter,Time,Down,ToGo,Location,SDG,MIA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,1,SDG 35,0,7,"Mike Scifres punts 40 yards, returned by Jarvis Landry for 14 yards (tackle by Reggie Walker)",-1.040,-1.530
2,14:50,1,10,MIA 39,0,7,Ryan Tannehill middle for 4 yards (tackle by Eric Weddle),1.530,1.530
2,14:13,2,6,MIA 43,0,7,Ryan Tannehill pass incomplete short right intended for Lamar Miller,1.530,0.830
2,14:08,3,6,MIA 43,0,7,Ryan Tannehill pass complete short right to Jarvis Landry for 7 yards (tackle by Chris Davis),0.830,2.260
2,13:39,1,10,SDG 50,0,7,Ryan Tannehill pass complete short right to Charles Clay for 18 yards (tackle by Brandon Flowers),2.260,3.450
2,13:09,1,10,SDG 32,0,7,Ryan Tannehill right end for 22 yards (tackle by Eric Weddle),3.450,4.910
2,12:37,1,10,SDG 10,0,7,Ryan Tannehill pass complete short middle to Lamar Miller for 8 yards (tackle by Marcus Gilchrist),4.910,5.720
2,11:56,2,2,SDG 2,0,7,Lamar Miller right guard for no gain (tackle by Donald Butler),5.720,4.950
2,11:14,3,2,SDG 2,0,13,"Lamar Miller middle for 2 yards, touchdown",4.950,7.000
2,11:14,,,SDG 2,0,14,Caleb Sturgis kicks extra point good,0.000,0.000
2,11:14,,,MIA 35,0,14,"Caleb Sturgis kicks off 70 yards, returned by Chris Davis for 35 yards (tackle by Dion Jordan)",0.000,-0.940
2,11:01,1,10,SDG 30,0,14,Philip Rivers pass incomplete deep left intended for Malcom Floyd is intercepted by Reshad Jones at SDG-47 and returned for 16 yards,0.940,-3.510
2,10:51,1,10,SDG 31,0,14,Ryan Tannehill pass complete short right to Damien Williams for 21 yards (tackle by Eric Weddle),3.510,4.910
2,10:26,1,10,SDG 10,0,14,Ryan Tannehill pass incomplete short right intended for Brandon Gibson,4.910,4.190
2,10:19,2,10,SDG 10,0,14,Damien Williams right end for no gain (tackle by Marcus Gilchrist),4.190,3.130
2,9:39,3,10,SDG 10,0,14,Ryan Tannehill pass complete short right to Damien Williams for 2 yards (tackle by Eric Weddle),3.130,2.950
2,9:16,4,8,SDG 8,0,17,Caleb Sturgis 26 yard field goal good,2.950,3.000
2,9:16,,,MIA 35,0,17,"Caleb Sturgis kicks off 65 yards, touchback",0.000,-0.280
2,8:53,1,10,SDG 20,0,17,Philip Rivers pass complete short left to Keenan Allen for 15 yards (tackle by Cortland Finnegan),0.280,1.270
2,8:25,1,10,SDG 35,0,17,Donald Brown right tackle for 1 yard (tackle by Jelani Jenkins and Koa Misi),1.270,0.860
2,7:53,2,9,SDG 36,0,17,Philip Rivers pass incomplete short right intended for Donald Brown,0.860,0.170
2,7:42,3,9,SDG 36,0,17,Philip Rivers pass incomplete short left intended for Keenan Allen,0.170,-0.980
2,7:35,4,9,SDG 36,0,17,"Mike Scifres punts 55 yards, returned by Jarvis Landry for 21 yards (tackle by John Phillips)",-0.980,-0.940
2,7:23,1,10,MIA 30,0,17,Ryan Tannehill pass complete short left to Daniel Thomas for 12 yards (tackle by Corey Liuget),0.940,1.730
2,6:44,1,10,MIA 42,0,17,Daniel Thomas right end for 5 yards (tackle by Cordarro Law),1.730,1.860
2,6:09,2,5,MIA 47,0,17,Daniel Thomas left tackle for 1 yard (tackle by Corey Liuget),1.860,1.290
2,5:23,3,4,MIA 48,0,17,Ryan Tannehill pass complete short right to Brian Hartline for 8 yards (tackle by Brandon Flowers),1.290,2.650
2,4:45,1,10,SDG 44,0,17,Ryan Tannehill pass complete short left to Jarvis Landry for 3 yards (tackle by Jarret Johnson),2.650,2.520
2,4:06,2,7,SDG 41,0,17,Ryan Tannehill pass incomplete deep left intended for Mike Wallace (defended by Shareece Wright),2.520,2.520
2,3:55,2,7,SDG 41,0,17,Timeout #1 by Miami Dolphins,2.520,1.820
2,3:55,3,7,SDG 41,0,17,"Penalty on Charles Clay: False Start, 5 yards (no play)",1.820,1.160
2,3:55,3,12,SDG 46,0,17,Ryan Tannehill pass complete deep left to Mike Wallace for 38 yards (tackle by Eric Weddle),1.160,5.370
2,3:11,1,8,SDG 8,0,17,Ryan Tannehill pass complete short right to Daniel Thomas for 2 yards (tackle by Donald Butler),5.370,4.950
2,2:33,2,6,SDG 6,0,17,Daniel Thomas middle for -1 yards (tackle by Andrew Gachkar),4.950,3.810
2,2:00,3,7,SDG 7,0,17,Ryan Tannehill pass incomplete short middle intended for Charles Clay (defended by Corey Liuget),3.810,2.970
2,1:56,4,7,SDG 7,0,20,Caleb Sturgis 25 yard field goal good,2.970,3.000
2,1:56,,,MIA 35,0,20,"Caleb Sturgis kicks off 65 yards, touchback",0.000,-0.280
2,1:52,1,10,SDG 20,0,20,Philip Rivers pass complete short middle to Antonio Gates for 10 yards (tackle by Jelani Jenkins),0.280,0.940
2,1:30,1,10,SDG 30,0,20,Philip Rivers pass incomplete short left intended for Eddie Royal,0.940,0.390
2,1:28,2,10,SDG 30,0,20,Philip Rivers pass complete short right to Donald Brown for 6 yards (tackle by Brent Grimes),0.390,0.390
2,1:16,2,10,SDG 30,0,20,Timeout #1 by San Diego Chargers,0.390,0.500
2,1:16,3,4,SDG 36,0,20,Philip Rivers pass incomplete short left intended for Ronnie Brown,0.500,-0.980
2,1:12,4,4,SDG 36,0,20,Mike Scifres punts 40 yards,-0.980,-0.540
2,1:03,1,10,MIA 24,0,20,Ryan Tannehill pass incomplete short middle intended for Mike Wallace,0.540,0.000
2,1:00,2,10,MIA 24,0,20,Lamar Miller right guard for 12 yards (tackle by Marcus Gilchrist),0.000,1.330
2,0:41,1,10,MIA 36,0,20,Ryan Tannehill pass complete short left to Brian Hartline for 8 yards,1.330,1.870
2,0:34,2,2,MIA 44,0,20,Ryan Tannehill pass incomplete short right intended for Jarvis Landry,1.870,1.160
2,0:32,3,2,MIA 44,0,20,Ryan Tannehill pass complete deep left to Brandon Gibson for 18 yards (tackle by Brandon Flowers),1.160,1.160
2,0:25,3,2,MIA 44,0,20,Timeout #2 by Miami Dolphins,1.160,3.050
2,0:25,1,10,SDG 38,0,20,Ryan Tannehill pass incomplete deep left intended for Brian Hartline,3.050,2.510
2,0:19,2,10,SDG 38,0,20,"Ryan Tannehill middle for 10 yards (tackle by Chris Davis). Ryan Tannehill fumbles (forced by Chris Davis), recovered by Samson Satele at SDG-28",2.510,2.510
2,0:02,2,10,SDG 38,0,20,Timeout #3 by Miami Dolphins,2.510,3.710
2,0:02,1,10,SDG 28,0,20,Caleb Sturgis 45 yard field goal no good,3.710,1.270
Quarter,Time,Down,ToGo,Location,SDG,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 35,0,20,"Nick Novak kicks off 68 yards, returned by Jarvis Landry for 31 yards (tackle by Eric Weddle)",0.000,0.810
3,14:54,1,10,MIA 28,0,20,Ryan Tannehill pass complete short left to Brian Hartline for 18 yards,0.810,1.990
3,14:27,1,10,MIA 46,0,20,Lamar Miller left end for -7 yards (tackle by Corey Liuget),1.990,0.510
3,13:51,2,17,MIA 39,0,20,Ryan Tannehill pass complete short right to Brian Hartline for 10 yards (tackle by Chris Davis),0.510,1.160
3,13:18,3,7,MIA 49,0,20,"Ryan Tannehill sacked by Donald Butler for -4 yards. Penalty on Corey Liuget: Illegal Use of Hands, 5 yards (no play)",1.160,2.520
3,12:55,1,10,SDG 46,0,20,Ryan Tannehill left end for 11 yards (tackle by Donald Butler),2.520,3.250
3,12:05,1,10,SDG 35,0,20,Mike Wallace pass incomplete deep right intended for Brian Hartline,3.250,2.700
3,11:57,2,10,SDG 35,0,20,Lamar Miller right tackle for 14 yards (tackle by Donald Butler),2.700,4.170
3,11:26,1,10,SDG 21,0,20,Ryan Tannehill pass incomplete deep right intended for Charles Clay,4.170,3.630
3,11:11,2,10,SDG 21,0,26,"Ryan Tannehill pass complete deep left to Rishard Matthews for 21 yards, touchdown",3.630,7.000
3,11:11,,,SDG 2,0,27,Caleb Sturgis kicks extra point good,0.000,0.000
3,11:11,,,MIA 35,0,27,"Caleb Sturgis kicks off 70 yards, returned by Chris Davis for 21 yards (tackle by Michael Thomas)",0.000,0.140
3,10:58,1,10,SDG 16,0,27,Philip Rivers pass complete short right to Keenan Allen for -1 yards (tackle by Brent Grimes),-0.140,-0.780
3,10:27,2,11,SDG 15,0,27,Philip Rivers pass incomplete deep middle intended for Antonio Gates,-0.780,-1.470
3,10:17,3,11,SDG 15,0,27,Philip Rivers pass complete short left to Malcom Floyd for 18 yards (tackle by Koa Misi),-1.470,1.140
3,9:59,1,10,SDG 33,0,27,Branden Oliver right guard for no gain (tackle by Reshad Jones),1.140,0.590
3,9:31,2,10,SDG 33,0,27,Philip Rivers pass incomplete short right intended for Antonio Gates,0.590,-0.100
3,9:16,3,10,SDG 33,0,27,Philip Rivers pass incomplete short right intended for Keenan Allen is intercepted by Brent Grimes at SDG-45 and returned for 26 yards,-0.100,-4.310
3,9:05,1,10,SDG 19,0,27,Daniel Thomas right guard for 5 yards (tackle by Jarret Johnson),4.310,4.530
3,8:31,2,5,SDG 14,0,27,Ryan Tannehill pass complete short left to Charles Clay for 6 yards,4.530,5.370
3,8:21,1,8,SDG 8,0,27,Daniel Thomas right guard for 3 yards (tackle by Kavell Conner),5.370,5.150
3,7:25,2,5,SDG 5,0,27,Ryan Tannehill pass incomplete short right intended for Charles Clay (defended by Kavell Conner),5.150,4.260
3,7:13,3,5,SDG 5,0,27,Ryan Tannehill pass incomplete short left intended for Mike Wallace,4.260,3.010
3,7:08,4,5,SDG 5,0,30,Caleb Sturgis 23 yard field goal good,3.010,3.000
3,7:08,,,MIA 35,0,30,"Caleb Sturgis kicks off 70 yards, returned by Chris Davis for 30 yards (tackle by Will Davis)",0.000,-0.610
3,6:59,1,10,SDG 25,0,30,Philip Rivers pass complete short left to Malcom Floyd for 14 yards (tackle by Cortland Finnegan),0.610,1.530
3,6:32,1,10,SDG 39,0,30,Philip Rivers sacked by Earl Mitchell for -8 yards,1.530,-0.090
3,5:47,2,18,SDG 31,0,30,Philip Rivers pass incomplete deep right intended for Keenan Allen is intercepted by Brent Grimes at MIA-29,-0.090,-0.870
3,5:34,1,10,MIA 29,0,30,Ryan Tannehill pass complete short right to Charles Clay for 11 yards (tackle by Shareece Wright and Kavell Conner),0.870,1.600
3,4:54,1,10,MIA 40,0,30,Lamar Miller right end for 8 yards (tackle by Andrew Gachkar),1.600,2.130
3,4:16,2,2,MIA 48,0,30,Lamar Miller left end for 1 yard (tackle by Jarret Johnson),2.130,1.550
3,3:41,3,1,MIA 49,0,30,Daniel Thomas right guard for -1 yards (tackle by Corey Liuget),1.550,-0.190
3,3:04,4,2,MIA 48,0,30,"Brandon Fields punts 42 yards, fair catch by Keenan Allen",-0.190,0.380
3,2:53,1,10,SDG 10,0,30,Branden Oliver left guard for 1 yard (tackle by Reshad Jones),-0.380,-0.710
3,2:22,2,9,SDG 11,0,30,Philip Rivers pass incomplete short right intended for Ladarius Green,-0.710,-1.300
3,2:16,3,9,SDG 11,0,30,"Philip Rivers sacked by Olivier Vernon for -7 yards. Philip Rivers fumbles (forced by Olivier Vernon), recovered by Jared Odrick at SDG-14",-1.300,-4.650
3,2:05,1,10,SDG 14,0,36,"Ryan Tannehill pass complete short left to Jarvis Landry for 14 yards, touchdown",4.650,7.000
,,,,,,,"MIA challenged the runner was in bounds ruling, and the original play was overturned.",,
3,2:05,,,SDG 2,0,37,Caleb Sturgis kicks extra point good,0.000,0.000
3,2:05,,,MIA 35,0,37,"Caleb Sturgis kicks off 65 yards, touchback",0.000,-0.280
3,2:00,1,10,SDG 20,0,37,Kellen Clemens pass complete short right to Antonio Gates for 10 yards (tackle by Kelvin Sheppard),0.280,0.940
3,1:38,1,10,SDG 30,0,37,Branden Oliver middle for 5 yards (tackle by Terrence Fede),0.940,1.070
3,1:03,2,5,SDG 35,0,37,Kellen Clemens pass incomplete short middle intended for Keenan Allen,1.070,0.370
3,0:56,3,5,SDG 35,0,37,Kellen Clemens sacked by Cameron Wake for -9 yards,0.370,-1.630
3,0:34,4,14,SDG 26,0,37,"Penalty on Donald Brown: False Start, 5 yards (no play)",-1.630,-1.960
3,0:13,4,19,SDG 21,0,37,"Mike Scifres punts 54 yards, returned by Jarvis Landry for 40 yards (tackle by Andrew Gachkar). Penalty on Seyi Ajirotutu: Disqualification, Penalty on Jamar Taylor: Offensive Holding, Penalty on Seyi Ajirotutu: Unsportsmanlike Conduct (Declined)",-1.960,-0.940
Quarter,Time,Down,ToGo,Location,SDG,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,MIA 30,0,37,Daniel Thomas left tackle for 4 yards (tackle by Ryan Mathews),0.940,0.930
4,14:20,2,6,MIA 34,0,37,Matt Moore pass incomplete deep left intended for Mike Wallace (defended by Darrell Stuckey),0.930,0.230
4,14:20,3,6,MIA 34,0,37,Matt Moore pass complete short right to Mike Wallace for 7 yards (tackle by Chris Davis),0.230,1.660
4,13:14,1,10,MIA 41,0,37,Daniel Thomas right guard for -1 yards (tackle by Donald Butler),1.660,0.990
4,13:01,2,11,MIA 40,0,37,Daniel Thomas left end for -7 yards (tackle by Andrew Gachkar),0.990,-0.630
4,12:19,3,18,MIA 33,0,37,Matt Moore pass incomplete deep left intended for Mike Wallace,-0.630,-1.180
4,12:12,4,18,MIA 33,0,37,"Brandon Fields punts 52 yards, fair catch by Keenan Allen",-1.180,0.220
4,12:03,1,10,SDG 15,0,37,"Donald Brown right end for 6 yards (tackle by Will Davis). Penalty on Chris Watt: Offensive Holding, 7 yards (no play)",-0.220,-0.650
4,11:19,1,17,SDG 8,0,37,Donald Brown right guard for 16 yards (tackle by Walt Aikens and Kelvin Sheppard),-0.650,0.620
4,10:39,2,1,SDG 24,0,37,Donald Brown right guard for 3 yards (tackle by Michael Thomas),0.620,0.740
4,9:49,1,10,SDG 27,0,37,Donald Brown right guard for 3 yards (tackle by Philip Wheeler),0.740,0.600
4,9:04,2,7,SDG 30,0,37,Branden Oliver right end for 11 yards (tackle by Walt Aikens),0.600,1.660
4,8:27,1,10,SDG 41,0,37,Branden Oliver right end for -3 yards (tackle by Randy Starks and Earl Mitchell),1.660,0.720
4,7:42,2,13,SDG 38,0,37,Branden Oliver right end for no gain (tackle by Kelvin Sheppard),0.720,0.720
4,6:58,2,13,SDG 38,0,37,Timeout #1 by San Diego Chargers,0.720,0.040
4,6:58,3,13,SDG 38,0,37,Kellen Clemens pass incomplete short right intended for Keenan Allen,0.040,-0.850
4,6:53,4,13,SDG 38,0,37,"Mike Scifres punts 37 yards, returned by Jarvis Landry for 20 yards (tackle by John Phillips)",-0.850,-1.930
4,6:41,1,10,MIA 45,0,37,Damien Williams left end for 6 yards (tackle by Steve Williams),1.930,1.930
4,6:00,1,10,MIA 45,0,37,Timeout #1 by Miami Dolphins,1.930,2.190
4,6:00,2,4,SDG 49,0,37,Damien Williams left end for -1 yards (tackle by Andrew Gachkar),2.190,1.360
4,5:24,3,5,,0,37,Matt Moore pass complete short right to Gator Hoskins for 14 yards (tackle by Donald Butler and Adrian Phillips),1.360,1.360
4,4:31,3,5,,0,37,Timeout #2 by Miami Dolphins,1.360,3.180
4,4:31,1,10,SDG 36,0,37,Damien Williams left tackle for 9 yards (tackle by Chris Davis),3.180,3.850
4,3:52,2,1,SDG 27,0,37,Damien Williams left guard for 3 yards (tackle by Darrell Stuckey),3.850,3.970
4,3:10,1,10,SDG 24,0,37,Damien Williams left tackle for 6 yards (tackle by Ryan Mathews),3.970,4.290
4,2:25,2,4,SDG 18,0,37,Damien Williams left end for 5 yards (tackle by Cordarro Law),4.290,4.710
4,2:12,1,10,SDG 13,0,37,Damien Williams right end for -1 yards (tackle by Cordarro Law),4.710,3.900
4,2:00,2,11,SDG 14,0,37,Damien Williams middle for 4 yards (tackle by Tourek Williams),3.900,3.650
4,1:32,3,7,SDG 10,0,37,Damien Williams middle for -1 yards (tackle by Tenny Palepoi),3.650,2.700
4,0:49,4,8,SDG 11,0,37,Damien Williams right end for -2 yards (tackle by Darrell Stuckey and Tourek Williams),2.700,0.320
4,0:26,1,10,SDG 13,0,37,Branden Oliver left guard for no gain (tackle by Earl Mitchell and Terrence Fede),-0.320,-0.770
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
