Quarter,Time,Tm,Detail,SDG,MIA
1.0,1:40,Dolphins,Charles Clay 6 yard pass from Ryan Tannehill (Caleb Sturgis kick),0,7
2.0,11:08,Dolphins,Lamar Miller 2 yard rush (Caleb Sturgis kick),0,14
,8:53,Dolphins,Caleb Sturgis 26 yard field goal,0,17
,1:52,Dolphins,Caleb Sturgis 25 yard field goal,0,20
3.0,11:02,Dolphins,Rishard Matthews 21 yard pass from Ryan Tannehill (Caleb Sturgis kick),0,27
,7:04,Dolphins,Caleb Sturgis 23 yard field goal,0,30
,2:00,Dolphins,Jarvis Landry 14 yard pass from Ryan Tannehill (Caleb Sturgis kick),0,37
