Quarter,Time,Down,ToGo,Location,NOR,SDG,Detail,EPB,EPA
1,8:44,4,2,SDG 37,7,0,"Drew Kaser punts 49 yards, returned by Tommylee Lewis for 7 yards (tackle by Joshua Perry)",-0.910,-0.340
1,8:39,1,10,NOR 21,7,0,Tim Hightower middle for 3 yards (tackle by Brandon Mebane and Tenny Palepoi),0.340,0.210
1,8:01,2,7,NOR 24,7,0,Drew Brees pass complete short middle to Mark Ingram for 3 yards (tackle by Jatavis Brown and Denzel Perryman),0.210,-0.100
1,7:16,3,4,NOR 27,7,0,Drew Brees pass complete short right to Coby Fleener for 9 yards (tackle by Dexter McCoil),-0.100,1.330
1,6:49,1,10,NOR 36,7,0,Mark Ingram middle for 3 yards (tackle by Caraun Reid and Denzel Perryman),1.330,1.200
1,6:16,2,7,NOR 39,7,0,Mark Ingram middle for -6 yards (tackle by Brandon Mebane),1.200,-0.300
1,5:32,3,13,NOR 33,7,0,Drew Brees sacked by Jeremiah Attaochu for -5 yards,-0.300,-1.500
1,4:56,4,18,NOR 28,7,0,"Thomas Morstead punts 52 yards, returned by Travis Benjamin for 18 yards (tackle by Thomas Morstead)",-1.500,-1.470
1,4:40,1,10,SDG 38,7,0,Philip Rivers pass complete short middle to Dontrelle Inman for 3 yards (tackle by Craig Robertson),1.470,1.330
1,4:11,2,7,SDG 41,7,0,Philip Rivers pass complete short middle to Hunter Henry for 16 yards (tackle by Sterling Moore),1.330,2.720
1,3:33,1,10,NOR 43,7,0,Melvin Gordon left end for 4 yards (tackle by Craig Robertson),2.720,2.720
1,2:51,2,6,NOR 39,7,0,Philip Rivers pass complete short right to Dexter McCluster for 7 yards (tackle by Vonn Bell),2.720,3.450
1,2:20,1,10,NOR 32,7,0,Melvin Gordon middle for 10 yards (tackle by Ken Crawley and David Onyemata),3.450,4.110
1,1:45,1,10,NOR 22,7,0,Melvin Gordon left guard for 2 yards (tackle by Paul Kruger and John Jenkins),4.110,3.830
1,1:15,2,8,NOR 20,7,6,"Philip Rivers pass complete deep middle to Hunter Henry for 20 yards, touchdown",3.830,7.000
1,1:15,,,NOR 20,7,7,Josh Lambo kicks extra point good,0.000,0.000
1,1:15,,,SDG 35,7,7,"Josh Lambo kicks off 65 yards, touchback",0.000,-0.610
1,1:10,1,10,NOR 25,7,7,Drew Brees pass complete short middle to Daniel Lasco for 7 yards (tackle by Jatavis Brown and Denzel Perryman),0.610,1.010
1,0:41,2,3,NOR 32,7,7,Daniel Lasco middle for 2 yards (tackle by Melvin Ingram),1.010,0.560
1,0:04,3,1,NOR 34,7,7,John Kuhn middle for 3 yards (tackle by Denzel Perryman),0.560,1.400
Quarter,Time,Down,ToGo,Location,NOR,SDG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NOR 37,7,7,Tim Hightower left end for 2 yards (tackle by Jatavis Brown),1.400,1.130
2,14:20,2,8,NOR 39,7,7,"Penalty on Jahri Evans: False Start, 5 yards (no play)",1.130,0.450
2,14:05,2,13,NOR 34,7,7,Drew Brees pass incomplete short middle intended for Daniel Lasco (defended by Corey Liuget),0.450,-0.230
2,14:02,3,13,NOR 34,7,7,Drew Brees pass complete short right to Brandin Cooks for 15 yards,-0.230,2.190
2,13:37,1,10,NOR 49,7,7,Mark Ingram middle for -2 yards (tackle by Kyle Emanuel),2.190,1.380
2,12:55,2,12,NOR 47,7,7,Drew Brees pass complete short middle to Mark Ingram for 7 yards (tackle by Jatavis Brown),1.380,1.620
,,,,,,,"SDG challenged the runner was not down by contact ruling, and the original play was overturned.",,
2,12:13,3,5,SDG 46,7,7,Drew Brees pass complete short middle to Willie Snead for 23 yards (tackle by Dexter McCoil),1.620,4.040
2,11:37,1,10,SDG 23,7,7,Drew Brees pass complete short left to Michael Thomas for 9 yards (tackle by Jason Verrett),4.040,4.950
2,11:10,2,1,SDG 14,7,7,Daniel Lasco middle for 3 yards (tackle by Jeremiah Attaochu),4.950,4.840
2,10:32,1,10,SDG 11,7,7,Daniel Lasco right end for 6 yards (tackle by Jason Verrett and Nick Dzubnar),4.840,5.280
2,10:02,2,4,SDG 5,7,7,Daniel Lasco middle for 1 yard (tackle by Adrian Phillips),5.280,4.670
2,9:24,3,3,SDG 4,13,7,"Drew Brees pass complete short right to John Kuhn for 4 yards, touchdown",4.670,7.000
2,9:24,,,SDG 4,14,7,Wil Lutz kicks extra point good,0.000,0.000
2,9:24,,,NOR 35,14,7,"Wil Lutz kicks off 65 yards, touchback",0.000,-0.610
2,9:20,1,10,SDG 25,14,7,Philip Rivers sacked by Paul Kruger and Nick Fairley for -3 yards,0.610,-0.340
2,8:38,2,13,SDG 22,14,7,Philip Rivers pass complete short left to Melvin Gordon for 4 yards (tackle by Ken Crawley),-0.340,-0.490
2,7:56,3,9,SDG 26,14,7,Philip Rivers pass complete short middle to Dontrelle Inman for 17 yards (tackle by Sterling Moore),-0.490,1.800
2,7:15,1,10,SDG 43,14,13,"Philip Rivers pass complete deep left to Dontrelle Inman for 57 yards, touchdown",1.800,7.000
2,7:15,,,NOR 43,14,14,Josh Lambo kicks extra point good,0.000,0.000
2,7:15,,,SDG 35,14,14,"Josh Lambo kicks off 65 yards, touchback",0.000,-0.610
2,7:04,1,10,NOR 25,14,14,Drew Brees pass incomplete deep left intended for Brandon Coleman is intercepted by Craig Mager at NOR-49 and returned for 8 yards,0.610,-2.850
2,6:55,1,10,NOR 41,14,14,Philip Rivers pass complete deep right to Travis Benjamin for 25 yards (tackle by B.W. Webb),2.850,4.510
2,6:00,1,10,NOR 16,14,14,Melvin Gordon right end for 4 yards (tackle by Vonn Bell),4.510,4.570
2,5:38,2,6,NOR 12,14,14,Melvin Gordon middle for no gain (tackle by Kenny Vaccaro),4.570,3.730
2,5:00,3,6,NOR 12,14,14,Philip Rivers pass incomplete short left intended for Dexter McCluster,3.730,2.660
2,4:53,4,6,NOR 12,14,17,Josh Lambo 30 yard field goal good,2.660,3.000
2,4:53,,,SDG 35,14,17,"Josh Lambo kicks off 68 yards, returned by Travaris Cadet for 30 yards (tackle by Tourek Williams). Penalty on John Kuhn: Offensive Holding, 10 yards",0.000,0.370
2,4:43,1,10,NOR 11,14,17,"Mark Ingram right end for 9 yards (tackle by Jason Verrett). Penalty on Jahri Evans: Offensive Holding, 5 yards (no play)",-0.370,-0.570
2,4:26,1,15,NOR 6,14,17,Drew Brees pass complete short right to Brandin Cooks for 5 yards (tackle by Jason Verrett),-0.570,-0.780
2,3:59,2,10,NOR 11,14,17,Mark Ingram middle for 1 yard (tackle by Corey Liuget),-0.780,-1.300
2,3:20,3,9,NOR 12,14,17,Drew Brees sacked by Melvin Ingram for -10 yards,-1.300,-2.490
2,2:36,4,19,NOR 2,14,17,"Thomas Morstead punts 47 yards, returned by Travis Benjamin for 2 yards (tackle by De'Vante Harris)",-2.490,-2.460
2,2:27,1,10,NOR 47,14,17,Melvin Gordon right tackle for 3 yards (tackle by Craig Robertson),2.460,2.320
2,2:00,2,7,NOR 44,14,17,Philip Rivers pass complete short left to Dontrelle Inman for 12 yards (tackle by John Jenkins),2.320,2.320
2,1:49,2,7,NOR 44,14,17,Timeout #1 by Los Angeles Chargers,2.320,3.450
2,1:49,1,10,NOR 32,14,17,Philip Rivers pass complete short left to Melvin Gordon for 7 yards (tackle by Vonn Bell),3.450,3.850
2,1:47,2,3,NOR 25,14,17,Melvin Gordon middle for 3 yards (tackle by Vonn Bell),3.850,3.850
2,1:42,2,3,NOR 25,14,17,Timeout #1 by New Orleans Saints,3.850,4.110
2,1:42,1,10,NOR 22,14,17,Philip Rivers pass complete short middle to Melvin Gordon for 9 yards (tackle by Tyeler Davison),4.110,4.110
2,1:32,1,10,NOR 22,14,17,Timeout #2 by New Orleans Saints,4.110,5.060
2,1:32,2,1,NOR 13,14,17,"Melvin Gordon middle for no gain (tackle by Cameron Jordan). Penalty on D.J. Fluker: Offensive Holding, 11 yards (no play)",5.060,3.290
2,1:25,2,12,NOR 24,14,17,Philip Rivers pass incomplete short right intended for Dontrelle Inman (defended by Paul Kruger),3.290,2.610
2,1:23,3,12,NOR 24,14,17,Philip Rivers pass complete short left to Melvin Gordon for 12 yards (tackle by Vonn Bell and Ken Crawley),2.610,2.610
2,1:12,3,12,NOR 24,14,17,Timeout #3 by New Orleans Saints,2.610,4.780
2,1:12,1,10,NOR 12,14,17,Philip Rivers pass complete short left to Dexter McCluster for 2 yards (tackle by Ken Crawley),4.780,4.450
2,0:38,2,8,NOR 10,14,17,Philip Rivers pass incomplete short left intended for Hunter Henry,4.450,3.480
2,0:33,3,8,NOR 10,14,17,"Philip Rivers pass incomplete is intercepted by Jairus Byrd at NOR-0. Penalty on Nick Fairley: Defensive Offside, 5 yards (no play)",3.480,4.610
2,0:25,3,3,NOR 5,14,17,Melvin Gordon middle for 4 yards (tackle by Craig Robertson),4.610,4.610
2,0:17,3,3,NOR 5,14,17,Timeout #2 by Los Angeles Chargers,4.610,6.970
2,0:17,1,1,NOR 1,14,23,"Melvin Gordon middle for 1 yard, touchdown",6.970,7.000
2,0:17,,,NOR 1,14,24,Josh Lambo kicks extra point good,0.000,0.000
2,0:17,,,SDG 35,14,24,"Josh Lambo kicks off 66 yards, returned by Travaris Cadet for 25 yards (tackle by Jeremiah Attaochu)",0.000,-0.540
2,0:07,1,10,NOR 24,14,24,Drew Brees kneels for -1 yards,0.540,-0.140
Quarter,Time,Down,ToGo,Location,NOR,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 35,14,24,"Wil Lutz kicks off 71 yards, returned by Dexter McCluster for 21 yards (tackle by Kasim Edebali)",0.000,0.220
3,14:55,1,10,SDG 15,14,24,Melvin Gordon right end for no gain (tackle by Cameron Jordan),-0.220,-0.710
3,14:23,2,10,SDG 15,14,24,Melvin Gordon left guard for 1 yard (tackle by Craig Robertson). Penalty on SDG: Illegal Shift (Declined),-0.710,-1.250
3,13:58,3,9,SDG 16,14,24,"Penalty on Tyrell Williams: False Start, 5 yards (no play)",-1.250,-1.890
3,13:35,3,14,SDG 11,14,24,Philip Rivers pass incomplete short left intended for Melvin Gordon (defended by Kasim Edebali),-1.890,-2.490
3,13:30,4,14,SDG 11,14,24,"Penalty on Drew Kaser: Delay of Game, 5 yards (no play)",-2.490,-2.490
3,13:28,4,19,SDG 6,14,24,"Drew Kaser punts 47 yards, returned by Tommylee Lewis for 5 yards (tackle by Darrell Stuckey)",-2.490,-2.390
3,13:18,1,10,SDG 48,14,24,Drew Brees pass incomplete short right intended for Michael Thomas,2.390,1.850
3,13:14,2,10,SDG 48,14,24,Mark Ingram left tackle for 2 yards (tackle by Joshua Perry),1.850,1.420
3,12:35,3,8,SDG 46,14,24,Drew Brees pass complete short right to Coby Fleener for 8 yards (tackle by Adrian Phillips and Craig Mager),1.420,3.050
3,12:05,1,10,SDG 38,14,24,Mark Ingram middle for 6 yards (tackle by Jason Verrett),3.050,3.320
3,11:35,2,4,SDG 32,14,24,Drew Brees pass complete short right to Mark Ingram for 20 yards (tackle by Jatavis Brown),3.320,4.780
3,10:58,1,10,SDG 12,14,24,Tim Hightower middle for 4 yards (tackle by Jatavis Brown),4.780,4.830
3,10:22,2,6,SDG 8,14,24,Tommylee Lewis right end for 3 yards (tackle by Dexter McCoil),4.830,4.830
3,9:44,2,6,SDG 8,14,24,Timeout #1 by New Orleans Saints,4.830,4.610
3,9:44,3,3,SDG 5,14,24,Drew Brees pass complete short right to Mark Ingram for 4 yards (tackle by Casey Hayward),4.610,4.610
3,9:04,3,3,SDG 5,14,24,Timeout #1 by Los Angeles Chargers,4.610,6.970
3,9:04,1,1,SDG 1,20,24,"John Kuhn middle for 1 yard, touchdown",6.970,7.000
3,9:04,,,SDG 1,21,24,Wil Lutz kicks extra point good,0.000,0.000
3,9:04,,,NOR 35,21,24,"Wil Lutz kicks off 65 yards, touchback",0.000,-0.610
3,9:00,1,10,SDG 25,21,24,Philip Rivers pass incomplete short left intended for Dontrelle Inman (defended by Ken Crawley),0.610,0.060
3,8:55,2,10,SDG 25,21,24,Philip Rivers pass complete short right to Melvin Gordon for 5 yards (tackle by Nathan Stupar),0.060,0.040
3,8:28,3,5,SDG 30,21,24,Philip Rivers pass incomplete short middle intended for Hunter Henry,0.040,-1.370
3,8:24,4,5,SDG 30,21,24,"Drew Kaser punts 40 yards, fair catch by Tommylee Lewis",-1.370,-0.940
3,8:15,1,10,NOR 30,21,24,Mark Ingram middle for 4 yards (tackle by Tenny Palepoi),0.940,0.930
3,7:37,2,6,NOR 34,21,24,Drew Brees pass incomplete short left intended for Brandin Cooks (defended by Dexter McCoil),0.930,0.230
3,7:33,3,6,NOR 34,21,24,Drew Brees pass incomplete deep left intended for Brandin Cooks,0.230,-1.110
3,7:29,4,6,NOR 34,21,24,Thomas Morstead punts 62 yards,-1.110,0.380
3,7:16,1,10,SDG 4,21,24,Melvin Gordon middle for no gain (tackle by Nathan Stupar),-0.380,-0.780
3,6:44,2,10,SDG 4,21,24,Philip Rivers pass complete short middle to Tyrell Williams for 12 yards (tackle by B.W. Webb),-0.780,-0.140
3,6:10,1,10,SDG 16,21,24,Philip Rivers pass incomplete short left intended for Travis Benjamin,-0.140,-0.660
3,6:07,2,10,SDG 16,21,24,Philip Rivers pass complete short right to Travis Benjamin for 10 yards (tackle by B.W. Webb),-0.660,0.670
3,5:42,1,10,SDG 26,21,24,Philip Rivers pass complete short right to Melvin Gordon for 6 yards (tackle by Nathan Stupar),0.670,0.940
3,5:02,2,4,SDG 32,21,24,Philip Rivers pass incomplete deep right intended for Tyrell Williams (defended by B.W. Webb),0.940,0.230
3,4:56,3,4,SDG 32,21,24,Philip Rivers pass incomplete short middle intended for Hunter Henry (defended by Craig Robertson),0.230,-1.240
3,4:52,4,4,SDG 32,21,24,Drew Kaser punts 40 yards,-1.240,-0.810
3,4:41,1,10,NOR 28,21,24,Drew Brees pass complete short left to Coby Fleener for 2 yards (tackle by Melvin Ingram),0.810,0.530
3,4:05,2,8,NOR 30,21,24,Drew Brees pass incomplete short middle intended for Mark Ingram,0.530,-0.160
3,4:01,3,8,NOR 30,21,24,Drew Brees pass incomplete short left intended for Michael Thomas,-0.160,-1.370
3,3:48,4,8,NOR 30,21,24,"Thomas Morstead punts 59 yards, returned by Travis Benjamin for 10 yards (tackle by Nathan Stupar). Penalty on De'Vante Harris: Player Out of Bounds on Punt, 5 yards",-1.370,-0.670
3,3:43,1,10,SDG 26,21,24,Philip Rivers pass complete short middle to Dontrelle Inman for 6 yards (tackle by Nathan Stupar),0.670,0.940
3,3:12,2,4,SDG 32,21,24,Philip Rivers pass incomplete deep right intended for Travis Benjamin (defended by B.W. Webb),0.940,0.230
3,3:06,3,4,SDG 32,21,24,Philip Rivers pass complete deep left to Dontrelle Inman for 22 yards (tackle by Ken Crawley),0.230,2.520
3,2:22,1,10,NOR 46,21,24,Philip Rivers pass complete short middle to Dontrelle Inman for 3 yards (tackle by Nathan Stupar),2.520,2.380
3,1:42,2,7,NOR 43,21,24,Philip Rivers pass incomplete short right intended for Travis Benjamin,2.380,1.680
3,1:34,3,7,NOR 43,21,24,Philip Rivers pass complete short middle to Hunter Henry for 7 yards (tackle by Kenny Vaccaro),1.680,3.180
3,0:48,1,10,NOR 36,21,24,Philip Rivers pass incomplete short right intended for Dontrelle Inman,3.180,2.640
3,0:43,2,10,NOR 36,21,24,Philip Rivers pass incomplete deep right intended for Tyrell Williams,2.640,1.950
3,0:39,3,10,NOR 36,21,24,Philip Rivers pass complete short left to Tyrell Williams for 11 yards (tackle by Ken Crawley),1.950,3.910
Quarter,Time,Down,ToGo,Location,NOR,SDG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NOR 25,21,24,Melvin Gordon middle for 2 yards (tackle by Nathan Stupar),3.910,3.630
4,14:22,2,8,NOR 23,21,24,Philip Rivers pass complete deep middle to Tyrell Williams for 16 yards (tackle by Sterling Moore),3.630,5.600
4,13:35,1,7,NOR 7,21,24,Dexter McCluster middle for 2 yards (tackle by Nathan Stupar),5.600,5.150
4,12:57,2,5,NOR 5,21,24,"Philip Rivers pass incomplete short middle intended for Dontrelle Inman. Penalty on Vonn Bell: Defensive Pass Interference, 4 yards (no play)",5.150,6.970
4,12:53,1,1,NOR 1,21,24,Philip Rivers pass complete short left to Tyrell Williams for no gain,6.970,5.910
4,12:19,2,1,NOR 1,21,30,"Melvin Gordon right guard for 1 yard, touchdown",5.910,7.000
4,12:19,,,NOR 1,21,31,Josh Lambo kicks extra point good,0.000,0.000
4,12:19,,,SDG 35,21,31,"Josh Lambo kicks off 65 yards, touchback",0.000,-0.610
4,12:15,1,10,NOR 25,21,31,Mark Ingram left tackle for 4 yards (tackle by Nick Dzubnar and Adrian Phillips),0.610,0.600
4,11:39,2,6,NOR 29,21,31,Drew Brees pass incomplete deep left intended for Michael Thomas is intercepted by Adrian Phillips at NOR-48 and returned for 22 yards,0.600,-3.840
4,11:27,1,10,NOR 26,21,31,Melvin Gordon middle for no gain (tackle by Darryl Tapp),3.840,3.300
4,10:52,2,10,NOR 26,21,31,Philip Rivers pass complete deep left to Hunter Henry for 18 yards (tackle by Nathan Stupar),3.300,5.370
4,10:23,1,8,NOR 8,21,31,Melvin Gordon middle for -2 yards (tackle by Cameron Jordan),5.370,4.190
4,9:44,2,10,NOR 10,21,31,Philip Rivers pass complete short left to Tyrell Williams for 1 yard (tackle by Craig Robertson),4.190,3.360
4,9:01,3,9,NOR 9,21,31,"Philip Rivers sacked by Cameron Jordan for -5 yards. Philip Rivers fumbles (forced by Cameron Jordan), recovered by Philip Rivers at NOR-14. Penalty on Matt Slauson: Unnecessary Roughness, 15 yards",3.360,1.500
4,8:43,4,29,NOR 29,21,34,Josh Lambo 47 yard field goal good,1.500,3.000
4,8:43,,,SDG 35,21,34,"Josh Lambo kicks off 65 yards, touchback",0.000,-0.610
4,8:39,1,10,NOR 25,21,34,Drew Brees pass complete short right to Mark Ingram for 7 yards (tackle by Jason Verrett),0.610,1.010
4,8:05,2,3,NOR 32,21,34,Drew Brees pass complete short right to Mark Ingram for 8 yards (tackle by Casey Hayward),1.010,1.600
4,7:35,1,10,NOR 40,21,34,Mark Ingram right tackle for 4 yards (tackle by Melvin Ingram),1.600,1.590
4,7:08,2,6,NOR 44,21,34,Drew Brees pass incomplete short middle intended for Michael Thomas,1.590,0.890
4,7:04,3,6,NOR 44,21,34,Drew Brees pass incomplete short left intended for Coby Fleener (defended by Corey Liuget),0.890,-0.460
4,6:59,4,6,NOR 44,21,34,"Thomas Morstead punts 36 yards. Penalty on Korey Toomer: Offensive Holding, 10 yards",-0.460,0.380
4,6:50,1,10,SDG 10,21,34,"Melvin Gordon right guard for 3 yards (tackle by Vonn Bell). Melvin Gordon fumbles (forced by Vonn Bell), recovered by Darryl Tapp at SDG-13 (tackle by Spencer Pulley)",-0.380,-4.710
4,6:40,1,10,SDG 13,21,34,Mark Ingram left end for 4 yards (tackle by Darius Philon and Dwight Lowery),4.710,4.770
4,6:06,2,6,SDG 9,21,34,Tim Hightower middle for 2 yards (tackle by Darius Philon),4.770,4.330
4,5:28,3,4,SDG 7,21,34,Mark Ingram left end for 2 yards (tackle by Pierre Desir),4.330,4.330
4,4:55,3,4,SDG 7,21,34,Timeout #2 by Los Angeles Chargers,4.330,3.030
4,4:55,4,2,SDG 5,27,34,"Drew Brees pass complete short left to Michael Thomas for 5 yards, touchdown",3.030,7.000
4,4:55,,,SDG 5,28,34,Wil Lutz kicks extra point good,0.000,0.000
4,4:55,,,NOR 35,28,34,"Wil Lutz kicks off 65 yards, touchback",0.000,-0.610
4,4:50,1,10,SDG 25,28,34,"Philip Rivers pass complete short middle to Travis Benjamin for 5 yards. Travis Benjamin fumbles, recovered by Nathan Stupar at SDG-31 (tackle by Travis Benjamin)",0.610,-3.510
4,4:42,1,10,SDG 31,28,34,Mark Ingram right guard for 8 yards (tackle by Joshua Perry),3.510,4.050
4,4:04,2,2,SDG 23,28,34,Drew Brees pass incomplete short right intended for Coby Fleener (defended by Dwight Lowery),4.050,3.340
4,3:59,3,2,SDG 23,28,34,Drew Brees pass complete short middle to Tommylee Lewis for 10 yards (tackle by Pierre Desir),3.340,4.710
4,3:20,1,10,SDG 13,28,34,Mark Ingram middle for 3 yards (tackle by Corey Liuget),4.710,4.580
4,2:39,2,7,SDG 10,28,34,Drew Brees pass complete short left to Brandon Coleman for 6 yards (tackle by Casey Hayward),4.580,5.010
4,2:13,3,1,SDG 4,28,34,Drew Brees pass complete short middle to John Kuhn for 3 yards (tackle by Jeremiah Attaochu),5.010,6.970
4,2:00,1,1,SDG 1,34,34,"John Kuhn right guard for 1 yard, touchdown",6.970,7.000
4,2:00,,,SDG 1,35,34,Wil Lutz kicks extra point good,0.000,0.000
4,2:00,,,NOR 35,35,34,"Wil Lutz kicks off 65 yards, touchback",0.000,-0.610
4,1:57,1,10,SDG 25,35,34,Philip Rivers sacked by Nick Fairley for -5 yards,0.610,-0.610
4,1:31,2,15,SDG 20,35,34,"Philip Rivers for no gain. Philip Rivers fumbles, recovered by Philip Rivers at SDG-13. Penalty on Philip Rivers: Illegal Motion (Declined)",-0.610,-2.750
4,1:26,3,22,SDG 13,35,34,Philip Rivers pass incomplete deep right intended for Dontrelle Inman (defended by Sterling Moore),-2.750,-2.490
4,1:18,4,22,SDG 13,35,34,Philip Rivers pass incomplete deep right intended for Tyrell Williams is intercepted by B.W. Webb at SDG-38 and returned for 7 yards,-2.490,-3.510
4,1:10,1,10,SDG 31,35,34,Drew Brees kneels for -1 yards,3.510,3.510
4,1:07,1,10,SDG 31,35,34,Timeout #3 by Los Angeles Chargers,3.510,2.830
4,1:07,2,11,SDG 32,35,34,Drew Brees kneels for -1 yards,2.830,2.020
4,0:33,3,12,SDG 33,35,34,Drew Brees kneels for -1 yards,2.020,1.060
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
