Quarter,Time,Down,ToGo,Location,DEN,CIN,Detail,EPB,EPA
2,15:00,1,10,DEN 34,0,0,Carson Palmer sacked by Andra Davis for -10 yards,3.310,1.420
2,14:27,,,,0,0,Timeout #1 by Cincinnati Bengals,0.000,1.420
2,14:27,2,20,DEN 44,0,0,Cedric Benson right guard for 6 yards (tackle by D.J. Williams and Renaldo Hill),1.420,1.550
2,13:48,3,14,DEN 38,0,0,Carson Palmer pass incomplete deep left intended for Laveranues Coles (defended by Andre' Goodman),1.550,0.720
2,13:42,4,14,DEN 38,0,0,Kevin Huber punts 22 yards,0.720,0.140
2,13:32,1,10,DEN 16,0,0,Kyle Orton pass complete short left to Jabar Gaffney for 1 yard (tackle by Chris Crocker),-0.140,-0.510
2,12:56,2,9,DEN 17,0,0,Kyle Orton pass incomplete deep middle intended for Brandon Marshall (defended by Leon Hall),-0.510,-1.200
2,12:48,3,9,DEN 17,0,0,Kyle Orton pass complete short right to Jabar Gaffney for 3 yards (tackle by Dhani Jones),-1.200,-2.030
2,12:10,4,6,DEN 20,0,0,"Brett Kern punts 56 yards, returned by Quan Cosby for 9 yards (tackle by Peyton Hillis)",-2.030,-1.140
2,11:57,1,10,CIN 33,0,0,Carson Palmer pass complete short middle to Cedric Benson for 7 yards (tackle by Kenny Peterson and D.J. Williams),1.140,1.540
2,11:20,2,3,CIN 40,0,0,Cedric Benson middle for no gain (tackle by Andra Davis and D.J. Williams),1.540,0.830
2,10:45,3,3,CIN 40,0,0,Carson Palmer pass complete short middle to Daniel Coats for 16 yards (tackle by Renaldo Hill and D.J. Williams),0.830,2.650
2,9:59,1,10,DEN 44,0,0,Cedric Benson left tackle for 8 yards (tackle by Andra Davis),2.650,3.190
2,9:16,2,2,DEN 36,0,0,Bernard Scott right end for -6 yards (tackle by Andra Davis),3.190,1.690
2,8:31,3,8,DEN 42,0,0,Carson Palmer pass complete short left to Laveranues Coles for 11 yards (tackle by Andre' Goodman),1.690,3.510
2,7:59,1,10,DEN 31,0,0,Cedric Benson left guard for 3 yards (tackle by Andra Davis and Champ Bailey),3.510,3.370
2,7:18,2,7,DEN 28,0,0,Cedric Benson right guard for 1 yard (tackle by Kenny Peterson and Ronald Fields),3.370,2.810
2,6:39,3,6,DEN 27,0,0,Carson Palmer pass incomplete short right intended for Chad Johnson is intercepted by Wesley Woodyard at DEN-20,2.810,-0.280
2,6:32,1,10,DEN 20,0,0,Knowshon Moreno right end for 1 yard (tackle by Leon Hall and Rey Maualuga),0.280,-0.130
2,5:57,2,9,DEN 21,0,0,Kyle Orton pass complete short right to Eddie Royal for 7 yards (tackle by Roy Williams),-0.130,0.100
2,5:24,3,2,DEN 28,0,0,Kyle Orton pass incomplete short right intended for Eddie Royal (defended by Brandon Johnson),0.100,-1.500
2,5:19,4,2,DEN 28,0,0,"Brett Kern punts 53 yards, returned by Quan Cosby for 13 yards (tackle by Darcel McBath)",-1.500,-1.070
2,5:06,1,10,CIN 32,0,0,Cedric Benson left guard for 1 yard (tackle by Ronald Fields),1.070,0.660
2,4:25,2,9,CIN 33,0,0,Chad Johnson right end for 8 yards (tackle by Champ Bailey),0.660,1.030
2,3:36,3,1,CIN 41,0,0,Cedric Benson left guard for 4 yards (tackle by Andra Davis and Renaldo Hill),1.030,1.930
2,2:57,1,10,CIN 45,0,0,Cedric Benson right end for 6 yards (tackle by Marcus Thomas and D.J. Williams),1.930,2.190
2,2:15,2,4,DEN 49,0,0,Carson Palmer pass complete short left to Cedric Benson for no gain,2.190,1.490
2,2:00,3,4,DEN 49,0,0,Carson Palmer pass incomplete short left intended for Andre Caldwell,1.490,0.000
2,1:55,4,4,DEN 49,0,0,"Kevin Huber punts 31 yards, fair catch by Eddie Royal",0.000,-0.040
2,1:48,1,10,DEN 18,0,0,Correll Buckhalter right tackle for 7 yards (tackle by Robert Geathers and Chris Crocker),0.040,0.550
2,1:21,2,3,DEN 25,0,0,Correll Buckhalter left guard for 5 yards (tackle by Pat Sims),0.550,0.940
2,1:01,1,10,DEN 30,0,0,Kyle Orton pass complete short middle to Correll Buckhalter for 7 yards (tackle by Pat Sims),0.940,1.340
2,0:39,2,3,DEN 37,0,0,Kyle Orton pass incomplete short left intended for Jabar Gaffney (defended by Leon Hall),1.340,0.630
2,0:34,3,3,DEN 37,0,0,Kyle Orton pass complete short right to Eddie Royal for 11 yards (tackle by Brandon Johnson),0.630,2.130
2,0:26,,,,0,0,Timeout #1 by Denver Broncos,0.000,2.130
2,0:26,1,10,DEN 48,0,0,Kyle Orton pass complete deep left to Jabar Gaffney for 21 yards,2.130,3.510
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,0:20,1,10,CIN 31,0,0,Kyle Orton pass incomplete short left intended for Tony Scheffler (defended by Leon Hall),3.510,2.970
2,0:13,2,10,CIN 31,0,0,Correll Buckhalter middle for 1 yard (tackle by Dhani Jones and Brandon Johnson),2.970,2.410
2,0:04,,,,0,0,Timeout #2 by Denver Broncos,0.000,0.000
2,0:04,,,,0,0,Timeout #2 by Cincinnati Bengals,0.000,2.410
2,0:04,3,9,CIN 30,3,0,Matt Prater 48 yard field goal good,2.410,3.000
Quarter,Time,Down,ToGo,Location,DEN,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 30,3,0,"Matt Prater kicks off 75 yards, touchback",0.000,0.280
3,15:00,1,10,CIN 20,3,0,Carson Palmer pass incomplete short right intended for Chad Johnson,0.280,-0.270
3,14:57,2,10,CIN 20,3,0,Carson Palmer pass complete short right to Cedric Benson for 6 yards (tackle by Brian Dawkins and Champ Bailey),-0.270,-0.160
3,14:16,3,4,CIN 26,3,0,Carson Palmer pass complete short middle to Chad Johnson for 8 yards (tackle by Champ Bailey and Brian Dawkins),-0.160,1.200
3,13:42,1,10,CIN 34,3,0,Carson Palmer pass incomplete short right intended for Jeremi Johnson,1.200,0.660
3,13:35,2,10,CIN 34,3,0,Carson Palmer pass complete short right to John Paul Foschi for 3 yards (tackle by Andra Davis and Renaldo Hill),0.660,0.370
3,12:54,3,7,CIN 37,3,0,Carson Palmer pass incomplete short left intended for Laveranues Coles,0.370,-0.910
3,12:48,4,7,CIN 37,3,0,"Kevin Huber punts 55 yards, returned by Eddie Royal for 6 yards",-0.910,0.280
3,12:33,1,10,DEN 14,3,0,Knowshon Moreno left tackle for -4 yards (tackle by Antwan Odom),-0.280,-1.070
3,12:00,2,14,DEN 10,3,0,"Penalty on Daniel Graham: False Start, 5 yards (no play)",-1.070,-1.440
3,11:38,2,19,DEN 5,3,0,Knowshon Moreno right tackle for 6 yards (tackle by Robert Geathers and Tank Johnson),-1.440,-1.770
3,10:54,3,13,DEN 11,3,0,Kyle Orton pass complete short left to Brandon Marshall for 6 yards (tackle by Chris Crocker),-1.770,-2.320
3,10:15,4,7,DEN 17,3,0,Brett Kern punts 28 yards,-2.320,-2.590
3,10:07,1,10,DEN 45,3,0,Cedric Benson right end for 6 yards (tackle by Mario Haggan),2.590,2.850
3,9:27,2,4,DEN 39,3,0,Carson Palmer sacked by Mario Haggan for -10 yards,2.850,0.830
3,9:00,3,14,DEN 49,3,0,Carson Palmer sacked by Darrell Reid for -6 yards,0.830,-0.390
3,8:33,4,20,CIN 45,3,0,"Kevin Huber punts 47 yards, returned by Eddie Royal for 1 yard (tackle by Bernard Scott). Penalty on Jack Williams: Illegal Block Above the , 4 yards",-0.390,0.380
3,8:23,1,10,DEN 5,3,0,Knowshon Moreno right guard for 2 yards (tackle by Roy Williams and Robert Geathers),-0.380,-0.630
3,7:43,2,8,DEN 7,3,0,Kyle Orton pass complete short middle to Daniel Graham for 10 yards (tackle by Keith Rivers and Roy Williams),-0.630,-0.060
3,7:03,1,10,DEN 17,3,0,Knowshon Moreno right end for 8 yards (tackle by Roy Williams and Rey Maualuga),-0.060,0.620
3,6:23,2,2,DEN 25,3,0,Correll Buckhalter left guard for 11 yards (tackle by Roy Williams),0.620,1.330
3,5:49,1,10,DEN 36,3,0,Kyle Orton pass complete short middle to Brandon Marshall for 4 yards (tackle by Rey Maualuga),1.330,1.330
3,5:08,2,6,DEN 40,3,0,"Kyle Orton pass incomplete short left intended for Brandon Marshall. Penalty on Robert Geathers: Defensive Offside, 5 yards (no play)",1.330,2.010
3,5:04,2,1,DEN 45,3,0,Correll Buckhalter left guard for -1 yards (tackle by Jonathan Fanene),2.010,1.160
3,4:28,3,2,DEN 44,3,0,Kyle Orton pass incomplete short right intended for Peyton Hillis,1.160,-0.460
3,4:23,4,2,DEN 44,3,0,"Penalty on David Bruton: False Start, 5 yards (no play)",-0.460,-0.780
3,4:23,4,7,DEN 39,3,0,"Brett Kern punts 46 yards, returned by Quan Cosby for 2 yards (tackle by Mario Haggan)",-0.780,0.060
3,4:13,1,10,CIN 17,3,0,Cedric Benson right end for -5 yards (tackle by Andra Davis and Mario Haggan),-0.060,-1.150
3,3:26,2,15,CIN 12,3,0,Carson Palmer pass incomplete short right intended for Jeremi Johnson (defended by D.J. Williams),-1.150,-2.010
3,3:20,3,15,CIN 12,3,0,Carson Palmer pass complete short left to Andre Caldwell for 14 yards (tackle by Wesley Woodyard),-2.010,-1.630
3,2:41,4,1,CIN 26,3,0,"Kevin Huber punts 50 yards, returned by Eddie Royal for 10 yards (tackle by Rey Maualuga)",-1.630,-1.200
3,2:29,1,10,DEN 34,3,0,Kyle Orton pass complete deep left to Tony Scheffler for 29 yards (tackle by Roy Williams),1.200,3.120
3,1:47,1,10,CIN 37,3,0,Peyton Hillis middle for 2 yards (tackle by Rey Maualuga and Dhani Jones),3.120,2.840
3,1:09,2,8,CIN 35,3,0,Kyle Orton middle for 3 yards (tackle by Keith Rivers),2.840,2.540
3,0:24,3,5,CIN 32,3,0,Kyle Orton pass incomplete short middle intended for Brandon Stokley,2.540,1.260
3,0:19,4,5,CIN 32,6,0,Matt Prater 50 yard field goal good,1.260,3.000
3,,,,DEN 30,6,0,"Matt Prater kicks off 74 yards, returned by Andre Caldwell for 19 yards (tackle by Mario Haggan)",0.000,-0.220
3,0:09,1,10,CIN 15,6,0,"Carson Palmer pass complete deep right to Chad Johnson for 23 yards. Penalty on Chad Johnson: Offensive Pass Interfere, 7 yards, Penalty on Bobbie Williams: Ineligible Downfield Pas (Declined) (no play)",-0.220,-0.650
Quarter,Time,Down,ToGo,Location,DEN,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,17,CIN 8,6,0,Carson Palmer pass complete short right to Andre Caldwell for 9 yards (tackle by Brian Dawkins),-0.650,-0.440
4,14:22,2,8,CIN 17,6,0,Carson Palmer pass complete short right to Brian Leonard for 6 yards (tackle by Brian Dawkins),-0.440,-0.390
4,13:39,3,2,CIN 23,6,0,Carson Palmer pass incomplete short right intended for Andre Caldwell (defended by Alphonso Smith),-0.390,-1.830
4,13:32,4,2,CIN 23,6,0,Kevin Huber punts 42 yards,-1.830,-1.270
4,13:23,1,10,DEN 35,6,0,Kyle Orton pass complete short right to Peyton Hillis for 6 yards (tackle by Roy Williams),1.270,1.530
4,12:43,2,4,DEN 41,6,0,Kyle Orton pass incomplete short left intended for Eddie Royal (defended by Keith Rivers),1.530,0.830
4,12:37,3,4,DEN 41,6,0,Kyle Orton pass complete short middle to Brandon Marshall for 9 yards (tackle by Johnathan Joseph),0.830,2.260
4,12:01,1,10,,6,0,Knowshon Moreno left end for 1 yard (tackle by Rey Maualuga),2.260,1.850
4,11:20,2,9,CIN 49,6,0,"Kyle Orton pass complete short left to Daniel Graham for 8 yards (tackle by Leon Hall and Keith Rivers). Penalty on Ben Hamilton: Offensive Holding, 10 yards (no play)",1.850,0.500
4,10:45,2,19,DEN 41,6,0,Kyle Orton pass complete short middle to Daniel Graham for 10 yards (tackle by Rey Maualuga and Keith Rivers),0.500,1.160
4,10:01,3,9,CIN 49,6,0,Kyle Orton pass complete short right to Daniel Graham for 20 yards (tackle by Nedu Ndukwe),1.160,3.640
4,9:14,1,10,CIN 29,6,0,LaMont Jordan left guard for 4 yards (tackle by Rashad Jeanty and Leon Hall),3.640,3.640
4,8:35,2,6,CIN 25,6,0,LaMont Jordan right end for 1 yard (tackle by Pat Sims and Keith Rivers),3.640,3.070
4,7:54,3,5,CIN 24,6,0,"Penalty on Ben Hamilton: False Start, 5 yards (no play)",3.070,2.410
4,7:35,3,10,CIN 29,6,0,"Kyle Orton pass complete short right to Correll Buckhalter for 4 yards (tackle by Michael Johnson). Penalty on Casey Wiegmann: Offensive Holding, 10 yards",2.410,1.620
4,7:03,,,,6,0,Timeout #1 by Denver Broncos,0.000,1.620
4,7:03,3,16,CIN 35,6,0,Kyle Orton sacked by Antwan Odom for -7 yards,1.620,0.460
4,6:29,4,23,CIN 42,6,0,"Brett Kern punts 33 yards, fair catch by Quan Cosby",0.460,0.380
4,6:21,1,10,CIN 9,6,0,Cedric Benson left guard for 2 yards (tackle by Vonnie Holliday and D.J. Williams),-0.380,-0.630
4,5:41,2,8,CIN 11,6,0,Carson Palmer pass complete short middle to Chad Johnson for 12 yards (tackle by Andre' Goodman),-0.630,0.480
4,5:01,,,,6,0,Timeout #2 by Denver Broncos,0.000,0.480
4,5:01,1,10,CIN 23,6,0,Cedric Benson right end for -3 yards (tackle by Alphonso Smith),0.480,-0.470
4,4:22,2,13,CIN 20,6,0,Carson Palmer pass complete short middle to Chad Johnson for 13 yards (tackle by Andre' Goodman and Wesley Woodyard),-0.470,1.140
4,3:38,1,10,CIN 33,6,0,Cedric Benson left end for 20 yards (tackle by Brian Dawkins and Renaldo Hill),1.140,2.460
4,2:55,1,10,DEN 47,6,0,Carson Palmer left end for 2 yards (tackle by Alphonso Smith),2.460,2.180
4,2:11,2,8,DEN 45,6,0,Carson Palmer pass complete short left to Andre Caldwell for 13 yards (tackle by Brian Dawkins),2.180,3.450
4,2:00,1,10,DEN 32,6,0,Carson Palmer pass complete short middle to Brian Leonard for 18 yards (tackle by Brian Dawkins),3.450,4.650
4,1:32,1,10,DEN 14,6,0,Carson Palmer pass complete short right to Andre Caldwell for 7 yards (tackle by Alphonso Smith),4.650,5.280
4,0:50,2,3,DEN 7,6,0,Carson Palmer pass complete short middle to Andre Caldwell for 6 yards (tackle by Renaldo Hill),5.280,6.970
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
4,0:41,,,,6,0,Timeout #1 by Cincinnati Bengals,0.000,6.970
4,0:41,1,1,DEN 1,6,6,"Cedric Benson right guard for 1 yard, touchdown",6.970,7.000
4,,,,DEN 2,6,7,Shayne Graham kicks extra point good,0.000,0.000
4,,,,CIN 30,6,7,"Shayne Graham kicks off 74 yards, returned by Eddie Royal for 17 yards (tackle by Rey Maualuga)",0.000,-0.320
4,0:34,1,10,DEN 13,6,7,Kyle Orton pass incomplete deep right intended for Brandon Marshall (defended by Johnathan Joseph),-0.320,-0.770
4,0:28,2,10,DEN 13,12,7,"Kyle Orton pass complete deep left to Brandon Stokley for 87 yards, touchdown",-0.770,7.000
4,0:11,,,,12,7,Timeout #3 by Denver Broncos,0.000,0.000
4,,,,,12,7,"Two Point Attempt: Kyle Orton pass incomplete intended for Brandon Marshall, conversion fails",1.000,-1.000
4,,,,DEN 30,12,7,"Matt Prater kicks off 66 yards, returned by Andre Caldwell for 29 yards (tackle by Peyton Hillis)",0.000,1.140
4,0:05,1,10,CIN 33,12,7,Carson Palmer pass incomplete deep middle intended for Chris Henry is intercepted by Tony Scheffler at DEN-10 and returned for 5 yards,1.140,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
