0,1
Game Info,Game Info
Won Toss,Patriots (deferred)
Roof,outdoors
Surface,fieldturf
Duration,3:26
Attendance,68756
Weather,"64 degrees, relative humidity 80%, wind 2 mph, wind chill 0"
Vegas Line,New England Patriots -2.0
Over/Under,45.0 (over)
