Quarter,Time,Down,ToGo,Location,NWE,NYJ,Detail,EPB,EPA
2,7:50,1,10,NYJ 20,3,10,Dion Lewis right guard for 15 yards (tackle by Marcus Gilchrist and Darrelle Revis),4.240,6.060
2,7:13,1,5,NYJ 5,3,10,Dion Lewis left guard for 1 yard (tackle by Sheldon Richardson and Darron Lee),6.060,5.340
2,6:35,2,4,NYJ 4,9,10,"Tom Brady pass complete short right to Malcolm Mitchell for 3 yards. Tom Brady fumbles, recovered by Tom Brady at NYJ-10, touchdown",5.340,7.000
2,6:29,,,NYJ 15,10,10,Stephen Gostkowski kicks extra point good,0.000,0.000
2,6:29,,,NWE 35,10,10,"Stephen Gostkowski kicks off 59 yards, returned by Jeremy Ross for 15 yards (tackle by Geneo Grissom)",0.000,-0.340
2,6:24,1,10,NYJ 21,10,10,Ryan Fitzpatrick pass complete short right to Matt Forte for 5 yards (tackle by Malcolm Butler),0.340,0.480
2,5:57,2,5,NYJ 26,10,10,Matt Forte middle for 4 yards (tackle by Malcom Brown and Alan Branch),0.480,0.300
2,5:13,3,1,NYJ 30,10,10,"Penalty on Alan Branch: Neutral Zone Infraction, 5 yards (no play)",0.300,1.270
2,4:54,1,10,NYJ 35,10,10,Matt Forte right guard for 2 yards (tackle by Malcom Brown),1.270,0.990
2,4:14,2,8,NYJ 37,10,10,Ryan Fitzpatrick pass incomplete short left intended for Matt Forte (defended by Logan Ryan),0.990,0.300
2,4:09,3,8,NYJ 37,10,10,Ryan Fitzpatrick pass complete deep middle to Quincy Enunwa for 21 yards (tackle by Patrick Chung),0.300,2.790
2,3:24,1,10,NWE 42,10,10,Matt Forte left guard for 3 yards (tackle by Shea McClellin),2.790,2.650
2,2:40,2,7,NWE 39,10,10,Ryan Fitzpatrick pass complete short right to Matt Forte for 3 yards (tackle by Jabaal Sheard),2.650,0.000
2,2:11,,,,10,10,Timeout #2 by New England Patriots,0.000,-2.340
2,2:11,3,4,NWE 36,10,10,Ryan Fitzpatrick pass incomplete deep left intended for Jalin Marshall (defended by Eric Rowe),2.340,0.890
2,2:05,4,4,NWE 36,10,10,"Nick Folk 54 yard field goal no good, blocked by Alan Branch, recovered by Dont'a Hightower and returned for 6 yards",0.890,-1.990
2,1:58,1,10,NWE 46,10,10,Tom Brady pass complete short middle to Malcolm Mitchell for 11 yards (tackle by Darryl Roberts),1.990,2.720
2,1:27,1,10,NYJ 43,10,10,Tom Brady pass complete short left to James White for no gain,2.720,2.180
2,1:22,2,10,NYJ 43,10,10,Tom Brady pass complete short right to Danny Amendola for 8 yards (tackle by Darron Lee),2.180,2.540
2,0:40,3,2,NYJ 35,10,10,Tom Brady pass complete short right to Chris Hogan for 14 yards (tackle by Darron Lee),2.540,4.170
2,0:12,1,10,NYJ 21,10,10,Tom Brady pass incomplete deep left intended for Malcolm Mitchell (defended by Darryl Roberts),4.170,3.630
2,0:06,2,10,NYJ 21,10,10,Stephen Gostkowski 39 yard field goal no good,3.630,-0.870
2,0:02,1,10,NYJ 29,10,10,Ryan Fitzpatrick kneels for -1 yards,0.870,0.190
Quarter,Time,Down,ToGo,Location,NWE,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 35,10,10,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,NYJ 25,10,10,"Ryan Fitzpatrick pass complete short right to Robby Anderson for 8 yards (tackle by Malcolm Butler). Penalty on Breno Giacomini: Offensive Holding, 10 yards (no play)",0.610,-0.410
3,14:28,1,20,NYJ 15,10,10,Bilal Powell left tackle for 5 yards,-0.410,-0.610
3,13:51,2,15,NYJ 20,10,10,Ryan Fitzpatrick pass incomplete deep left intended for Brandon Marshall,-0.610,-1.290
3,13:46,3,15,NYJ 20,10,10,Ryan Fitzpatrick pass complete short right to Bilal Powell for 7 yards (tackle by Logan Ryan),-1.290,-1.570
3,13:07,4,8,NYJ 27,10,10,"Lac Edwards punts 50 yards, returned by Danny Amendola for 8 yards (tackle by Brandon Bostick)",-1.570,-1.000
3,12:55,1,10,NWE 31,10,10,Martellus Bennett right end for 4 yards (tackle by David Harris),1.000,1.000
3,12:30,2,6,NWE 35,10,10,Tom Brady pass complete short left to Julian Edelman for 10 yards (tackle by Buster Skrine),1.000,1.930
3,11:52,1,10,NWE 45,10,10,Tom Brady pass complete short right to James White for 7 yards (tackle by Darron Lee),1.930,2.330
3,11:15,2,3,NYJ 48,10,10,Dion Lewis right tackle for 3 yards (tackle by David Harris),2.330,2.590
3,10:36,1,10,NYJ 45,10,10,LeGarrette Blount left end for 18 yards (tackle by Darryl Roberts),2.590,3.780
3,10:07,1,10,NYJ 27,10,10,LeGarrette Blount left guard for -2 yards (tackle by Calvin Pryor),3.780,2.960
3,9:30,2,12,NYJ 29,10,10,Tom Brady pass incomplete short right intended for Dion Lewis,2.960,0.000
3,9:24,,,,10,10,Timeout #1 by New York Jets,0.000,-2.280
3,9:24,3,12,NYJ 29,10,10,Tom Brady pass complete short left to James White for 11 yards (tackle by David Harris),2.280,2.400
3,8:41,4,1,NYJ 18,10,10,"Penalty on Muhammad Wilkerson: Neutral Zone Infraction, 5 yards (no play)",2.400,4.710
3,8:25,1,10,NYJ 13,10,10,LeGarrette Blount left tackle for 2 yards (tackle by Lorenzo Mauldin),4.710,4.390
3,7:46,2,8,NYJ 11,10,10,Tom Brady pass incomplete short middle intended for Dion Lewis (defended by Darron Lee),4.390,3.450
3,7:41,3,8,NYJ 11,10,10,Tom Brady pass incomplete short left intended for James White,3.450,2.700
3,7:37,4,8,NYJ 11,13,10,Stephen Gostkowski 29 yard field goal good,2.700,3.000
3,7:34,,,NWE 35,13,10,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.610
3,7:34,1,10,NYJ 25,13,10,Matt Forte left tackle for 6 yards (tackle by Patrick Chung and Shea McClellin),0.610,0.870
3,6:58,2,4,NYJ 31,13,10,Matt Forte left end for 2 yards (tackle by Eric Rowe and Alan Branch),0.870,0.430
3,6:09,3,2,NYJ 33,13,10,Ryan Fitzpatrick middle for 2 yards (tackle by Malcom Brown and Alan Branch),0.430,1.270
3,5:30,1,10,NYJ 35,13,10,Ryan Fitzpatrick pass complete short left to Brandon Bostick for 5 yards (tackle by Shea McClellin),1.270,1.400
3,4:43,2,5,NYJ 40,13,10,Bilal Powell middle for 4 yards (tackle by Alan Branch),1.400,1.220
3,4:01,3,1,NYJ 44,13,10,Bilal Powell left guard for 2 yards (tackle by Logan Ryan and Malcom Brown),1.220,1.990
3,3:25,1,10,NYJ 46,13,10,Matt Forte right end for no gain (tackle by Dont'a Hightower),1.990,1.450
3,2:47,2,10,NYJ 46,13,10,Ryan Fitzpatrick pass incomplete deep left intended for C.J. Spiller,1.450,0.760
3,2:41,3,10,NYJ 46,13,10,Ryan Fitzpatrick pass complete short middle to Jalin Marshall for 1 yard (tackle by Dont'a Hightower). Penalty on Quincy Enunwa: Offensive Pass Interference (Declined),0.760,-0.260
3,2:31,4,9,NYJ 47,13,10,"Lac Edwards punts 41 yards, fair catch by Danny Amendola",-0.260,0.350
3,2:24,1,10,NWE 12,13,10,LeGarrette Blount right guard for no gain (tackle by Sheldon Richardson),-0.350,-0.780
3,1:43,2,10,NWE 12,13,10,"Penalty on Deon Simon: Neutral Zone Infraction, 5 yards (no play)",-0.780,-0.230
3,1:18,2,5,NWE 17,13,10,Tom Brady pass complete short left to James Develin for 5 yards (tackle by Buster Skrine and Jordan Jenkins),-0.230,0.410
3,0:46,1,10,NWE 22,13,10,Tom Brady pass incomplete short middle intended for Julian Edelman,0.410,-0.130
3,0:42,2,10,NWE 22,13,10,Tom Brady pass complete short right to Dion Lewis for 4 yards (tackle by Darryl Roberts),-0.130,-0.290
Quarter,Time,Down,ToGo,Location,NWE,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,6,NWE 26,13,10,Tom Brady pass incomplete short right intended for Chris Hogan,-0.290,-1.630
4,14:55,4,6,NWE 26,13,10,"Ryan Allen punts 47 yards, fair catch by Jeremy Ross",-1.630,-0.740
4,14:49,1,10,NYJ 27,13,10,Ryan Fitzpatrick pass complete short left to Robby Anderson for 9 yards (tackle by Logan Ryan),0.740,1.410
4,14:13,2,1,NYJ 36,13,10,Matt Forte left guard for 4 yards (tackle by Eric Rowe and Vincent Valentine),1.410,1.600
4,13:29,1,10,NYJ 40,13,10,Ryan Fitzpatrick pass complete short left to Matt Forte for 15 yards (tackle by Eric Rowe),1.600,2.590
4,12:44,1,10,NWE 45,13,10,Ryan Fitzpatrick pass complete short middle to Brandon Marshall for 13 yards (tackle by Malcolm Butler),2.590,3.450
4,12:01,1,10,NWE 32,13,10,Ryan Fitzpatrick pass complete short middle to Brandon Bostick for 9 yards (tackle by Rob Ninkovich),3.450,4.120
4,11:18,2,1,NWE 23,13,10,Matt Forte left guard for 1 yard (tackle by Dont'a Hightower and Jabaal Sheard),4.120,4.110
4,10:32,1,10,NWE 22,13,10,Ryan Fitzpatrick pass incomplete deep left intended for Brandon Marshall,4.110,3.560
4,10:26,2,10,NWE 22,13,16,"Ryan Fitzpatrick pass complete deep right to Quincy Enunwa for 22 yards, touchdown",3.560,7.000
,,,,,,,"NYJ challenged the incomplete pass ruling, and the original play was overturned.",,
4,10:17,,,NWE 15,13,17,Nick Folk kicks extra point good,0.000,0.000
4,10:17,,,NYJ 35,13,17,"Nick Folk kicks off 65 yards, touchback",0.000,-0.610
4,10:17,1,10,NWE 25,13,17,Tom Brady pass complete short left to Malcolm Mitchell for 13 yards (tackle by Darryl Roberts and David Harris),0.610,1.470
4,9:37,1,10,NWE 38,13,17,Tom Brady pass complete deep middle to Chris Hogan for 23 yards (tackle by Darrelle Revis),1.470,2.980
4,8:48,1,10,NYJ 39,13,17,Tom Brady pass complete short middle to Julian Edelman for 8 yards (tackle by David Harris and Darron Lee),2.980,3.520
4,8:26,2,2,NYJ 31,13,17,Tom Brady pass complete short left to Dion Lewis for 5 yards (tackle by Darrelle Revis),3.520,3.840
4,7:54,1,10,NYJ 26,13,17,Dion Lewis left tackle for 4 yards (tackle by Muhammad Wilkerson),3.840,3.840
4,7:16,2,6,NYJ 22,13,17,Tom Brady pass incomplete short left intended for James White (defended by Calvin Pryor),3.840,3.140
4,7:12,3,6,NYJ 22,13,17,Tom Brady pass incomplete deep right intended for Malcolm Mitchell,3.140,2.020
4,7:06,4,6,NYJ 22,16,17,Stephen Gostkowski 41 yard field goal good,2.020,3.000
4,7:02,,,NWE 35,16,17,"Stephen Gostkowski kicks off 65 yards, returned by Jeremy Ross for 16 yards (tackle by Brandon King). Penalty on Rontez Miles: Illegal Block Above the Waist, 8 yards",0.000,0.380
4,6:55,1,10,NYJ 8,16,17,Ryan Fitzpatrick pass complete deep left to Quincy Enunwa for 23 yards (tackle by Eric Rowe),-0.380,1.000
4,6:10,1,10,NYJ 31,16,17,Bilal Powell left tackle for 6 yards,1.000,1.270
4,5:27,2,4,NYJ 37,16,17,"Ryan Fitzpatrick pass incomplete. Penalty on Ryan Fitzpatrick: Intentional Grounding, 7 yards",1.270,-0.360
4,5:21,3,11,NYJ 30,16,17,Ryan Fitzpatrick pass incomplete short left intended for Bilal Powell,-0.360,-1.370
4,5:16,4,11,NYJ 30,16,17,"Lac Edwards punts 43 yards, returned by Danny Amendola for 15 yards (tackle by Rontez Miles). Penalty on Devin McCourty: Offensive Holding, 10 yards",-1.370,0.060
4,5:04,1,10,NWE 17,16,17,Tom Brady pass incomplete short middle intended for Martellus Bennett,-0.060,-0.580
4,5:00,2,10,NWE 17,16,17,Tom Brady pass complete short middle to Julian Edelman for 24 yards (tackle by Darrelle Revis),-0.580,1.660
4,4:18,1,10,NWE 41,16,17,Tom Brady pass complete short left to Dion Lewis for 16 yards (tackle by Darrelle Revis),1.660,2.720
4,3:40,1,10,NYJ 43,16,17,Tom Brady pass incomplete deep left intended for Dion Lewis,2.720,2.180
4,3:34,2,10,NYJ 43,16,17,Tom Brady pass incomplete short middle intended for Julian Edelman,2.180,1.490
4,3:30,3,10,NYJ 43,16,17,Tom Brady pass complete short right to Julian Edelman for 6 yards (tackle by Rontez Miles),1.490,0.790
4,2:53,4,4,NYJ 37,16,17,Tom Brady pass complete short right to James White for 4 yards (tackle by Darron Lee),0.790,3.380
4,2:17,1,10,NYJ 33,16,17,Tom Brady pass complete deep middle to Chris Hogan for 25 yards (tackle by Calvin Pryor),3.380,5.370
4,2:00,1,8,NYJ 8,22,17,"Tom Brady pass complete short left to Malcolm Mitchell for 8 yards, touchdown",5.370,7.000
4,1:56,,,NYJ 2,22,17,"Two Point Attempt: Tom Brady pass complete to James White, conversion fails",0.000,-1.000
4,1:56,,,NWE 35,22,17,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.610
4,1:56,1,10,NYJ 25,22,17,Ryan Fitzpatrick pass complete short right to Jalin Marshall for 5 yards (tackle by Logan Ryan),0.610,0.740
4,1:51,2,5,NYJ 30,22,17,"Ryan Fitzpatrick sacked by Chris Long for -7 yards. Ryan Fitzpatrick fumbles (forced by Chris Long), recovered by Trey Flowers at NYJ-31 (tackle by Bilal Powell)",0.740,-3.310
4,1:43,1,10,NYJ 34,22,17,LeGarrette Blount right guard for 3 yards (tackle by Deon Simon and Muhammad Wilkerson),3.310,0.000
4,1:37,,,,22,17,Timeout #2 by New York Jets,0.000,-3.180
4,1:37,2,7,NYJ 31,22,17,LeGarrette Blount middle for 5 yards (tackle by Darron Lee and Deon Simon),3.180,0.000
4,1:32,,,,22,17,Timeout #3 by New York Jets,0.000,-3.140
4,1:32,3,2,NYJ 26,22,17,LeGarrette Blount left end for 23 yards (tackle by Jordan Jenkins),3.140,6.510
4,1:24,1,3,NYJ 3,22,17,Tom Brady kneels for -1 yards,6.510,5.340
4,0:43,2,4,NYJ 4,22,17,Tom Brady kneels for -2 yards,5.340,4.040
4,0:17,3,6,NYJ 6,22,17,Tom Brady kneels for -1 yards,4.040,2.970
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
