Quarter,Time,Down,ToGo,Location,SEA,ARI,Detail,EPB,EPA
2,13:30,3,11,SEA 9,7,14,Matt Hasselbeck left tackle for 15 yards,-1.540,0.540
2,12:50,1,10,SEA 24,7,14,Shaun Alexander middle for 9 yards (tackle by Antrel Rolle),0.540,1.210
2,12:14,2,1,SEA 33,7,14,Maurice Morris left tackle for 2 yards (tackle by Chris Cooper),1.210,1.270
2,11:40,1,10,SEA 35,7,14,Matt Hasselbeck pass complete short left to Maurice Morris for -5 yards (tackle by Karlos Dansby),1.270,0.050
2,10:55,2,15,SEA 30,7,14,Matt Hasselbeck pass complete short middle to Mack Strong for 7 yards (tackle by Karlos Dansby and Chris Cooper),0.050,0.300
2,10:10,3,8,SEA 37,7,14,Matt Hasselbeck pass incomplete short right intended for Maurice Morris,0.300,-0.910
2,10:05,4,8,SEA 37,7,14,"Ryan Plackemeier punts 48 yards, returned by Troy Walters for 11 yards (tackle by Darryl Tapp)",-0.910,-0.670
2,9:55,1,10,ARI 26,7,14,Edgerrin James right tackle for 2 yards (tackle by Russell Davis),0.670,0.400
2,9:20,2,8,ARI 28,7,14,Matt Leinart pass complete short right to Edgerrin James for 1 yard (tackle by Craig Terrill),0.400,-0.160
2,8:36,3,7,ARI 29,7,14,Matt Leinart pass complete short right to Bryant Johnson for 14 yards (tackle by Kelly Jennings),-0.160,1.800
2,7:59,1,10,ARI 43,7,14,Edgerrin James left end for 1 yard (tackle by Marcus Trufant),1.800,1.390
2,7:21,2,9,ARI 44,7,14,Matt Leinart pass complete short left to Anquan Boldin for 20 yards (tackle by Marcus Trufant),1.390,3.180
2,6:41,1,10,SEA 36,7,14,Matt Leinart pass complete short right to Larry Fitzgerald for 4 yards (tackle by Kelly Herndon),3.180,3.180
2,6:02,2,6,SEA 32,7,14,Edgerrin James left tackle for 9 yards (tackle by Marcus Trufant),3.180,4.040
2,5:28,1,10,SEA 23,7,14,Edgerrin James right tackle for no gain (tackle by Bryce Fisher and Julian Peterson),4.040,3.500
2,4:47,2,10,SEA 23,7,14,Matt Leinart pass complete short left to Anquan Boldin for 9 yards (tackle by Kelly Jennings),3.500,4.280
2,4:03,3,1,SEA 14,7,14,Marcel Shipp middle for no gain (tackle by Marcus Trufant),4.280,2.660
2,4:03,4,1,SEA 14,7,17,Neil Rackers 32 yard field goal good,2.660,3.000
2,,,,ARI 30,7,17,"Neil Rackers kicks off 71 yards, returned by Nate Burleson for 10 yards (tackle by Calvin Pace)",0.000,-0.380
2,3:08,1,10,SEA 9,7,17,Matt Hasselbeck pass complete short middle to Jerramy Stevens for 7 yards (tackle by Gerald Hayes),-0.380,-0.160
2,2:46,2,3,SEA 16,7,17,Shaun Alexander middle for 2 yards (tackle by Adrian Wilson),-0.160,-0.370
2,2:18,3,1,SEA 18,7,17,"Shaun Alexander middle for 3 yards (tackle by Karlos Dansby). Penalty on Shaun Alexander: Illegal Motion, 5 yards (no play)",-0.370,-0.950
2,2:00,3,6,SEA 13,7,17,"Matt Hasselbeck pass complete short left to D.J. Hackett for 27 yards (tackle by Robert Griffith). Penalty on Robert Griffith: Face Mask (15 Yards), 15 yards",-0.950,2.590
2,1:51,1,10,ARI 45,7,17,Maurice Morris right tackle for 1 yard (tackle by Karlos Dansby and Antonio Smith),2.590,2.180
2,1:31,2,9,ARI 44,7,17,Matt Hasselbeck sacked by Antonio Smith for -4 yards,2.180,0.960
2,0:57,3,13,ARI 48,7,17,Matt Hasselbeck left end for 18 yards (tackle by Karlos Dansby),0.960,3.580
2,0:47,,,,7,17,Timeout #1 by Seattle Seahawks,0.000,3.580
2,0:47,1,10,ARI 30,7,17,"Matt Hasselbeck pass incomplete short left intended for Deion Branch. Penalty on Adrian Wilson: Illegal Contact, 5 yards (no play)",3.580,3.910
2,0:41,1,10,ARI 25,7,17,Matt Hasselbeck pass complete deep left to Deion Branch for 20 yards,3.910,6.060
2,0:36,1,5,ARI 5,13,17,"Matt Hasselbeck pass complete short middle to Nate Burleson for 5 yards, touchdown. Penalty on Adrian Wilson: Unnecessary Roughness, 15 yards",6.060,7.000
2,,,,ARI 2,14,17,"Josh Brown kicks extra point good. Penalty on Eric Green: Defensive Offside, 5 yards",0.000,0.000
2,,,,,14,17,"Josh Brown kicks off 50 yards, touchback",0.000,0.280
2,0:30,1,10,ARI 20,14,17,Matt Leinart pass incomplete short left intended for Bryant Johnson,0.280,-0.270
2,0:24,2,10,ARI 20,14,17,Matt Leinart pass incomplete short right intended for Anquan Boldin,-0.270,-0.960
2,0:19,3,10,ARI 20,14,17,J.J. Arrington middle for -2 yards (tackle by Chartric Darby),-0.960,-2.240
2,0:15,,,,14,17,Timeout #2 by Seattle Seahawks,0.000,-2.240
2,0:15,4,12,ARI 18,14,17,Scott Player punts 49 yards,-2.240,-1.140
2,0:08,1,10,SEA 33,14,17,Matt Hasselbeck kneels for -1 yards,1.140,0.460
Quarter,Time,Down,ToGo,Location,SEA,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 30,14,17,"Josh Brown kicks off 70 yards, returned by J.J. Arrington for 25 yards (tackle by Bennie Joppru)",0.000,0.610
3,14:54,1,10,ARI 25,14,17,Matt Leinart pass incomplete short right intended for Anquan Boldin,0.610,0.060
3,14:51,2,10,ARI 25,14,17,Matt Leinart pass complete short right to Larry Fitzgerald for 12 yards (tackle by Kelly Herndon),0.060,1.400
3,14:23,1,10,ARI 37,14,17,Edgerrin James middle for 1 yard (tackle by Bryce Fisher),1.400,0.990
3,13:46,2,9,ARI 38,14,17,Matt Leinart pass complete deep left to Larry Fitzgerald for 16 yards (tackle by LeRoy Hill),0.990,2.520
3,13:08,1,10,SEA 46,14,17,Edgerrin James middle for 3 yards (tackle by Rocky Bernard and LeRoy Hill),2.520,2.380
3,12:27,2,7,SEA 43,14,17,Matt Leinart pass complete short right to Anquan Boldin for 11 yards (tackle by Kelly Herndon),2.380,3.450
3,11:53,1,10,SEA 32,14,17,"Edgerrin James middle for 7 yards (tackle by Jordan Babineaux). Penalty on Milford Brown: Unnecessary Roughness, 15 yards",3.450,1.820
3,11:23,2,18,SEA 40,14,17,Matt Leinart pass complete short middle to Edgerrin James for 5 yards (tackle by Bryce Fisher and LeRoy Hill),1.820,1.820
3,10:40,3,13,SEA 35,14,17,Matt Leinart pass incomplete deep right intended for Larry Fitzgerald (defended by Kelly Herndon),1.820,0.970
3,10:33,4,13,SEA 35,14,17,Neil Rackers 53 yard field goal no good,0.970,-1.800
3,10:29,1,10,SEA 43,14,17,Shaun Alexander middle for 5 yards (tackle by Karlos Dansby and Antonio Smith),1.800,1.930
3,10:02,2,5,SEA 48,14,17,Shaun Alexander right end for 6 yards (tackle by Antrel Rolle),1.930,2.520
3,9:25,1,10,ARI 46,14,17,Shaun Alexander middle for 4 yards (tackle by Aaron Francisco),2.520,2.520
3,8:51,2,6,ARI 42,14,17,Shaun Alexander left tackle for 6 yards (tackle by Karlos Dansby),2.520,3.180
3,8:22,1,10,ARI 36,14,17,Shaun Alexander left end for 4 yards (tackle by Aaron Francisco),3.180,3.180
3,7:43,2,6,ARI 32,14,17,"Matt Hasselbeck pass incomplete short right intended for Deion Branch. Penalty on Antrel Rolle: Defensive Pass Interfere, 7 yards (no play)",3.180,3.910
3,7:23,1,10,ARI 25,14,17,Matt Hasselbeck pass complete short left to Shaun Alexander for 1 yard (tackle by Orlando Huff),3.910,3.500
3,7:00,2,9,ARI 24,14,17,Shaun Alexander left tackle for 4 yards (tackle by Darnell Dockett and Karlos Dansby),3.500,3.340
3,6:21,3,5,ARI 20,14,17,Matt Hasselbeck pass complete short right to Darrell Jackson for 18 yards (tackle by Robert Griffith),3.340,6.740
3,5:55,1,2,ARI 2,14,17,Shaun Alexander left end for no gain (tackle by Antonio Smith),6.740,5.720
3,5:15,2,2,ARI 2,14,17,Matt Hasselbeck pass incomplete short left intended for Mack Strong (defended by Calvin Pace),5.720,4.950
3,5:10,3,2,ARI 2,20,17,"Matt Hasselbeck pass complete short left to Darrell Jackson for 2 yards, touchdown",4.950,7.000
3,,,,ARI 2,21,17,Josh Brown kicks extra point good,0.000,0.000
3,,,,SEA 30,21,17,"Josh Brown kicks off 71 yards, returned by J.J. Arrington for 23 yards (tackle by Lance Laury)",0.000,0.410
3,5:00,1,10,ARI 22,21,17,Matt Leinart pass complete short left to Anquan Boldin for 7 yards (tackle by Marcus Trufant),0.410,0.810
3,4:36,2,3,ARI 29,21,17,Edgerrin James left tackle for no gain (tackle by Lofa Tatupu),0.810,0.100
3,3:56,3,3,ARI 29,21,17,Matt Leinart pass incomplete short left intended for Troy Walters,0.100,-1.440
3,3:49,4,3,ARI 29,21,17,"Scott Player punts 48 yards, returned by Nate Burleson for 9 yards (tackle by Aaron Francisco)",-1.440,-1.070
3,3:32,1,10,SEA 32,21,17,"Matt Hasselbeck pass complete short left to Mack Strong for 3 yards (tackle by Karlos Dansby). Mack Strong fumbles (forced by Karlos Dansby), recovered by Chris Cooper at SEA-36 (tackle by Darryl Tapp)",1.070,-3.180
3,3:24,1,10,SEA 36,21,17,Edgerrin James left tackle for 9 yards (tackle by Lofa Tatupu and Ken Hamlin),3.180,3.850
3,2:37,2,1,SEA 27,21,17,Matt Leinart pass incomplete intended for Anquan Boldin,3.850,3.140
3,2:04,3,1,SEA 27,21,17,Obafemi Ayanbadejo middle for 3 yards (tackle by Bryce Fisher and LeRoy Hill),3.140,3.970
3,1:29,1,10,SEA 24,21,17,Matt Leinart pass incomplete deep right intended for Larry Fitzgerald,3.970,3.430
3,1:23,2,10,SEA 24,21,17,Edgerrin James middle for 17 yards (tackle by Jordan Babineaux and Ken Hamlin),3.430,5.600
3,0:43,1,7,SEA 7,21,17,Edgerrin James middle for 2 yards (tackle by Jordan Babineaux),5.600,5.150
Quarter,Time,Down,ToGo,Location,SEA,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,SEA 5,21,23,"Matt Leinart pass complete short left to Larry Fitzgerald for 5 yards, touchdown",5.150,7.000
4,,,,SEA 2,21,24,Neil Rackers kicks extra point good,0.000,0.000
4,,,,ARI 30,21,24,"Neil Rackers kicks off 66 yards, returned by Nate Burleson for 19 yards (tackle by Aaron Francisco)",0.000,0.480
4,14:49,1,10,SEA 23,21,24,"Shaun Alexander left tackle for 3 yards (tackle by Gerald Hayes). Penalty on Deion Branch: Illegal Block Above the , 10 yards",0.480,-0.250
4,14:34,1,17,SEA 16,21,24,"Matt Hasselbeck pass complete deep middle to Darrell Jackson for 9 yards (tackle by Antrel Rolle). Darrell Jackson fumbles (forced by Antrel Rolle), recovered by Matt Hasselbeck at SEA-25",-0.250,0.200
4,13:43,2,8,SEA 25,21,24,Matt Hasselbeck pass complete short right to D.J. Hackett for 7 yards (tackle by Adrian Wilson),0.200,0.430
4,13:21,3,1,SEA 32,21,24,Shaun Alexander middle for no gain (tackle by Darnell Dockett),0.430,-1.240
4,13:21,4,1,SEA 32,21,24,"Ryan Plackemeier punts 57 yards, returned by Troy Walters for 10 yards (tackle by Oliver Celestin)",-1.240,-0.340
4,12:46,1,10,ARI 21,21,24,Edgerrin James middle for 4 yards (tackle by Lofa Tatupu),0.340,0.340
4,12:10,2,6,ARI 25,21,24,Edgerrin James middle for 10 yards (tackle by Jordan Babineaux),0.340,1.270
4,11:33,1,10,ARI 35,21,24,Edgerrin James right tackle for 2 yards (tackle by Russell Davis),1.270,0.990
4,10:56,2,8,ARI 37,21,24,"Matt Leinart pass incomplete short left intended for Larry Fitzgerald. Penalty on Rocky Bernard: Defensive Offside, 5 yards (no play)",0.990,1.670
4,10:52,2,3,ARI 42,21,24,Edgerrin James middle for 4 yards (tackle by Chartric Darby),1.670,1.990
4,10:08,1,10,ARI 46,21,24,Edgerrin James left tackle for 17 yards (tackle by Jordan Babineaux),1.990,3.120
4,9:27,1,10,SEA 37,21,24,Matt Leinart pass incomplete deep right intended for Larry Fitzgerald (defended by Kelly Herndon),3.120,2.570
4,9:21,2,10,SEA 37,21,24,J.J. Arrington middle for -1 yards (tackle by Chartric Darby),2.570,1.750
4,8:40,3,11,SEA 38,21,24,Matt Leinart pass complete short left to J.J. Arrington for 4 yards (tackle by Marcus Trufant),1.750,1.060
4,7:59,4,7,SEA 34,21,24,"Penalty on Scott Player: Delay of Game, 5 yards (no play)",1.060,0.660
4,7:59,4,12,SEA 39,21,24,Scott Player punts 35 yards,0.660,0.380
4,7:52,1,10,SEA 4,21,24,Shaun Alexander middle for 1 yard (tackle by Adrian Wilson),-0.380,-0.710
4,7:19,2,9,SEA 5,21,24,Matt Hasselbeck pass incomplete short right intended for Darrell Jackson,-0.710,-1.300
4,7:15,3,9,SEA 5,21,24,Matt Hasselbeck pass incomplete short left intended for Deion Branch,-1.300,-2.490
4,7:10,4,9,SEA 5,21,24,"Ryan Plackemeier punts 41 yards, fair catch by Troy Walters. Penalty on Marquis Weeks: Player Out of Bounds on , 5 yards",-2.490,-2.850
4,7:03,1,10,SEA 41,21,24,Edgerrin James middle for 3 yards (tackle by Ken Hamlin),2.850,2.710
4,6:24,2,7,SEA 38,21,24,Edgerrin James left tackle for 1 yard (tackle by Lofa Tatupu),2.710,2.150
4,5:39,3,6,SEA 37,21,24,"Matt Leinart pass incomplete short left intended for Anquan Boldin. Penalty on Jimmy Williams: Illegal Contact, 5 yards (no play)",2.150,3.450
4,5:34,1,10,SEA 32,21,24,Edgerrin James middle for 1 yard (tackle by LeRoy Hill),3.450,3.040
4,4:56,2,9,SEA 31,21,24,Matt Leinart pass complete short left to Leonard Pope for 3 yards (tackle by Julian Peterson),3.040,2.740
4,4:10,3,6,SEA 28,21,24,Matt Leinart pass complete short left to Obafemi Ayanbadejo for 5 yards (tackle by Michael Boulware),2.740,2.080
4,3:36,4,1,SEA 23,21,27,Neil Rackers 40 yard field goal good,2.080,3.000
4,,,,ARI 30,21,27,"Neil Rackers kicks off 71 yards, returned by Nate Burleson for 18 yards (tackle by Hanik Milligan)",0.000,-0.060
4,3:24,1,10,SEA 17,21,27,"Matt Hasselbeck pass complete short right to Shaun Alexander for 5 yards (tackle by Antrel Rolle). Penalty on Antrel Rolle: Face Mask (5 Yards), 5 yards",-0.060,0.740
4,3:15,1,10,SEA 27,21,27,Matt Hasselbeck pass complete deep middle to Darrell Jackson for 23 yards (tackle by Karlos Dansby),0.740,2.260
4,2:46,1,10,,21,27,Shaun Alexander left tackle for 7 yards (tackle by Gerald Hayes),2.260,2.660
4,2:19,2,3,ARI 43,21,27,Matt Hasselbeck pass complete short left to Deion Branch for 16 yards (tackle by Aaron Francisco),2.660,3.780
4,2:00,1,10,ARI 27,21,27,Shaun Alexander left tackle for 12 yards (tackle by Robert Griffith),3.780,4.580
4,1:40,1,10,ARI 15,21,27,Shaun Alexander middle for -2 yards (tackle by Darnell Dockett),4.580,3.680
4,1:31,,,,21,27,Timeout #1 by Seattle Seahawks,0.000,3.680
4,1:31,2,12,ARI 17,21,27,Matt Hasselbeck pass incomplete deep middle intended for D.J. Hackett,3.680,2.980
4,1:27,3,12,ARI 17,21,27,Matt Hasselbeck sacked by Chike Okeafor for -8 yards,2.980,1.800
4,1:08,,,,21,27,Timeout #2 by Seattle Seahawks,0.000,1.800
4,1:08,4,20,ARI 25,21,27,Matt Hasselbeck pass complete deep middle to Deion Branch for 18 yards (tackle by Adrian Wilson),1.800,0.380
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
4,0:53,1,10,ARI 7,21,27,Matt Leinart kneels for -2 yards,-0.380,-0.930
4,0:29,,,,21,27,Timeout #3 by Seattle Seahawks,0.000,-0.930
4,0:29,2,12,ARI 5,21,27,Matt Leinart kneels for -1 yards,-0.930,-1.770
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
