Quarter,Time,Down,ToGo,Location,ATL,CLE,Detail,EPB,EPA
1,5:18,3,9,ATL 38,0,0,Baker Mayfield pass complete short right to Jarvis Landry for 10 yards,1.880,3.710
1,4:44,1,10,ATL 28,0,6,"Baker Mayfield pass complete deep right to Rashard Higgins for 28 yards, touchdown",3.710,7.000
1,4:36,,,ATL 15,0,7,Greg Joseph kicks extra point good,0.000,0.000
1,4:36,,,CLE 35,0,7,"Greg Joseph kicks off 65 yards, touchback.",0.000,0.610
1,4:36,1,10,ATL 25,0,7,Tevin Coleman left guard for 6 yards (tackle by T.J. Carrie),0.610,0.870
1,4:13,2,4,ATL 31,0,7,Matt Ryan pass complete short left to Tevin Coleman for 8 yards,0.870,1.530
1,3:34,1,10,ATL 39,0,7,Tevin Coleman left guard for 3 yards (tackle by Joe Schobert),1.530,1.390
1,3:11,2,7,ATL 42,0,7,Matt Ryan pass complete short right to Logan Paulsen for 8 yards (tackle by Derrick Kindred),1.390,2.260
1,2:32,1,10,ATL 50,0,7,Matt Ryan pass complete short right to Austin Hooper for 6 yards (tackle by Jamie Collins),2.260,2.520
1,1:57,2,4,CLE 44,0,7,Ito Smith left guard for 3 yards (tackle by Joe Schobert and Larry Ogunjobi),2.520,2.210
1,1:14,3,1,CLE 41,0,7,Ito Smith left tackle for no gain (tackle by Tanner Vallejo and Joe Schobert),2.210,0.530
1,0:30,4,1,CLE 41,0,7,Ito Smith right guard for 4 yards (tackle by Tanner Vallejo),0.530,3.120
Quarter,Time,Down,ToGo,Location,ATL,CLE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,CLE 37,0,7,"Matt Ryan aborted snap, recovered by Calvin Ridley at CLE-43 (tackle by Joe Schobert)",3.120,2.980
2,14:24,2,7,CLE 34,0,7,Matt Ryan pass complete short middle to Austin Hooper for 10 yards (tackle by Derrick Kindred),2.980,3.970
2,13:51,1,10,CLE 24,0,7,Matt Ryan pass incomplete short middle intended for Julio Jones (defended by Briean Boddy-Calhoun),3.970,3.430
2,13:45,2,10,CLE 24,0,7,"Alex Mack aborted snap, recovered by Matt Ryan at CLE-32",3.430,1.690
2,13:02,3,18,CLE 32,0,7,Matt Ryan pass complete short right to Mohamed Sanu for 10 yards (tackle by Briean Boddy-Calhoun),1.690,1.990
2,12:22,4,8,CLE 22,3,7,Giorgio Tavecchio 40 yard field goal good,1.990,3.000
2,12:18,,,ATL 35,3,7,"Matthew Bosher kicks off 62 yards, returned by Jabrill Peppers for no gain (tackle by Marvin Hall)",0.000,0.540
2,12:13,1,10,CLE 24,3,7,Duke Johnson right tackle for 9 yards (tackle by Bruce Carter),0.540,1.210
2,11:46,2,1,CLE 33,3,7,Nick Chubb left tackle for 2 yards (tackle by Derrick Shelby),1.210,1.270
2,11:15,1,10,CLE 35,3,7,Baker Mayfield right end for 6 yards (tackle by Foyesade Oluokun),1.270,1.530
2,10:29,2,4,CLE 41,3,7,Baker Mayfield pass complete short left to Dontrell Hilliard for 6 yards (tackle by De'Vondre Campbell),1.530,2.060
2,9:54,1,10,CLE 47,3,7,"Duke Johnson right end for 2 yards, lateral to Nick Chubb for 2 yards, lateral to Foyesade Oluokun for 2 yards",2.060,1.790
2,9:15,2,8,CLE 49,3,7,Baker Mayfield pass complete short left to Breshad Perriman for 17 yards (tackle by Damontae Kazee),1.790,3.310
2,8:40,1,10,ATL 34,3,7,Dontrell Hilliard pass short left intended for Baker Mayfield is intercepted by Damontae Kazee at ATL-22 and returned for 33 yards,3.310,-2.590
2,8:30,1,10,CLE 45,3,7,Matt Ryan pass complete short right to Julio Jones for 30 yards (tackle by Tanner Vallejo),2.590,4.580
2,7:49,1,10,CLE 15,3,7,Matt Ryan pass complete short left to Austin Hooper for 4 yards (tackle by Anthony Zettel),4.580,4.640
2,7:11,2,6,CLE 11,3,7,Tevin Coleman left guard for 7 yards (tackle by Jamie Collins),4.640,6.280
2,6:27,1,4,CLE 4,3,7,Tevin Coleman right guard for -2 yards (tackle by Anthony Zettel),6.280,4.950
2,5:47,2,6,CLE 6,3,7,Matt Ryan pass complete short right to Logan Paulsen for 5 yards (tackle by Anthony Zettel),4.950,5.170
2,5:08,3,1,CLE 1,9,7,"Matt Ryan pass complete short left to Julio Jones for 1 yard, touchdown",5.170,7.000
2,5:04,,,CLE 15,10,7,Giorgio Tavecchio kicks extra point good,0.000,0.000
2,5:04,,,ATL 35,10,7,"Matthew Bosher kicks off 65 yards, returned by Jabrill Peppers for no gain (tackle by Sharrod Neasman)",0.000,0.280
2,5:00,1,10,CLE 20,10,7,Baker Mayfield pass complete short middle to Antonio Callaway for 25 yards (tackle by Desmond Trufant and Robert Alford),0.280,1.930
2,4:20,1,10,CLE 45,10,7,Nick Chubb left tackle for 3 yards (tackle by Jack Crawford and Grady Jarrett),1.930,1.790
2,3:38,2,7,CLE 48,10,7,Baker Mayfield pass complete short right to Orson Charles for 6 yards (tackle by Jordan Richards),1.790,1.880
2,2:56,,,,,,Timeout #1 by Atlanta Falcons,,
2,2:56,3,1,ATL 46,10,7,Nick Chubb left guard for 11 yards (tackle by Kemal Ishmael and Foyesade Oluokun),1.880,3.250
2,2:17,1,10,ATL 35,10,7,Nick Chubb left tackle for 4 yards (tackle by Terrell McClain and Deadrin Senat),3.250,3.240
2,2:00,2,6,ATL 31,10,7,Nick Chubb left guard for 20 yards (tackle by De'Vondre Campbell),3.240,4.840
2,1:18,1,10,ATL 11,10,7,"Penalty on Nick Chubb: False Start, 5 yards (no play)",4.840,4.340
2,1:08,1,15,ATL 16,10,7,Nick Chubb right guard for 3 yards (tackle by De'Vondre Campbell),4.340,3.830
2,1:02,,,,,,Timeout #2 by Atlanta Falcons,,
2,1:01,2,12,ATL 13,10,13,"Baker Mayfield pass complete short right to Nick Chubb for 13 yards, touchdown",3.830,7.000
2,0:55,,,ATL 15,10,14,Greg Joseph kicks extra point good,0.000,0.000
2,0:55,,,CLE 35,10,14,"Greg Joseph kicks off 65 yards, touchback.",0.000,0.610
2,0:55,1,10,ATL 25,10,14,Matt Ryan pass complete deep left to Julio Jones for 18 yards,0.610,1.800
2,0:50,1,10,ATL 43,10,14,Matt Ryan pass complete short left to Ito Smith for 2 yards (tackle by Larry Ogunjobi),1.800,1.520
2,0:29,2,8,ATL 45,10,14,Matt Ryan pass incomplete short left intended for Ito Smith,1.520,0.830
2,0:26,3,8,ATL 45,10,14,Matt Ryan sacked by Emmanuel Ogbah and Larry Ogunjobi for -6 yards,0.830,-0.780
Quarter,Time,Down,ToGo,Location,ATL,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 35,10,14,"Greg Joseph kicks off 69 yards, returned by Marvin Hall for no gain (tackle by Jermaine Whitehead)",0.000,0.410
3,14:55,1,10,ATL 22,10,14,Matt Ryan pass complete deep left to Julio Jones for 23 yards (tackle by Tanner Vallejo),0.410,1.930
3,14:20,1,10,ATL 45,10,14,Tevin Coleman right end for -8 yards (tackle by Jamie Collins),1.930,0.300
3,13:39,2,18,ATL 37,10,14,"Matt Ryan pass complete short right to Mohamed Sanu for 4 yards (tackle by T.J. Carrie and Tanner Vallejo). Mohamed Sanu fumbles (forced by T.J. Carrie), recovered by T.J. Carrie at ATL-41 (tackle by Alex Mack)",0.300,-2.850
3,13:27,1,10,ATL 41,10,14,"Baker Mayfield for 6 yards (tackle by Brooks Reed). Baker Mayfield fumbles (forced by Brooks Reed), recovered by Baker Mayfield at ATL-46",2.850,3.120
3,12:42,2,4,ATL 35,10,14,Baker Mayfield pass complete short left to Duke Johnson for 10 yards (tackle by Duke Riley),3.120,3.910
3,12:07,1,10,ATL 25,10,14,Nick Chubb right guard for 10 yards (tackle by Robert Alford and Damontae Kazee),3.910,4.580
3,11:18,1,10,ATL 15,10,14,Baker Mayfield pass incomplete short right intended for Jarvis Landry,4.580,3.950
3,11:14,2,10,ATL 15,10,14,Duke Johnson left end for 4 yards (tackle by Robert Alford),3.950,3.780
3,10:31,3,6,ATL 11,10,20,"Baker Mayfield pass complete short middle to Duke Johnson for 11 yards, touchdown",3.780,7.000
3,10:27,,,ATL 15,10,21,Greg Joseph kicks extra point good,0.000,0.000
3,10:27,,,CLE 35,10,21,"Greg Joseph kicks off 48 yards, returned by Brian Hill for no gain (tackle by Tavierre Thomas)",0.000,1.140
3,10:21,1,10,ATL 33,10,21,Tevin Coleman right tackle for 18 yards (tackle by Jabrill Peppers),1.140,2.320
3,9:58,1,10,CLE 49,10,21,Matt Ryan pass incomplete short left intended for Tevin Coleman,2.320,1.780
3,9:53,2,10,CLE 49,10,21,Matt Ryan pass complete short left to Austin Hooper for 3 yards (tackle by Tanner Vallejo),1.780,1.490
3,9:13,3,7,CLE 46,10,21,Matt Ryan pass incomplete short right intended for Calvin Ridley (defended by Denzel Ward),1.490,0.200
3,9:08,4,7,CLE 46,10,21,"Matthew Bosher punts 38 yards, fair catch by Jabrill Peppers at CLE-8",0.200,0.380
3,9:01,1,10,CLE 8,10,21,Baker Mayfield pass incomplete short left intended for Jarvis Landry,-0.380,-0.780
3,8:51,2,10,CLE 8,10,27,"Nick Chubb right tackle for 92 yards, touchdown",-0.780,7.000
3,8:45,,,ATL 15,10,28,Greg Joseph kicks extra point good,0.000,0.000
3,8:45,,,CLE 35,10,28,"Greg Joseph kicks off 65 yards, touchback.",0.000,0.610
3,8:45,1,10,ATL 25,10,28,Matt Ryan pass complete short right to Mohamed Sanu for 8 yards (tackle by Derrick Kindred),0.610,1.140
3,8:19,2,2,ATL 33,10,28,Ito Smith right guard for 4 yards (tackle by Larry Ogunjobi),1.140,1.400
3,7:42,1,10,ATL 37,10,28,Matt Ryan pass incomplete deep middle intended for Julio Jones,1.400,0.860
3,7:37,2,10,ATL 37,10,28,Matt Ryan pass complete short right to Calvin Ridley for no gain (tackle by Damarious Randall),0.860,0.170
3,6:53,3,10,ATL 37,10,28,Matt Ryan right end for 5 yards (tackle by Chris Smith),0.170,-0.590
3,6:18,4,5,ATL 42,10,28,"Matthew Bosher punts 44 yards, returned by Jabrill Peppers for 6 yards (tackle by Kemal Ishmael)",-0.590,-0.280
3,6:08,1,10,CLE 20,10,28,Nick Chubb left guard for 5 yards (tackle by De'Vondre Campbell),0.280,0.410
3,5:25,2,5,CLE 25,10,28,Baker Mayfield pass incomplete deep right intended for Jarvis Landry,0.410,-0.300
3,5:21,3,5,CLE 25,10,28,Baker Mayfield left end for 10 yards,-0.300,1.270
3,4:25,1,10,CLE 35,10,28,"Duke Johnson left tackle for no gain (tackle by Kemal Ishmael and Foyesade Oluokun). Penalty on Greg Robinson: Offensive Holding, 10 yards (no play)",1.270,0.610
3,4:08,1,20,CLE 25,10,28,"Baker Mayfield pass incomplete short left intended for Antonio Callaway. Penalty on Jack Crawford: Defensive Offside, 5 yards (no play)",0.610,0.940
3,4:03,1,15,CLE 30,10,28,Baker Mayfield pass complete short left to Nick Chubb for 7 yards (tackle by Jordan Richards),0.940,0.990
3,3:26,2,8,CLE 37,10,28,"Nick Chubb left end for no gain (tackle by Damontae Kazee). Penalty on Greg Robinson: Offensive Holding, 10 yards (no play)",0.990,-0.360
3,2:54,2,18,CLE 27,10,28,Baker Mayfield pass complete short left to Duke Johnson for 9 yards (tackle by Jordan Richards),-0.360,0.170
3,2:13,3,9,CLE 36,10,28,Duke Johnson left tackle for 2 yards (tackle by Bruce Irvin),0.170,-0.850
3,1:33,4,7,CLE 38,10,28,"Britton Colquitt punts 43 yards, fair catch by Justin Hardy at ATL-19",-0.850,-0.150
3,1:25,1,10,ATL 19,10,28,Matt Ryan pass incomplete short left intended for Tevin Coleman,0.150,-0.390
3,1:20,2,10,ATL 19,10,28,Matt Ryan pass complete short left to Mohamed Sanu for 7 yards (tackle by T.J. Carrie),-0.390,-0.160
3,0:44,3,3,ATL 26,10,28,Matt Ryan pass complete short middle to Mohamed Sanu for 11 yards (tackle by Jamie Collins),-0.160,1.400
3,0:17,1,10,ATL 37,10,28,Matt Ryan pass complete short left to Julio Jones for 20 yards (tackle by Genard Avery and T.J. Carrie),1.400,2.720
Quarter,Time,Down,ToGo,Location,ATL,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CLE 43,10,28,Matt Ryan pass complete short left to Marvin Hall for 12 yards (tackle by Genard Avery),2.720,3.510
4,14:18,1,10,CLE 31,10,28,Matt Ryan pass complete short middle to Julio Jones for 12 yards (tackle by Myles Garrett),3.510,4.310
4,13:52,1,10,CLE 19,10,28,"Matt Ryan pass incomplete deep left intended for Julio Jones. Penalty on T.J. Carrie: Defensive Pass Interference, 13 yards (no play)",4.310,5.830
4,13:46,1,6,CLE 6,10,28,Matt Ryan pass complete short right to Austin Hooper for 1 yard (tackle by Jamie Collins),5.830,5.150
4,13:08,2,5,CLE 5,10,28,Tevin Coleman left guard for 4 yards (tackle by Jabrill Peppers and Joe Schobert),5.150,5.170
4,13:08,3,1,CLE 1,10,28,Penalty on Larry Ogunjobi: Neutral Zone Infraction (no play),5.170,5.170
4,12:18,3,1,CLE 1,10,28,Tevin Coleman left guard for no gain (tackle by Joe Schobert),5.170,3.550
4,11:33,4,1,CLE 1,10,28,Matt Ryan pass incomplete short middle intended for Eric Saubert,3.550,0.380
4,11:29,1,10,CLE 1,10,28,Penalty on Kevin Zeitler: False Start (no play),-0.380,-0.380
4,11:29,1,10,CLE 1,10,28,Penalty on Joel Bitonio: False Start (no play),-0.380,-0.380
4,11:29,1,10,CLE 1,10,28,Baker Mayfield pass complete short left to Antonio Callaway for 14 yards (tackle by Robert Alford),-0.380,-0.220
4,10:44,1,10,CLE 15,10,28,Nick Chubb right guard for 8 yards (tackle by De'Vondre Campbell and Derrick Shelby),-0.220,0.480
4,10:00,2,2,CLE 23,10,28,Nick Chubb right tackle for no gain (tackle by Brooks Reed),0.480,-0.390
4,9:18,3,2,CLE 23,10,28,Nick Chubb left end for 1 yard (tackle by Derrick Shelby),-0.390,-1.770
4,8:37,4,1,CLE 24,10,28,"Britton Colquitt punts 50 yards, returned by Justin Hardy for 5 yards (tackle by Jabrill Peppers and Seth Devalve)",-1.770,-1.000
4,8:27,1,10,ATL 31,10,28,Matt Ryan pass complete short right to Ito Smith for 1 yard (tackle by Jamie Collins and Chris Smith),1.000,0.600
4,8:05,2,9,ATL 32,10,28,Matt Ryan pass complete short left to Ito Smith for 8 yards (tackle by Briean Boddy-Calhoun and Genard Avery),0.600,0.960
4,7:40,3,1,ATL 40,10,28,Matt Ryan pass complete short middle to Calvin Ridley for 6 yards (tackle by Denzel Ward),0.960,1.990
4,7:18,1,10,ATL 46,10,28,Matt Ryan pass complete short left to Mohamed Sanu for 7 yards (tackle by T.J. Carrie),1.990,2.400
4,6:41,2,3,CLE 47,10,28,Matt Ryan pass incomplete short left intended for Austin Hooper,2.400,1.690
4,6:37,3,3,CLE 47,10,28,Matt Ryan pass complete short right to Calvin Ridley for 31 yards (tackle by Briean Boddy-Calhoun),1.690,4.510
4,6:09,1,10,CLE 16,10,28,Matt Ryan pass complete short middle to Tevin Coleman for 6 yards (tackle by Briean Boddy-Calhoun),4.510,4.970
4,5:41,2,4,CLE 10,10,28,Matt Ryan pass incomplete short left intended for Julio Jones (defended by T.J. Carrie),4.970,4.170
4,5:38,3,4,CLE 10,10,28,Matt Ryan pass complete short middle to Austin Hooper for 9 yards (tackle by Jabrill Peppers),4.170,6.970
4,5:08,1,1,CLE 1,10,28,,6.970,5.910
4,5:05,2,1,CLE 1,10,28,Matt Ryan pass incomplete short right intended for Julio Jones (defended by T.J. Carrie),5.910,5.170
4,5:00,3,1,CLE 1,10,28,Tevin Coleman right guard for -2 yards (tackle by Damarious Randall),5.170,3.040
4,4:29,4,3,CLE 3,16,28,"Matt Ryan pass complete short right to Austin Hooper for 3 yards, touchdown",3.040,7.000
4,4:24,,,CLE 2,16,28,Two Point Attempt: Matt Ryan pass complete to,0.000,-1.000
4,4:24,,,ATL 35,16,28,"Matthew Bosher kicks off 53 yards, returned by Jarvis Landry for no gain",0.000,0.280
4,4:20,1,10,CLE 20,16,28,Nick Chubb left guard for 1 yard (tackle by Grady Jarrett and Kemal Ishmael),0.280,-0.130
4,4:16,,,,,,Timeout #1 by Atlanta Falcons,,
4,4:16,2,9,CLE 21,16,28,Nick Chubb left tackle for 3 yards (tackle by Derrick Shelby),-0.130,-0.430
4,4:12,,,,,,Timeout #2 by Atlanta Falcons,,
4,4:12,3,6,CLE 24,16,28,Baker Mayfield left end for no gain (tackle by Duke Riley),-0.430,-1.770
4,4:05,,,,,,Timeout #3 by Atlanta Falcons,,
4,4:05,4,6,CLE 24,16,28,Britton Colquitt punts 57 yards downed by Tanner Vallejo,-1.770,-0.150
4,3:52,1,10,ATL 19,16,28,Matt Ryan right guard for 8 yards,0.150,0.750
4,3:30,2,2,ATL 27,16,28,Matt Ryan pass complete short middle to Tevin Coleman for 5 yards (tackle by Jamie Collins),0.750,1.070
4,3:08,1,10,ATL 32,16,28,Matt Ryan pass complete short right to Austin Hooper for 5 yards (tackle by Denzel Ward),1.070,1.200
4,2:49,2,5,ATL 37,16,28,Matt Ryan pass complete short right to Justin Hardy for 7 yards (tackle by Jamie Collins),1.200,1.860
4,2:31,1,10,ATL 44,16,28,Matt Ryan pass complete deep right to Eric Saubert for 17 yards (tackle by Jamie Collins),1.860,2.980
4,2:15,1,10,CLE 39,16,28,Matt Ryan spiked the ball,2.980,2.440
4,2:14,2,10,CLE 39,16,28,Matt Ryan pass complete short left to Ito Smith for 4 yards (tackle by Briean Boddy-Calhoun),2.440,2.280
4,2:00,3,6,CLE 35,16,28,Matt Ryan pass complete short right to Julio Jones for 3 yards (tackle by T.J. Carrie),2.280,1.290
4,1:32,4,3,CLE 32,16,28,"Matt Ryan sacked by Chris Smith for -13 yards. Matt Ryan fumbles (forced by Chris Smith), recovered by Jamie Collins at CLE-49 (tackle by Jake Matthews)",1.290,-2.190
4,1:19,1,10,CLE 49,16,28,Baker Mayfield kneels for -1 yards,2.190,1.510
4,0:37,2,11,CLE 48,16,28,Baker Mayfield kneels for -1 yards,1.510,0.700
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
