Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Wes Schweitzer,C,75,100%,0,0%,2,9%
Ryan Schraeder,T,75,100%,0,0%,2,9%
Jake Matthews,T,75,100%,0,0%,2,9%
Ben Garland,G,75,100%,0,0%,2,9%
Alex Mack,C,75,100%,0,0%,0,0%
Matt Ryan,QB,75,100%,0,0%,0,0%
Julio Jones,WR,73,97%,0,0%,0,0%
Mohamed Sanu,WR,70,93%,0,0%,0,0%
Austin Hooper,TE,61,81%,0,0%,2,9%
Calvin Ridley,WR,53,71%,0,0%,0,0%
Tevin Coleman,RB,49,65%,0,0%,0,0%
Logan Paulsen,TE,27,36%,0,0%,10,45%
Ito Smith,RB,22,29%,0,0%,0,0%
Justin Hardy,WR,10,13%,0,0%,9,41%
Marvin Hall,WR,6,8%,0,0%,9,41%
Eric Saubert,TE,4,5%,0,0%,15,68%
Damontae Kazee,SS,0,0%,53,100%,4,18%
Desmond Trufant,CB,0,0%,53,100%,1,5%
Robert Alford,CB,0,0%,53,100%,1,5%
Foyesade Oluokun,LB,0,0%,45,85%,4,18%
Grady Jarrett,DT,0,0%,43,81%,5,23%
De'Vondre Campbell,LB,0,0%,43,81%,1,5%
Sharrod Neasman,SS,0,0%,33,62%,15,68%
Brian Poole,CB,0,0%,28,53%,9,41%
Derrick Shelby,DE,0,0%,25,47%,4,18%
Brooks Reed,DE,0,0%,25,47%,4,18%
Jack Crawford,DT,0,0%,25,47%,1,5%
Takkarist McKinley,DE,0,0%,24,45%,1,5%
Deadrin Senat,NT,0,0%,24,45%,0,0%
Vic Beasley,LB,0,0%,21,40%,1,5%
Jordan Richards,SS,0,0%,20,38%,8,36%
Duke Riley,LB,0,0%,19,36%,20,91%
Kemal Ishmael,FS,0,0%,16,30%,19,86%
Bruce Irvin,DE,0,0%,14,26%,0,0%
Terrell McClain,DT,0,0%,11,21%,4,18%
Bruce Carter,LB,0,0%,8,15%,15,68%
Russell Gage,WR,0,0%,0,0%,15,68%
Justin Bethel,CB,0,0%,0,0%,14,64%
Brian Hill,RB,0,0%,0,0%,12,55%
Isaiah Oliver,CB,0,0%,0,0%,11,50%
Matthew Bosher,P,0,0%,0,0%,9,41%
Josh Harris,LS,0,0%,0,0%,5,23%
Ty Sambrailo,T,0,0%,0,0%,2,9%
Giorgio Tavecchio,K,0,0%,0,0%,2,9%
Zane Beadles,G,0,0%,0,0%,2,9%
