Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Steve Smith Sr.,CAR,1,16,16.0,0,0,2,18,9.0,0,0
Chris Gamble,CAR,0,0,,0,0,1,7,7.0,0,0
Jamal Robertson,CAR,2,44,22.0,0,0,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Az-Zahir Hakim,NOR,0,0,,0,0,3,7,2.3,0,0
Fred Thomas,NOR,0,0,,0,0,1,0,0.0,0,0
Fred McAfee,NOR,3,59,19.7,0,0,0,0,,0,0
Lamont Hall,NOR,1,4,4.0,0,0,0,0,,0,0
