Quarter,Time,Tm,Detail,HOU,JAX
1.0,8:48,Jaguars,Marcedes Lewis 1 yard pass from Chad Henne (Josh Scobee kick),0,7
2.0,13:41,Jaguars,Cecil Shorts 6 yard pass from Chad Henne (Josh Scobee kick),0,14
,1:53,Texans,Keshawn Martin 8 yard pass from Case Keenum (Randy Bullock kick),7,14
,0:03,Jaguars,Josh Scobee 40 yard field goal,7,17
3.0,8:29,Texans,Randy Bullock 34 yard field goal,10,17
,6:12,Jaguars,Jordan Todman 21 yard pass from Ace Sanders (Josh Scobee kick),10,24
,1:08,Texans,Garrett Graham 5 yard pass from Matt Schaub (Randy Bullock kick),17,24
4.0,11:31,Texans,Randy Bullock 31 yard field goal,20,24
,0:25,Jaguars,Josh Scobee 39 yard field goal,20,27
