Quarter,Time,Down,ToGo,Location,NYG,BUF,Detail,EPB,EPA
1,5:43,2,12,BUF 16,0,0,"Saquon Barkley left end for -2 yards (tackle by Terrel Bernard). Penalty on Ed Oliver: Unnecessary Roughness / Defense, 9 yards (accepted)",3.720,5.140
1,5:31,1,9,BUF 9,0,0,Tyrod Taylor sacked by Leonard Floyd for -3 yards,5.140,3.860
1,4:48,2,12,BUF 12,0,0,Saquon Barkley right end for 4 yards (tackle by Terrel Bernard and Taron Johnson),3.860,3.580
1,4:06,3,8,BUF 8,0,0,"Penalty on Justin Pugh: False Start, 5 yards (accepted) (no play)",3.580,3.060
1,3:40,3,13,BUF 13,0,0,"Tyrod Taylor pass complete short right to Saquon Barkley for 2 yards (tackle by Terrel Bernard and Taron Johnson). Penalty on Wan'Dale Robinson: Illegal Motion, 5 yards (declined)",3.060,2.700
1,3:22,4,11,BUF 11,3,0,Graham Gano 29 yard field goal good,2.700,3.000
1,3:19,,,NYG 35,3,0,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
1,3:19,1,10,BUF 25,3,0,"Josh Allen pass complete deep left to Stefon Diggs for 28 yards (tackle by Adoree' Jackson). Penalty on Deonte Banks: Illegal Contact, 5 yards (declined)",0.610,2.460
1,2:51,1,10,NYG 47,3,0,Latavius Murray up the middle for 10 yards (tackle by Bobby Okereke),2.460,3.120
1,2:32,1,10,NYG 37,3,0,Josh Allen pass incomplete short left intended for Stefon Diggs,3.120,2.570
1,2:27,2,10,NYG 37,3,0,Josh Allen pass complete short right to Stefon Diggs for no gain (tackle by Cordale Flott),2.570,1.880
1,1:45,3,10,NYG 37,3,0,Josh Allen pass incomplete short left intended for Dawson Knox,1.880,0.790
1,1:37,4,10,NYG 37,3,0,"Sam Martin punts 27 yards, fair catch by Eric Gray at NYG-10",0.790,0.380
1,1:29,1,10,NYG 10,3,0,Saquon Barkley up the middle for no gain (tackle by Taron Johnson),-0.380,-0.780
1,0:47,2,10,NYG 10,3,0,Saquon Barkley up the middle for 4 yards (tackle by Terrel Bernard and Taron Johnson),-0.780,-0.950
1,0:11,3,6,NYG 14,3,0,Tyrod Taylor sacked by A.J. Epenesa for -6 yards,-0.950,-2.490
Quarter,Time,Down,ToGo,Location,NYG,BUF,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,12,NYG 8,3,0,"Jamie Gillan punts 64 yards, returned by Deonte Harty for 3 yards (tackle by Dane Belton and Nick McCloud)",-2.490,-1.000
2,14:46,1,10,BUF 31,3,0,Josh Allen pass complete short left to Stefon Diggs for 1 yard (tackle by Bobby Okereke),1.000,0.600
2,14:10,2,9,BUF 32,3,0,Josh Allen pass incomplete short left intended for Stefon Diggs,0.600,-0.100
2,14:05,3,9,BUF 32,3,0,"Penalty on Stefon Diggs: False Start, 5 yards (accepted) (no play)",-0.100,-0.760
2,14:05,3,14,BUF 27,3,0,Josh Allen pass incomplete deep right intended for Stefon Diggs,-0.760,-1.570
2,13:56,4,14,BUF 27,3,0,"Sam Martin punts 48 yards, returned by Eric Gray for no gain (tackle by Tyrel Dodson). Penalty on Darnay Holmes: Offensive Holding, 10 yards (accepted)",-1.570,0.220
2,13:45,1,10,NYG 15,3,0,"Tyrod Taylor pass complete to Jalin Hyatt for no gain. Penalty on Evan Neal: Ineligible Downfield Pass, 5 yards (accepted) (no play)",-0.220,-0.570
2,13:15,1,15,NYG 10,3,0,Saquon Barkley left guard for 5 yards (tackle by Jordan Phillips),-0.570,-0.710
2,12:48,2,10,NYG 15,3,0,Matt Breida right guard for 4 yards (tackle by Taron Johnson and Jordan Poyer),-0.710,-0.880
2,12:07,3,6,NYG 19,3,0,"Penalty on Justin Pugh: False Start, 5 yards (accepted) (no play)",-0.880,-1.510
2,11:51,3,11,NYG 14,3,0,Tyrod Taylor pass incomplete short right intended for Matt Breida,-1.510,-2.470
2,11:48,4,11,NYG 14,3,0,"Jamie Gillan punts 51 yards, fair catch by Deonte Harty at BUF-35",-2.470,-1.270
2,11:40,1,10,BUF 35,3,0,James Cook up the middle for 14 yards (tackle by Tre Hawkins and Jason Pinnock),1.270,2.190
2,11:05,1,10,BUF 49,3,0,James Cook up the middle for 14 yards (tackle by Tre Hawkins and Jason Pinnock),2.190,3.120
2,10:27,1,10,NYG 37,3,0,James Cook left guard for 3 yards (tackle by Dexter Lawrence),3.120,2.980
2,9:48,2,7,NYG 34,3,0,Josh Allen pass incomplete short middle intended for Stefon Diggs (defended by Bobby Okereke),2.980,2.280
2,9:44,3,7,NYG 34,3,0,Josh Allen pass incomplete deep left intended for Stefon Diggs,2.280,1.060
2,9:39,4,7,NYG 34,3,0,Tyler Bass 52 yard field goal no good,1.060,-1.730
2,9:34,1,10,NYG 42,3,0,Tyrod Taylor pass complete short left to Wan'Dale Robinson for 8 yards,1.730,2.270
2,9:04,2,2,NYG 50,3,0,Tyrod Taylor pass complete short left to Darren Waller for 20 yards (tackle by Terrel Bernard),2.270,3.580
2,8:20,1,10,BUF 30,3,0,Tyrod Taylor pass incomplete short left,3.580,3.030
2,8:14,2,10,BUF 30,3,0,Saquon Barkley left tackle for 1 yard (tackle by Dorian Williams),3.030,2.480
2,7:43,3,9,BUF 29,3,0,Tyrod Taylor pass complete short right to Wan'Dale Robinson for 10 yards (tackle by Christian Benford),2.480,4.310
2,7:05,1,10,BUF 19,3,0,Saquon Barkley left end for -2 yards (tackle by Terrel Bernard and Dorian Williams),4.310,3.420
2,6:19,,,,,,Timeout #1 by New York Giants,,
2,6:19,2,13,BUF 21,3,0,Tyrod Taylor scrambles for no gain (tackle by Ed Oliver) (no play),3.420,2.750
2,5:53,2,18,BUF 26,3,0,Tyrod Taylor pass incomplete short right intended for Darren Waller,2.750,2.080
2,5:49,3,18,BUF 26,3,0,Tyrod Taylor pass complete short right to Wan'Dale Robinson for 2 yards (tackle by Taron Johnson),2.080,1.870
2,5:12,4,16,BUF 24,6,0,Graham Gano 43 yard field goal good,1.870,3.000
2,5:08,,,NYG 35,6,0,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
2,5:03,1,10,BUF 25,6,0,"Josh Allen pass incomplete intended for Khalil Shakir. Penalty on Connor McGovern: Offensive Holding, 10 yards (accepted) (no play)",0.610,-0.410
2,5:03,1,20,BUF 15,6,0,"Penalty on Spencer Brown: False Start, 5 yards (accepted) (no play)",-0.410,-0.950
2,5:03,1,25,BUF 10,6,0,"Josh Allen pass incomplete intended for Dawson Knox. Penalty on Cordale Flott: Illegal Use of Hands / Defense, 5 yards (declined) . Penalty on Bobby Okereke: Roughing the Passer, 15 yards (accepted) (no play)",-0.950,0.610
2,4:54,1,10,BUF 25,6,0,Latavius Murray right tackle for 5 yards (tackle by Micah McFadden),0.610,0.740
2,4:13,2,5,BUF 30,6,0,James Cook left guard for 4 yards (tackle by Micah McFadden),0.740,0.560
2,3:34,3,1,BUF 34,6,0,Damien Harris right guard for 1 yard (tackle by Bobby Okereke),0.560,1.270
2,3:03,1,10,BUF 35,6,0,Josh Allen pass complete short right to Stefon Diggs for 19 yards (tackle by Adoree' Jackson),1.270,2.520
2,2:29,1,10,NYG 46,6,0,Josh Allen pass short middle (defended by Bobby Okereke) intended for Dawson Knox is intercepted by Micah McFadden at NYG-36 and returned for 5 yards (tackle by Latavius Murray),2.520,-1.660
2,2:23,1,10,NYG 41,6,0,Saquon Barkley right guard for 1 yard (tackle by Dorian Williams and Gregory Rousseau),1.660,1.260
2,2:00,2,9,NYG 42,6,0,Tyrod Taylor pass complete short right to Jalin Hyatt for 6 yards (tackle by Dorian Williams),1.260,1.360
2,1:27,3,3,NYG 48,6,0,Tyrod Taylor pass complete deep left to Darius Slayton for 31 yards (tackle by Christian Benford),1.360,4.170
2,1:21,1,10,BUF 21,6,0,Saquon Barkley right guard for 9 yards (tackle by Jordan Poyer and Micah Hyde),4.170,5.160
2,0:46,2,1,BUF 12,6,0,Saquon Barkley up the middle for no gain (tackle by Dorian Williams),5.160,4.490
2,0:30,,,,,,Timeout #2 by New York Giants,,
2,0:30,3,1,BUF 12,6,0,Eric Gray up the middle for 2 yards (tackle by Dorian Williams and Taron Johnson),4.490,4.910
2,0:24,,,,,,Timeout #3 by New York Giants,,
2,0:24,1,10,BUF 10,6,0,Tyrod Taylor pass incomplete short left intended for Saquon Barkley,4.910,4.190
2,0:19,2,10,BUF 10,6,0,"Tyrod Taylor pass incomplete intended for Darius Slayton. Penalty on Kaiir Elam: Defensive Pass Interference, 9 yards (accepted) (no play)",4.190,6.970
2,0:14,1,1,BUF 1,6,0,Saquon Barkley right guard for no gain (tackle by Terrel Bernard and Christian Benford),6.970,5.910
Quarter,Time,Down,ToGo,Location,NYG,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BUF 35,6,0,"Tyler Bass kicks off 51 yards, returned by Eric Gray for 3 yards (tackle by Tyrel Dodson)",0.000,-0.060
3,14:55,1,10,NYG 17,6,0,Tyrod Taylor pass complete short right to Wan'Dale Robinson for 13 yards (tackle by Christian Benford),-0.060,0.940
3,14:22,1,10,NYG 30,6,0,Tyrod Taylor scrambles right tackle for 7 yards (tackle by Dorian Williams),0.940,1.340
3,13:40,2,3,NYG 37,6,0,Saquon Barkley up the middle for 7 yards (tackle by Taron Johnson and Jordan Poyer),1.340,1.860
3,13:03,1,10,NYG 44,6,0,Tyrod Taylor pass incomplete short right intended for Darius Slayton,1.860,1.320
3,13:00,2,10,NYG 44,6,0,Tyrod Taylor scrambles left end for 2 yards (tackle by Taron Johnson),1.320,0.890
3,12:23,3,8,NYG 46,6,0,Tyrod Taylor pass complete short left to Wan'Dale Robinson for 11 yards (tackle by Terrel Bernard),0.890,2.720
3,11:49,1,10,BUF 43,6,0,Saquon Barkley left end for 2 yards (tackle by Dorian Williams and A.J. Epenesa),2.720,2.450
3,11:14,2,8,BUF 41,6,0,"Tyrod Taylor sacked by. Tyrod Taylor fumbles, recovered by Tyrod Taylor at BUF-47",2.450,0.960
3,10:34,3,14,BUF 47,6,0,Tyrod Taylor scrambles left tackle for 3 yards (tackle by Dorian Williams),0.960,0.330
3,9:58,4,11,BUF 44,6,0,"Jamie Gillan punts 33 yards, fair catch by Deonte Harty at BUF-11",0.330,0.370
3,9:52,1,10,BUF 11,6,0,"James Cook up the middle for 2 yards (tackle by Bobby Okereke and Xavier McKinney). Penalty on Leonard Williams: Defensive Holding, 5 yards (accepted)",-0.370,0.040
3,9:30,1,10,BUF 18,6,0,James Cook right tackle for 5 yards (tackle by Jihad Ward),0.040,0.280
3,8:56,2,5,BUF 23,6,0,James Cook left end for 10 yards (tackle by Jason Pinnock),0.280,1.140
3,8:16,1,10,BUF 33,6,0,Josh Allen pass complete short middle to Dawson Knox for 10 yards (tackle by Bobby Okereke),1.140,1.800
3,7:36,1,10,BUF 43,6,0,Latavius Murray up the middle for 7 yards (tackle by Bobby Okereke),1.800,2.200
3,7:03,2,3,BUF 50,6,0,Latavius Murray up the middle for 1 yard (tackle by Leonard Williams and Micah McFadden),2.200,1.620
3,6:20,3,2,NYG 49,6,0,Josh Allen pass complete short right to Khalil Shakir for 13 yards (tackle by Xavier McKinney),1.620,3.180
3,5:42,1,10,NYG 36,6,0,Josh Allen scrambles left end for 5 yards (tackle by Bobby Okereke),3.180,3.310
3,5:01,2,5,NYG 31,6,0,James Cook left guard for -1 yards (tackle by Bobby Okereke and Boogie Basham),3.310,2.480
3,4:20,3,6,NYG 32,6,0,Josh Allen pass complete short middle to Stefon Diggs for 7 yards (tackle by Dane Belton),2.480,3.910
3,3:45,1,10,NYG 25,6,0,Latavius Murray right guard for 12 yards (tackle by Xavier McKinney),3.910,4.710
3,3:04,1,10,NYG 13,6,0,Latavius Murray right guard for 5 yards (tackle by Xavier McKinney and Bobby Okereke),4.710,4.960
3,2:23,2,5,NYG 8,6,0,Josh Allen pass complete short left to Dawson Knox for 3 yards (tackle by Xavier McKinney),4.960,4.780
3,1:40,3,2,NYG 5,6,0,Latavius Murray left guard for 3 yards (tackle by Leonard Williams and Micah McFadden),4.780,6.740
3,1:29,1,2,NYG 2,6,0,"Penalty on Dexter Lawrence: Personal Foul / Defense, 15 yards (offset) Penalty on Leonard Williams: Unnecessary Roughness / Defense, 15 yards (offset) Penalty on Kayvon Thibodeaux: Unnecessary Roughness / Defense, 15 yards (offset) Penalty on Dion Dawkins: Unnecessary Roughness / Offense, 15 yards (offset)",6.740,6.740
3,1:08,1,2,NYG 2,6,0,Latavius Murray left guard for 1 yard (tackle by Jason Pinnock),6.740,5.910
3,0:35,2,1,NYG 1,6,0,Latavius Murray right guard for -2 yards (tackle by Bobby Okereke),5.910,4.720
Quarter,Time,Down,ToGo,Location,NYG,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,3,NYG 3,6,6,"Josh Allen pass complete short left to Deonte Harty for 3 yards, touchdown",4.720,7.000
4,14:54,,,NYG 15,6,7,Tyler Bass kicks extra point good,0.000,0.000
4,14:54,,,BUF 35,6,7,"Tyler Bass kicks off 66 yards, returned by Parris Campbell for 21 yards (tackle by Kingsley Jonathan and Trent Sherfield). Penalty on Cam Brown: Offensive Holding, 10 yards (accepted)",0.000,-0.380
4,14:48,1,10,NYG 10,6,7,Saquon Barkley up the middle for 19 yards (tackle by Micah Hyde and Taron Johnson),-0.380,0.870
4,14:15,1,10,NYG 29,6,7,Saquon Barkley up the middle for 34 yards (tackle by Micah Hyde),0.870,3.120
4,13:42,1,10,BUF 37,6,7,Matt Breida up the middle for 1 yard (tackle by Terrel Bernard),3.120,2.710
4,13:06,2,9,BUF 36,6,7,Saquon Barkley right tackle for 5 yards (tackle by Terrel Bernard),2.710,2.680
4,12:24,3,4,BUF 31,6,7,"Tyrod Taylor scrambles up the middle for 6 yards (tackle by Micah Hyde). Penalty on Terrel Bernard: Defensive Holding, 5 yards (accepted)",2.680,4.240
4,12:01,1,10,BUF 20,6,7,Saquon Barkley right end for 7 yards (tackle by Christian Benford),4.240,4.830
4,11:24,2,3,BUF 13,6,7,Matt Breida right guard for 2 yards (tackle by Gregory Rousseau and Kaiir Elam),4.830,4.590
4,10:44,3,1,BUF 11,6,7,Tyrod Taylor pass incomplete short right,4.590,2.850
4,10:38,4,1,BUF 11,9,7,Graham Gano 29 yard field goal good,2.850,3.000
4,10:35,,,NYG 35,9,7,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
4,10:35,1,10,BUF 25,9,7,Josh Allen pass complete short right to Gabriel Davis for 3 yards (tackle by Cordale Flott),0.610,0.470
4,10:03,2,7,BUF 28,9,7,James Cook right guard for no gain (tackle by Xavier McKinney),0.470,-0.230
4,9:27,3,7,BUF 28,9,7,Josh Allen scrambles right end for 6 yards (tackle by Kayvon Thibodeaux),-0.230,-1.110
4,9:09,4,1,BUF 34,9,7,"Penalty on Adoree' Jackson: Defensive Holding, 5 yards (accepted)",-1.110,1.530
4,9:06,1,10,BUF 39,9,7,James Cook left tackle for 5 yards (tackle by Micah McFadden and Rakeem Nunez-Roches),1.530,1.660
4,8:23,2,5,BUF 44,9,7,Josh Allen pass complete short right to Stefon Diggs for 14 yards (tackle by Adoree' Jackson),1.660,2.790
4,7:42,1,10,NYG 42,9,7,James Cook up the middle for 5 yards (tackle by Darnay Holmes and Micah McFadden),2.790,2.920
4,7:07,2,5,NYG 37,9,7,Josh Allen pass complete short left to Stefon Diggs for 5 yards (tackle by Darnay Holmes),2.920,3.450
4,6:31,1,10,NYG 32,9,7,James Cook right guard for 4 yards (tackle by Leonard Williams),3.450,3.440
4,5:47,2,6,NYG 28,9,7,Josh Allen pass complete short right to Dawson Knox for 4 yards (tackle by Adoree' Jackson),3.440,3.270
4,5:14,3,2,NYG 24,9,7,Josh Allen pass complete short right to Stefon Diggs for 5 yards (tackle by Micah McFadden),3.270,4.310
4,4:38,1,10,NYG 19,9,7,James Cook right guard for 4 yards (tackle by Leonard Williams),4.310,4.350
4,3:55,2,6,NYG 15,9,13,"Josh Allen pass complete short right to Quintin Morris for 15 yards, touchdown",4.350,7.000
4,3:48,,,NYG 15,9,14,Tyler Bass kicks extra point good,0.000,0.000
4,3:48,,,BUF 35,9,14,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
4,3:48,1,10,NYG 25,9,14,Tyrod Taylor pass complete short right to Wan'Dale Robinson for 5 yards (tackle by Christian Benford),0.610,0.740
4,3:41,2,5,NYG 30,9,14,Saquon Barkley right guard for -1 yards (tackle by Terrel Bernard),0.740,-0.100
4,3:02,3,6,NYG 29,9,14,Tyrod Taylor pass complete short left to Darren Waller for 7 yards (tackle by Taron Johnson),-0.100,1.330
4,2:31,1,10,NYG 36,9,14,Tyrod Taylor pass complete short left to Darren Waller for 5 yards (tackle by Jordan Poyer),1.330,1.470
4,2:04,2,5,NYG 41,9,14,Saquon Barkley right tackle for -3 yards (tackle by Gregory Rousseau),1.470,0.370
4,1:59,3,8,NYG 38,9,14,Tyrod Taylor pass incomplete deep right intended for Jalin Hyatt,0.370,-0.850
4,1:52,,,,,,Timeout #1 by Buffalo Bills,,
4,1:52,4,8,NYG 38,9,14,Tyrod Taylor pass incomplete deep left intended for Darius Slayton (defended by Christian Benford),-0.850,-3.120
4,1:45,1,10,NYG 37,9,14,Latavius Murray left guard for 1 yard (tackle by A'Shawn Robinson),3.120,2.710
4,1:41,,,,,,Timeout #1 by New York Giants,,
4,1:41,2,9,NYG 36,9,14,Latavius Murray left guard for no gain (tackle by Leonard Williams),2.710,2.010
4,1:36,,,,,,Timeout #2 by New York Giants,,
4,1:36,3,9,NYG 36,9,14,Josh Allen pass incomplete deep right intended for Dawson Knox,2.010,0.880
4,1:29,4,9,NYG 36,9,14,Tyler Bass 53 yard field goal no good,0.880,-1.800
4,1:25,1,10,NYG 43,9,14,Tyrod Taylor pass complete short right to Saquon Barkley for 1 yard (tackle by Siran Neal),1.800,1.390
4,1:20,2,9,NYG 44,9,14,Tyrod Taylor pass complete short left to Wan'Dale Robinson for 7 yards (tackle by Taron Johnson),1.390,1.620
4,0:59,3,2,BUF 49,9,14,Tyrod Taylor pass complete short left to Saquon Barkley for 3 yards (tackle by Christian Benford),1.620,2.520
4,0:53,1,10,BUF 46,9,14,Tyrod Taylor pass complete short right to Darren Waller for 6 yards (tackle by Taron Johnson),2.520,2.790
4,0:49,2,4,BUF 40,9,14,Tyrod Taylor pass complete short right to Jalin Hyatt for 3 yards (tackle by Kaiir Elam),2.790,2.410
4,0:45,,,,,,Timeout #3 by New York Giants,,
4,0:45,3,2,BUF 37,9,14,Tyrod Taylor pass complete short middle to Darren Waller for 5 yards (tackle by Micah Hyde),2.410,3.450
4,0:34,1,10,BUF 32,9,14,Tyrod Taylor spiked the ball,3.450,2.900
4,0:32,2,10,BUF 32,9,14,Tyrod Taylor pass complete short left to Darius Slayton for 6 yards,2.900,3.010
4,0:28,3,4,BUF 26,9,14,Tyrod Taylor pass complete short right to Saquon Barkley for -1 yards (tackle by Christian Benford),3.010,1.720
4,0:22,4,5,BUF 27,9,14,Tyrod Taylor pass complete short middle to Jalin Hyatt for 12 yards (tackle by Terrel Bernard),1.720,4.580
4,0:10,1,10,BUF 15,9,14,Tyrod Taylor spiked the ball,4.580,3.950
4,0:09,,,,,,Timeout #2 by Buffalo Bills,,
4,0:09,2,10,BUF 15,9,14,Tyrod Taylor scrambles right tackle for 6 yards (tackle by Siran Neal),3.950,4.220
4,0:02,,,,,,Timeout #3 by Buffalo Bills,,
4,0:02,3,4,BUF 9,9,14,"Tyrod Taylor pass incomplete intended for Darren Waller. Penalty on Terrel Bernard: Defensive Pass Interference, 8 yards (accepted) (no play)",4.220,6.970
4,0:00,1,1,BUF 1,9,14,Tyrod Taylor pass incomplete short right intended for Darren Waller (defended by Taron Johnson),6.970,5.910
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
