Quarter,Time,Down,ToGo,Location,TEN,JAX,Detail,EPB,EPA
3,15:00,1,10,JAX 20,3,14,Fred Taylor up the middle for 3 yards (tackle by Chris Hope),0.280,0.140
3,14:15,2,7,JAX 23,3,14,"David Garrard pass incomplete short right intended for Jerry Porter. Penalty on Chris Carr: Defensive Pass Interference, 6 yards (no play)",0.140,0.870
3,14:11,1,10,JAX 29,3,14,Fred Taylor up the middle for 1 yard (tackle by Stephen Tulloch),0.870,0.460
3,13:31,2,9,JAX 30,3,14,David Garrard sacked by Jevon Kearse for -2 yards,0.460,-0.490
3,12:55,3,11,JAX 28,3,14,David Garrard pass incomplete short left intended for Marcedes Lewis,-0.490,-1.500
3,12:47,4,11,JAX 28,3,14,"Adam Podlesh punts 38 yards, returned by Chris Carr for 11 yards (tackle by Justin Durant)",-1.500,-1.930
3,12:37,1,10,TEN 45,3,14,Kerry Collins pass complete short left to Justin Gage for 6 yards (tackle by Brian Williams),1.930,2.190
3,12:05,2,4,JAX 49,3,14,Kerry Collins pass complete short right to Brandon Jones for 10 yards (tackle by Rashean Mathis),2.190,2.980
3,11:42,1,10,JAX 39,3,14,Chris Johnson right end for 11 yards (tackle by Clint Ingram),2.980,3.710
3,11:03,1,10,JAX 28,3,14,Kerry Collins pass complete short left to Alge Crumpler for 8 yards (tackle by Justin Durant),3.710,4.250
3,10:27,2,2,JAX 20,3,14,Chris Johnson up the middle for 5 yards (tackle by Derrick Harvey),4.250,4.580
3,9:53,1,10,JAX 15,3,14,Chris Johnson up the middle for 2 yards (tackle by Rob Meier),4.580,4.280
3,9:17,2,8,JAX 13,9,14,"Kerry Collins pass complete short middle to Brandon Jones for 13 yards, touchdown. Penalty on Brandon Jones: Unsportsmanlike Conduct, 15 yards",4.280,7.000
3,,,,JAX 2,10,14,Rob Bironas kicks extra point good,0.000,0.000
3,,,,TEN 15,10,14,"Rob Bironas kicks off 70 yards, returned by Brian Witherspoon for 13 yards (tackle by Chris Carr)",0.000,0.810
3,9:05,1,10,JAX 28,10,14,David Garrard pass incomplete short left intended for Greg Estandia (defended by Keith Bulluck),0.810,0.260
3,9:00,2,10,JAX 28,10,14,Maurice Jones-Drew up the middle for 3 yards (tackle by Albert Haynesworth),0.260,-0.030
3,8:22,3,7,JAX 31,10,14,David Garrard pass incomplete short right intended for Jerry Porter,-0.030,-1.310
3,8:15,4,7,JAX 31,10,14,"Adam Podlesh punts 37 yards, fair catch by Chris Carr. Penalty on Montell Owens: Ineligible Downfield Kick, 5 yards",-1.310,-1.400
3,8:09,1,10,TEN 37,10,14,Chris Johnson up the middle for 7 yards (tackle by Daryl Smith),1.400,1.800
3,7:31,2,3,TEN 44,10,14,Kerry Collins pass incomplete short left intended for Justin Gage,1.800,1.090
3,7:25,3,3,TEN 44,16,14,"Kerry Collins pass complete deep left to Justin Gage for 56 yards, touchdown",1.090,7.000
3,,,,JAX 2,17,14,Rob Bironas kicks extra point good,0.000,0.000
3,,,,TEN 30,17,14,"Rob Bironas kicks off 67 yards, muffed catch by Brian Witherspoon, ball out of bounds at JAX-3",0.000,-0.380
3,7:14,1,10,JAX 3,17,14,Maurice Jones-Drew up the middle for 7 yards (tackle by Stephen Tulloch),-0.380,-0.270
3,6:36,2,3,JAX 10,17,14,Maurice Jones-Drew left end for 2 yards (tackle by Keith Bulluck),-0.270,-0.370
3,5:53,3,1,JAX 12,17,14,Maurice Jones-Drew right end for 15 yards (tackle by Stephen Tulloch),-0.370,0.740
3,5:06,1,10,JAX 27,17,14,David Garrard pass complete short middle to Mike Sims-Walker for 9 yards (tackle by Chris Carr),0.740,1.410
3,4:31,2,1,JAX 36,17,14,Fred Taylor up the middle for -2 yards (tackle by Albert Haynesworth),1.410,0.430
3,3:49,3,3,JAX 34,17,14,David Garrard pass incomplete deep right intended for Mike Sims-Walker (defended by Chris Carr),0.430,-1.110
3,3:44,4,3,JAX 34,17,14,"Adam Podlesh punts 41 yards, fair catch by Chris Carr",-1.110,-0.610
3,3:35,1,10,TEN 25,17,14,LenDale White right end for 4 yards (tackle by Rashean Mathis),0.610,0.600
3,3:09,2,6,TEN 29,17,14,Kerry Collins pass complete short left to Bo Scaife for 8 yards (tackle by Gerald Sensabaugh),0.600,1.400
3,2:34,1,10,TEN 37,17,14,LenDale White right end for 6 yards (tackle by Mike Peterson),1.400,1.670
3,1:55,2,4,TEN 43,17,14,LenDale White right end for 1 yard (tackle by Rob Meier),1.670,1.090
3,1:12,3,3,TEN 44,17,14,Kerry Collins pass complete short middle to Chris Johnson for -3 yards (tackle by Justin Durant),1.090,-0.650
3,0:31,4,6,TEN 41,17,14,"Craig Hentrich punts 40 yards, fair catch by Brian Witherspoon",-0.650,-0.150
3,0:24,1,10,JAX 19,17,14,Fred Taylor up the middle for 6 yards (tackle by Kevin Vickerson),0.150,0.480
Quarter,Time,Down,ToGo,Location,TEN,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,JAX 25,17,14,Fred Taylor up the middle for 1 yard (tackle by Stephen Tulloch),0.480,-0.160
4,14:20,3,3,JAX 26,17,14,David Garrard pass incomplete short right intended for Jerry Porter (defended by Kevin Vickerson),-0.160,-1.630
4,14:15,4,3,JAX 26,17,14,"Adam Podlesh punts 38 yards, fair catch by Chris Carr. Penalty on Montell Owens: Ineligible Downfield Kick, 5 yards",-1.630,-1.660
4,14:07,1,10,TEN 41,17,14,Kerry Collins pass incomplete short middle intended for LenDale White,1.660,1.120
4,14:02,2,10,TEN 41,17,14,LenDale White up the middle for 6 yards (tackle by Mike Peterson),1.120,1.220
4,13:21,3,4,TEN 47,17,14,Kerry Collins sacked by Derek Landri for 0 yards,1.220,-0.260
4,12:45,4,4,TEN 47,17,14,"Craig Hentrich punts 53 yards, touchback",-0.260,-0.280
4,12:37,1,10,JAX 20,17,14,Maurice Jones-Drew left end for 8 yards (tackle by Cortland Finnegan),0.280,0.810
4,12:12,2,2,JAX 28,17,14,Maurice Jones-Drew left end for 1 yard (tackle by Dave Ball),0.810,0.230
4,11:32,3,1,JAX 29,17,14,Maurice Jones-Drew up the middle for no gain (tackle by Cortland Finnegan),0.230,-1.440
4,10:54,4,1,JAX 29,17,14,"Adam Podlesh punts 48 yards, fair catch by Chris Carr",-1.440,-0.480
4,10:46,1,10,TEN 23,17,14,Chris Johnson up the middle for -3 yards (tackle by Derek Landri),0.480,-0.470
4,10:12,2,13,TEN 20,17,14,Kerry Collins pass incomplete short right intended for Brandon Jones (defended by Tony McDaniel),-0.470,-1.150
4,10:06,3,13,TEN 20,17,14,Chris Johnson up the middle for 8 yards (tackle by Justin Durant),-1.150,-1.500
4,9:27,4,5,TEN 28,17,14,"Craig Hentrich punts 48 yards, fair catch by Brian Witherspoon",-1.500,-0.540
4,9:19,1,10,JAX 24,17,14,Maurice Jones-Drew up the middle for 4 yards (tackle by Chris Hope),0.540,0.540
4,8:41,2,6,JAX 28,17,14,David Garrard pass incomplete short right intended for Dennis Northcutt (defended by Chris Carr),0.540,-0.160
4,8:35,3,6,JAX 28,17,14,David Garrard pass incomplete deep left intended for Dennis Northcutt (defended by Chris Hope),-0.160,-1.500
4,8:28,4,6,JAX 28,17,14,"Adam Podlesh punts 39 yards, fair catch by Chris Carr",-1.500,-1.140
4,8:20,1,10,TEN 33,17,14,"Chris Johnson up the middle for no gain (tackle by Derrick Harvey). Penalty on Eugene Amano: Offensive Holding, 10 yards (no play)",1.140,0.480
4,8:10,1,20,TEN 23,17,14,Chris Johnson up the middle for -1 yards (tackle by Clint Ingram),0.480,-0.890
4,7:35,2,21,TEN 22,17,14,Kerry Collins pass incomplete short left intended for Chris Johnson,-0.890,-1.550
4,7:31,3,21,TEN 22,17,14,Kerry Collins pass complete short left to Chris Johnson for 8 yards (tackle by Rob Meier),-1.550,-1.370
4,6:56,4,13,TEN 30,17,14,"Craig Hentrich punts 41 yards, returned by Brian Witherspoon for 16 yards (tackle by Donnie Nickey). Penalty on Drayton Florence: Offensive Holding, 10 yards",-1.370,-0.150
4,6:45,1,10,JAX 19,17,14,"Penalty on Marcedes Lewis: False Start, 5 yards (no play)",0.150,-0.390
4,6:45,1,15,JAX 14,17,14,David Garrard pass complete short middle to Richard Angulo for 14 yards (tackle by Stephen Tulloch),-0.390,0.880
4,5:59,2,1,JAX 28,17,14,David Garrard pass incomplete deep right intended for Dennis Northcutt is intercepted by Chris Carr at TEN-49,0.880,-2.190
4,5:49,1,10,TEN 49,17,14,LenDale White up the middle for 6 yards (tackle by Mike Peterson),2.190,2.460
4,5:15,2,4,JAX 45,17,14,LenDale White up the middle for 5 yards (tackle by Mike Peterson),2.460,2.920
4,4:38,1,10,JAX 40,17,14,LenDale White up the middle for 2 yards (tackle by Brian Williams),2.920,2.640
4,4:05,2,8,JAX 38,23,14,"Kerry Collins pass complete deep left to Justin Gage for 38 yards, touchdown",2.640,7.000
4,,,,JAX 2,24,14,Rob Bironas kicks extra point good,0.000,0.000
4,,,,TEN 30,24,14,"Rob Bironas kicks off 65 yards, returned by Brian Witherspoon for 38 yards (tackle by Rob Bironas)",0.000,1.800
4,3:48,1,10,JAX 43,24,14,David Garrard pass complete short middle to Maurice Jones-Drew for 9 yards (tackle by David Thornton),1.800,2.470
4,3:23,2,1,TEN 48,24,14,David Garrard pass complete short right to Mike Sims-Walker for 6 yards,2.470,2.790
4,3:20,1,10,TEN 42,24,14,David Garrard sacked by Dave Ball for -7 yards,2.790,1.300
4,3:05,2,17,TEN 49,24,14,David Garrard pass complete short middle to Maurice Jones-Drew for 7 yards (tackle by David Thornton),1.300,1.550
4,2:41,3,10,TEN 42,24,14,David Garrard sacked by Jacob Ford for -1 yards,1.550,0.400
4,2:33,,,,24,14,Timeout #1 by Jacksonville Jaguars,0.000,0.400
4,2:33,4,11,TEN 43,24,14,David Garrard pass incomplete deep right intended for Mike Sims-Walker. Penalty on Khalif Barnes: Offensive Holding (Declined),0.400,-1.800
4,2:20,1,10,TEN 43,24,14,LenDale White up the middle for 6 yards (tackle by Paul Spicer),1.800,2.060
4,2:00,2,4,TEN 49,24,14,LenDale White up the middle for -1 yards (tackle by Rob Meier),2.060,1.220
4,1:55,,,,24,14,Timeout #2 by Jacksonville Jaguars,0.000,1.220
4,1:55,3,5,TEN 48,24,14,"LenDale White left end for 5 yards (tackle by Daryl Smith). Penalty on Derrick Harvey: Defensive Offside, 5 yards (no play)",1.220,2.460
4,1:50,1,10,JAX 47,24,14,LenDale White up the middle for 5 yards (tackle by Mike Peterson),2.460,2.590
4,1:06,2,5,JAX 42,24,14,LenDale White left end for 4 yards (tackle by Daryl Smith),2.590,2.410
4,0:29,3,1,JAX 38,24,14,Kerry Collins kneels for -1 yards,2.410,0.660
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
