Quarter,Time,Tm,Detail,MIN,GNB
1.0,8:28,Vikings,Kai Forbath 49 yard field goal,3,0
,0:56,Vikings,Stefon Diggs 4 yard pass from Case Keenum (Kai Forbath kick),10,0
3.0,1:20,Vikings,Kai Forbath 20 yard field goal,13,0
4.0,2:56,Vikings,Kai Forbath 27 yard field goal,16,0
