Quarter,Time,Down,ToGo,Location,DEN,IND,Detail,EPB,EPA
2,14:20,1,10,DEN 31,0,14,Jake Plummer pass incomplete intended for Rod Smith,1.000,0.460
2,14:14,2,10,DEN 31,0,14,Reuben Droughns left tackle for 4 yards (tackle by Rob Morris),0.460,0.300
2,13:32,3,6,DEN 35,0,14,Jake Plummer pass incomplete intended for Jeb Putzier is intercepted by Mike Doss at IND-41. Penalty on Matt Lepsis: Offensive Holding (Declined),0.300,-1.660
2,13:26,1,10,IND 41,0,14,Edgerrin James up the middle for 1 yard (tackle by Marco Coleman and Donnie Spragan),1.660,1.260
2,12:47,2,9,IND 42,0,14,Peyton Manning pass complete to Reggie Wayne for 49 yards (tackle by Roc Alexander). Penalty on Roc Alexander: Defensive Pass Interference (Declined),1.260,5.140
2,12:21,1,9,DEN 9,0,14,Peyton Manning pass complete to Edgerrin James for 6 yards (tackle by D.J. Williams),5.140,5.530
2,11:39,2,3,DEN 3,0,14,Peyton Manning pass incomplete intended for Brandon Stokley,5.530,4.720
2,11:36,3,3,DEN 3,0,14,Peyton Manning pass incomplete intended for Marcus Pollard is intercepted by Kelly Herndon,4.720,-0.280
2,11:27,1,10,DEN 20,0,14,Tatum Bell left end for 6 yards (tackle by Josh Williams),0.280,0.540
2,10:50,2,4,DEN 26,0,14,Tatum Bell right tackle for -1 yards (tackle by Dwight Freeney),0.540,-0.300
2,10:07,3,5,DEN 25,0,14,Jake Plummer pass incomplete intended for Ashley Lelie (defended by Gary Brackett),-0.300,-1.700
,,,,,,,"IND challenged the ruling, and the original play was overturned.",,
2,10:01,,,,0,14,Timeout #1 by Denver Broncos,0.000,-1.700
2,10:01,4,5,DEN 25,0,14,"Jason Baker punts 36 yards, returned by Troy Walters for 9 yards (tackle by Mike Leach)",-1.700,-2.130
2,9:53,1,10,IND 48,0,14,Peyton Manning pass complete to Dallas Clark for 8 yards (tackle by Anton Palepoi),2.130,2.660
2,9:25,2,2,DEN 44,0,14,Edgerrin James right end for 4 yards (tackle by D.J. Williams and Monsanto Pope),2.660,2.920
2,8:51,1,10,DEN 40,0,14,Peyton Manning pass complete to Brandon Stokley for 21 yards (tackle by D.J. Williams),2.920,4.310
2,8:16,1,10,DEN 19,0,20,"Peyton Manning pass complete to Dallas Clark for 19 yards, touchdown",4.310,7.000
2,,,,DEN 2,0,21,Mike Vanderjagt kicks extra point good,0.000,0.000
2,,,,IND 30,0,21,"Martin Gramatica kicks off 60 yards, returned by Cecil Sapp for 25 yards (tackle by Gerome Sapp)",0.000,-1.270
2,8:05,1,10,DEN 35,0,21,Jake Plummer pass complete to Patrick Hape for 6 yards (tackle by Nick Harper),1.270,1.530
2,7:26,2,4,DEN 41,0,21,Jake Plummer pass complete to Rod Smith for 11 yards (tackle by David Thornton),1.530,2.390
2,6:50,1,10,IND 48,0,21,Jake Plummer pass complete to Rod Smith for 30 yards (tackle by Idrees Bashir),2.390,4.370
2,6:11,,,,0,21,Timeout #2 by Indianapolis Colts,0.000,4.370
2,6:11,1,10,IND 18,0,21,Reuben Droughns right tackle for 4 yards (tackle by Montae Reagor and Rob Morris),4.370,4.430
2,5:34,2,6,IND 14,0,21,Jake Plummer pass incomplete intended for Jeb Putzier (defended by Nick Harper),4.430,3.630
2,5:29,3,6,IND 14,0,21,Jake Plummer pass incomplete intended for Ashley Lelie. Penalty on Matt Lepsis: Offensive Holding (Declined),3.630,2.530
2,5:23,4,6,IND 14,3,21,Jason Elam 33 yard field goal good,2.530,3.000
2,,,,DEN 30,3,21,"Jason Elam kicks onside 15 yards, recovered by Nick Rogers. Penalty on Nick Ferguson: Offside on Free Kick, 5 yards",0.000,2.920
2,5:19,1,10,DEN 40,3,21,Peyton Manning pass complete to Marvin Harrison for 5 yards (tackle by Champ Bailey),2.920,3.050
2,4:37,2,5,DEN 35,3,27,"Peyton Manning pass complete to Reggie Wayne for 35 yards, touchdown",3.050,7.000
2,,,,DEN 2,3,28,Mike Vanderjagt kicks extra point good,0.000,0.000
2,,,,IND 30,3,28,"Martin Gramatica kicks off 56 yards, returned by Reuben Droughns for 26 yards (tackle by Gerome Sapp)",0.000,-1.600
2,4:22,1,10,DEN 40,3,28,Jake Plummer pass incomplete intended for Darius Watts,1.600,1.050
2,4:18,2,10,DEN 40,3,28,Jake Plummer sacked by Raheem Brock for -9 yards,1.050,-0.820
2,3:55,,,,3,28,Timeout #2 by Denver Broncos,0.000,-0.820
2,3:55,3,19,DEN 31,3,28,Jake Plummer pass complete to Tatum Bell for 5 yards (tackle by Jason David),-0.820,-0.980
2,3:21,4,14,DEN 36,3,28,"Jason Baker punts 39 yards, fair catch by Troy Walters",-0.980,-0.610
2,3:13,1,10,IND 25,3,28,Edgerrin James right end for 7 yards (tackle by D.J. Williams and Al Wilson),0.610,1.010
2,2:50,2,3,IND 32,3,28,"Penalty on Jake Scott: False Start, 6 yards (no play)",1.010,0.200
2,2:32,2,9,IND 26,3,28,Peyton Manning pass incomplete intended for Reggie Wayne,0.200,-0.490
2,2:26,3,9,IND 26,3,28,Peyton Manning pass complete to Marvin Harrison for 18 yards (tackle by Champ Bailey),-0.490,1.860
2,2:00,1,10,IND 44,3,28,Peyton Manning pass complete to Marvin Harrison for 24 yards (tackle by Champ Bailey),1.860,3.450
2,1:31,1,10,DEN 32,3,28,"Peyton Manning pass incomplete intended for Dominic Rhodes. Penalty on Roc Alexander: Defensive Holding, 5 yards (no play)",3.450,3.780
2,1:27,1,10,DEN 27,3,28,Dominic Rhodes left tackle for 6 yards (tackle by Kenoy Kennedy and John Lynch),3.780,4.040
2,0:58,2,4,DEN 21,3,28,Peyton Manning pass complete to Reggie Wayne for 20 yards (tackle by Roc Alexander),4.040,6.970
2,0:32,1,1,DEN 1,3,28,Dominic Rhodes up the middle for no gain (tackle by Reggie Hayward and Al Wilson),6.970,5.910
2,0:08,2,1,DEN 1,3,34,"Peyton Manning up the middle for 1 yard, touchdown",5.910,7.000
2,,,,DEN 2,3,35,Mike Vanderjagt kicks extra point good,0.000,0.000
2,,,,IND 30,3,35,"Martin Gramatica kicks off 50 yards, returned by Reuben Droughns for 10 yards (tackle by Robert Mathis)",0.000,0.940
Quarter,Time,Down,ToGo,Location,DEN,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 30,3,35,"Martin Gramatica kicks off 64 yards, returned by Cecil Sapp for 23 yards (tackle by Bob Sanders)",0.000,-0.870
3,14:55,1,10,DEN 29,3,35,Jake Plummer pass complete to Rod Smith for 14 yards (tackle by Bob Sanders),0.870,1.800
3,14:22,1,10,DEN 43,3,35,Reuben Droughns up the middle for 6 yards (tackle by David Thornton and Bob Sanders),1.800,2.060
3,13:43,2,4,DEN 49,3,35,Jake Plummer pass complete to Rod Smith for 14 yards (tackle by Rob Morris),2.060,3.120
3,13:09,1,10,IND 37,3,35,Jake Plummer pass complete to Reuben Droughns for 9 yards (tackle by Rob Morris),3.120,3.790
3,12:31,2,1,IND 28,3,35,Tatum Bell right end for no gain (tackle by Robert Mathis),3.790,3.070
3,11:51,3,1,IND 28,3,35,Jake Plummer up the middle for no gain (tackle by Cato June),3.070,1.720
3,11:10,4,1,IND 28,3,35,Tatum Bell left end for 15 yards (tackle by Cato June),1.720,4.710
3,10:30,1,10,IND 13,3,35,Tatum Bell right end for 6 yards (tackle by Bob Sanders),4.710,5.150
3,9:47,2,4,IND 7,3,35,Tatum Bell right end for -2 yards (tackle by Nick Harper and Raheem Brock),5.150,3.880
3,9:06,3,6,IND 9,9,35,"Jake Plummer pass complete to Rod Smith for 9 yards, touchdown",3.880,7.000
3,,,,IND 2,10,35,Jason Elam kicks extra point good,0.000,0.000
3,,,,DEN 30,10,35,"Jason Baker kicks off 67 yards, returned by Dominic Rhodes for 36 yards (tackle by Kenoy Kennedy)",0.000,1.530
3,8:53,1,10,IND 39,10,35,Peyton Manning pass complete to Edgerrin James for 5 yards (tackle by D.J. Williams),1.530,1.660
3,8:23,2,5,IND 44,10,35,Peyton Manning pass complete to Marvin Harrison for 4 yards (tackle by Champ Bailey),1.660,1.490
3,7:41,3,1,IND 48,10,35,Edgerrin James right end for no gain (tackle by Donnie Spragan and Mario Fatafehi),1.490,-0.190
3,6:57,4,1,IND 48,10,35,"Hunter Smith punts 37 yards, fair catch by Triandos Luke",-0.190,0.220
3,6:49,1,10,DEN 15,10,35,Jake Plummer pass complete to Ashley Lelie for 6 yards (tackle by Cato June),-0.220,0.210
3,6:10,2,4,DEN 21,10,35,Reuben Droughns left end for 4 yards (tackle by Larry Tripplett and David Thornton),0.210,0.610
3,5:26,1,10,DEN 25,10,35,Jake Plummer pass complete to Patrick Hape for 2 yards (tackle by David Thornton),0.610,0.330
3,4:43,2,8,DEN 27,10,35,Jake Plummer pass complete to Reuben Droughns for 7 yards (tackle by Nick Harper),0.330,0.560
3,4:01,,,,10,35,Timeout #1 by Denver Broncos,0.000,0.560
3,4:01,3,1,DEN 34,10,35,Jake Plummer pass complete to Dwayne Carswell for 15 yards (tackle by Idrees Bashir),0.560,2.190
3,3:20,1,10,DEN 49,10,35,Jake Plummer pass complete to Reuben Droughns for 5 yards (tackle by Brad Scioli),2.190,2.320
3,2:38,2,5,IND 46,10,35,Jake Plummer pass complete to Darius Watts for 8 yards (tackle by Bob Sanders),2.320,3.050
3,1:54,1,10,IND 38,10,35,Tatum Bell right tackle for 3 yards (tackle by Idrees Bashir),3.050,2.910
3,1:17,2,7,IND 35,16,35,"Jake Plummer pass complete to Jeb Putzier for 35 yards, touchdown",2.910,7.000
3,,,,IND 2,17,35,Jason Elam kicks extra point good,0.000,0.000
3,,,,DEN 30,17,35,"Jason Baker kicks off 70 yards, touchback",0.000,0.280
3,1:10,1,10,IND 20,17,35,Peyton Manning pass complete to Reggie Wayne for 11 yards (tackle by Roc Alexander),0.280,1.000
3,0:30,1,10,IND 31,17,35,Edgerrin James left end for 10 yards (tackle by Roc Alexander),1.000,1.660
Quarter,Time,Down,ToGo,Location,DEN,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,IND 41,17,35,Edgerrin James left end for 3 yards (tackle by Anton Palepoi),1.660,1.530
4,14:25,2,7,IND 44,17,35,Peyton Manning pass complete to Brandon Stokley for 12 yards (tackle by Kelly Herndon),1.530,2.650
4,13:40,1,10,DEN 44,17,35,Edgerrin James right end for 1 yard (tackle by Champ Bailey),2.650,2.250
4,12:59,2,9,DEN 43,17,41,"Peyton Manning pass complete to Reggie Wayne for 43 yards, touchdown",2.250,7.000
4,,,,DEN 2,17,42,Mike Vanderjagt kicks extra point good,0.000,0.000
4,,,,IND 30,17,42,"Martin Gramatica kicks off 68 yards, returned by Triandos Luke for 41 yards (tackle by Nick Rogers)",,
4,12:42,1,10,DEN 43,17,42,Jake Plummer pass incomplete intended for Tatum Bell,1.800,1.250
4,12:38,2,10,DEN 43,17,42,Tatum Bell up the middle for 12 yards (tackle by Idrees Bashir),1.250,2.590
4,11:54,1,10,IND 45,17,42,Jake Plummer pass complete to Tatum Bell for 3 yards (tackle by Rob Morris),2.590,2.450
4,11:10,2,7,IND 42,17,42,Jake Plummer pass incomplete intended for Rod Smith (defended by Raheem Brock),2.450,1.750
4,11:07,3,7,IND 42,17,42,"Penalty on Dwight Freeney: Encroachment, 5 yards (no play)",1.750,2.410
4,11:07,3,2,IND 37,17,42,Jake Plummer pass complete to Jeb Putzier for 14 yards (tackle by Nick Harper),2.410,4.040
4,10:34,1,10,IND 23,17,42,Tatum Bell right tackle for no gain (tackle by Raheem Brock and Dwight Freeney),4.040,3.500
4,9:57,2,10,IND 23,17,42,Jake Plummer pass complete to Rod Smith for 8 yards (tackle by Von Hutchins),3.500,4.050
4,9:17,3,2,IND 15,17,42,Reuben Droughns up the middle for 1 yard (tackle by Robert Mathis),4.050,2.660
,,,,,,,"DEN challenged the ruling, and the original play was overturned.",,
4,8:46,4,1,IND 14,17,42,"Penalty on George Foster: False Start, 5 yards (no play)",2.660,2.210
4,8:29,4,6,IND 19,17,42,Jake Plummer pass complete to Jeb Putzier for 18 yards (tackle by Gary Brackett),2.210,6.970
4,7:48,1,1,IND 1,23,42,"Tatum Bell up the middle for 1 yard, touchdown",6.970,7.000
4,,,,IND 2,24,42,Jason Elam kicks extra point good,0.000,0.000
4,,,,DEN 30,24,42,"Jason Elam kicks onside 15 yards, recovered by Marvin Harrison",0.000,2.590
4,7:44,1,10,DEN 45,24,42,Edgerrin James left end for 4 yards (tackle by Al Wilson),2.590,2.580
4,6:58,2,6,DEN 41,24,42,Edgerrin James up the middle for 2 yards (tackle by Marco Coleman),2.580,2.150
4,6:15,3,4,DEN 39,24,42,Peyton Manning pass complete to Dallas Clark for 22 yards (tackle by Donnie Spragan),2.150,4.440
4,5:27,1,10,DEN 17,24,42,Edgerrin James right end for 8 yards (tackle by John Lynch and Kenoy Kennedy),4.440,5.290
4,4:41,2,2,DEN 9,24,42,Dominic Rhodes up the middle for 1 yard (tackle by Monsanto Pope),5.290,4.800
4,3:58,3,1,DEN 8,24,42,Edgerrin James right end for 1 yard (tackle by Raylee Johnson and Marco Coleman),4.800,5.600
4,2:58,1,7,DEN 7,24,42,Edgerrin James up the middle for 2 yards (tackle by Mario Fatafehi and D.J. Williams),5.600,5.150
4,2:15,2,5,DEN 5,24,42,Dominic Rhodes right tackle for 3 yards (tackle by Al Wilson and Champ Bailey),5.150,4.950
4,2:08,,,,24,42,Timeout #2 by Denver Broncos,0.000,4.950
4,2:08,3,2,DEN 2,24,48,"Dominic Rhodes right end for 2 yards, touchdown",4.950,7.000
4,,,,DEN 2,24,49,Mike Vanderjagt kicks extra point good,0.000,0.000
4,,,,IND 30,24,49,"Martin Gramatica kicks off 56 yards, returned by Charlie Adams for 25 yards (tackle by David Thornton)",0.000,-1.530
4,1:56,1,10,DEN 39,24,49,Jake Plummer pass complete to Tatum Bell for 14 yards (tackle by Nick Rogers),1.530,2.460
4,1:33,1,10,IND 47,24,49,Jake Plummer pass complete to Rod Smith for 13 yards (tackle by Gary Brackett),2.460,3.310
4,1:21,,,,24,49,Timeout #3 by Denver Broncos,0.000,3.310
4,1:21,1,10,IND 34,24,49,Jake Plummer sacked by Brad Scioli for -7 yards,3.310,1.830
4,0:56,2,17,IND 41,24,49,"Jake Plummer pass incomplete intended for Jeb Putzier (defended by Cato June). Penalty on Brad Scioli: Defensive Offside, 5 yards (no play)",1.830,2.500
4,0:52,2,12,IND 36,24,49,Jake Plummer pass complete to Tatum Bell for 10 yards (tackle by Cory Bird),2.500,3.140
4,0:17,3,2,IND 26,24,49,Jake Plummer sacked by Larry Tripplett for -8 yards,3.140,1.060
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
