Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Ezekiel Elliott,DAL,10,26,0,2,17,1.7,9,0.9,0,
Tony Pollard,DAL,6,22,0,,16,2.7,6,1.0,0,
Dak Prescott,DAL,4,22,0,2,22,5.5,0,0.0,0,
CeeDee Lamb,DAL,2,6,0,1,6,3.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Elijah Mitchell,SFO,14,51,0,3,42,3.0,9,0.6,1,14.0
Christian McCaffrey,SFO,10,35,1,4,22,2.2,13,1.3,0,
Deebo Samuel,SFO,4,11,0,0,7,1.8,4,1.0,0,
Brock Purdy,SFO,3,8,0,0,8,2.7,0,0.0,0,
Kyle Juszczyk,SFO,1,8,0,,6,6.0,2,2.0,0,
