Quarter,Time,Down,ToGo,Location,LAR,NOR,Detail,EPB,EPA
1,4:41,1,10,LAR 48,7,7,"Penalty on Ndamukong Suh: Neutral Zone Infraction, 5 yards (no play)",2.390,3.120
1,4:32,1,5,LAR 43,7,7,Alvin Kamara right tackle for 8 yards (tackle by Mark Barron),3.120,3.250
1,3:51,1,10,LAR 35,7,7,Drew Brees pass incomplete deep right intended for Ben Watson (defended by Aaron Donald),3.250,2.700
1,3:45,2,10,LAR 35,7,7,Drew Brees pass complete short right to Ben Watson for 17 yards (tackle by Mark Barron),2.700,4.370
1,3:01,1,10,LAR 18,7,7,Alvin Kamara right guard for -4 yards (tackle by Aaron Donald),4.370,3.290
1,2:27,2,14,LAR 22,7,7,Drew Brees pass complete short middle to Josh Hill for 6 yards (tackle by John Johnson and Cory Littleton),3.290,3.300
1,1:46,3,8,LAR 16,7,13,"Drew Brees pass complete short right to Alvin Kamara for 16 yards, touchdown",3.300,7.000
1,1:40,,,LAR 15,7,14,Wil Lutz kicks extra point good,0.000,0.000
1,1:40,,,NOR 35,7,14,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
1,1:40,1,10,LAR 25,7,14,Robert Woods left end for 2 yards (tackle by Tyeler Davison and Eli Apple),0.610,0.330
1,1:00,2,8,LAR 27,7,14,Jared Goff pass complete short middle to Robert Woods for 12 yards (tackle by Eli Apple),0.330,1.530
1,0:38,1,10,LAR 39,7,14,Jared Goff pass complete deep left to Brandin Cooks for 48 yards (tackle by Vonn Bell),1.530,4.710
1,0:08,1,10,NOR 13,7,14,Todd Gurley left tackle for 4 yards (tackle by Vonn Bell),4.710,4.770
Quarter,Time,Down,ToGo,Location,LAR,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,6,NOR 9,7,14,"Jared Goff pass incomplete short left intended for Todd Gurley. Penalty on Eli Apple: Defensive Holding, 5 yards (no play)",4.770,6.280
2,14:56,1,4,NOR 4,7,14,Todd Gurley left guard for no gain (tackle by A.J. Klein),6.280,5.340
2,14:17,2,4,NOR 4,13,14,"Jared Goff pass complete short right to Brandin Cooks for 4 yards, touchdown",5.340,7.000
2,14:12,,,NOR 15,14,14,Greg Zuerlein kicks extra point good,0.000,0.000
2,14:12,,,LAR 35,14,14,"Greg Zuerlein kicks off 64 yards, returned by Taysom Hill for no gain (tackle by Bryce Hager)",0.000,0.610
2,14:08,1,10,NOR 25,14,14,"Mark Ingram right guard for no gain (tackle by Samson Ebukam). Mark Ingram fumbles (forced by Samson Ebukam), recovered by Aaron Donald at NO-22 (tackle by Ryan Ramczyk)",0.610,-4.110
2,14:02,1,10,NOR 22,14,14,Jared Goff pass incomplete short left intended for Tyler Higbee,4.110,3.560
2,13:58,2,10,NOR 22,14,14,Jared Goff pass incomplete short middle intended for Gerald Everett,3.560,2.870
2,13:54,3,10,NOR 22,14,14,Jared Goff pass complete short left to Brandin Cooks for 6 yards (tackle by David Onyemata),2.870,2.450
2,13:14,4,4,NOR 16,14,14,Johnny Hekker right end for no gain (tackle by Craig Robertson),2.450,0.320
2,13:06,1,10,NOR 13,14,14,Alvin Kamara left end for 4 yards (tackle by Mark Barron),-0.320,-0.300
2,12:29,2,6,NOR 17,14,14,Drew Brees pass complete short left to Michael Thomas for 9 yards (tackle by Mark Barron),-0.300,0.670
2,11:53,1,10,NOR 26,14,14,Drew Brees pass complete short left to Michael Thomas for 13 yards (tackle by John Johnson),0.670,1.530
2,11:05,1,10,NOR 39,14,14,Drew Brees right guard for 7 yards (tackle by John Johnson),1.530,1.930
2,10:19,2,3,NOR 46,14,14,Drew Brees pass complete short right to Alvin Kamara for 6 yards (tackle by Cory Littleton),1.930,2.390
2,9:48,1,10,LAR 48,14,14,Drew Brees pass complete deep right to Ben Watson for 32 yards (tackle by Cory Littleton),2.390,4.510
2,9:00,1,10,LAR 16,14,14,Mark Ingram left guard for 12 yards (tackle by John Johnson and Lamarcus Joyner),4.510,6.280
2,8:20,1,4,LAR 4,14,14,Mark Ingram left tackle for no gain (tackle by Mark Barron),6.280,5.340
2,7:41,2,4,LAR 4,14,14,Drew Brees pass incomplete short left intended for Michael Thomas (defended by Marcus Peters),5.340,4.490
2,7:39,3,4,LAR 4,14,20,"Drew Brees pass complete short middle to Tre'Quan Smith for 4 yards, touchdown",4.490,7.000
2,7:35,,,LAR 15,14,21,Wil Lutz kicks extra point good,0.000,0.000
2,7:35,,,NOR 35,14,21,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
2,7:35,1,10,LAR 25,14,21,Todd Gurley left guard for 3 yards (tackle by Alex Anzalone),0.610,0.470
2,6:57,2,7,LAR 28,14,21,Jared Goff pass complete short middle to Robert Woods for 13 yards (tackle by Alex Anzalone and Demario Davis),0.470,1.660
2,6:08,1,10,LAR 41,14,21,Jared Goff pass complete deep right to Cooper Kupp for 26 yards (tackle by Eli Apple),1.660,3.380
2,5:26,1,10,NOR 33,14,21,Jared Goff right end for 2 yards (tackle by Kurt Coleman),3.380,3.110
2,4:49,2,8,NOR 31,14,21,Jared Goff pass complete short middle to Todd Gurley for -6 yards (tackle by P.J. Williams),3.110,1.620
2,4:12,3,14,NOR 37,14,21,Jared Goff pass complete short left to Todd Gurley for 4 yards (tackle by Demario Davis),1.620,1.150
2,3:35,4,10,NOR 33,14,21,Greg Zuerlein 51 yard field goal no good,1.150,-1.660
2,3:30,1,10,NOR 41,14,21,Drew Brees pass complete short right to Michael Thomas for 19 yards (tackle by Lamarcus Joyner),1.660,2.920
2,2:49,1,10,LAR 40,14,21,Alvin Kamara right tackle for 12 yards (tackle by Mark Barron and Lamarcus Joyner),2.920,3.710
2,2:07,1,10,LAR 28,14,21,Mark Ingram left end for 4 yards (tackle by Michael Brockers),3.710,3.710
2,2:00,2,6,LAR 24,14,21,Drew Brees pass incomplete deep left intended for Josh Hill,3.710,3.010
2,1:55,3,6,LAR 24,14,21,Drew Brees pass complete short right to Alvin Kamara for 11 yards (tackle by Nickell Robey-Coleman),3.010,4.710
2,1:11,1,10,LAR 13,14,27,"Drew Brees pass complete short right to Ben Watson for 13 yards, touchdown",4.710,7.000
2,1:06,,,LAR 15,14,28,Wil Lutz kicks extra point good,0.000,0.000
2,1:06,,,NOR 35,14,28,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
2,1:06,1,10,LAR 25,14,28,Jared Goff pass short middle intended for Robert Woods is intercepted by Alex Anzalone at LA-36 and returned for 2 yards,0.610,-3.310
2,0:59,1,10,LAR 34,14,28,Drew Brees pass incomplete deep right intended for Michael Thomas (defended by Marcus Peters),3.310,2.770
2,0:54,2,10,LAR 34,14,28,Drew Brees pass incomplete short middle intended for Alvin Kamara,2.770,2.080
2,0:49,3,10,LAR 34,14,28,Drew Brees right tackle for 11 yards (tackle by Marqui Christian),2.080,4.040
2,0:40,,,,,,Timeout #1 by New Orleans Saints,,
2,0:40,1,10,LAR 23,14,28,"Drew Brees pass complete short right to Michael Thomas for 14 yards (tackle by John Johnson). Penalty on Aaron Donald: Unnecessary Roughness, 5 yards",4.040,6.280
2,0:33,1,4,LAR 4,14,28,Drew Brees pass complete short right to Zach Line for 3 yards (tackle by Cory Littleton),6.280,5.910
2,0:28,2,1,LAR 1,14,34,"Alvin Kamara right guard for 1 yard, touchdown",5.910,7.000
2,0:26,,,LAR 15,14,35,Wil Lutz kicks extra point good,0.000,0.000
2,0:26,,,NOR 35,14,35,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
2,0:26,1,10,LAR 25,14,35,Jared Goff pass complete short right to Gerald Everett for 15 yards (tackle by Alex Anzalone),0.610,1.600
2,0:18,,,,,,Timeout #2 by Los Angeles Rams,,
2,0:18,1,10,LAR 40,14,35,Jared Goff pass complete deep right to Robert Woods for 17 yards (tackle by Eli Apple),1.600,2.720
2,0:13,1,10,NOR 43,14,35,"Jared Goff pass incomplete short right intended for Gerald Everett. Penalty on Rodger Saffold: Unnecessary Roughness, 15 yards",2.720,0.150
2,0:09,2,25,LAR 42,14,35,Jared Goff pass complete short middle to Gerald Everett for 20 yards (tackle by Alex Anzalone and P.J. Williams),0.150,2.150
2,0:02,,,,,,Timeout #3 by Los Angeles Rams,,
2,0:02,3,5,NOR 38,17,35,Greg Zuerlein 56 yard field goal good,2.150,-3.000
Quarter,Time,Down,ToGo,Location,LAR,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 35,17,35,"Wil Lutz kicks off 65 yards, returned by Blake Countess for no gain (tackle by Craig Robertson and Vince Biegel)",0.000,0.480
3,14:56,1,10,LAR 23,17,35,Jared Goff pass complete short left to Todd Gurley for -3 yards (tackle by Demario Davis),0.480,-0.470
3,14:14,2,13,LAR 20,17,35,Jared Goff pass complete short left to Robert Woods for 19 yards (tackle by Marcus Williams),-0.470,1.530
3,13:30,1,10,LAR 39,17,35,Todd Gurley left tackle for no gain (tackle by Demario Davis),1.530,0.990
3,12:54,2,10,LAR 39,17,35,Jared Goff pass complete short right to Robert Woods for 10 yards (tackle by P.J. Williams),0.990,2.190
3,12:29,1,10,LAR 49,17,35,Jared Goff pass complete short left to Brandin Cooks for 15 yards (tackle by A.J. Klein),2.190,3.180
3,11:57,1,10,NOR 36,17,35,Jared Goff pass incomplete short middle intended for Cooper Kupp (defended by P.J. Williams),3.180,2.640
3,11:52,2,10,NOR 36,17,35,Jared Goff pass complete short right to Todd Gurley for 3 yards (tackle by Demario Davis),2.640,2.350
3,11:10,3,7,NOR 33,17,35,Jared Goff pass complete short middle to Gerald Everett for 13 yards (tackle by Alex Anzalone),2.350,4.240
3,10:26,1,10,NOR 20,17,35,Robert Woods left end for 2 yards (tackle by Marshon Lattimore and Alex Okafor),4.240,3.960
3,9:51,2,8,NOR 18,17,35,Jared Goff pass incomplete deep left intended for Tyler Higbee,3.960,3.220
3,9:47,3,8,NOR 18,23,35,"Jared Goff pass complete short left to Malcolm Brown for 18 yards, touchdown",3.220,7.000
3,9:38,,,NOR 15,24,35,Greg Zuerlein kicks extra point good,0.000,0.000
3,9:38,,,LAR 35,24,35,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
3,9:38,1,10,NOR 25,24,35,Alvin Kamara right end for 2 yards (tackle by Troy Hill),0.610,0.330
3,9:02,2,8,NOR 27,24,35,Drew Brees pass complete short left to Michael Thomas for 9 yards (tackle by John Johnson),0.330,1.330
3,8:26,1,10,NOR 36,24,35,Drew Brees pass complete short left to Michael Thomas for 14 yards (tackle by Marcus Peters),1.330,2.260
3,7:56,1,10,NOR 50,24,35,Alvin Kamara left guard for -4 yards (tackle by Dante Fowler),2.260,1.170
3,7:12,2,14,NOR 46,24,35,Drew Brees pass complete short right to Michael Thomas for 7 yards (tackle by Marcus Peters),1.170,1.420
3,6:25,3,7,LAR 47,24,35,Drew Brees pass complete short left to Mark Ingram for 3 yards (tackle by Cory Littleton),1.420,0.330
3,5:34,4,4,LAR 44,24,35,"Thomas Morstead punts 28 yards, fair catch by Jojo Natson at LA-16",0.330,0.140
3,5:26,1,10,LAR 16,24,35,Todd Gurley left guard for no gain (tackle by Trey Hendrickson),-0.140,-0.660
3,4:41,,,,,,Timeout #1 by Los Angeles Rams,,
3,4:41,2,10,LAR 16,24,35,Todd Gurley right guard for 24 yards (tackle by Marcus Williams and Vonn Bell),-0.660,1.600
3,4:13,1,10,LAR 40,24,35,Jared Goff pass complete deep right to Brandin Cooks for 26 yards (tackle by Eli Apple),1.600,3.310
3,3:50,1,10,NOR 34,24,35,Jared Goff pass complete short right to Tyler Higbee for 7 yards (tackle by Vonn Bell),3.310,3.720
3,3:07,2,3,NOR 27,24,35,Todd Gurley left guard for 5 yards (tackle by Cameron Jordan),3.720,4.110
3,2:27,1,10,NOR 22,24,35,Jared Goff pass incomplete deep right intended for Todd Gurley,4.110,3.560
3,2:21,2,10,NOR 22,24,35,Jared Goff pass incomplete short right intended for Robert Woods (defended by Eli Apple),3.560,2.870
3,2:17,3,10,NOR 22,24,35,Jared Goff left end for 6 yards (tackle by David Onyemata),2.870,2.450
3,1:34,4,4,NOR 16,27,35,Greg Zuerlein 34 yard field goal good,2.450,3.000
3,1:30,,,LAR 35,27,35,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
3,1:30,1,10,NOR 25,27,35,Drew Brees pass complete short right to Josh Hill for 4 yards (tackle by Cory Littleton),0.610,0.600
3,0:53,2,6,NOR 29,27,35,Alvin Kamara right tackle for 3 yards (tackle by Samson Ebukam),0.600,0.300
3,0:15,3,3,NOR 32,27,35,Drew Brees pass complete short left to Michael Thomas for 8 yards (tackle by Marcus Peters),0.300,1.600
Quarter,Time,Down,ToGo,Location,LAR,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NOR 40,27,35,Alvin Kamara right end for 2 yards (tackle by Troy Hill),1.600,1.320
4,14:20,2,8,NOR 42,27,35,Alvin Kamara right guard for 2 yards (tackle by Michael Brockers and Cory Littleton),1.320,0.890
4,13:39,3,6,NOR 44,27,35,Drew Brees pass incomplete short left intended for Mark Ingram (defended by Dante Fowler),0.890,-0.460
4,13:34,4,6,NOR 44,27,35,Thomas Morstead punts 39 yards out of bounds,-0.460,0.060
4,13:27,1,10,LAR 17,27,35,Jared Goff pass complete short left to Cooper Kupp for 13 yards (tackle by P.J. Williams),-0.060,0.940
4,12:52,1,10,LAR 30,27,35,Jared Goff pass complete short left to Todd Gurley for 5 yards (tackle by P.J. Williams),0.940,1.070
4,12:09,2,5,LAR 35,27,35,Jared Goff pass complete short left to Brandin Cooks for 15 yards (tackle by A.J. Klein),1.070,2.260
4,11:23,1,10,LAR 50,27,35,Todd Gurley left guard for 2 yards (tackle by Sheldon Rankins),2.260,1.980
4,10:40,2,8,NOR 48,27,35,Jared Goff pass complete short left to Cooper Kupp for 7 yards (tackle by Marshon Lattimore),1.980,2.210
4,9:57,3,1,NOR 41,33,35,"Jared Goff pass complete short left to Cooper Kupp for 41 yards, touchdown",2.210,7.000
4,9:48,,,NOR 2,35,35,"Two Point Attempt: Jared Goff pass complete to Gerald Everett, conversion succeeds",0.000,1.000
4,9:48,,,LAR 35,35,35,"Greg Zuerlein kicks off 65 yards, returned by Taysom Hill for no gain (tackle by Micah Kiser)",0.000,0.610
4,9:41,1,10,NOR 25,35,35,Drew Brees pass incomplete short right intended for Taysom Hill,0.610,0.060
4,9:34,2,10,NOR 25,35,35,Alvin Kamara right guard for 17 yards (tackle by Lamarcus Joyner),0.060,1.730
4,8:54,1,10,NOR 42,35,35,Drew Brees pass incomplete short right intended for Michael Thomas (defended by Lamarcus Joyner),1.730,1.190
4,8:49,2,10,NOR 42,35,35,Drew Brees pass incomplete deep left intended for Tre'Quan Smith,1.190,0.500
4,8:44,3,10,NOR 42,35,35,Drew Brees pass complete deep middle to Michael Thomas for 18 yards (tackle by Troy Hill),0.500,2.920
4,7:59,1,10,LAR 40,35,35,Mark Ingram left end for 3 yards (tackle by Cory Littleton),2.920,2.780
4,7:20,2,7,LAR 37,35,35,Alvin Kamara right end for 2 yards (tackle by Troy Hill),2.780,2.340
4,6:33,,,,,,Timeout #1 by New Orleans Saints,,
4,6:33,3,5,LAR 35,35,35,Drew Brees pass incomplete deep right intended for Dan Arnold,2.340,0.980
4,6:28,4,5,LAR 35,35,38,Wil Lutz 54 yard field goal good,0.980,3.000
4,6:23,,,NOR 35,35,38,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
4,6:23,1,10,LAR 25,35,38,Jared Goff pass incomplete short right intended for Robert Woods,0.610,0.060
4,6:17,2,10,LAR 25,35,38,Todd Gurley right end for 1 yard (tackle by David Onyemata and Cameron Jordan),0.060,-0.490
4,5:44,3,9,LAR 26,35,38,Jared Goff pass complete short left to Cooper Kupp for 2 yards (tackle by P.J. Williams),-0.490,-1.500
4,4:58,4,7,LAR 28,35,38,Johnny Hekker punts 47 yards out of bounds,-1.500,-0.610
4,4:50,1,10,NOR 25,35,38,Drew Brees pass incomplete short right intended for Josh Hill,0.610,0.060
4,4:47,2,10,NOR 25,35,38,Alvin Kamara right guard for 3 yards (tackle by Michael Brockers),0.060,-0.230
4,4:02,3,7,NOR 28,35,44,"Drew Brees pass complete deep left to Michael Thomas for 72 yards, touchdown. Penalty on Michael Thomas: Unsportsmanlike Conduct, 15 yards",-0.230,7.000
4,3:52,,,LAR 15,35,45,Wil Lutz kicks extra point good,0.000,0.000
4,3:52,,,NOR 20,35,45,"Wil Lutz kicks off 75 yards, returned by Blake Countess for no gain (tackle by Zach Line)",0.000,1.730
4,3:46,1,10,LAR 42,35,45,Jared Goff pass complete short left to Todd Gurley for 8 yards (tackle by Marshon Lattimore),1.730,2.270
4,3:40,2,2,LAR 50,35,45,Jared Goff pass incomplete short left intended for Robert Woods,2.270,1.550
4,3:36,3,2,LAR 50,35,45,Jared Goff pass incomplete deep right intended for Brandin Cooks (defended by P.J. Williams),1.550,-0.060
4,3:30,,,,,,Timeout #2 by Los Angeles Rams,,
4,3:30,4,2,LAR 50,35,45,Jared Goff pass incomplete short right intended for Brandin Cooks (defended by P.J. Williams),-0.060,-2.260
4,3:26,1,10,NOR 50,35,45,Mark Ingram right guard for 2 yards (tackle by Lamarcus Joyner),2.260,1.980
4,3:22,,,,,,Timeout #3 by Los Angeles Rams,,
4,3:22,2,8,LAR 48,35,45,Mark Ingram right guard for 4 yards (tackle by Mark Barron),1.980,1.820
4,2:36,3,4,LAR 44,35,45,Alvin Kamara left guard for 3 yards (tackle by Michael Brockers),1.820,0.530
4,2:00,4,1,LAR 41,35,45,Alvin Kamara right end for 2 yards (tackle by Bryce Hager),0.530,2.980
4,1:16,1,10,LAR 39,35,45,Drew Brees kneels for -1 yards,2.980,2.300
4,0:39,2,11,LAR 40,35,45,Drew Brees kneels for -1 yards,2.300,1.490
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
