Quarter,Time,Down,ToGo,Location,GNB,MIN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Packers won the coin toss and deferred, Vikings to receive the opening kickoff.",,
1,15:00,,,GNB 35,0,0,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.610
1,15:00,1,10,MIN 25,0,0,Sam Bradford pass complete short right to Adrian Peterson for no gain,0.610,0.060
1,14:21,2,10,MIN 25,0,0,Adrian Peterson left guard for 2 yards (tackle by Mike Daniels and Blake Martinez),0.060,-0.360
1,13:37,3,8,MIN 27,0,0,Sam Bradford pass complete short right to Adam Thielen for 15 yards (tackle by Damarious Randall),-0.360,1.730
1,13:05,1,10,MIN 42,0,0,Adrian Peterson left tackle for no gain (tackle by Letroy Guion and Nick Perry),1.730,1.190
1,12:28,2,10,MIN 42,0,0,Sam Bradford pass incomplete deep left intended for Kyle Rudolph,1.190,0.500
1,12:23,3,10,MIN 42,0,0,Sam Bradford pass incomplete short right intended for Kyle Rudolph,0.500,-0.590
1,12:18,4,10,MIN 42,0,0,"Jeff Locke punts 48 yards, fair catch by Micah Hyde",-0.590,0.380
1,12:11,1,10,GNB 10,0,0,"Aaron Rodgers pass complete short left to Davante Adams for 3 yards (tackle by Eric Kendricks). Davante Adams fumbles (forced by Eric Kendricks), recovered by Andrew Sendejo at GNB-13 and returned for 3 yards (tackle by Randall Cobb). Andrew Sendejo fumbles (forced by Randall Cobb), recovered by Randall Cobb at GNB-10 (tackle by Andrew Sendejo)",-0.380,-0.380
1,12:03,1,10,GNB 10,0,0,Eddie Lacy middle for 5 yards (tackle by Linval Joseph),-0.380,-0.350
1,11:25,2,5,GNB 15,0,0,Aaron Rodgers pass incomplete short middle intended for Jared Cook (defended by Eric Kendricks),-0.350,-0.840
1,11:22,3,5,GNB 15,0,0,Aaron Rodgers pass incomplete deep left intended for Jordy Nelson,-0.840,-2.440
1,11:17,4,5,GNB 15,0,0,Jake Schum punts 38 yards,-2.440,-2.060
1,11:04,1,10,MIN 47,0,0,Sam Bradford pass complete short right to Jerick McKinnon for -1 yards (tackle by Joe Thomas),2.060,1.380
1,10:23,2,11,MIN 46,0,0,Sam Bradford sacked by Mike Daniels for -9 yards,1.380,-0.490
1,9:37,3,20,MIN 37,0,0,Sam Bradford pass complete short left to Stefon Diggs for 14 yards (tackle by Joe Thomas),-0.490,0.000
1,8:57,4,6,GNB 49,0,0,"Jeff Locke punts 3 yards, returned by Damarious Randall for 2 yards (tackle by Zach Line)",0.000,-2.130
1,8:47,1,10,GNB 48,0,0,Aaron Rodgers pass complete short left to Randall Cobb for 5 yards (tackle by Eric Kendricks),2.130,2.260
1,8:12,2,5,MIN 47,0,0,Eddie Lacy left end for 3 yards (tackle by Shamar Stephen),2.260,1.950
1,7:33,3,2,MIN 44,0,0,"Aaron Rodgers pass incomplete deep middle intended for Davante Adams. Penalty on Terence Newman: Defensive Pass Interference, 40 yards (no play)",1.950,6.280
1,7:24,1,4,MIN 4,0,0,Eddie Lacy right guard for 2 yards (tackle by Anthony Barr and Shamar Stephen),6.280,5.720
1,6:38,2,2,MIN 2,0,0,"Aaron Rodgers pass incomplete short right intended for Jordy Nelson. Penalty on Terence Newman: Defensive Holding, 1 yards (no play)",5.720,6.970
1,6:33,1,1,MIN 1,0,0,Eddie Lacy middle for no gain (tackle by Eric Kendricks and Shamar Stephen),6.970,6.970
1,5:44,1,1,MIN 1,0,0,Timeout #1 by Green Bay Packers,6.970,5.910
1,5:44,2,1,MIN 1,6,0,"Aaron Rodgers pass complete short left to Jordy Nelson for 1 yard, touchdown",5.910,7.000
1,5:44,,,MIN 1,7,0,Mason Crosby kicks extra point good,0.000,0.000
1,5:44,,,GNB 35,7,0,"Mason Crosby kicks off 67 yards, returned by Cordarrelle Patterson for 25 yards (tackle by Marwin Evans)",0.000,-0.480
1,5:33,1,10,MIN 23,7,0,Adrian Peterson middle for -1 yards (tackle by Mike Daniels),0.480,-0.200
1,4:59,2,11,MIN 22,7,0,Sam Bradford pass complete short right to Stefon Diggs for 15 yards (tackle by Blake Martinez),-0.200,1.400
1,4:22,1,10,MIN 37,7,0,Sam Bradford pass incomplete short right intended for Kyle Rudolph (defended by Morgan Burnett),1.400,0.860
1,4:17,2,10,MIN 37,7,0,Adrian Peterson left guard for no gain (tackle by Mike Daniels),0.860,0.170
1,4:17,3,10,MIN 37,7,0,"Penalty on Matt Kalil: False Start, 5 yards (no play)",0.170,-0.490
1,3:21,3,15,MIN 32,7,0,Sam Bradford pass complete short left to Matt Asiata for 11 yards (tackle by Ladarius Gunter),-0.490,-0.520
1,2:39,4,4,MIN 43,7,0,"Jeff Locke punts 47 yards, fair catch by Micah Hyde",-0.520,0.380
1,2:31,1,10,GNB 10,7,0,Aaron Rodgers pass complete short right to Jordy Nelson for 6 yards (tackle by Terence Newman),-0.380,-0.230
1,2:02,2,4,GNB 16,7,0,Aaron Rodgers pass complete short left to Randall Cobb for 7 yards (tackle by Andrew Sendejo),-0.230,0.480
1,1:30,1,10,GNB 23,7,0,James Starks right end for 2 yards (tackle by Danielle Hunter),0.480,0.200
1,0:48,2,8,GNB 25,7,0,Aaron Rodgers pass incomplete deep left intended for Davante Adams,0.200,-0.490
1,0:44,3,8,GNB 25,7,0,"Aaron Rodgers sacked by Danielle Hunter for -12 yards. Aaron Rodgers fumbles (forced by Danielle Hunter), recovered by J.C. Tretter at GNB-12",-0.490,-2.490
1,0:04,4,21,GNB 12,7,0,"Jake Schum punts 42 yards, fair catch by Marcus Sherels",-2.490,-1.990
Quarter,Time,Down,ToGo,Location,GNB,MIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,MIN 46,7,0,Adrian Peterson left guard for -4 yards (tackle by Letroy Guion),1.990,0.910
2,14:21,2,14,MIN 42,7,0,Sam Bradford pass complete deep left to Kyle Rudolph for 19 yards (tackle by Ladarius Gunter),0.910,2.980
2,14:01,1,10,GNB 39,7,0,Sam Bradford pass complete short right to Adam Thielen for 12 yards (tackle by Damarious Randall),2.980,3.780
2,13:43,1,10,GNB 27,7,0,Sam Bradford pass incomplete deep left intended for Adam Thielen,3.780,3.230
2,13:38,2,10,GNB 27,7,0,Sam Bradford pass incomplete short right intended for Kyle Rudolph,3.230,2.540
2,13:35,3,10,GNB 27,7,0,"Sam Bradford pass complete short left to Adam Thielen for 9 yards (tackle by Ladarius Gunter). Adam Thielen fumbles (forced by Ladarius Gunter), recovered by Adam Thielen at GNB-18",2.540,2.400
2,12:46,4,1,GNB 18,7,0,Sam Bradford pass complete short middle to Stefon Diggs for 4 yards (tackle by Damarious Randall),2.400,4.650
2,12:18,1,10,GNB 14,7,0,"Penalty on Andre Smith: False Start, 5 yards (no play)",4.650,4.260
2,12:18,1,15,GNB 19,7,0,"Penalty on Brandon Fusco: False Start, 5 yards (no play)",4.260,3.970
2,11:35,1,20,GNB 24,7,0,Sam Bradford pass complete short left to Adrian Peterson for 7 yards (tackle by Ha Ha Clinton-Dix),3.970,3.590
2,10:59,2,13,GNB 17,7,0,Sam Bradford pass complete short middle to Stefon Diggs for 9 yards (tackle by Quinten Rollins),3.590,4.280
2,10:18,3,4,GNB 8,7,6,"Sam Bradford pass complete short right to Kyle Rudolph for 8 yards, touchdown",4.280,7.000
2,10:18,,,GNB 8,7,7,Blair Walsh kicks extra point good,0.000,0.000
2,10:18,,,MIN 35,7,7,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.610
2,10:14,1,10,GNB 25,7,7,Eddie Lacy right end for 2 yards (tackle by Eric Kendricks and Captain Munnerlyn),0.610,0.330
2,9:35,2,8,GNB 27,7,7,Eddie Lacy left tackle for 4 yards (tackle by Tom Johnson and Danielle Hunter),0.330,0.170
2,8:49,3,4,GNB 31,7,7,Aaron Rodgers pass incomplete deep right intended for Trevor Davis,0.170,-1.310
2,8:41,4,4,GNB 31,7,7,"Jake Schum punts 35 yards, out of bounds",-1.310,-1.200
2,8:34,1,10,MIN 34,7,7,Adrian Peterson middle for 4 yards (tackle by Kenny Clark),1.200,1.200
2,7:52,2,6,MIN 38,7,7,Sam Bradford pass incomplete short right intended for Kyle Rudolph (defended by Jake Ryan),1.200,1.200
2,7:48,2,6,MIN 38,7,7,Timeout #1 by Minnesota Vikings,1.200,0.500
2,7:48,3,6,MIN 38,7,7,Sam Bradford sacked by Julius Peppers for -7 yards,0.500,-1.310
2,7:05,4,13,MIN 31,7,7,"Jeff Locke punts 45 yards, fair catch by Micah Hyde",-1.310,-0.540
2,6:58,1,10,GNB 24,7,7,Aaron Rodgers pass incomplete short left intended for Jordy Nelson,0.540,0.000
2,6:54,2,10,GNB 24,7,7,Aaron Rodgers pass complete short middle to Randall Cobb for 7 yards (tackle by Harrison Smith),0.000,0.230
2,6:12,3,3,GNB 31,7,7,Aaron Rodgers pass complete short left to Jordy Nelson for 21 yards (tackle by Andrew Sendejo). Penalty on Everson Griffen: Defensive Offside (Declined),0.230,2.390
2,5:44,1,10,MIN 48,7,7,Randall Cobb right tackle for 1 yard (tackle by Danielle Hunter),2.390,2.390
2,5:00,1,10,MIN 48,7,7,Timeout #2 by Green Bay Packers,2.390,1.980
2,5:00,2,9,MIN 47,7,7,Aaron Rodgers pass incomplete short left intended for Davante Adams,1.980,1.290
2,4:52,3,9,MIN 47,7,7,Aaron Rodgers pass incomplete short middle intended for Randall Cobb,1.290,0.130
2,4:48,4,9,MIN 47,7,7,"Jake Schum punts 34 yards, fair catch by Marcus Sherels",0.130,0.320
2,4:41,1,10,MIN 13,7,7,Adrian Peterson left end for 5 yards (tackle by Clay Matthews),-0.320,-0.140
2,4:01,2,5,MIN 18,7,7,Adrian Peterson right tackle for 4 yards (tackle by Clay Matthews),-0.140,-0.350
2,3:20,3,1,MIN 22,7,7,Adrian Peterson right guard for 2 yards (tackle by Nick Perry and Jake Ryan),-0.350,0.540
2,2:36,1,10,MIN 24,7,7,Sam Bradford pass complete deep right to Stefon Diggs for 44 yards (tackle by Damarious Randall),0.540,3.450
2,2:01,1,10,GNB 32,7,7,Sam Bradford pass incomplete short right intended for Adrian Peterson,3.450,2.900
2,1:56,2,10,GNB 32,7,7,Sam Bradford pass complete short left to Charles Johnson for 5 yards (tackle by Ladarius Gunter),2.900,2.870
2,1:21,3,5,GNB 27,7,7,Sam Bradford pass complete short right to Kyle Rudolph for 4 yards (tackle by Micah Hyde),2.870,2.080
2,1:21,4,1,GNB 23,7,7,"Penalty on Sam Bradford: Delay of Game, 5 yards (no play)",2.080,1.610
2,0:31,4,6,GNB 28,7,10,Blair Walsh 46 yard field goal good,1.610,3.000
2,0:31,,,MIN 35,7,10,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.610
