Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Carlton Davis,TAM,1,15,11,73.3%,103,9.4,6.9,0,64.0,11.1,78,25,0,0,0,0.0,0,7,3,30.0%
Sean Murphy-Bunting,TAM,0,7,6,85.7%,39,6.5,5.6,0,89.9,3.1,21,18,1,0,0,0.0,0,7,1,12.5%
Jordan Whitehead,TAM,0,5,5,100.0%,49,9.8,9.8,0,107.5,6.2,31,18,0,0,0,0.0,0,6,0,0.0%
Shaquil Barrett,TAM,0,3,3,100.0%,54,18.0,18.0,0,118.7,16.3,49,5,3,1,1,0.0,2,3,0,0.0%
Jamel Dean,TAM,0,7,3,42.9%,24,8.0,3.4,1,91.7,14.0,23,1,0,0,0,0.0,0,3,0,0.0%
Antoine Winfield Jr.,TAM,0,3,2,66.7%,4,2.0,1.3,0,70.1,4.7,1,3,2,0,0,0.0,0,5,0,0.0%
Devin White,TAM,0,2,2,100.0%,8,4.0,4.0,0,83.3,-0.5,-1,9,6,0,0,0.0,0,3,1,25.0%
Ndamukong Suh,TAM,0,1,1,100.0%,12,12.0,12.0,0,116.7,-3.0,-3,15,0,1,1,0.0,2,4,0,0.0%
Lavonte David,TAM,0,2,1,50.0%,4,4.0,2.0,0,56.2,2.5,2,2,2,0,0,0.0,0,5,0,0.0%
William Gholston,TAM,0,0,0,,,,,,,,,,0,0,2,1.0,3,2,0,0.0%
Vita Vea,TAM,0,0,0,,,,,,,,,,0,0,0,1.0,1,3,0,0.0%
Jason Pierre-Paul,TAM,0,0,0,,,,,,,,,,0,0,0,1.0,1,4,0,0.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Kyle Fuller,CHI,0,8,5,62.5%,58,11.6,7.3,0,84.4,11.3,24,34,0,0,0,0.0,0,6,3,33.3%
Jaylon Johnson,CHI,0,9,5,55.6%,67,13.4,7.4,1,116.4,14.2,36,31,0,0,0,0.0,0,2,1,33.3%
Tashaun Gipson,CHI,0,5,4,80.0%,62,15.5,12.4,0,118.3,6.8,34,28,1,0,0,0.0,0,4,0,0.0%
Roquan Smith,CHI,0,8,4,50.0%,22,5.5,2.8,0,56.2,6.0,17,5,2,0,0,0.0,0,7,2,22.2%
Buster Skrine,CHI,0,4,3,75.0%,19,6.3,4.8,0,84.4,5.0,9,10,1,0,0,0.0,0,3,1,25.0%
Danny Trevathan,CHI,0,5,3,60.0%,32,10.7,6.4,0,78.7,7.2,22,10,2,0,0,0.0,0,8,1,11.1%
DeAndre Houston-Carson,CHI,0,3,2,66.7%,36,18.0,12.0,0,107.6,18.0,33,3,0,0,0,0.0,0,2,0,0.0%
Barkevious Mingo,CHI,0,1,1,100.0%,1,1.0,1.0,0,79.2,0.0,0,1,0,0,0,0.0,0,2,0,0.0%
Eddie Jackson,CHI,0,3,1,33.3%,17,17.0,5.7,0,53.5,11.7,13,4,0,0,0,0.0,0,4,2,33.3%
Khalil Mack,CHI,0,0,0,,,,,,,,,,0,1,1,2.0,4,3,0,0.0%
Bilal Nichols,CHI,0,0,0,,,,,,,,,,0,0,2,0.0,2,0,0,
Robert Quinn,CHI,0,0,0,,,,,,,,,,0,1,0,0.0,1,0,0,
Roy Robertson-Harris,CHI,0,0,0,,,,,,,,,,0,0,1,0.0,1,2,0,0.0%
James Vaughters,CHI,0,0,0,,,,,,,,,,0,0,0,1.0,1,2,0,0.0%
Mario Edwards,CHI,0,0,0,,,,,,,,,,0,0,1,0.0,1,0,0,
