Quarter,Time,Down,ToGo,Location,TAM,CHI,Detail,EPB,EPA
1,9:11,2,8,CHI 26,3,0,Nick Foles pass complete short right to Darnell Mooney for 10 yards (tackle by Sean Murphy-Bunting),0.270,1.330
1,8:40,1,10,CHI 36,3,0,David Montgomery right guard for 3 yards (tackle by Shaquil Barrett and Lavonte David),1.330,1.200
1,7:58,2,7,CHI 39,3,0,Nick Foles pass complete short left to Cordarrelle Patterson for 5 yards (tackle by Antoine Winfield),1.200,1.160
1,7:19,3,2,CHI 44,3,0,Nick Foles pass incomplete short right intended for Allen Robinson,1.160,-0.460
1,7:15,4,2,CHI 44,3,0,"Pat O'Donnell punts 41 yards, fair catch by Jaydon Mickens at TB-15",-0.460,0.220
1,7:07,1,10,TAM 15,3,0,Ronald Jones left tackle for 2 yards (tackle by Danny Trevathan),-0.220,-0.440
1,6:32,2,8,TAM 17,3,0,Tom Brady pass complete short left to Ronald Jones for 2 yards (tackle by Tashaun Gipson),-0.440,-0.880
1,5:54,3,6,TAM 19,3,0,Tom Brady pass incomplete deep left intended for Tanner Hudson,-0.880,-2.140
1,5:48,4,6,TAM 19,3,0,Bradley Pinion punts 56 yards downed by Ryan Smith,-2.140,-0.610
1,5:39,1,10,CHI 25,3,0,Nick Foles pass complete deep right to Allen Robinson for 24 yards,0.610,2.190
1,4:59,1,10,CHI 49,3,0,David Montgomery right tackle for 2 yards (tackle by Shaquil Barrett),2.190,1.920
1,4:15,2,8,TAM 49,3,0,Nick Foles pass complete short right to Jimmy Graham for 13 yards,1.920,3.180
1,3:37,1,10,TAM 36,3,0,Nick Foles pass deep right intended for Allen Robinson is intercepted by Carlton Davis at TB-16 and returned for 34 yards,3.180,-2.260
1,3:27,1,10,TAM 50,3,0,Ronald Jones left tackle for 6 yards (tackle by Akiem Hicks and Roy Robertson-Harris),2.260,2.520
1,2:49,2,4,CHI 44,3,0,Tom Brady pass complete deep middle to Tyler Johnson for 35 yards (tackle by Tashaun Gipson),2.520,5.140
1,2:01,1,9,CHI 9,3,0,"Tom Brady aborted snap, recovered by Tom Brady at CHI-11 and returned for -2 yards",5.140,4.020
1,1:20,2,11,CHI 11,3,0,Tom Brady pass complete short middle to Ronald Jones for 9 yards,4.020,4.950
1,0:59,3,2,CHI 2,9,0,"Tom Brady pass complete short left to Mike Evans for 2 yards, touchdown. Penalty on Jaylon Johnson: Defensive Pass Interference (Declined)",4.950,7.000
1,0:56,,,CHI 15,10,0,Ryan Succop kicks extra point good,0.000,0.000
1,0:56,,,TAM 35,10,0,"Bradley Pinion kicks off 74 yards, returned by Cordarrelle Patterson for 47 yards (tackle by Cam Gill)",0.000,1.470
1,0:49,1,10,CHI 38,10,0,Nick Foles pass complete short right to Allen Robinson for 8 yards (tackle by Lavonte David),1.470,2.000
1,0:15,2,2,CHI 46,10,0,Cordarrelle Patterson left guard for 2 yards (tackle by Jordan Whitehead and Ndamukong Suh),2.000,2.130
Quarter,Time,Down,ToGo,Location,TAM,CHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,CHI 48,10,0,Nick Foles pass incomplete deep right intended for Darnell Mooney,2.130,1.580
2,14:53,2,10,CHI 48,10,0,David Montgomery right guard for 4 yards (tackle by Jordan Whitehead and Sean Murphy-Bunting),1.580,1.420
2,14:10,,,,,,Timeout #1 by Chicago Bears,,
2,14:10,3,6,TAM 48,10,0,Nick Foles pass incomplete short middle intended for Allen Robinson (defended by Antoine Winfield),1.420,0.070
2,14:06,4,6,TAM 48,10,0,"Pat O'Donnell punts 38 yards, fair catch by Jaydon Mickens at TB-10",0.070,0.380
2,13:59,1,10,TAM 10,10,0,Ronald Jones right guard for 5 yards (tackle by Eddie Jackson),-0.380,-0.350
2,13:20,2,5,TAM 15,10,0,"Penalty on Donovan Smith: False Start, 5 yards (no play)",-0.350,-0.780
2,13:06,2,10,TAM 10,10,0,Tom Brady pass complete short right to Tyler Johnson for no gain (tackle by Buster Skrine),-0.780,-1.420
2,12:24,3,10,TAM 10,10,0,Tom Brady pass complete short left to Tyler Johnson for 9 yards (tackle by Buster Skrine),-1.420,-2.140
2,11:54,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
2,11:54,4,1,TAM 19,10,0,Tom Brady up the middle for 1 yard (tackle by Eddie Jackson and Khalil Mack),-2.140,0.280
2,11:12,1,10,TAM 20,10,0,Ronald Jones right tackle for 3 yards (tackle by Kyle Fuller),0.280,0.140
2,10:30,2,7,TAM 23,10,0,Tom Brady pass complete short right to Cameron Brate for 4 yards (tackle by Kyle Fuller),0.140,-0.030
2,9:52,3,3,TAM 27,10,0,"Tom Brady pass complete short middle to Tanner Hudson for 9 yards (tackle by Tashaun Gipson). Penalty on Kyle Fuller: Face Mask (15 Yards), 15 yards",-0.030,2.320
2,9:29,1,10,CHI 49,10,0,"Penalty on Donovan Smith: False Start, 5 yards (no play)",2.320,1.990
2,9:13,1,15,TAM 46,10,0,Tom Brady pass complete short middle to Cameron Brate for 10 yards (tackle by Danny Trevathan),1.990,2.460
2,8:35,2,5,CHI 44,10,0,Ronald Jones right tackle for 8 yards (tackle by Eddie Jackson),2.460,3.180
2,7:58,1,10,CHI 36,10,0,"Tom Brady pass incomplete deep left intended for Cyril Grayson. Penalty on Jaylon Johnson: Defensive Pass Interference, 16 yards (no play)",3.180,4.240
2,7:52,1,10,CHI 20,10,0,Tom Brady pass incomplete short middle intended for Rob Gronkowski (defended by Danny Trevathan),4.240,3.690
2,7:48,2,10,CHI 20,10,0,Ronald Jones left tackle for 3 yards (tackle by Danny Trevathan),3.690,3.360
2,7:12,3,7,CHI 17,10,0,Tom Brady pass incomplete deep middle intended for Mike Evans,3.360,2.310
2,7:08,4,7,CHI 17,13,0,Ryan Succop 35 yard field goal good,2.310,3.000
2,7:03,,,TAM 35,13,0,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
2,7:03,1,10,CHI 25,13,0,Nick Foles pass complete short right to Anthony Miller for 7 yards (tackle by Jamel Dean),0.610,1.010
2,6:27,2,3,CHI 32,13,0,Nick Foles pass complete short middle to Demetrius Harris for 9 yards (tackle by Jordan Whitehead),1.010,1.660
2,5:48,1,10,CHI 41,13,0,Nick Foles pass complete short right to David Montgomery for -6 yards (tackle by Jordan Whitehead),1.660,0.310
2,5:03,2,16,CHI 35,13,0,Nick Foles pass complete short left to David Montgomery for 4 yards (tackle by Sean Murphy-Bunting),0.310,0.170
2,4:19,3,12,CHI 39,13,0,"Penalty on Shaquil Barrett: Neutral Zone Infraction, 5 yards (no play)",0.170,0.830
2,4:03,3,7,CHI 44,13,0,Nick Foles pass complete short left to David Montgomery for 12 yards (tackle by Antoine Winfield and Ndamukong Suh),0.830,2.650
2,3:24,1,10,TAM 44,13,0,Cordarrelle Patterson left tackle for 3 yards (tackle by Lavonte David),2.650,2.520
2,2:45,2,7,TAM 41,13,0,Nick Foles pass complete short middle to Allen Robinson for 13 yards (tackle by Carlton Davis),2.520,3.710
2,2:05,1,10,TAM 28,13,0,Nick Foles pass complete short left to Cordarrelle Patterson for 25 yards (tackle by Jordan Whitehead and Antoine Winfield),3.710,6.510
2,1:58,1,3,TAM 3,13,0,Nick Foles pass incomplete short right intended for Allen Robinson,6.510,5.530
2,1:52,2,3,TAM 3,13,6,"David Montgomery left guard for 3 yards, touchdown",5.530,7.000
2,1:48,,,TAM 15,13,7,Cairo Santos kicks extra point good,0.000,0.000
2,1:48,,,CHI 35,13,7,"Cairo Santos kicks off 65 yards, touchback.",0.000,0.610
2,1:48,1,10,TAM 25,13,7,Tom Brady pass incomplete short middle intended for Rob Gronkowski (defended by Khalil Mack),0.610,0.060
2,1:43,2,10,TAM 25,13,7,Tom Brady pass incomplete short left intended for Ke'Shawn Vaughn,0.060,-0.620
2,1:37,3,10,TAM 25,13,7,"Tom Brady pass complete short middle to Ke'Shawn Vaughn for 1 yard (tackle by Kyle Fuller). Ke'Shawn Vaughn fumbles (forced by Kyle Fuller), recovered by Robert Quinn at TB-27",-0.620,-3.780
2,1:31,1,10,TAM 27,13,7,Nick Foles pass complete short middle to Allen Robinson for 7 yards (tackle by Carlton Davis),3.780,4.180
2,0:54,2,3,TAM 20,13,7,Nick Foles pass incomplete deep left intended for Jimmy Graham (defended by Jamel Dean),4.180,3.470
2,0:49,3,3,TAM 20,13,7,Nick Foles pass complete short left to Cordarrelle Patterson for 8 yards (tackle by Jason Pierre-Paul),3.470,4.780
2,0:41,,,,,,Timeout #2 by Chicago Bears,,
2,0:41,1,10,TAM 12,13,13,"Nick Foles pass complete short left to Jimmy Graham for 12 yards, touchdown",4.780,7.000
2,0:36,,,TAM 15,13,14,Cairo Santos kicks extra point good,0.000,0.000
2,0:36,,,CHI 35,13,14,"Cairo Santos kicks off 65 yards, touchback.",0.000,0.610
2,0:36,1,10,TAM 25,13,14,Ronald Jones left tackle for 6 yards (tackle by Akiem Hicks),0.610,0.870
2,0:16,2,4,TAM 31,13,14,Tom Brady pass complete short middle to Ronald Jones for 8 yards (tackle by Roquan Smith),0.870,1.530
2,0:08,,,,,,Timeout #2 by Tampa Bay Buccaneers,,
2,0:08,1,10,TAM 39,13,14,Tom Brady pass incomplete short middle intended for Tyler Johnson (defended by Akiem Hicks),1.530,0.990
2,0:03,2,10,TAM 39,13,14,Tom Brady kneels for -1 yards,0.990,0.170
Quarter,Time,Down,ToGo,Location,TAM,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 35,13,14,"Bradley Pinion kicks off 74 yards, returned by Cordarrelle Patterson for 40 yards (tackle by Ryan Smith)",0.000,1.000
3,14:52,1,10,CHI 31,13,14,Nick Foles pass complete short right to David Montgomery for no gain (tackle by Devin White),1.000,0.460
3,14:16,2,10,CHI 31,13,14,"Nick Foles pass complete short left to Allen Robinson for no gain (tackle by Carlton Davis and Lavonte David). Penalty on Cole Kmet: Offensive Holding, 10 yards (no play)",0.460,-0.890
3,13:48,2,20,CHI 21,13,14,Nick Foles pass complete short left to Allen Robinson for 3 yards (tackle by Carlton Davis),-0.890,-1.150
3,13:06,3,17,CHI 24,13,14,Nick Foles pass complete short middle to Anthony Miller for 9 yards (tackle by Jamel Dean and Lavonte David),-1.150,-1.180
3,12:28,4,8,CHI 33,13,14,"Pat O'Donnell punts 47 yards, returned by Jaydon Mickens for 12 yards (tackle by Joel Iyiegbuniwe)",-1.180,-1.070
3,12:15,1,10,TAM 32,13,14,Ronald Jones right guard for 37 yards (tackle by Danny Trevathan),1.070,3.510
3,11:34,1,10,CHI 31,13,14,Tom Brady sacked by Khalil Mack for -7 yards,3.510,2.020
3,10:55,2,17,CHI 38,13,14,"Tom Brady pass complete short right to Tyler Johnson for 1 yard (tackle by Danny Trevathan). Penalty on Rob Gronkowski: Illegal Block Above the Waist, 10 yards (no play)",2.020,0.670
3,10:34,2,27,CHI 48,13,14,Tom Brady pass complete short right to Mike Evans for 6 yards (tackle by Kyle Fuller),0.670,0.830
3,9:54,3,21,CHI 42,13,14,Tom Brady pass complete short middle to Mike Evans for 14 yards (tackle by Kyle Fuller),0.830,1.590
3,9:09,4,7,CHI 28,16,14,Ryan Succop 46 yard field goal good,1.590,3.000
3,9:04,,,TAM 35,16,14,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
3,9:04,1,10,CHI 25,16,14,David Montgomery right end for 1 yard (tackle by Vita Vea),0.610,0.200
3,8:20,2,9,CHI 26,16,14,Nick Foles sacked by Vita Vea for -9 yards,0.200,-1.930
3,7:35,3,18,CHI 17,16,14,Nick Foles pass incomplete short middle intended for David Montgomery. Penalty on Bobby Massie: Offensive Holding (Declined),-1.930,-2.320
3,7:24,4,18,CHI 17,16,14,"Pat O'Donnell punts 43 yards out of bounds. Penalty on Javon Wims: Illegal Block Above the Waist, 10 yards",-2.320,-2.260
3,7:16,1,10,TAM 50,16,14,Tom Brady pass complete short left to Cameron Brate for 1 yard (tackle by Barkevious Mingo),2.260,1.850
3,6:38,2,9,CHI 49,16,14,Tom Brady sacked by James Vaughters for -6 yards,1.850,0.370
3,6:01,3,15,TAM 45,16,14,Tom Brady pass complete deep left to Cameron Brate for 20 yards (tackle by DeAndre Houston-Carson),0.370,3.250
3,5:21,1,10,CHI 35,16,14,"Ronald Jones right tackle for 5 yards (tackle by Buster Skrine). Penalty on Tristan Wirfs: Offensive Holding, 10 yards (no play)",3.250,2.590
3,4:55,1,20,CHI 45,16,14,"Tom Brady pass complete short middle to Rob Gronkowski for 16 yards (tackle by Danny Trevathan). Penalty on Mike Evans: Offensive Pass Interference, 10 yards (no play)",2.590,1.930
3,4:25,1,30,TAM 45,16,14,Tom Brady sacked by Khalil Mack for no gain. Penalty on Donovan Smith: Offensive Holding (Offsetting) Penalty on CHI: Unnecessary Roughness (Offsetting) (no play),1.930,1.930
3,4:02,1,30,TAM 45,16,14,"Tom Brady pass complete short left to Jaydon Mickens for 11 yards (tackle by Roquan Smith). Penalty on Ryan Jensen: Unnecessary Roughness, 15 yards",1.930,-0.540
3,3:39,2,34,TAM 41,16,14,Tom Brady pass complete short left to Mike Evans for 7 yards (tackle by Jaylon Johnson),-0.540,-0.230
3,3:01,3,27,TAM 48,16,14,Tom Brady pass incomplete deep left intended for Mike Evans. Penalty on Alex Cappa: Offensive Holding (Declined),-0.230,-0.190
3,2:55,4,27,TAM 48,16,14,"Bradley Pinion punts 40 yards, fair catch by Ted Ginn at CHI-12",-0.190,0.350
3,2:47,1,10,CHI 12,16,14,Nick Foles pass complete short left to Jimmy Graham for 8 yards (tackle by Jordan Whitehead and Devin White),-0.350,0.290
3,2:09,2,2,CHI 20,16,14,Nick Foles pass complete short middle to Allen Robinson for 9 yards (tackle by Carlton Davis),0.290,0.870
3,1:30,1,10,CHI 29,16,14,Nick Foles pass complete short middle to Allen Robinson for 8 yards (tackle by Carlton Davis),0.870,1.410
3,0:52,2,2,CHI 37,16,14,Nick Foles pass complete short right to Allen Robinson for 6 yards (tackle by Carlton Davis),1.410,1.800
3,0:09,1,10,CHI 43,16,14,David Montgomery right end for 4 yards (tackle by William Gholston),1.800,1.790
Quarter,Time,Down,ToGo,Location,TAM,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,CHI 47,16,14,Nick Foles pass complete short right to David Montgomery for 4 yards (tackle by Lavonte David),1.790,1.620
4,14:15,3,2,TAM 49,16,14,"Nick Foles pass incomplete deep left intended for Allen Robinson. Penalty on Carlton Davis: Defensive Pass Interference, 19 yards (no play)",1.620,3.580
4,14:10,1,10,TAM 30,16,14,David Montgomery right tackle for 7 yards (tackle by Antoine Winfield),3.580,3.980
4,13:43,2,3,TAM 23,16,14,Nick Foles pass complete short left to Allen Robinson for 8 yards (tackle by Shaquil Barrett),3.980,4.580
4,12:56,1,10,TAM 15,16,14,"Nick Foles sacked by Jason Pierre-Paul for -17 yards. Nick Foles fumbles (forced by Jason Pierre-Paul), recovered by Bobby Massie at TB-32",4.580,1.730
4,12:09,2,27,TAM 32,16,14,David Montgomery left tackle for 3 yards (tackle by Ndamukong Suh),1.730,1.490
4,11:26,3,24,TAM 29,16,14,"Penalty on Ryan Nall: False Start, 5 yards (no play)",1.490,0.830
4,11:26,3,29,TAM 34,16,14,Nick Foles pass complete short right to Darnell Mooney for 5 yards (tackle by Jamel Dean),0.830,1.500
4,10:38,4,24,TAM 29,16,17,Cairo Santos 47 yard field goal good,1.500,3.000
4,10:34,,,CHI 35,16,17,"Cairo Santos kicks off 63 yards, returned by Jaydon Mickens for 25 yards (tackle by James Vaughters)",0.000,0.740
4,10:28,1,10,TAM 27,16,17,Ronald Jones left guard for 10 yards (tackle by Danny Trevathan),0.740,1.400
4,9:56,1,10,TAM 37,16,17,Ronald Jones right guard for 4 yards (tackle by Akiem Hicks),1.400,1.400
4,9:25,2,6,TAM 41,16,17,"Tom Brady pass incomplete short left intended for Rob Gronkowski. Penalty on Buster Skrine: Defensive Pass Interference, 10 yards (no play)",1.400,2.320
4,9:19,1,10,CHI 49,16,17,Ronald Jones right guard for -1 yards (tackle by Buster Skrine),2.320,1.650
4,8:42,2,11,TAM 50,16,17,Tom Brady pass complete short right to Rob Gronkowski for 23 yards (tackle by Eddie Jackson and Barkevious Mingo),1.650,3.780
4,7:50,1,10,CHI 27,16,17,Ronald Jones right tackle for 2 yards (tackle by Danny Trevathan and Roquan Smith),3.780,3.500
4,7:05,2,8,CHI 25,16,17,Tom Brady pass complete short middle to Cameron Brate for 9 yards (tackle by Danny Trevathan),3.500,4.510
4,6:25,1,10,CHI 16,16,17,Tom Brady sacked by Khalil Mack for -7 yards,4.510,3.010
4,5:41,2,17,CHI 23,16,17,Tom Brady pass incomplete short left intended for Ronald Jones (defended by Roquan Smith),3.010,2.340
4,5:37,3,17,CHI 23,16,17,Tom Brady pass complete short middle to Rob Gronkowski for 16 yards (tackle by DeAndre Houston-Carson),2.340,3.010
4,4:52,4,1,CHI 7,19,17,Ryan Succop 25 yard field goal good,3.010,3.000
4,4:49,,,TAM 35,19,17,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
4,4:49,1,10,CHI 25,19,17,Nick Foles pass incomplete short right intended for Darnell Mooney (defended by Jamel Dean),0.610,0.060
4,4:45,2,10,CHI 25,19,17,Nick Foles sacked by William Gholston for -9 yards,0.060,-2.140
4,3:58,3,19,CHI 16,19,17,"Nick Foles pass incomplete deep right intended for Ted Ginn (defended by Jamel Dean). Penalty on Shaquil Barrett: Roughing the Passer, 15 yards (no play)",-2.140,1.000
4,3:53,1,10,CHI 31,19,17,Nick Foles pass complete short right to Anthony Miller for 2 yards (tackle by Sean Murphy-Bunting),1.000,0.730
4,3:14,2,8,CHI 33,19,17,Nick Foles pass incomplete deep left intended for Darnell Mooney (defended by Jamel Dean),0.730,0.040
4,3:07,3,8,CHI 33,19,17,Nick Foles pass incomplete short middle intended for Allen Robinson (defended by Ndamukong Suh),0.040,-1.180
4,2:59,4,8,CHI 33,19,17,"Pat O'Donnell punts 59 yards, returned by Jaydon Mickens for 8 yards (tackle by Javon Wims and Cordarrelle Patterson)",-1.180,0.140
4,2:48,1,10,TAM 16,19,17,Ronald Jones right guard for -2 yards (tackle by Brent Urban),-0.140,-0.890
4,2:43,,,,,,Timeout #1 by Chicago Bears,,
4,2:43,2,12,TAM 14,19,17,Tom Brady pass incomplete short middle intended for Ronald Jones,-0.890,-1.610
4,2:37,3,12,TAM 14,19,17,Tom Brady pass incomplete short middle intended for Tyler Johnson,-1.610,-2.470
4,2:32,4,12,TAM 14,19,17,"Bradley Pinion punts 44 yards, returned by Ted Ginn for 6 yards (tackle by Zach Triner)",-2.470,-2.130
4,2:21,1,10,CHI 48,19,17,David Montgomery right guard for 1 yard (tackle by Ndamukong Suh and Jason Pierre-Paul),2.130,1.720
4,2:00,2,9,CHI 49,19,17,Nick Foles pass incomplete deep middle intended for Jimmy Graham (defended by Jamel Dean),1.720,1.020
4,1:54,3,9,CHI 49,19,17,Nick Foles pass complete short left to Anthony Miller for 10 yards (tackle by Sean Murphy-Bunting),1.020,2.850
4,1:50,1,10,TAM 41,19,17,Nick Foles pass complete short left to David Montgomery for -1 yards (tackle by Vita Vea and Devin White),2.850,2.170
4,1:42,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
4,1:42,2,11,TAM 42,19,17,Nick Foles pass complete short left to David Montgomery for 17 yards (tackle by Antoine Winfield),2.170,3.910
4,1:36,1,10,TAM 25,19,17,David Montgomery right tackle for 1 yard (tackle by Jason Pierre-Paul),3.910,3.500
4,1:28,,,,,,Timeout #2 by Tampa Bay Buccaneers,,
4,1:28,2,9,TAM 24,19,17,Nick Foles pass incomplete deep right intended for Allen Robinson (defended by Carlton Davis),3.500,2.810
4,1:22,3,9,TAM 24,19,17,Nick Foles pass complete short middle to Allen Robinson for 4 yards (tackle by Sean Murphy-Bunting),2.810,2.170
4,1:17,,,,,,Timeout #3 by Tampa Bay Buccaneers,,
4,1:17,4,5,TAM 20,19,20,Cairo Santos 38 yard field goal good,2.170,3.000
4,1:13,,,CHI 35,19,20,"Cairo Santos kicks off 65 yards, touchback.",0.000,0.610
4,1:13,1,10,TAM 25,19,20,Tom Brady pass complete short left to Mike Evans for 12 yards,0.610,1.400
4,1:06,1,10,TAM 37,19,20,Tom Brady pass incomplete short right intended for Mike Evans,1.400,0.860
4,1:01,2,10,TAM 37,19,20,Tom Brady pass complete short middle to Ke'Shawn Vaughn for 4 yards (tackle by Roquan Smith),0.860,0.700
4,0:42,3,6,TAM 41,19,20,Tom Brady pass incomplete short left intended for Rob Gronkowski,0.700,-0.650
4,0:38,4,6,TAM 41,19,20,Tom Brady pass incomplete deep middle intended for Cameron Brate (defended by DeAndre Houston-Carson),-0.650,-2.850
4,0:33,1,10,TAM 41,19,20,"Nick Foles kneels for no gain Penalty on TAM: Defensive Too Many Men on Field, 5 yards (no play)",2.850,3.580
4,0:32,1,5,TAM 36,19,20,Nick Foles kneels for -1 yards,3.580,2.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
