Quarter,Time,Tm,Detail,CAR,NOR
1.0,11:42,Panthers,Kelvin Benjamin 9 yard pass from Cam Newton (Graham Gano kick),7,0
,9:57,Panthers,Graham Gano 37 yard field goal,10,0
,6:41,Panthers,Cam Newton 2 yard rush (Graham Gano kick),17,0
2.0,13:19,Saints,Shayne Graham 37 yard field goal,17,3
,2:14,Panthers,Greg Olsen 16 yard pass from Cam Newton (Graham Gano kick),24,3
3.0,13:59,Panthers,Jonathan Stewart 69 yard rush (Graham Gano kick),31,3
,5:13,Panthers,Fozzy Whittaker 26 yard pass from Cam Newton (Graham Gano kick),38,3
4.0,14:10,Panthers,Graham Gano 41 yard field goal,41,3
,5:29,Saints,Ben Watson 7 yard pass from Drew Brees (Shayne Graham kick),41,10
