Quarter,Time,Down,ToGo,Location,ATL,CAR,Detail,EPB,EPA
1,3:17,1,10,CAR 46,10,0,Devonta Freeman left guard for 10 yards (tackle by Kurt Coleman),2.520,3.180
1,2:42,1,10,CAR 36,10,0,Devonta Freeman left tackle for -4 yards (tackle by Mario Addison),3.180,2.100
1,2:08,2,14,CAR 40,10,0,Tevin Coleman middle for 4 yards (tackle by Thomas Davis),2.100,1.950
1,1:23,3,10,CAR 36,10,0,Matt Ryan pass complete short right to Patrick DiMarco for 6 yards (tackle by Shaq Thompson),1.950,1.460
1,0:41,4,4,CAR 30,13,0,Matt Bryant 48 yard field goal good,1.460,3.000
1,0:35,,,ATL 35,13,0,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.610
1,0:35,1,10,CAR 25,13,0,Jonathan Stewart middle for no gain (tackle by Grady Jarrett and Brooks Reed),0.610,0.060
Quarter,Time,Down,ToGo,Location,ATL,CAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,10,CAR 25,13,0,Jonathan Stewart right end for 20 yards (tackle by Ricardo Allen),0.060,1.930
2,14:25,1,10,CAR 45,13,0,Cam Newton pass incomplete short right intended for Devin Funchess,1.930,1.380
2,14:21,2,10,CAR 45,13,0,Cam Newton pass incomplete deep right intended for Kelvin Benjamin,1.380,0.700
2,14:14,3,10,CAR 45,13,0,Cam Newton pass incomplete deep middle intended for Greg Olsen,0.700,-0.390
2,14:09,4,10,CAR 45,13,0,Michael Palardy punts 44 yards,-0.390,0.370
2,13:59,1,10,ATL 11,13,0,Devonta Freeman right tackle for 4 yards (tackle by Shaq Thompson),-0.370,-0.430
2,13:21,2,6,ATL 15,13,0,Devonta Freeman right guard for 4 yards (tackle by James Bradberry),-0.430,-0.480
2,12:37,3,2,ATL 19,13,0,Matt Ryan sacked by Kawann Short for -5 yards,-0.480,-2.470
2,11:56,4,7,ATL 14,13,0,"Matthew Bosher punts 30 yards, out of bounds",-2.470,-2.650
2,11:49,1,10,ATL 44,13,0,Cam Newton pass complete short left to Greg Olsen for 17 yards (tackle by Jalen Collins),2.650,3.780
2,11:32,1,10,ATL 27,13,0,Fozzy Whittaker left end for 19 yards (tackle by Sharrod Neasman and Deion Jones),3.780,5.370
2,10:56,1,8,ATL 8,13,0,"Penalty on Andrew Norwell: False Start, 5 yards (no play)",5.370,4.530
2,10:39,1,13,ATL 13,13,0,Cam Newton pass incomplete short right intended for Devin Funchess (defended by Robert Alford),4.530,0.000
2,10:32,,,,13,0,Timeout #1 by Carolina Panthers,0.000,-3.720
2,10:32,2,13,ATL 13,13,0,Cam Newton pass incomplete short right intended for Greg Olsen,3.720,3.060
2,10:26,3,13,ATL 13,13,0,Cam Newton pass incomplete short right intended for Kelvin Benjamin,3.060,2.570
2,10:21,4,13,ATL 13,13,3,Graham Gano 31 yard field goal good,2.570,3.000
2,10:17,,,CAR 35,13,3,"Graham Gano kicks off 65 yards, touchback",0.000,-0.610
2,10:17,1,10,ATL 25,13,3,Matt Ryan pass incomplete short left intended for Taylor Gabriel,0.610,0.060
2,10:14,2,10,ATL 25,13,3,Matt Ryan pass incomplete deep right intended for Julio Jones,0.060,-0.620
2,10:08,3,10,ATL 25,13,3,Matt Ryan pass complete deep middle to Mohamed Sanu for 22 yards (tackle by Leonard Johnson),-0.620,2.060
2,9:26,1,10,ATL 47,13,3,Devonta Freeman middle for 7 yards (tackle by James Bradberry),2.060,2.460
2,8:55,2,3,CAR 46,13,3,Matt Ryan pass complete deep left to Mohamed Sanu for 28 yards (tackle by Tre Boston),2.460,4.370
2,8:23,1,10,CAR 18,13,3,Devonta Freeman left guard for 9 yards (tackle by Shaq Thompson and A.J. Klein),4.370,5.420
2,7:57,2,1,CAR 9,13,3,"Penalty on Ryan Schraeder: False Start, 5 yards (no play)",5.420,4.430
2,7:42,2,6,CAR 14,13,3,Matt Ryan pass complete short right to Tevin Coleman for 2 yards (tackle by Leonard Johnson),4.430,0.000
2,7:01,,,,13,3,Timeout #1 by Atlanta Falcons,0.000,-4.030
2,7:01,3,4,CAR 12,13,3,Matt Ryan pass complete short right to Devonta Freeman for 7 yards (tackle by Thomas Davis),4.030,6.060
2,6:30,1,5,CAR 5,13,3,Matt Ryan pass incomplete short middle intended for Mohamed Sanu (defended by Shaq Thompson),6.060,5.150
2,6:26,2,5,CAR 5,13,3,Matt Ryan pass complete short middle to Taylor Gabriel for 4 yards (tackle by James Bradberry),5.150,5.170
2,5:42,3,1,CAR 1,19,3,"Matt Ryan pass complete short right to D.J. Tialavea for 1 yard, touchdown",5.170,7.000
2,5:34,,,CAR 15,20,3,Matt Bryant kicks extra point good,0.000,0.000
2,5:34,,,ATL 35,20,3,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.610
2,5:34,1,10,CAR 25,20,3,Cam Newton pass complete short right to Ted Ginn for 5 yards (tackle by Keanu Neal),0.610,0.740
2,5:06,2,5,CAR 30,20,3,Jonathan Stewart right tackle for -2 yards (tackle by Vic Beasley and Paul Worrilow),0.740,-0.230
2,4:27,3,7,CAR 28,20,3,Cam Newton pass complete short middle to Kelvin Benjamin for 8 yards (tackle by Jalen Collins),-0.230,1.330
2,3:47,1,10,CAR 36,20,3,Cam Newton pass complete short right to Greg Olsen for 8 yards (tackle by Jalen Collins),1.330,1.870
2,3:14,2,2,CAR 44,20,3,Cam Newton pass complete short right to Devin Funchess for 9 yards (tackle by Jalen Collins),1.870,2.460
2,2:47,1,10,ATL 47,20,3,Cam Newton pass incomplete deep left intended for Devin Funchess,2.460,1.910
2,2:36,2,10,ATL 47,20,3,Fozzy Whittaker right guard for 2 yards (tackle by Brooks Reed),1.910,0.000
2,2:33,,,,20,3,Timeout #2 by Atlanta Falcons,0.000,-1.490
2,2:33,3,8,ATL 45,20,3,Cam Newton pass incomplete short left intended for Greg Olsen (defended by Ayodeji Olatoye),1.490,0.270
2,2:28,4,8,ATL 45,20,3,"Michael Palardy punts 35 yards, fair catch by Eric Weems",0.270,0.380
2,2:21,1,10,ATL 10,20,3,Devonta Freeman middle for -5 yards (tackle by Thomas Davis),-0.380,-1.150
2,2:00,2,15,ATL 5,20,3,Matt Ryan pass complete short left to Devonta Freeman for 6 yards (tackle by Shaq Thompson),-1.150,0.000
2,1:56,,,,20,3,Timeout #2 by Carolina Panthers,0.000,1.300
2,1:56,3,9,ATL 11,20,3,Matt Ryan sacked by Kurt Coleman for -8 yards,-1.300,0.000
2,1:53,,,,20,3,Timeout #3 by Carolina Panthers,0.000,2.490
2,1:53,4,17,ATL 3,20,3,"Matthew Bosher punts 59 yards, returned by Ted Ginn for 12 yards (tackle by Josh Harris)",-2.490,-2.260
2,1:40,1,10,,20,3,Cam Newton pass incomplete short middle intended for Ted Ginn is intercepted by Jalen Collins at ATL-42 and returned for 37 yards,2.260,-4.170
2,1:31,1,10,CAR 21,20,3,Matt Ryan pass complete short middle to Devonta Freeman for 4 yards (tackle by Shaq Thompson),4.170,4.200
2,1:08,2,6,CAR 17,20,3,Matt Ryan pass complete short right to Devonta Freeman for 3 yards (tackle by Thomas Davis),4.200,0.000
2,1:00,,,,20,3,Timeout #3 by Atlanta Falcons,0.000,-4.020
2,1:00,3,3,CAR 14,20,3,Matt Ryan middle for 2 yards (tackle by Thomas Davis and Kawann Short),4.020,2.780
2,0:18,4,1,CAR 12,20,3,"Matt Bryant 30 yard field goal no good, blocked by Vernon Butler",2.780,-0.280
2,0:13,1,10,CAR 20,20,3,Cam Newton kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,ATL,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 35,20,3,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,CAR 25,20,3,Jonathan Stewart left guard for 2 yards (tackle by Deion Jones and Jonathan Babineaux),0.610,0.330
3,14:24,2,8,CAR 27,20,3,Cam Newton pass complete short middle to Chris Manhertz for 10 yards (tackle by Paul Worrilow),0.330,1.400
3,13:50,1,10,CAR 37,20,3,Jonathan Stewart middle for 4 yards (tackle by Brian Poole),1.400,1.400
3,13:12,2,6,CAR 41,20,3,Jonathan Stewart left tackle for 3 yards (tackle by Paul Worrilow and Philip Wheeler),1.400,0.000
3,12:35,,,,20,3,Timeout #1 by Atlanta Falcons,0.000,-1.090
3,12:35,3,3,CAR 44,20,3,"Penalty on Robert Alford: Encroachment, 5 yards (no play)",1.090,2.190
3,12:35,1,10,CAR 49,20,3,Cam Newton pass incomplete deep middle intended for Corey Brown,2.190,1.650
3,12:26,2,10,CAR 49,20,3,Cam Newton middle for 9 yards (tackle by Deion Jones),1.650,0.000
3,11:43,,,,20,3,Timeout #1 by Carolina Panthers,0.000,-2.150
3,11:43,3,1,ATL 42,20,3,Cam Newton right guard for 3 yards (tackle by Grady Jarrett),2.150,2.980
3,11:07,1,10,ATL 39,20,3,Cam Newton pass incomplete deep right intended for Devin Funchess,2.980,2.440
3,11:01,2,10,ATL 39,20,3,Jonathan Stewart left guard for 12 yards (tackle by Deion Jones and Adrian Clayborn),2.440,3.780
3,10:20,1,10,ATL 27,20,3,Cam Newton pass incomplete short right intended for Ted Ginn,3.780,3.230
3,10:15,2,10,ATL 27,20,3,Cam Newton right tackle for 5 yards (tackle by Paul Worrilow),3.230,3.200
3,9:35,3,5,ATL 22,20,3,Cam Newton pass incomplete short right intended for Ted Ginn,3.200,2.040
3,9:28,4,5,ATL 22,20,6,Graham Gano 40 yard field goal good,2.040,3.000
3,9:23,,,CAR 35,20,6,"Graham Gano kicks off 65 yards, touchback",0.000,-0.610
3,9:23,1,10,ATL 25,20,6,Matt Ryan pass complete deep left to Julio Jones for 22 yards (tackle by Tre Boston),0.610,2.060
,,,,,,,"CAR challenged the runner was not down by contact ruling, and the original play was overturned.",,
3,8:43,1,10,ATL 47,20,6,Tevin Coleman left end for 1 yard (tackle by Shaq Thompson),2.060,1.650
3,8:02,2,9,ATL 48,20,6,Matt Ryan pass complete short right to Joshua Perkins for 8 yards (tackle by Shaq Thompson),1.650,2.020
3,7:15,3,1,CAR 44,20,6,"Andy Levitre for no gain. Penalty on Alex Mack: False Start, 5 yards (no play)",2.020,1.360
3,6:57,3,6,CAR 49,20,6,Matt Ryan pass complete short middle to Julio Jones for 17 yards (tackle by Kurt Coleman and Thomas Davis),1.360,3.450
3,6:14,1,10,CAR 32,20,6,Devonta Freeman right guard for 5 yards (tackle by Kurt Coleman and Daryl Worley),3.450,3.580
3,5:38,2,5,CAR 27,20,6,"Matt Ryan right end for 7 yards (tackle by Star Lotulelei). Penalty on Mario Addison: Unnecessary Roughness, 9 yards",3.580,4.840
3,5:12,1,10,CAR 11,20,6,Devonta Freeman left tackle for 2 yards (tackle by Shaq Thompson),4.840,0.000
3,4:26,,,,20,6,Timeout #2 by Atlanta Falcons,0.000,-4.510
3,4:26,2,8,CAR 9,20,6,Matt Ryan pass incomplete short right intended for Joshua Perkins,4.510,3.530
3,4:20,3,8,CAR 9,20,6,"Matt Ryan sacked by Kony Ealy for -7 yards. Matt Ryan fumbles (forced by Kony Ealy), recovered by Devonta Freeman at CAR-11",3.530,2.700
3,3:39,4,10,CAR 11,23,6,Matt Bryant 29 yard field goal good,2.700,3.000
3,3:34,,,ATL 35,23,6,"Matthew Bosher kicks off 68 yards, returned by Fozzy Whittaker for 47 yards (tackle by Robert Alford)",0.000,-1.860
3,3:25,1,10,CAR 44,23,6,Cam Newton pass incomplete short left intended for Jonathan Stewart,1.860,1.320
3,3:22,2,10,CAR 44,23,6,Cam Newton pass complete short left to Jonathan Stewart for 2 yards (tackle by Philip Wheeler),1.320,0.890
3,2:41,3,8,CAR 46,23,6,Cam Newton pass complete short left to Ted Ginn for 7 yards (tackle by Robert Alford),0.890,0.130
3,2:03,4,1,ATL 47,23,6,Cam Newton middle for 2 yards (tackle by Deion Jones and Grady Jarrett),0.130,2.590
3,1:20,1,10,ATL 45,23,6,Jonathan Stewart right tackle for 7 yards (tackle by Ricardo Allen and Adrian Clayborn),2.590,2.990
3,0:41,2,3,ATL 38,23,6,"Cam Newton pass incomplete. Cam Newton fumbles, recovered by Cam Newton at ATL-46. Penalty on Mike Remmers: Ineligible Downfield Pass, 5 yards (no play)",2.990,2.310
3,0:35,2,8,ATL 43,23,6,Cam Newton pass incomplete deep right intended for Greg Olsen,2.310,1.620
3,0:26,3,8,ATL 43,23,6,Cam Newton pass complete short left to Ted Ginn for 17 yards (tackle by Robert Alford),1.620,3.840
3,0:02,1,10,ATL 26,23,12,"Cam Newton pass complete deep left to Kelvin Benjamin for 26 yards, touchdown",3.840,7.000
3,0:00,,,ATL 15,23,13,Graham Gano kicks extra point good,0.000,0.000
Quarter,Time,Down,ToGo,Location,ATL,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,,,CAR 35,23,13,"Graham Gano kicks off 65 yards, touchback",0.000,-0.610
4,15:00,1,10,ATL 25,23,13,Matt Ryan pass incomplete deep right intended for Julio Jones (defended by James Bradberry),0.610,0.060
4,14:54,2,10,ATL 25,23,13,Matt Ryan sacked by Mario Addison for -6 yards,0.060,-1.510
4,14:54,3,16,ATL 19,23,13,"Penalty on ATL: Offensive 12 On-field, 5 yards (no play)",-1.510,-2.550
4,14:03,3,21,ATL 14,23,13,Matt Ryan pass complete deep left to Tevin Coleman for 31 yards (tackle by Daryl Worley),-2.550,1.930
4,13:28,1,10,ATL 45,29,13,"Tevin Coleman right tackle for 55 yards, touchdown",1.930,7.000
4,13:19,,,CAR 15,30,13,Matt Bryant kicks extra point good,0.000,0.000
4,13:19,,,ATL 35,30,13,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.610
4,13:19,1,10,CAR 25,30,13,Cam Newton pass complete short middle to Greg Olsen for 7 yards (tackle by Deion Jones),0.610,1.010
4,12:54,2,3,CAR 32,30,13,Cam Newton pass complete short middle to Greg Olsen for 12 yards (tackle by Deion Jones),1.010,1.860
4,12:35,1,10,CAR 44,30,13,Cam Newton pass incomplete short right intended for Kelvin Benjamin,1.860,1.320
4,12:29,2,10,CAR 44,30,13,Cam Newton pass incomplete short right intended for Ted Ginn (defended by Robert Alford),1.320,0.630
4,12:25,3,10,CAR 44,30,13,Cam Newton left end for 8 yards (tackle by Deion Jones),0.630,0.070
4,11:47,4,2,ATL 48,30,13,Cam Newton pass complete short left to Kelvin Benjamin for 18 yards (tackle by Jalen Collins),0.070,3.580
4,11:20,1,10,ATL 30,30,13,Cam Newton pass complete short right to Corey Brown for 12 yards (tackle by Keanu Neal),3.580,4.370
4,10:43,1,10,ATL 18,30,13,Cam Newton pass incomplete short middle intended for Joe Webb (defended by Keanu Neal),4.370,3.800
4,10:38,2,10,ATL 18,30,13,Cam Newton middle for 5 yards (tackle by Deion Jones),3.800,3.820
4,9:53,3,5,ATL 13,30,13,Cam Newton pass incomplete short right intended for Joe Webb (defended by Jalen Collins),3.820,2.620
4,9:47,4,5,ATL 13,30,16,Graham Gano 31 yard field goal good,2.620,3.000
4,9:43,,,CAR 35,30,16,"Graham Gano kicks off 55 yards, returned by Justin Hardy for 10 yards (tackle by Michael Griffin)",0.000,-0.280
4,9:39,1,10,ATL 20,30,16,Tevin Coleman left end for 15 yards (tackle by Vernon Butler and Daryl Worley),0.280,1.270
4,8:56,1,10,ATL 35,30,16,Tevin Coleman left tackle for 3 yards (tackle by Vernon Butler),1.270,1.130
4,8:18,2,7,ATL 38,30,16,Matt Ryan pass complete short right to Mohamed Sanu for 6 yards (tackle by James Bradberry),1.130,1.220
4,7:37,3,1,ATL 44,30,16,Devonta Freeman left tackle for 13 yards (tackle by Shaq Thompson),1.220,2.720
4,6:54,1,10,CAR 43,30,16,"Devonta Freeman left guard for 1 yard (tackle by Shaq Thompson and Tre Boston). Penalty on Chris Chester: Offensive Holding, 10 yards (no play)",2.720,2.060
4,6:33,1,20,ATL 47,30,16,Matt Ryan pass complete short middle to Devonta Freeman for -2 yards (tackle by Star Lotulelei),2.060,0.560
4,5:46,2,22,ATL 45,30,16,Matt Ryan pass incomplete short right intended for Julio Jones (defended by Tre Boston),0.560,-0.100
4,5:42,3,22,ATL 45,30,16,Matt Ryan pass complete short left to Taylor Gabriel for 4 yards (tackle by Mario Addison),-0.100,0.000
4,5:36,,,,30,16,Timeout #2 by Carolina Panthers,0.000,0.130
4,5:36,4,18,ATL 49,30,16,"Matthew Bosher punts 38 yards, fair catch by Ted Ginn",-0.130,0.320
4,5:29,1,10,CAR 13,30,16,Cam Newton pass incomplete short left intended for Ted Ginn,-0.320,-0.770
4,5:26,2,10,CAR 13,30,16,Cam Newton pass complete short middle to Greg Olsen for 8 yards (tackle by Deion Jones),-0.770,-0.470
4,4:49,3,2,CAR 21,30,16,Cam Newton pass complete short left to Fozzy Whittaker for 14 yards (tackle by Keanu Neal),-0.470,1.270
4,4:25,1,10,CAR 35,30,16,Cam Newton pass complete short middle to Greg Olsen for 7 yards (tackle by Deion Jones),1.270,1.670
4,3:59,2,3,CAR 42,30,16,Cam Newton pass incomplete deep right intended for Greg Olsen,1.670,0.960
4,3:52,3,3,CAR 42,30,16,Cam Newton pass incomplete short right intended for Kelvin Benjamin,0.960,-0.590
4,3:47,4,3,CAR 42,30,16,Cam Newton sacked by Courtney Upshaw and Brooks Reed for -7 yards,-0.590,-3.250
4,3:40,1,10,CAR 35,30,16,Tevin Coleman right tackle for 1 yard (tackle by Thomas Davis and Kawann Short),3.250,2.840
4,2:56,2,9,CAR 34,30,16,Tevin Coleman middle for no gain (tackle by Kawann Short),2.840,2.150
4,2:11,3,9,CAR 34,30,16,Matt Ryan pass complete short left to Devonta Freeman for 2 yards (tackle by Thomas Davis),2.150,1.240
4,2:00,4,7,CAR 32,33,16,Matt Bryant 50 yard field goal good,1.240,3.000
4,1:55,,,ATL 35,33,16,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.610
4,1:55,1,10,CAR 25,33,16,Fozzy Whittaker middle for 9 yards (tackle by Ricardo Allen),0.610,1.280
4,1:25,2,1,CAR 34,33,16,Cam Newton sacked by Ra'Shede Hageman for -8 yards,1.280,-0.490
4,0:44,3,9,CAR 26,33,16,Mike Tolbert right guard for 3 yards (tackle by Ricardo Allen and Ayodeji Olatoye),-0.490,-1.440
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
