Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Bobby Shaw,JAX,0,0,,0,0,1,10,10.0,0,0
Ike Charlton,JAX,2,47,23.5,0,0,0,0,,0,0
Stacey Mack,JAX,2,38,19.0,0,0,0,0,,0,0
Elvis Joseph,JAX,1,25,25.0,0,0,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Troy Walters,IND,4,85,21.3,0,0,3,28,9.3,0,0
Clifton Crosby,IND,,,,,,0,6,,0,
