Quarter,Time,Down,ToGo,Location,JAX,IND,Detail,EPB,EPA
2,11:15,4,2,JAX 2,3,3,Mike Vanderjagt 19 yard field goal good,3.250,3.000
2,11:15,,,IND 30,3,3,"Mike Vanderjagt kicks off 65 yards, returned by Ike Charlton for 21 yards (tackle by Brian Leigeb)",0.000,0.670
2,11:06,1,10,JAX 26,3,3,Fred Taylor middle for 12 yards (tackle by Sam Sword),0.670,1.470
2,10:30,1,10,JAX 38,3,3,David Garrard sacked by Dwight Freeney for -11 yards,1.470,-0.560
2,9:56,2,21,JAX 27,3,3,Stacey Mack right guard for 6 yards (tackle by Mike Peterson),-0.560,-0.430
2,9:20,3,15,JAX 33,3,3,David Garrard pass complete to Jimmy Smith for 21 yards (tackle by Brian Leigeb),-0.430,2.520
2,8:34,1,10,IND 46,3,3,"Fred Taylor middle for 14 yards (tackle by Sam Sword and Idrees Bashir). Penalty on Dan Alexander: Offensive Holding, 10 yards (no play)",2.520,1.860
2,8:04,1,20,JAX 44,3,3,Stacey Mack middle for 9 yards (tackle by Raheem Brock and David Gibson),1.860,1.840
2,7:25,2,11,IND 47,3,3,David Garrard pass complete to Stacey Mack for 12 yards (tackle by Clifton Crosby),1.840,3.250
2,6:49,2,11,IND 47,,,Timeout #1 by Indianapolis Colts,1.840,3.250
2,6:49,1,10,IND 35,3,3,David Garrard pass complete to Pete Mitchell for 12 yards (tackle by Mike Peterson),3.250,4.040
2,6:11,1,10,IND 23,3,3,Stacey Mack middle for 5 yards (tackle by Dwight Freeney),4.040,4.210
2,5:35,2,5,IND 18,3,3,Stacey Mack left guard for 9 yards (tackle by David Gibson and Sam Sword),4.210,5.140
2,4:58,1,9,IND 9,9,3,"Fred Taylor left tackle for 9 yards, touchdown",5.140,7.000
2,4:58,,,IND 9,10,3,Danny Boyd kicks extra point good,0.000,0.000
2,4:58,,,JAX 30,10,3,"Danny Boyd kicks off 63 yards, returned by Troy Walters for 15 yards (tackle by Kiwaukee Thomas)",0.000,0.410
2,4:48,1,10,IND 22,10,3,Edgerrin James right end for 4 yards (tackle by Fernando Bryant),0.410,0.410
2,4:20,2,6,IND 26,10,3,Peyton Manning pass complete to Reggie Wayne for 7 yards (tackle by Jason Craft and Marlon McCree),0.410,1.140
2,3:57,1,10,IND 33,10,3,Peyton Manning pass incomplete intended for Marcus Pollard (defended by Marlon McCree),1.140,0.590
2,3:50,2,10,IND 33,10,3,Peyton Manning pass complete to Marvin Harrison for 6 yards (tackle by Donovin Darius and Fernando Bryant),0.590,0.700
2,3:04,3,4,IND 39,10,3,Edgerrin James middle for 3 yards (tackle by Danny Clark),0.700,-0.590
2,2:09,4,1,IND 42,10,3,"Hunter Smith punts 40 yards, fair catch by Bobby Shaw",-0.590,-0.040
2,2:00,1,10,JAX 18,10,3,Fred Taylor left guard for 1 yard (tackle by David Gibson and Rob Morris),0.040,-0.320
2,1:22,2,9,JAX 19,10,3,David Garrard middle for 2 yards (tackle by Rob Morris and Chad Bratzke),-0.320,-0.790
2,1:08,2,9,JAX 19,,,Timeout #2 by Indianapolis Colts,-0.320,-0.790
2,1:08,3,7,JAX 21,10,3,"David Garrard middle for 1 yard (tackle by Dwight Freeney). David Garrard fumbles (forced by Dwight Freeney), recovered by Idrees Bashir at JAX-23 (tackle by Todd Fordham)",-0.790,-4.040
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,1:01,1,10,JAX 23,10,3,"Penalty on Marcus Stroud: Encroachment, 5 yards (no play)",4.040,4.860
2,1:01,1,5,JAX 18,10,3,Peyton Manning pass incomplete intended for Troy Walters,4.860,4.210
2,0:56,2,5,JAX 18,10,3,Peyton Manning pass complete to Edgerrin James for 17 yards (tackle by Marlon McCree),4.210,6.970
2,0:25,1,1,JAX 1,10,3,Edgerrin James middle for no gain (tackle by Marlon McCree),6.970,5.910
2,0:21,1,1,JAX 1,,,Timeout #3 by Indianapolis Colts,6.970,5.910
2,0:21,2,1,JAX 1,10,9,"James Mungro left tackle for 1 yard, touchdown",5.910,7.000
2,0:21,,,JAX 1,10,10,Mike Vanderjagt kicks extra point good,0.000,0.000
2,0:21,,,IND 30,10,10,"Mike Vanderjagt kicks off 49 yards, returned by Stacey Mack for 6 yards (tackle by Joe Jefferson). Penalty on Josh Mallard: Offside on Free Kick, 5 yards (no play)",0.000,0.000
2,0:21,,,IND 25,10,10,"Mike Vanderjagt kicks off 58 yards, returned by Ike Charlton for 26 yards (tackle by David Thornton)",0.000,1.800
2,0:06,1,10,JAX 43,10,10,David Garrard kneels for -2 yards,1.800,0.980
Quarter,Time,Down,ToGo,Location,JAX,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 30,10,10,"Mike Vanderjagt kicks off 60 yards, returned by Stacey Mack for 24 yards (tackle by Joe Walker)",0.000,1.200
3,14:54,1,10,JAX 34,10,10,Fred Taylor middle for 5 yards (tackle by Dwight Freeney),1.200,1.330
3,14:19,2,5,JAX 39,10,10,David Garrard pass incomplete intended for Jimmy Smith (defended by Nick Harper),1.330,0.630
3,14:15,3,5,JAX 39,10,10,David Garrard sacked by Dwight Freeney for -1 yards,0.630,-0.850
3,13:54,4,6,JAX 38,10,10,"Chris Hanson punts 37 yards, returned by Troy Walters for 53 yards (tackle by Eric Westmoreland). Penalty on Joe Walker: Offensive Holding, 10 yards",-0.850,-0.740
3,13:39,1,10,IND 27,10,10,Edgerrin James middle for 3 yards (tackle by John Henderson),0.740,0.600
3,13:04,2,7,IND 30,10,10,Peyton Manning pass complete to Marvin Harrison for 2 yards (tackle by Fernando Bryant),0.600,0.170
3,12:18,3,5,IND 32,10,10,Peyton Manning middle for 11 yards (tackle by Jason Craft),0.170,1.800
3,11:35,1,10,IND 43,10,10,Peyton Manning pass complete to Edgerrin James for 2 yards (tackle by Marco Coleman),1.800,1.520
3,11:35,2,8,IND 45,10,10,"Penalty on Tarik Glenn: False Start, 5 yards (no play)",1.520,0.850
3,10:32,2,13,IND 40,10,10,Peyton Manning pass complete to Marcus Pollard for 6 yards (tackle by Donovin Darius),0.850,0.960
3,9:49,3,7,IND 46,10,10,Peyton Manning pass complete to Marvin Harrison for 8 yards (tackle by Fernando Bryant),0.960,2.520
3,9:05,1,10,JAX 46,10,10,Marvin Harrison right end for 2 yards (tackle by Donovin Darius),2.520,2.250
3,8:27,2,8,JAX 44,10,10,Edgerrin James right tackle for 5 yards (tackle by Paul Spicer),2.250,2.210
3,7:40,3,3,JAX 39,10,10,Peyton Manning pass complete to Marvin Harrison for 6 yards (tackle by Danny Clark and Jason Craft),2.210,3.380
3,6:52,1,10,JAX 33,10,10,"Edgerrin James middle for 3 yards. Edgerrin James fumbles, recovered by T.J. Slaughter at JAX-28 (tackle by Joe Davenport)",3.380,-0.810
,,,,,,,"IND challenged the ruling, and the play was upheld.",,
3,6:46,1,10,JAX 28,10,10,Fred Taylor left end for 3 yards (tackle by Rob Morris),0.810,0.670
3,6:11,2,7,JAX 31,10,10,Fred Taylor left end for no gain (tackle by Josh Williams),0.670,-0.030
3,5:32,3,7,JAX 31,10,10,David Garrard pass complete to Jimmy Smith for 10 yards (tackle by David Macklin),-0.030,1.660
3,4:53,1,10,JAX 41,10,10,David Garrard pass complete to Pete Mitchell for 7 yards (tackle by Nick Harper),1.660,2.070
3,4:08,2,3,JAX 48,10,10,Stacey Mack middle for 2 yards (tackle by Josh Williams and Idrees Bashir),2.070,1.620
3,3:31,3,1,,10,10,Stacey Mack left tackle for 4 yards (tackle by Mike Peterson and Rob Morris),1.620,2.520
3,2:55,1,10,IND 46,10,10,David Garrard pass complete to Pete Mitchell for 7 yards (tackle by Sam Sword),2.520,2.920
3,2:18,2,3,IND 39,10,10,"Penalty on Dwight Freeney: Neutral Zone Infraction, 5 yards (no play)",2.920,3.310
3,1:56,1,10,IND 34,10,10,Fred Taylor left tackle for 4 yards (tackle by Sam Sword),3.310,3.310
3,1:19,2,6,IND 30,10,10,Fred Taylor right end for 4 yards (tackle by Nick Harper),3.310,3.140
3,0:37,2,6,IND 30,,,Timeout #1 by Jacksonville Jaguars,3.310,3.140
3,0:37,3,2,IND 26,10,10,David Garrard left end for 4 yards (tackle by Clifton Crosby),3.140,4.110
3,0:05,1,10,IND 22,10,10,Fred Taylor middle for no gain (tackle by Rob Morris and Raheem Brock),4.110,3.560
Quarter,Time,Down,ToGo,Location,JAX,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,IND 22,10,10,David Garrard right end for 16 yards (tackle by Mike Peterson and David Gibson),3.560,5.830
4,14:35,1,6,IND 6,10,10,Fred Taylor right end for 1 yard (tackle by Sam Sword),5.830,5.150
4,14:07,2,5,IND 5,10,10,David Garrard pass incomplete intended for Jimmy Smith,5.150,4.260
4,14:03,3,5,IND 5,10,10,David Garrard pass incomplete intended for Kyle Brady (defended by David Gibson),4.260,3.010
4,13:59,4,5,IND 5,13,10,Danny Boyd 23 yard field goal good,3.010,3.000
4,13:59,,,JAX 30,13,10,"Danny Boyd kicks off 58 yards, returned by Troy Walters for 11 yards (tackle by Joe Tuipala)",0.000,0.480
4,13:50,1,10,IND 23,13,10,Peyton Manning pass incomplete intended for Marvin Harrison,0.480,-0.070
4,13:44,2,10,IND 23,13,10,Edgerrin James right end for 6 yards (tackle by Danny Clark),-0.070,0.040
4,12:57,3,4,IND 29,13,10,Peyton Manning pass complete to Marvin Harrison for 2 yards (tackle by Akin Ayodele and Marlon McCree),0.040,-1.310
4,12:22,4,2,IND 31,13,10,"Hunter Smith punts 42 yards, returned by Bobby Shaw for 5 yards (tackle by Justin Snow). Penalty on Elvis Joseph: Running Into the Kicker, 5 yards (no play)",-1.310,1.330
4,12:08,1,10,IND 36,13,10,Peyton Manning pass complete to Edgerrin James for no gain,1.330,0.790
4,11:26,2,10,IND 36,13,10,Edgerrin James middle for 14 yards (tackle by Ainsley Battles and Danny Clark),0.790,2.260
4,10:44,1,10,,13,10,James Mungro right tackle for 5 yards (tackle by Marlon McCree),2.260,2.390
4,10:00,2,5,JAX 45,13,10,Peyton Manning pass incomplete intended for Marcus Pollard,2.390,1.690
4,9:53,3,5,JAX 45,13,10,Peyton Manning pass complete to James Mungro for 4 yards (tackle by Donovin Darius),1.690,0.530
4,9:09,4,1,JAX 41,13,10,Peyton Manning right end for 8 yards (tackle by T.J. Slaughter),0.530,3.380
4,8:40,1,10,JAX 33,13,10,James Mungro right end for 4 yards (tackle by Fernando Bryant),3.380,3.380
4,8:40,2,6,JAX 29,13,10,Peyton Manning pass incomplete intended for Joe Davenport,3.380,2.680
4,7:49,3,6,JAX 29,13,10,Peyton Manning pass complete to Troy Walters for 13 yards (tackle by Paul Spicer),2.680,4.510
4,7:02,1,10,JAX 16,13,10,James Mungro middle for 1 yard (tackle by Wali Rainer and John Henderson),4.510,4.050
4,6:22,2,9,JAX 15,13,10,Peyton Manning pass incomplete intended for Troy Walters,4.050,3.220
4,6:19,3,9,JAX 15,13,10,Peyton Manning pass complete to Marcus Pollard for 6 yards (tackle by Ike Charlton),3.220,2.930
4,5:50,4,3,JAX 9,13,13,Mike Vanderjagt 27 yard field goal good,2.930,3.000
4,5:50,,,IND 30,13,13,"Mike Vanderjagt kicks off 67 yards, returned by Elvis Joseph for 25 yards (tackle by Donnel Thompson)",0.000,0.810
4,5:41,1,10,JAX 28,13,13,Fred Taylor right end for -2 yards (tackle by Mike Peterson),0.810,-0.010
4,5:01,2,12,JAX 26,13,13,David Garrard pass incomplete intended for Jimmy Smith,-0.010,-0.690
4,4:52,3,12,JAX 26,13,13,David Garrard pass incomplete intended for Kevin Lockett (defended by Mike Peterson),-0.690,-1.630
4,4:47,4,12,JAX 26,13,13,"Chris Hanson punts 37 yards, returned by Troy Walters for 16 yards (tackle by Joe Tuipala)",-1.630,-2.460
4,4:37,1,10,JAX 47,13,13,Peyton Manning pass complete to Edgerrin James for 14 yards (tackle by Donovin Darius),2.460,3.380
4,3:51,1,10,JAX 33,13,13,Edgerrin James left tackle for 2 yards (tackle by T.J. Slaughter),3.380,3.110
4,3:08,2,8,JAX 31,13,13,Peyton Manning pass complete to Reggie Wayne for 7 yards (tackle by Jason Craft),3.110,3.340
4,3:01,3,1,JAX 24,13,13,"James Mungro middle for no gain (tackle by Akin Ayodele and Marcus Stroud). Penalty on John Henderson: Personal Foul, 12 yards",3.340,4.780
4,2:52,1,10,JAX 12,13,13,James Mungro middle for 1 yard (tackle by Wali Rainer and T.J. Slaughter),4.780,4.270
4,2:44,1,10,JAX 12,,,Timeout #2 by Jacksonville Jaguars,4.780,4.270
4,2:44,2,9,JAX 11,13,13,James Mungro left tackle for no gain (tackle by Wali Rainer),4.270,3.290
4,2:37,2,9,JAX 11,,,Timeout #3 by Jacksonville Jaguars,4.270,3.290
4,2:37,3,9,JAX 11,13,13,"James Mungro middle for 2 yards (tackle by John Henderson). Penalty on Adam Meadows: Offensive Holding (Offsetting), Penalty on Ryan Diem: Personal Foul (Offsetting), Penalty on Akin Ayodele: Personal Foul (Offsetting) (no play)",3.290,3.290
4,2:31,3,9,JAX 11,13,19,"Peyton Manning pass complete to Marcus Pollard for 11 yards, touchdown",3.290,7.000
4,2:31,,,JAX 11,13,20,Mike Vanderjagt kicks extra point good,0.000,0.000
4,2:31,,,IND 30,13,20,"Mike Vanderjagt kicks off 63 yards, muffed catch by Stacey Mack, recovered by Stacey Mack at JAX-10, and returned for 14 yards",0.000,0.540
4,2:18,1,10,JAX 24,13,20,David Garrard middle for 5 yards (tackle by Sam Sword and Mike Peterson),0.540,0.670
4,2:00,2,5,JAX 29,13,20,David Garrard middle for 5 yards (tackle by Josh Mallard),0.670,1.200
4,1:38,1,10,JAX 34,13,20,"Penalty on Josh Williams: Neutral Zone Infraction, 5 yards (no play)",1.200,1.930
4,1:38,1,5,JAX 39,13,20,David Garrard pass complete to Stacey Mack for 10 yards (tackle by Rob Morris and Clifton Crosby),1.930,2.190
4,1:38,1,10,JAX 49,13,20,David Garrard pass incomplete intended for Kyle Brady (defended by David Gibson),2.190,1.650
4,1:11,2,10,JAX 49,13,20,David Garrard pass complete to Bobby Shaw for 8 yards (tackle by Nick Harper and Clifton Crosby),1.650,2.010
4,0:47,3,2,IND 43,13,20,"Penalty on Mike Pearson: False Start, 5 yards (no play)",2.010,1.360
4,0:36,3,7,IND 48,13,20,David Garrard pass complete to Kyle Brady for 10 yards (tackle by Clifton Crosby and Mike Peterson),1.360,3.050
4,0:20,1,10,IND 38,13,20,David Garrard pass incomplete,3.050,2.510
4,0:19,2,10,IND 38,13,20,David Garrard pass incomplete intended for Jimmy Smith (defended by Mike Peterson),2.510,1.820
4,0:15,3,10,IND 38,13,20,David Garrard pass incomplete intended for Jimmy Smith,1.820,0.720
4,0:05,4,10,IND 38,13,20,David Garrard pass incomplete intended for Jimmy Smith,0.720,1.470
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
