#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,10:50,DAL 34,2,0:40,-6,Interception
2,1,9:07,DAL 18,3,1:30,-8,Punt
3,1,5:35,DAL 43,8,4:00,43,Interception
4,2,12:05,DAL 6,7,4:54,40,Punt
5,2,5:15,DAL 2,3,1:08,2,Punt
6,3,15:00,DAL 22,3,2:02,7,Punt
7,3,9:12,DAL 10,3,1:22,90,Touchdown
8,3,5:58,DAL 19,5,2:35,15,Interception
9,3,2:03,DAL 17,3,1:26,8,Punt
10,3,0:30,DAL 41,6,3:24,45,Interception
11,4,3:24,DAL 20,9,3:00,49,Missed FG
12,4,0:03,DAL 41,1,0:03,-1,End of Half
13,5,15:00,DAL 24,3,1:19,5,Punt
14,5,11:41,DAL 20,5,3:34,31,Punt
