0,1
Game Info,Game Info
Won Toss,Buccaneers (deferred)
Roof,outdoors
Surface,grass
Duration,3:32
Attendance,52055
Weather,"71 degrees, relative humidity 55%, wind 7 mph, wind chill 0"
Vegas Line,Oakland Raiders -1.0
Over/Under,47.5 (over)
