Quarter,Time,Down,ToGo,Location,TAM,OAK,Detail,EPB,EPA
2,10:49,2,9,OAK 49,7,3,Carson Palmer pass complete short right to Darren McFadden for -2 yards (tackle by E.J. Biggers),1.720,0.760
2,10:08,3,11,OAK 47,7,3,Carson Palmer sacked by Da'Quan Bowers for -9 yards,0.760,-0.850
2,9:47,4,20,OAK 38,7,3,"Shane Lechler punts 41 yards, fair catch by Roscoe Parrish. Penalty on Adam Hayward: Roughing the Kicker, 15 yards (no play)",-0.850,2.460
2,9:41,1,10,TAM 47,7,3,Darren McFadden up the middle for no gain (tackle by Lavonte David),2.460,1.910
2,9:02,2,10,TAM 47,7,3,"Carson Palmer pass complete deep middle to Derek Hagan for 47 yards. Penalty on Willie Smith: Offensive Holding, 10 yards (no play)",1.910,0.560
2,8:55,2,20,OAK 43,7,3,Carson Palmer pass complete short right to Mike Goodson for 7 yards (tackle by Ronde Barber and Lavonte David),0.560,0.830
2,8:11,3,13,,7,3,Carson Palmer pass incomplete short middle intended for Brandon Myers,0.830,-0.060
2,8:06,4,13,,7,3,"Shane Lechler pass complete short right to Taiwan Jones for 4 yards (tackle by Ahmad Black). Taiwan Jones fumbles (forced by Ahmad Black), recovered by Taiwan Jones at TAM-46",-0.060,-1.990
2,7:59,1,10,TAM 46,7,3,Josh Freeman left guard for 11 yards (tackle by Rolando McClain),1.990,2.720
2,7:15,1,10,OAK 43,7,3,LeGarrette Blount up the middle for 3 yards (tackle by Rolando McClain and Philip Wheeler),2.720,2.580
2,6:31,2,7,OAK 40,7,3,Josh Freeman pass complete short left to Luke Stocker for 2 yards (tackle by Matt Giordano),2.580,2.150
2,5:48,3,5,OAK 38,7,3,Josh Freeman pass incomplete short right intended for Luke Stocker,2.150,0.720
2,5:42,4,5,OAK 38,7,3,Michael Koenen punts 32 yards,0.720,0.380
2,5:31,1,10,OAK 6,7,3,Carson Palmer pass complete short right to Darrius Heyward-Bey for 14 yards (tackle by Leonard Johnson),-0.380,0.280
2,4:53,1,10,OAK 20,7,3,Mike Goodson left tackle for no gain (tackle by Mark Barron),0.280,-0.270
2,4:11,2,10,OAK 20,7,3,Carson Palmer sacked by Michael Bennett for -7 yards,-0.270,-2.190
2,3:36,3,17,OAK 13,7,3,Carson Palmer pass complete short right to Brandon Myers for 7 yards (tackle by Eric Wright),-2.190,-2.030
2,2:48,4,10,OAK 20,7,3,"Shane Lechler punts 54 yards, returned by Roscoe Parrish for 20 yards (tackle by Jon Condo)",-2.030,-1.990
2,2:39,1,10,TAM 46,7,3,Doug Martin left end for -7 yards (tackle by Lamarr Houston and Matt Shaughnessy),1.990,0.510
2,1:59,2,17,TAM 39,7,3,Josh Freeman pass incomplete short right intended for Dallas Clark,0.510,-0.160
2,1:56,3,17,TAM 39,7,3,Josh Freeman pass incomplete short left intended for Dallas Clark,-0.160,-0.780
2,1:49,4,17,TAM 39,7,3,"Michael Koenen punts 32 yards, out of bounds",-0.780,-0.870
2,1:42,1,10,OAK 29,7,3,Carson Palmer pass complete deep right to Darrius Heyward-Bey for 46 yards (tackle by Ahmad Black). Penalty on Eric Wright: Defensive Pass Interference (Declined),0.870,3.910
2,1:33,1,10,TAM 25,7,3,Carson Palmer pass incomplete deep left intended for Rod Streater (defended by Leonard Johnson),3.910,3.360
2,1:28,2,10,TAM 25,7,3,Carson Palmer pass incomplete short left intended for Rod Streater (defended by Ronde Barber),3.360,2.680
2,1:25,3,10,TAM 25,7,9,"Carson Palmer pass complete deep right to Rod Streater for 25 yards, touchdown",2.680,7.000
2,1:25,,,TAM 2,7,10,Sebastian Janikowski kicks extra point good,0.000,0.000
2,1:20,,,OAK 35,7,10,"Sebastian Janikowski kicks off 69 yards, returned by Arrelious Benn for 25 yards (tackle by Richard Gordon)",0.000,0.340
2,1:14,1,10,TAM 21,7,10,Josh Freeman pass complete short middle to Doug Martin for 8 yards (tackle by Philip Wheeler),0.340,0.880
2,0:50,2,2,TAM 29,7,10,Josh Freeman pass complete short left to Dallas Clark for 10 yards (tackle by Miles Burris),0.880,0.000
2,0:44,,,,7,10,Timeout #1 by Tampa Bay Buccaneers,0.000,1.530
2,0:44,1,10,TAM 39,7,10,Josh Freeman pass complete short middle to Doug Martin for 1 yard (tackle by Miles Burris and Matt Giordano),1.530,0.000
2,0:33,,,,7,10,Timeout #2 by Tampa Bay Buccaneers,0.000,1.120
2,0:33,2,9,TAM 40,7,10,Josh Freeman pass incomplete short middle intended for Doug Martin,1.120,0.430
2,0:28,3,9,TAM 40,7,10,Josh Freeman pass complete deep right to Mike Williams for 22 yards (tackle by Michael Huff),0.430,0.000
2,0:21,,,,7,10,Timeout #3 by Tampa Bay Buccaneers,0.000,3.050
2,0:21,1,10,OAK 38,7,10,Josh Freeman pass incomplete short left intended for Tiquan Underwood,3.050,0.000
2,0:16,,,,7,10,Timeout #1 by Oakland Raiders,0.000,2.510
2,0:16,2,10,OAK 38,7,10,"Penalty on Ted Larsen: False Start, 5 yards (no play)",2.510,1.830
2,0:16,2,15,OAK 43,7,10,Josh Freeman pass complete short left to Doug Martin for 7 yards (tackle by Patrick Lee),1.830,0.000
2,0:11,,,,7,10,Timeout #2 by Oakland Raiders,0.000,2.080
2,0:11,3,8,OAK 36,7,10,Josh Freeman pass incomplete deep left intended for Vincent Jackson,2.080,0.880
2,0:03,4,8,OAK 36,7,10,Connor Barth 54 yard field goal no good,0.880,1.800
Quarter,Time,Down,ToGo,Location,TAM,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 35,7,10,"Sebastian Janikowski kicks off 73 yards, touchback",0.000,0.280
3,15:00,1,10,TAM 20,7,10,"Penalty on Erik Lorig: False Start, 5 yards (no play)",0.280,-0.310
3,15:00,1,15,TAM 15,7,10,Josh Freeman pass complete short right to Dallas Clark for 12 yards (tackle by Philip Wheeler),-0.310,0.680
3,14:21,2,3,TAM 27,7,10,Doug Martin right tackle for 10 yards (tackle by Lamarr Houston),0.680,1.400
3,13:42,1,10,TAM 37,7,10,Doug Martin right guard for 6 yards (tackle by Tyvon Branch),1.400,1.670
3,12:57,2,4,TAM 43,7,10,Josh Freeman pass incomplete deep left intended for Mike Williams (defended by Tyvon Branch),1.670,0.960
3,12:51,3,4,TAM 43,7,10,Josh Freeman pass complete short right to DJ Ware for 12 yards (tackle by Tyvon Branch),0.960,2.590
3,12:18,1,10,OAK 45,13,10,"Doug Martin up the middle for 45 yards, touchdown",2.590,7.000
3,12:18,,,OAK 2,14,10,Connor Barth kicks extra point good,0.000,0.000
3,12:09,,,TAM 35,14,10,"Michael Koenen kicks off 65 yards, touchback",0.000,0.280
3,12:09,1,10,OAK 20,14,10,Mike Goodson left tackle for no gain (tackle by Daniel Te'o-Nesheim),0.280,-0.270
3,11:31,2,10,OAK 20,14,10,Carson Palmer pass incomplete short middle intended for Brandon Myers,-0.270,-0.960
3,11:28,3,10,OAK 20,14,10,Carson Palmer pass complete short right to Richard Gordon for 8 yards (tackle by Ronde Barber),-0.960,-1.500
3,10:51,4,2,OAK 28,14,10,"Shane Lechler punts 58 yards, returned by Roscoe Parrish for 26 yards (tackle by Brandon Myers)",-1.500,-1.600
3,10:38,1,10,TAM 40,14,10,Doug Martin left tackle for 5 yards (tackle by Tyvon Branch),1.600,1.730
3,10:01,2,5,TAM 45,14,10,Josh Freeman pass incomplete deep right intended for Mike Williams,1.730,0.000
3,9:53,,,,14,10,Timeout #1 by Tampa Bay Buccaneers,0.000,1.030
3,9:53,3,5,TAM 45,14,10,Josh Freeman pass complete short right to Mike Williams for 37 yards (tackle by Patrick Lee),1.030,4.370
3,9:18,1,10,OAK 18,14,10,Doug Martin up the middle for 6 yards (tackle by Rolando McClain),4.370,4.810
3,8:41,2,4,OAK 12,14,10,Doug Martin left tackle for 1 yard (tackle by Rolando McClain),4.810,0.000
3,7:56,,,,14,10,Timeout #2 by Tampa Bay Buccaneers,0.000,4.260
3,7:56,3,3,OAK 11,14,10,"Penalty on Lamarr Houston: Neutral Zone Infraction, 5 yards (no play)",4.260,5.830
3,7:55,1,6,OAK 6,14,10,Doug Martin up the middle for 2 yards,5.830,5.340
3,7:18,2,4,OAK 4,20,10,"Josh Freeman pass complete short right to Mike Williams for 4 yards, touchdown",5.340,7.000
3,7:18,,,OAK 2,21,10,Connor Barth kicks extra point good,0.000,0.000
3,7:12,,,TAM 35,21,10,"Michael Koenen kicks off 65 yards, touchback",0.000,0.280
3,7:12,1,10,OAK 20,21,10,Carson Palmer pass complete short left to Marcel Reece for 7 yards (tackle by Lavonte David),0.280,0.680
3,6:31,2,3,OAK 27,21,10,Carson Palmer pass complete short left to Mike Goodson for 3 yards (tackle by Lavonte David and Gerald McCoy),0.680,0.940
3,5:46,1,10,OAK 30,21,10,Carson Palmer pass incomplete short middle intended for Denarius Moore,0.940,0.390
3,5:41,2,10,OAK 30,21,10,Carson Palmer pass complete short left to Mike Goodson for 9 yards (tackle by Quincy Black),0.390,0.890
3,5:04,3,1,OAK 39,21,10,Carson Palmer pass complete short right to Mike Goodson for 10 yards (tackle by Quincy Black),0.890,2.190
3,4:28,1,10,OAK 49,21,10,Carson Palmer pass complete short left to Denarius Moore for 7 yards (tackle by Quincy Black and Ronde Barber),2.190,2.590
3,3:51,2,3,TAM 44,21,10,Carson Palmer pass complete short right to Darrius Heyward-Bey for 6 yards (tackle by Leonard Johnson),2.590,3.050
3,3:12,1,10,TAM 38,21,10,Carson Palmer pass incomplete short right intended for Denarius Moore is intercepted by Leonard Johnson at TAM-29 and returned for 3 yards (tackle by Denarius Moore),3.050,-1.070
3,3:07,1,10,TAM 32,21,10,Doug Martin left guard for 1 yard (tackle by Miles Burris and Rolando McClain),1.070,0.660
3,2:27,2,9,TAM 33,27,10,"Doug Martin left tackle for 67 yards, touchdown",0.660,7.000
3,2:27,,,OAK 2,28,10,Connor Barth kicks extra point good,0.000,0.000
3,2:15,,,TAM 35,28,10,"Michael Koenen kicks off 71 yards, touchback",0.000,0.280
3,2:15,1,10,OAK 20,28,10,Carson Palmer pass incomplete short left intended for Denarius Moore,0.280,-0.270
3,2:10,2,10,OAK 20,28,10,Carson Palmer pass complete short middle to Denarius Moore for 12 yards (tackle by Mason Foster),-0.270,1.070
3,1:59,1,10,OAK 32,28,10,"Penalty on Jared Veldheer: False Start, 5 yards (no play)",1.070,0.740
3,1:19,1,15,OAK 27,28,10,Carson Palmer pass complete short middle to Brandon Myers for 11 yards (tackle by Lavonte David),0.740,1.340
3,0:47,2,4,OAK 38,28,10,Carson Palmer pass complete deep left to Marcel Reece for 26 yards (tackle by Leonard Johnson),1.340,3.180
3,0:12,1,10,TAM 36,28,10,Carson Palmer pass incomplete deep middle intended for Derek Hagan,3.180,2.640
3,0:07,2,10,TAM 36,28,10,Carson Palmer pass complete short right to Marcel Reece for 15 yards (tackle by Quincy Black),2.640,4.170
Quarter,Time,Down,ToGo,Location,TAM,OAK,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TAM 21,28,10,"Penalty on Quincy Black: Defensive 12 On-field, 5 yards (no play)",4.170,5.080
4,15:00,1,5,TAM 16,28,10,Carson Palmer pass incomplete deep left intended for Marcel Reece,5.080,4.370
4,14:55,2,5,TAM 16,28,10,Carson Palmer pass complete short middle to Mike Goodson for 12 yards (tackle by Lavonte David),4.370,6.280
4,14:16,1,4,TAM 4,28,16,"Carson Palmer pass complete short left to Brandon Myers for 4 yards, touchdown",6.280,7.000
4,14:16,,,TAM 2,28,17,Sebastian Janikowski kicks extra point good,0.000,0.000
4,14:11,,,OAK 35,28,17,"Sebastian Janikowski kicks off 69 yards, returned by Arrelious Benn for 34 yards (tackle by Taiwan Jones)",0.000,0.940
4,14:03,1,10,TAM 30,34,17,"Doug Martin right guard for 70 yards, touchdown",0.940,7.000
4,14:03,,,OAK 2,35,17,Connor Barth kicks extra point good,0.000,0.000
4,13:51,,,TAM 35,35,17,"Michael Koenen kicks off 73 yards, touchback",0.000,0.280
4,13:51,1,10,OAK 20,35,17,Carson Palmer pass complete short right to Rod Streater for 8 yards (tackle by Ahmad Black),0.280,0.810
4,13:26,2,2,OAK 28,35,17,Carson Palmer pass complete short middle to Rod Streater for 15 yards (tackle by Leonard Johnson and Ronde Barber). Penalty on Leonard Johnson: Defensive Holding (Declined),0.810,1.800
4,13:05,1,10,OAK 43,35,17,"Penalty on Da'Quan Bowers: Defensive Offside, 5 yards (no play)",1.800,2.530
4,12:55,1,5,OAK 48,35,17,Carson Palmer pass complete deep middle to Denarius Moore for 26 yards (tackle by Leonard Johnson and Ahmad Black),2.530,3.840
4,12:21,1,10,TAM 26,35,17,Carson Palmer pass complete short right to Marcel Reece for 9 yards (tackle by E.J. Biggers),3.840,4.640
4,11:53,2,1,TAM 17,35,17,"Marcel Reece up the middle for no gain (tackle by Lavonte David). Penalty on Mike Brisiel: Offensive Holding, 10 yards (no play)",4.640,3.160
4,11:24,2,11,TAM 27,35,17,Carson Palmer pass complete short left to Marcel Reece for 6 yards (tackle by Ronde Barber),3.160,3.270
4,10:40,3,5,TAM 21,35,17,Carson Palmer pass complete short right to Rod Streater for 6 yards (tackle by Eric Wright),3.270,4.580
4,9:56,1,10,TAM 15,35,17,"Carson Palmer pass incomplete short right intended for Rod Streater. Penalty on E.J. Biggers: Defensive Pass Interference, 14 yards (no play)",4.580,6.970
4,9:51,1,1,TAM 1,35,23,"Carson Palmer pass complete short middle to Brandon Myers for 1 yard, touchdown",6.970,7.000
4,9:51,,,TAM 2,35,24,Sebastian Janikowski kicks extra point good,0.000,0.000
4,9:48,,,OAK 35,35,24,"Sebastian Janikowski kicks onside 12 yards, recovered by Ahmad Black and returned for 3 yards",0.000,2.650
4,9:45,1,10,OAK 44,35,24,Josh Freeman pass complete short right to Nate Byham for 10 yards (tackle by Phillip Adams),2.650,3.310
4,9:00,1,10,OAK 34,35,24,"LeGarrette Blount left end for no gain. Penalty on Richard Seymour: Defensive Offside, 5 yards (no play)",3.310,4.040
4,8:33,1,5,OAK 29,35,24,LeGarrette Blount up the middle for 2 yards (tackle by Tyvon Branch),4.040,3.720
4,7:50,2,3,OAK 27,35,24,"Josh Freeman for no gain. Josh Freeman fumbles, recovered by Richard Seymour at OAK-35 (tackle by Tiquan Underwood)",3.720,-1.270
4,7:43,1,10,OAK 35,35,24,Carson Palmer pass incomplete short right intended for Brandon Myers,1.270,0.720
4,7:37,2,10,OAK 35,35,24,Carson Palmer pass incomplete short middle intended for Brandon Myers (defended by Ronde Barber),0.720,0.040
4,7:32,3,10,OAK 35,35,24,Carson Palmer pass complete short middle to Marcel Reece for 20 yards (tackle by Ahmad Black),0.040,2.590
4,6:51,1,10,TAM 45,35,24,Carson Palmer pass complete short right to Derek Hagan for 6 yards (tackle by Lavonte David),2.590,2.850
4,6:18,2,4,TAM 39,35,24,Taiwan Jones left tackle for 2 yards (tackle by Lavonte David),2.850,2.410
4,5:50,3,2,TAM 37,35,24,Carson Palmer pass incomplete short left intended for Derek Hagan,2.410,0.790
4,5:46,4,2,TAM 37,35,24,"Carson Palmer pass incomplete deep right intended for Denarius Moore. Penalty on Eric Wright: Defensive Pass Interference, 13 yards (no play)",0.790,3.970
4,5:41,1,10,TAM 24,35,24,Carson Palmer pass incomplete deep right intended for Darrius Heyward-Bey,3.970,3.430
4,5:35,2,10,TAM 24,35,24,"Carson Palmer pass complete short right to Rod Streater for 16 yards (tackle by Leonard Johnson). Penalty on Jared Veldheer: Offensive Holding, 10 yards (no play)",3.430,2.080
4,5:06,2,20,TAM 34,35,24,Carson Palmer pass complete short right to Brandon Myers for 5 yards (tackle by Myron Lewis),2.080,2.080
4,4:59,3,15,TAM 29,35,24,Carson Palmer pass complete short middle to Brandon Myers for 13 yards (tackle by Lavonte David and Eric Wright),2.080,2.500
4,4:34,4,2,TAM 16,35,24,Carson Palmer up the middle for 3 yards (tackle by Lavonte David),2.500,4.710
4,3:55,1,10,TAM 13,35,30,"Carson Palmer pass complete short right to Marcel Reece for 13 yards, touchdown",4.710,7.000
4,3:55,,,,35,32,"Two Point Attempt: Carson Palmer pass complete to Juron Criner, conversion succeeds",0.000,1.000
4,3:51,,,OAK 35,35,32,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,0.280
4,3:51,1,10,TAM 20,35,32,Doug Martin right tackle for -1 yards (tackle by Tyvon Branch),0.280,-0.460
4,3:08,2,11,TAM 19,35,32,Josh Freeman pass incomplete deep right intended for Vincent Jackson,-0.460,-1.140
4,3:03,3,11,TAM 19,35,32,"Penalty on Josh Freeman: Delay of Game, 5 yards (no play)",-1.140,-2.030
4,3:03,3,16,TAM 14,35,32,"Penalty on Josh Freeman: Delay of Game, 5 yards (no play)",-2.030,-2.710
4,3:03,3,21,TAM 9,35,32,Josh Freeman pass complete short left to Tiquan Underwood for 12 yards (tackle by Philip Wheeler and Tyvon Branch),-2.710,0.000
4,2:53,,,,35,32,Timeout #1 by Oakland Raiders,0.000,-1.960
4,2:53,4,9,TAM 21,35,32,"Michael Koenen punts 43 yards, returned by Phillip Adams for 2 yards (tackle by Myron Lewis)",-1.960,-1.470
4,2:42,1,10,OAK 38,35,32,Carson Palmer pass incomplete deep left intended for Rod Streater,1.470,0.920
4,2:37,2,10,OAK 38,35,32,Carson Palmer pass incomplete deep left intended for Rod Streater is intercepted by Ahmad Black at TAM-44 and returned for 34 yards (tackle by Denarius Moore),0.920,-4.110
4,2:27,1,10,OAK 22,35,32,Doug Martin right guard for 13 yards (tackle by Tyvon Branch),4.110,5.140
4,2:00,1,9,OAK 9,35,32,Doug Martin left tackle for 8 yards (tackle by Tyvon Branch),5.140,0.000
4,1:52,,,,35,32,Timeout #2 by Oakland Raiders,0.000,5.910
4,1:52,2,1,OAK 1,41,32,"Doug Martin left tackle for 1 yard, touchdown",5.910,7.000
4,1:52,,,OAK 2,42,32,Connor Barth kicks extra point good,0.000,0.000
4,1:49,,,TAM 35,42,32,"Michael Koenen kicks off 73 yards, touchback",0.000,0.280
4,1:48,1,10,OAK 20,42,32,Carson Palmer pass complete short right to Brandon Myers for 5 yards (tackle by Leonard Johnson),0.280,0.410
4,1:43,2,5,OAK 25,42,32,Carson Palmer pass incomplete deep left intended for Rod Streater is intercepted by E.J. Biggers at OAK-41,0.410,-2.850
4,1:38,1,10,OAK 41,42,32,Doug Martin left end for -5 yards (tackle by Dave Tollefson),2.850,0.000
4,1:31,,,,42,32,Timeout #3 by Oakland Raiders,0.000,1.630
4,1:31,2,15,OAK 46,42,32,Doug Martin right end for -1 yards (tackle by Lamarr Houston),1.630,0.830
4,0:46,3,16,OAK 47,42,32,Doug Martin left end for -8 yards (tackle by Philip Wheeler),0.830,0.000
4,0:02,,,,42,32,Timeout #3 by Tampa Bay Buccaneers,0.000,-0.390
4,0:02,4,24,TAM 45,42,32,Josh Freeman kneels for -6 yards,-0.390,2.320
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
