Quarter,Time,Down,ToGo,Location,NWE,GNB,Detail,EPB,EPA
1,9:09,2,10,GNB 17,0,3,"Aaron Rodgers sacked by Akeem Ayers for -9 yards. Penalty on Brandon Browner: Illegal Use of Hands, 5 yards (no play)",-0.580,0.410
1,8:49,1,10,GNB 22,0,3,Eddie Lacy right tackle for 2 yards (tackle by Dont'a Hightower and Jamie Collins),0.410,0.140
1,8:15,2,8,GNB 24,0,3,Aaron Rodgers pass complete deep left to Davante Adams for 33 yards (tackle by Logan Ryan),0.140,2.720
1,7:46,1,10,NWE 43,0,3,Aaron Rodgers pass complete short left to Davante Adams for 12 yards (tackle by Dont'a Hightower and Logan Ryan),2.720,3.510
1,7:10,1,10,NWE 31,0,3,Eddie Lacy left end for 2 yards (tackle by Patrick Chung),3.510,3.240
1,6:37,2,8,NWE 29,0,3,"Aaron Rodgers for 6 yards (tackle by Patrick Chung). Penalty on Bryan Bulaga: Offensive Holding, 10 yards (no play)",3.240,1.890
1,6:09,2,18,NWE 39,0,3,Aaron Rodgers up the middle for 17 yards (tackle by Devin McCourty),1.890,3.470
1,6:09,3,1,NWE 22,0,3,Eddie Lacy right tackle for 4 yards (tackle by Jamie Collins and Patrick Chung),3.470,4.370
1,4:22,1,10,NWE 18,0,3,Eddie Lacy right tackle for 1 yard (tackle by Jamie Collins and Dont'a Hightower),4.370,3.940
1,3:42,2,9,NWE 17,0,3,Aaron Rodgers pass incomplete deep left intended for Davante Adams,3.940,3.170
1,3:37,3,9,NWE 17,0,3,Aaron Rodgers pass incomplete deep left intended for Randall Cobb,3.170,2.310
1,3:32,4,9,NWE 17,0,6,Mason Crosby 35 yard field goal good,2.310,3.000
1,3:32,,,GNB 35,0,6,"Mason Crosby kicks off 60 yards, out of bounds",0.000,-1.600
1,3:27,1,10,NWE 40,0,6,Tom Brady pass incomplete short middle intended for Brandon LaFell,1.600,1.050
1,3:23,2,10,NWE 40,0,6,Tom Brady pass complete short right to Rob Gronkowski for 5 yards (tackle by Tramon Williams),1.050,1.030
1,2:39,3,5,NWE 45,0,6,Tom Brady pass complete short middle to Julian Edelman for 4 yards (tackle by Tramon Williams),1.030,-0.130
1,2:02,4,1,NWE 49,0,6,"Ryan Allen punts 36 yards, out of bounds",-0.130,0.220
1,1:53,1,10,GNB 15,0,6,James Starks left end for 2 yards (tackle by Jamie Collins),-0.220,-0.440
1,1:26,2,8,GNB 17,0,6,Aaron Rodgers pass complete short middle to James Starks for 6 yards (tackle by Patrick Chung),-0.440,-0.390
1,0:39,3,2,GNB 23,0,6,Aaron Rodgers pass complete deep left to Davante Adams for 45 yards (tackle by Logan Ryan),-0.390,3.450
1,0:15,1,10,NWE 32,0,12,"Aaron Rodgers pass complete deep left to Richard Rodgers for 32 yards, touchdown",3.450,7.000
1,0:15,,,NWE 2,0,13,Mason Crosby kicks extra point good,0.000,0.000
1,0:15,,,GNB 35,0,13,"Mason Crosby kicks off 55 yards, returned by Danny Amendola for 17 yards (tackle by Morgan Burnett)",0.000,-0.740
1,0:03,1,10,NWE 27,0,13,LeGarrette Blount up the middle for 3 yards (tackle by Julius Peppers),0.740,0.600
Quarter,Time,Down,ToGo,Location,NWE,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,7,NWE 30,0,13,Tom Brady pass complete deep middle to Rob Gronkowski for 29 yards (tackle by Morgan Burnett),0.600,2.850
2,14:20,1,10,GNB 41,0,13,Tom Brady pass complete deep left to Michael Hoomanawanui for 23 yards,2.850,4.370
2,13:46,1,10,GNB 18,0,13,Brandon Bolden left tackle for 12 yards (tackle by Clay Matthews and Morgan Burnett),4.370,5.830
2,12:59,1,6,GNB 6,6,13,"Brandon Bolden left guard for 6 yards, touchdown",5.830,7.000
2,12:59,,,GNB 2,7,13,Stephen Gostkowski kicks extra point good,0.000,0.000
2,12:59,,,NWE 35,7,13,"Stephen Gostkowski kicks off 61 yards, returned by DuJuan Harris for 24 yards (tackle by Jonathan Casillas)",0.000,-0.810
2,12:53,1,10,GNB 28,7,13,Eddie Lacy left end for 3 yards (tackle by Jamie Collins),0.810,0.670
2,12:08,2,7,GNB 31,7,13,Eddie Lacy up the middle for 2 yards (tackle by Patrick Chung and Jamie Collins),0.670,0.230
2,11:22,3,5,GNB 33,7,13,Aaron Rodgers pass complete deep right to Randall Cobb for 33 yards (tackle by Devin McCourty),0.230,3.310
2,10:35,1,10,NWE 34,7,13,Aaron Rodgers pass complete short left to Jarrett Boykin for 6 yards (tackle by Kyle Arrington),3.310,3.580
2,10:05,2,4,NWE 28,7,13,Aaron Rodgers pass complete short left to Randall Cobb for 2 yards (tackle by Kyle Arrington and Dont'a Hightower),3.580,3.140
2,9:21,3,2,NWE 26,7,13,Aaron Rodgers pass complete short right to Randall Cobb for 8 yards (tackle by Kyle Arrington),3.140,4.370
2,8:42,1,10,NWE 18,7,13,Eddie Lacy left end for -2 yards (tackle by Akeem Ayers),4.370,3.560
2,8:01,2,12,NWE 20,7,13,Aaron Rodgers pass incomplete deep right intended for Jordy Nelson,3.560,2.870
2,7:55,3,12,NWE 20,7,13,Aaron Rodgers pass complete short middle to Randall Cobb for 12 yards (tackle by Kyle Arrington and Jamie Collins),2.870,5.370
2,7:20,1,8,NWE 8,7,13,Eddie Lacy right guard for 2 yards (tackle by Vince Wilfork),5.370,4.950
2,6:39,2,6,NWE 6,7,13,Aaron Rodgers pass incomplete short middle intended for Jordy Nelson,4.950,4.040
2,6:36,3,6,NWE 6,7,13,Aaron Rodgers sacked by Dont'a Hightower for -9 yards,4.040,2.440
2,5:58,4,15,NWE 15,7,16,Mason Crosby 33 yard field goal good,2.440,3.000
2,5:58,,,GNB 35,7,16,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.280
2,5:54,1,10,NWE 20,7,16,Tom Brady pass incomplete deep left intended for Julian Edelman (defended by Clay Matthews),0.280,-0.270
2,5:48,2,10,NWE 20,7,16,Tom Brady pass complete short middle to Tim Wright for 12 yards (tackle by Morgan Burnett),-0.270,1.070
2,5:07,1,10,NWE 32,7,16,Tom Brady pass incomplete short left intended for Julian Edelman,1.070,0.530
2,5:01,2,10,NWE 32,7,16,Tom Brady pass complete short right to Julian Edelman for 17 yards (tackle by Morgan Burnett),0.530,2.190
2,4:27,1,10,NWE 49,7,16,Tom Brady pass complete short right to Julian Edelman for 5 yards (tackle by Tramon Williams),2.190,2.320
2,3:52,2,5,GNB 46,7,16,Tom Brady pass complete short left to Shane Vereen for 26 yards (tackle by Clay Matthews),2.320,4.240
2,3:13,1,10,GNB 20,7,16,LeGarrette Blount left tackle for 5 yards (tackle by Davon House and Ha Ha Clinton-Dix),4.240,4.450
2,2:36,2,5,GNB 15,7,16,Tom Brady pass complete short right to Julian Edelman for 2 yards (tackle by Tramon Williams),4.450,4.100
2,2:06,3,3,GNB 13,7,16,Tom Brady pass complete short right to Rob Gronkowski for 11 yards (tackle by Clay Matthews),4.100,6.740
2,1:56,1,2,GNB 2,7,16,"Penalty on Marcus Cannon: False Start, 5 yards (no play)",6.740,6.740
2,1:56,1,2,GNB 2,7,16,Timeout #1 by New England Patriots,6.740,5.600
2,1:56,1,7,GNB 7,7,16,Tom Brady pass incomplete short left intended for Brandon LaFell,5.600,4.760
2,1:51,2,7,GNB 7,7,16,Shane Vereen right tackle for 3 yards (tackle by Morgan Burnett and Sam Barrington),4.760,4.490
2,1:15,3,4,GNB 4,7,16,"Penalty on Mike Daniels: Neutral Zone Infraction, 2 yards (no play)",4.490,4.950
2,1:14,3,2,GNB 2,13,16,"Tom Brady pass complete short right to Brandon LaFell for 2 yards, touchdown",4.950,7.000
2,1:14,,,GNB 2,14,16,Stephen Gostkowski kicks extra point good,0.000,0.000
2,1:14,,,NWE 35,14,16,"Stephen Gostkowski kicks off 66 yards, returned by DuJuan Harris for 20 yards (tackle by Matt Slater)",0.000,-0.150
2,1:05,1,10,GNB 19,14,16,Aaron Rodgers pass incomplete deep left intended for Davante Adams,0.150,-0.390
2,0:59,2,10,GNB 19,14,16,Aaron Rodgers pass complete deep right to James Starks for 28 yards (tackle by Rob Ninkovich),-0.390,2.060
2,0:34,1,10,GNB 47,14,16,Aaron Rodgers pass complete short right to Jordy Nelson for 8 yards (tackle by Darrelle Revis),2.060,2.600
2,0:30,2,2,NWE 45,14,16,Aaron Rodgers pass incomplete short right intended for Jordy Nelson (defended by Darrelle Revis),2.600,2.600
2,0:23,2,2,NWE 45,14,16,Timeout #2 by Green Bay Packers,2.600,1.880
2,0:23,3,2,NWE 45,14,22,"Aaron Rodgers pass complete short middle to Jordy Nelson for 45 yards, touchdown",1.880,7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
2,0:23,,,NWE 2,14,23,Mason Crosby kicks extra point good,0.000,0.000
2,0:23,,,GNB 35,14,23,"Mason Crosby kicks off 50 yards, returned by Danny Amendola for 10 yards (tackle by Sean Richardson)",0.000,-0.610
2,0:09,1,10,NWE 25,14,23,Tom Brady kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,NWE,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 35,14,23,"Mason Crosby kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,NWE 20,14,23,"Tom Brady pass incomplete short right intended for Julian Edelman. Penalty on Daniel Connolly: Offensive Holding, 10 yards (no play)",0.280,-0.760
3,14:55,1,20,NWE 10,14,23,Tom Brady pass incomplete short middle intended for Rob Gronkowski (defended by Sam Barrington),-0.760,-1.510
3,14:50,2,20,NWE 10,14,23,Tom Brady pass complete short middle to Julian Edelman for 7 yards (tackle by Sam Barrington),-1.510,-1.510
3,14:10,2,20,NWE 10,14,23,Timeout #1 by New England Patriots,-1.510,-1.510
3,14:10,3,13,NWE 17,14,23,Tom Brady pass incomplete short middle intended for Danny Amendola,-1.510,-2.320
3,14:04,4,13,NWE 17,14,23,"Ryan Allen punts 37 yards, fair catch by Micah Hyde",-2.320,-1.990
3,13:57,1,10,GNB 46,14,23,Eddie Lacy right guard for 1 yard (tackle by Rob Ninkovich),1.990,1.590
3,13:22,2,9,GNB 47,14,23,Randall Cobb left end for 6 yards (tackle by Rob Ninkovich and Patrick Chung),1.590,1.690
3,12:36,3,3,NWE 47,14,23,Aaron Rodgers for 9 yards (tackle by Jamie Collins),1.690,3.050
3,12:12,1,10,NWE 38,14,23,Aaron Rodgers pass incomplete short left intended for Randall Cobb (defended by Kyle Arrington),3.050,2.510
3,12:08,2,10,NWE 38,14,23,Aaron Rodgers pass complete short right to Randall Cobb for 12 yards (tackle by Kyle Arrington),2.510,3.840
3,11:40,1,10,NWE 26,14,23,Eddie Lacy left end for -2 yards (tackle by Dont'a Hightower and Jamie Collins),3.840,3.030
3,10:56,2,12,NWE 28,14,23,Aaron Rodgers sacked by Chris Jones for -5 yards,3.030,1.690
3,10:10,3,17,NWE 33,14,23,Aaron Rodgers pass complete short middle to Randall Cobb for 11 yards (tackle by Devin McCourty),1.690,2.020
3,9:34,4,6,NWE 22,14,23,Mason Crosby 40 yard field goal no good,2.020,-0.940
3,9:29,1,10,NWE 30,14,23,LeGarrette Blount left end for 2 yards (tackle by Josh Boyd),0.940,0.660
3,8:52,2,8,NWE 32,14,23,Tom Brady pass complete short right to Rob Gronkowski for 10 yards (tackle by A.J. Hawk),0.660,1.730
3,8:15,1,10,NWE 42,14,23,Tom Brady pass incomplete deep right intended for Rob Gronkowski,1.730,1.190
3,8:10,2,10,NWE 42,14,23,Shane Vereen up the middle for 1 yard (tackle by Clay Matthews),1.190,0.630
3,7:33,3,9,NWE 43,14,23,Tom Brady pass incomplete short left intended for Rob Gronkowski,0.630,-0.520
3,7:29,4,9,NWE 43,14,23,Ryan Allen punts 34 yards,-0.520,-0.480
3,7:18,1,10,GNB 23,14,23,Eddie Lacy left tackle for 14 yards (tackle by Devin McCourty),0.480,1.400
3,6:40,1,10,GNB 37,14,23,Aaron Rodgers pass complete short right to Richard Rodgers for 3 yards (tackle by Jonathan Casillas),1.400,1.260
3,5:55,2,7,GNB 40,14,23,Eddie Lacy left end for no gain (tackle by Rob Ninkovich),1.260,0.560
3,5:12,3,7,GNB 40,14,23,Aaron Rodgers pass complete short left to Davante Adams for 12 yards (tackle by Devin McCourty and Jamie Collins),0.560,2.390
3,4:23,1,10,NWE 48,14,23,"Penalty on Aaron Rodgers: Delay of Game, 5 yards (no play)",2.390,2.060
3,3:56,1,15,GNB 47,14,23,Aaron Rodgers pass incomplete short right intended for Jordy Nelson (defended by Brandon Browner),2.060,1.170
3,3:52,2,15,GNB 47,14,23,"Aaron Rodgers sacked by Jamie Collins for -6 yards. Aaron Rodgers fumbles (forced by Jamie Collins), recovered by Aaron Rodgers at GNB-41",1.170,-0.300
3,3:05,3,21,GNB 41,14,23,Aaron Rodgers pass complete short middle to Davante Adams for 2 yards (tackle by Jamie Collins),-0.300,-0.520
3,2:29,4,19,GNB 43,14,23,"Tim Masthay punts 38 yards, returned by Danny Amendola for 3 yards (tackle by Davon House)",-0.520,-0.410
3,2:21,1,10,NWE 22,14,23,Tom Brady pass complete short right to Brandon LaFell for 4 yards (tackle by Tramon Williams and Julius Peppers),0.410,0.410
3,1:40,2,6,NWE 26,14,23,Tom Brady pass incomplete deep right intended for Aaron Dobson,0.410,-0.290
3,1:34,3,6,NWE 26,14,23,"Tom Brady pass incomplete short right intended for Julian Edelman. Penalty on Tramon Williams: Illegal Contact, 5 yards (no play)",-0.290,1.000
3,1:31,1,10,NWE 31,14,23,Tom Brady pass complete short right to Rob Gronkowski for 19 yards (tackle by Casey Hayward),1.000,2.260
3,0:57,1,10,,14,23,Tom Brady pass complete short right to Brandon LaFell for 5 yards (tackle by Tramon Williams),2.260,2.390
3,0:24,2,5,GNB 45,14,23,Jonas Gray right guard for 4 yards (tackle by Letroy Guion),2.390,2.210
Quarter,Time,Down,ToGo,Location,NWE,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,GNB 41,14,23,LeGarrette Blount left tackle for 13 yards (tackle by Clay Matthews and Ha Ha Clinton-Dix),2.210,3.710
4,14:25,1,10,GNB 28,14,23,LeGarrette Blount left tackle for 13 yards (tackle by Ha Ha Clinton-Dix),3.710,4.580
4,13:59,1,10,GNB 15,14,23,Tom Brady pass incomplete short right intended for Julian Edelman (defended by Julius Peppers),4.580,3.950
4,13:55,2,10,GNB 15,20,23,"Tom Brady pass complete short left to Brandon LaFell for 15 yards, touchdown",3.950,7.000
4,13:55,,,GNB 2,21,23,Stephen Gostkowski kicks extra point good,0.000,0.000
4,13:55,,,NWE 35,21,23,"Stephen Gostkowski kicks off 67 yards, returned by DuJuan Harris for 27 yards (tackle by Kyle Arrington)",0.000,-0.610
4,13:43,1,10,GNB 25,21,23,Aaron Rodgers pass incomplete short middle intended for Randall Cobb,0.610,0.060
4,13:39,2,10,GNB 25,21,23,Eddie Lacy left guard for 4 yards (tackle by Patrick Chung),0.060,-0.100
4,13:02,3,6,GNB 29,21,23,Aaron Rodgers pass complete short left to Andrew Quarless for 9 yards (tackle by Patrick Chung),-0.100,1.470
4,12:17,1,10,GNB 38,21,23,Aaron Rodgers pass complete short middle to Davante Adams for 17 yards (tackle by Devin McCourty),1.470,2.590
4,11:48,1,10,NWE 45,21,23,Eddie Lacy left tackle for 5 yards (tackle by Jamie Collins and Patrick Chung),2.590,2.720
4,11:10,2,5,NWE 40,21,23,Aaron Rodgers pass complete short left to Andrew Quarless for 8 yards (tackle by Patrick Chung),2.720,3.450
4,10:33,1,10,NWE 32,21,23,Eddie Lacy up the middle for 17 yards (tackle by Patrick Chung and Devin McCourty),3.450,4.580
4,9:47,1,10,NWE 15,21,23,Aaron Rodgers pass complete short left to Eddie Lacy for 5 yards (tackle by Brandon Browner),4.580,4.840
4,9:03,2,5,NWE 10,21,23,Aaron Rodgers pass incomplete short left intended for Eddie Lacy,4.840,4.000
4,8:49,3,5,NWE 10,21,23,Aaron Rodgers pass incomplete short right intended for Davante Adams,4.000,2.810
4,8:45,4,5,NWE 10,21,26,Mason Crosby 28 yard field goal good,2.810,3.000
4,8:45,,,GNB 35,21,26,"Mason Crosby kicks off 65 yards, returned by Danny Amendola for 28 yards (tackle by Jayrone Elliott)",0.000,-0.810
4,8:35,1,10,NWE 28,21,26,Tom Brady pass complete short left to Rob Gronkowski for 14 yards (tackle by Ha Ha Clinton-Dix),0.810,1.730
4,8:05,1,10,NWE 42,21,26,Brandon Bolden left guard for -1 yards (tackle by Clay Matthews and Mike Daniels),1.730,1.050
4,7:24,2,11,NWE 41,21,26,Tom Brady pass incomplete short right intended for Shane Vereen (defended by Julius Peppers),1.050,0.370
4,7:20,3,11,NWE 41,21,26,Tom Brady pass complete short right to Julian Edelman for 8 yards (tackle by Tramon Williams),0.370,-0.130
4,6:39,4,3,NWE 49,21,26,Tom Brady pass complete short left to Julian Edelman for 5 yards (tackle by Tramon Williams),-0.130,2.520
4,6:00,1,10,GNB 46,21,26,LeGarrette Blount up the middle for 3 yards (tackle by Sam Barrington and Morgan Burnett),2.520,2.380
4,5:22,2,7,GNB 43,21,26,Tom Brady pass incomplete deep left intended for Rob Gronkowski,2.380,1.680
4,5:17,3,7,GNB 43,21,26,Tom Brady pass complete short left to Rob Gronkowski for 10 yards (tackle by Micah Hyde),1.680,3.380
4,4:41,1,10,GNB 33,21,26,LeGarrette Blount left tackle for 12 yards (tackle by Letroy Guion),3.380,4.170
4,4:10,1,10,GNB 21,21,26,LeGarrette Blount left guard for 1 yard (tackle by Morgan Burnett),4.170,3.760
4,3:31,2,9,GNB 20,21,26,Tom Brady pass incomplete deep left intended for Rob Gronkowski (defended by Ha Ha Clinton-Dix),3.760,3.070
4,3:25,3,9,GNB 20,21,26,Tom Brady sacked by Mike Daniels and Mike Neal for -9 yards,3.070,1.500
4,2:40,4,18,GNB 29,21,26,Stephen Gostkowski 47 yard field goal no good,1.500,-1.400
4,2:40,1,10,GNB 37,21,26,Eddie Lacy right guard for 2 yards (tackle by Chris Jones),1.400,1.400
4,2:34,1,10,GNB 37,21,26,Timeout #2 by New England Patriots,1.400,1.130
4,2:34,2,8,GNB 39,21,26,Eddie Lacy right end for 4 yards (tackle by Rob Ninkovich),1.130,1.130
4,2:28,2,8,GNB 39,21,26,Timeout #3 by New England Patriots,1.130,0.960
4,2:28,3,4,GNB 43,21,26,Aaron Rodgers pass complete short left to Randall Cobb for 7 yards (tackle by Devin McCourty),0.960,2.260
4,2:00,1,10,,21,26,Aaron Rodgers kneels for -1 yards,2.260,1.580
4,1:18,2,11,GNB 49,21,26,Aaron Rodgers kneels for -2 yards,1.580,0.630
4,0:38,3,13,GNB 47,21,26,Aaron Rodgers kneels for -1 yards,0.630,-0.320
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
