#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,10:54,BUF 27,11,4:43,64,Field Goal
2,1,5:29,BAL 25,5,2:26,16,Field Goal
3,1,0:58,BUF 30,3,1:09,-3,Fumble
4,2,13:55,BUF 20,4,2:28,23,Punt
5,2,10:39,BUF 30,5,1:59,70,Touchdown
6,2,8:05,BAL 28,4,1:13,28,Touchdown
7,2,5:58,BUF 39,3,1:25,1,Punt
8,2,3:04,BAL 37,3,1:54,-1,Punt
9,3,15:00,BUF 20,3,1:56,-4,Punt
10,3,11:59,BUF 12,3,0:43,2,Interception
11,3,10:22,BUF 20,4,1:34,33,Punt
12,3,7:17,BUF 20,3,1:22,-2,Punt
13,3,4:53,BAL 48,9,2:57,44,Field Goal
14,4,15:00,BUF 11,11,6:27,34,Interception
15,4,7:12,BUF 20,3,1:29,7,Punt
16,4,4:04,BUF 20,3,1:44,3,Punt
17,4,0:57,BUF 36,5,0:57,-1,End of Game
