Quarter,Time,Down,ToGo,Location,DEN,TEN,Detail,EPB,EPA
3,14:02,4,5,DEN 30,10,7,"Corliss Waitman punts 40 yards, fair catch by C.J. Board at TEN-30",-1.370,-0.940
3,13:54,1,10,TEN 30,10,7,Derrick Henry left tackle for 7 yards (tackle by Mike Purcell),0.940,1.340
3,13:12,2,3,TEN 37,10,7,"Ryan Tannehill pass incomplete deep right intended for Austin Hooper. Penalty on Aaron Brewer: Offensive Holding, 10 yards (accepted) (no play)",1.340,-0.010
3,13:12,2,13,TEN 27,10,7,Derrick Henry left end for 10 yards (tackle by Kareem Jackson),-0.010,0.630
3,12:35,3,3,TEN 37,10,7,Dontrell Hilliard up the middle for 2 yards (tackle by Alex Singleton and Dre'Mont Jones),0.630,-0.780
3,11:46,4,1,TEN 39,10,7,"Penalty on TEN: Delay of Game, 5 yards (accepted) (no play)",-0.780,-1.110
3,11:34,4,6,TEN 34,10,7,"Ryan Stonehouse punts 66 yards, touchback.",-1.110,-0.280
3,11:26,1,10,DEN 20,10,7,Melvin Gordon left end for 11 yards (tackle by Monty Rice and Elijah Molden),0.280,1.000
3,10:59,1,10,DEN 31,10,7,"Melvin Gordon for no gain (tackle by Teair Tart). Penalty on Teair Tart: Defensive Offside, 5 yards (accepted) (no play)",1.000,1.730
3,10:39,1,5,DEN 36,10,7,Melvin Gordon right end for 1 yard (tackle by Denico Autry),1.730,1.270
3,10:00,2,4,DEN 37,10,7,Russell Wilson pass complete short right to Melvin Gordon for 9 yards (tackle by Monty Rice and David Long),1.270,1.990
3,9:20,1,10,DEN 46,10,7,Latavius Murray left end for no gain (tackle by David Long),1.990,1.450
3,8:41,2,10,DEN 46,10,7,"Penalty on Calvin Anderson: False Start, 5 yards (accepted) (no play)",1.450,0.780
3,8:19,2,15,DEN 41,10,7,Russell Wilson sacked by Naquan Jones for -1 yards,0.780,-0.030
3,7:39,3,16,DEN 40,10,7,Russell Wilson pass complete short right to Eric Saubert for 12 yards (tackle by Elijah Molden),-0.030,0.070
3,6:58,4,4,TEN 48,10,7,"Corliss Waitman punts 28 yards, fair catch by C.J. Board at TEN-20",0.070,-0.280
3,6:53,1,10,TEN 20,10,7,Derrick Henry left end for 2 yards (tackle by Jonathan Harris),0.280,0.000
3,6:09,2,8,TEN 22,10,7,Ryan Tannehill pass complete short right to Treylon Burks for 15 yards (tackle by Patrick Surtain and Josey Jewell),0.000,1.400
3,5:25,1,10,TEN 37,10,13,"Ryan Tannehill pass complete deep right to Nick Westbrook-Ikhine for 63 yards, touchdown",1.400,7.000
3,5:14,,,DEN 15,10,14,Randy Bullock kicks extra point good,0.000,0.000
3,5:14,,,TEN 35,10,14,"Ryan Stonehouse kicks off 65 yards, touchback.",0.000,0.610
3,5:14,1,10,DEN 25,10,14,Russell Wilson pass complete short left to Kendall Hinton for 1 yard (tackle by Terrance Mitchell),0.610,0.200
3,4:36,2,9,DEN 26,10,14,Russell Wilson pass incomplete short right,0.200,-0.490
3,4:29,3,9,DEN 26,10,14,"Russell Wilson sacked by DeMarcus Walker for no gain. Penalty on Roger McCreary: Defensive Holding, 5 yards (accepted) (no play)",-0.490,1.000
3,4:07,1,10,DEN 31,10,14,Chase Edmonds left guard for -1 yards (tackle by Naquan Jones and David Long),1.000,0.320
3,3:38,2,11,DEN 30,10,14,Chase Edmonds left guard for 10 yards (tackle by Andrew Adams and Naquan Jones),0.320,0.960
3,2:55,3,1,DEN 40,10,14,Russell Wilson up the middle for no gain (tackle by Kevin Strong),0.960,-0.720
3,2:28,4,1,DEN 40,10,14,Russell Wilson up the middle for 2 yards (tackle by Teair Tart),-0.720,1.730
3,1:53,1,10,DEN 42,10,14,Russell Wilson pass incomplete short left intended for Chase Edmonds (defended by Rashad Weaver),1.730,1.190
3,1:49,2,10,DEN 42,10,14,"Russell Wilson aborted snap, recovered by Russell Wilson at DEN-38 Russell Wilson for 1 yard (tackle by Elijah Molden)",1.190,0.100
3,1:08,3,13,DEN 39,10,14,Russell Wilson pass incomplete deep right intended for Tyrie Cleveland,0.100,-0.780
3,1:00,4,13,DEN 39,10,14,Corliss Waitman punts 41 yards,-0.780,-0.280
3,0:50,1,10,TEN 20,10,14,Derrick Henry left tackle for 3 yards (tackle by Jonathon Cooper and Damarri Mathis),0.280,0.140
3,0:07,2,7,TEN 23,10,14,Ryan Tannehill pass incomplete short middle intended for Robert Woods,0.140,-0.560
3,0:02,3,7,TEN 23,10,14,Ryan Tannehill pass incomplete deep middle intended for Robert Woods,-0.560,-1.830
Quarter,Time,Down,ToGo,Location,DEN,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,7,TEN 23,10,14,"Ryan Stonehouse punts 50 yards, returned by Montrell Washington for 1 yard (tackle by Dontrell Hilliard and Hassan Haskins). Penalty on Tyrie Cleveland: Offensive Illegal Block Above the Waist, 10 yards (accepted)",-1.830,-0.040
4,14:49,1,10,DEN 18,10,14,"Russell Wilson aborted snap, recovered by Russell Wilson at DEN-17 Russell Wilson for -1 yards",0.040,-0.650
4,14:13,2,11,DEN 17,10,14,Russell Wilson pass complete short left to Melvin Gordon for 11 yards (tackle by Andrew Adams),-0.650,0.810
4,13:36,1,10,DEN 28,10,14,Russell Wilson sacked by DeMarcus Walker for -9 yards,0.810,-1.010
4,12:51,2,19,DEN 19,10,14,Russell Wilson pass complete short middle to Melvin Gordon for 9 yards (tackle by David Long and DeMarcus Walker),-1.010,-0.430
4,12:08,3,10,DEN 28,10,14,Russell Wilson sacked by Dylan Cole for -9 yards,-0.430,-2.140
4,11:28,4,19,DEN 19,10,14,"Corliss Waitman punts 51 yards, returned by C.J. Board for 12 yards (tackle by Jonathon Cooper)",-2.140,-1.730
4,11:19,1,10,TEN 42,10,14,Derrick Henry right tackle for no gain (tackle by DeShawn Williams),1.730,1.190
4,10:30,,,,,,Timeout #1 by Tennessee Titans,,
4,10:30,2,10,TEN 42,10,14,Ryan Tannehill pass complete short right to Austin Hooper for 4 yards (tackle by P.J. Locke),1.190,1.030
4,9:48,3,6,TEN 46,10,14,"Penalty on Treylon Burks: False Start, 5 yards (accepted) (no play)",1.030,0.370
4,9:48,3,11,TEN 41,10,14,Ryan Tannehill pass complete short left to Austin Hooper for 17 yards (tackle by Essang Bassey and Kareem Jackson),0.370,2.790
4,8:59,1,10,DEN 42,10,14,Ryan Tannehill pass complete short right to Derrick Henry for 7 yards (tackle by Alex Singleton and DeShawn Williams),2.790,3.190
4,8:16,2,3,DEN 35,10,14,Derrick Henry right end for 1 yard (tackle by Josey Jewell),3.190,2.610
4,7:39,3,2,DEN 34,10,14,"Malik Willis for -4 yards. Malik Willis fumbles, recovered by Mike Purcell at DEN-38",2.610,-1.470
4,7:34,1,10,DEN 38,10,14,Russell Wilson pass incomplete deep middle intended for Kendall Hinton,1.470,0.920
4,7:30,2,10,DEN 38,10,14,"Penalty on Latavius Murray: False Start, 5 yards (accepted) (no play)",0.920,0.250
4,7:30,2,15,DEN 33,10,14,Russell Wilson pass incomplete short left intended for Courtland Sutton (defended by Terrance Mitchell),0.250,-0.430
4,7:26,3,15,DEN 33,10,14,Russell Wilson pass complete short left to Latavius Murray for 9 yards (tackle by Andrew Adams),-0.430,-0.590
4,6:58,4,6,DEN 42,10,14,"Corliss Waitman punts 58 yards, touchback.",-0.590,-0.280
4,6:51,1,10,TEN 20,10,14,Derrick Henry left tackle for 5 yards (tackle by Jonathan Harris),0.280,0.410
4,6:20,2,5,TEN 25,10,14,Ryan Tannehill pass incomplete short left intended for Robert Woods (defended by Patrick Surtain),0.410,-0.300
4,6:17,3,5,TEN 25,10,14,Ryan Tannehill pass complete short middle to Austin Hooper for 8 yards (tackle by Alex Singleton),-0.300,1.140
4,5:35,1,10,TEN 33,10,14,Derrick Henry left guard for 4 yards (tackle by Josey Jewell and Matt Henningsen),1.140,1.130
4,4:52,2,6,TEN 37,10,14,Derrick Henry left tackle for 2 yards (tackle by DeShawn Williams and Alex Singleton),1.130,0.700
4,4:07,3,4,TEN 39,10,14,Ryan Tannehill pass complete deep middle to Chigoziem Okonkwo for 41 yards (tackle by Patrick Surtain),0.700,4.240
4,3:16,1,10,DEN 20,10,14,Derrick Henry left tackle for no gain (tackle by Josey Jewell),4.240,3.690
4,3:13,,,,,,Timeout #1 by Denver Broncos,,
4,3:13,2,10,DEN 20,10,14,Derrick Henry left tackle for 3 yards (tackle by Mike Purcell and Jonathon Cooper),3.690,3.360
4,3:08,,,,,,Timeout #2 by Denver Broncos,,
4,3:08,3,7,DEN 17,10,14,Ryan Tannehill pass incomplete deep left intended for Chigoziem Okonkwo (defended by Damarri Mathis),3.360,2.310
4,3:02,4,7,DEN 17,10,17,Randy Bullock 35 yard field goal good,2.310,3.000
4,2:59,,,TEN 35,10,17,"Ryan Stonehouse kicks off 50 yards, returned by Tyrie Cleveland for 10 yards (tackle by Tre Avery)",0.000,0.610
4,2:54,1,10,DEN 25,10,17,Russell Wilson sacked by and Rashad Weaver for -2 yards and DeMarcus Walker for -2 yards,0.610,-0.210
4,2:22,2,12,DEN 23,10,17,Russell Wilson pass complete short left to Courtland Sutton for 7 yards (tackle by Terrance Mitchell and Kevin Byard),-0.210,0.040
4,2:03,3,5,DEN 30,10,17,Russell Wilson pass incomplete short left intended for Courtland Sutton,0.040,-1.370
4,1:54,4,5,DEN 30,10,17,Russell Wilson scrambles left end for 9 yards (tackle by Andrew Adams),-1.370,1.530
4,1:48,1,10,DEN 39,10,17,Russell Wilson pass complete short middle to Melvin Gordon for 17 yards (tackle by Kevin Byard and Roger McCreary),1.530,2.650
4,1:16,1,10,TEN 44,10,17,Russell Wilson pass complete short left to Courtland Sutton for 17 yards (tackle by Dylan Cole),2.650,3.780
4,0:49,1,10,TEN 27,10,17,Russell Wilson pass complete short left to Courtland Sutton for 6 yards (tackle by Terrance Mitchell),3.780,4.040
4,0:42,2,4,TEN 21,10,17,Russell Wilson pass incomplete short left intended for Tyrie Cleveland,4.040,3.340
4,0:38,3,4,TEN 21,10,17,"Russell Wilson sacked by Rashad Weaver for -8 yards. Russell Wilson fumbles (forced by Rashad Weaver), recovered by Quinn Bailey at TEN-30",3.340,1.410
4,0:30,,,,,,Timeout #3 by Denver Broncos,,
4,0:30,,,,,,Timeout #2 by Tennessee Titans,,
4,0:30,4,13,TEN 30,10,17,"Russell Wilson pass complete to Greg Dulcich for no gain. Penalty on Rashad Weaver: Defensive Offside, 5 yards (accepted) (no play)",1.410,1.800
4,0:20,4,8,TEN 25,10,17,Russell Wilson pass deep middle (defended by Joshua Kalu) intended for Courtland Sutton is intercepted by Terrance Mitchell in end zone and returned for 1 yard,1.800,0.380
4,0:11,1,10,TEN 1,10,17,Ryan Tannehill up the middle for 1 yard (tackle by Mike Purcell and Dre'Mont Jones),-0.380,-0.710
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
