Quarter,Time,Down,ToGo,Location,DAL,SEA,Detail,EPB,EPA
2,12:22,1,10,SEA 48,7,0,Marion Barber right end for 1 yard (tackle by D.D. Lewis and Kelly Herndon),2.390,1.980
2,11:42,2,9,SEA 47,7,0,Drew Bledsoe sacked by Bryce Fisher for -7 yards,1.980,0.370
2,11:07,3,16,DAL 46,7,0,Marion Barber up the middle for 10 yards (tackle by Rocky Bernard and Marquand Manuel),0.370,0.330
2,10:38,4,6,SEA 44,7,0,"Mat McBriar punts 31 yards, fair catch by Jimmy Williams",0.330,0.320
2,10:30,1,10,SEA 13,7,0,Matt Hasselbeck pass complete to Mack Strong for 5 yards (tackle by Bradie James and Scott Fujita),-0.320,-0.140
2,9:59,2,5,SEA 18,7,0,Shaun Alexander right guard for 3 yards (tackle by La'Roi Glover and Marcus Spears),-0.140,-0.470
2,9:20,3,2,SEA 21,7,0,Matt Hasselbeck pass incomplete intended for Shaun Alexander,-0.470,-1.960
2,9:17,4,2,SEA 21,7,0,"Tom Rouen punts 40 yards, returned by Peerless Price for no gain",-1.960,-1.530
2,9:08,1,10,DAL 39,7,0,Lousaka Polite right end for 6 yards (tackle by Lofa Tatupu and Michael Boulware),1.530,1.800
2,8:26,2,4,DAL 45,7,0,Anthony Thomas right tackle for 4 yards (tackle by Chartric Darby and Marcus Tubbs),1.800,2.190
2,7:56,1,10,DAL 49,7,0,Drew Bledsoe pass incomplete intended for Jason Witten (defended by Marcus Trufant),2.190,1.650
2,7:49,2,10,DAL 49,7,0,Anthony Thomas right guard for 2 yards (tackle by Grant Wistrom),1.650,1.220
2,7:08,3,8,SEA 49,7,0,Drew Bledsoe pass incomplete intended for Terrance Copper,1.220,0.000
2,7:03,4,8,SEA 49,7,0,"Mat McBriar punts 42 yards, returned by Jimmy Williams for no gain. Penalty on Willie Pile: Ineligible Downfield Kic, 5 yards (no play)",0.000,-0.320
2,6:55,4,13,DAL 46,7,0,"Mat McBriar punts 54 yards, touchback",-0.320,-0.280
2,6:46,1,10,SEA 20,7,0,Shaun Alexander left tackle for no gain (tackle by Scott Fujita),0.280,-0.270
2,6:13,2,10,SEA 20,7,0,Matt Hasselbeck pass incomplete intended for D.J. Hackett,-0.270,-0.960
2,6:09,3,10,SEA 20,7,0,Shaun Alexander up the middle for -1 yards (tackle by Greg Ellis),-0.960,-2.140
2,5:34,4,11,SEA 19,7,0,"Tom Rouen punts 59 yards, returned by Peerless Price for 10 yards (tackle by Isaiah Kacyvenski)",-2.140,-1.070
2,5:21,1,10,DAL 32,7,0,Anthony Thomas right tackle for 5 yards (tackle by Michael Boulware and Grant Wistrom),1.070,1.200
2,4:39,2,5,DAL 37,7,0,Anthony Thomas right tackle for 3 yards (tackle by Rocky Bernard and Bryce Fisher),1.200,0.890
2,3:59,3,2,DAL 40,7,0,"Drew Bledsoe pass complete to Marion Barber for 1 yard (tackle by Lofa Tatupu). Penalty on Marco Rivera: Offensive Holding, 10 yards",0.890,-0.290
2,3:32,3,11,DAL 31,7,0,Drew Bledsoe pass incomplete intended for Keyshawn Johnson,-0.290,-1.310
2,3:28,4,11,DAL 31,7,0,"Mat McBriar punts 48 yards, returned by Jimmy Williams for 7 yards (tackle by Scott Shanle)",-1.310,-0.810
2,3:16,1,10,SEA 28,7,0,Shaun Alexander left tackle for 4 yards (tackle by Scott Fujita),0.810,0.800
2,2:47,2,6,SEA 32,7,0,"Matt Hasselbeck pass incomplete. Penalty on Matt Hasselbeck: Intentional Grounding, 10 yards",0.800,-1.220
2,2:42,3,16,SEA 22,7,0,Matt Hasselbeck pass incomplete intended for D.J. Hackett (defended by Aaron Glenn),-1.220,-1.900
2,2:35,4,16,SEA 22,7,0,"Tom Rouen punts 38 yards, returned by Peerless Price for 1 yard (tackle by Niko Koutouvides). Penalty on Brett Pierce: Offensive Holding, 10 yards, Penalty on Terrance Copper: Illegal Block Above the (Declined)",-1.900,-1.000
2,2:23,1,10,DAL 31,7,0,Drew Bledsoe pass incomplete intended for Terry Glenn (defended by Marcus Trufant),1.000,0.460
2,2:16,2,10,DAL 31,7,0,Marion Barber up the middle for 9 yards (tackle by Bryce Fisher and Rocky Bernard),0.460,0.960
2,2:00,3,1,DAL 40,7,0,Drew Bledsoe pass complete to Terry Glenn for 6 yards (tackle by Kelly Herndon),0.960,1.990
2,1:55,1,10,DAL 46,7,0,Drew Bledsoe pass incomplete intended for Terry Glenn is intercepted by Michael Boulware at SEA-9 and returned for 31 yards,1.990,-1.600
2,1:43,1,10,SEA 40,7,0,Matt Hasselbeck pass complete to Joe Jurevicius for 7 yards (tackle by Anthony Henry),1.600,2.000
2,1:24,2,3,SEA 47,7,0,Shaun Alexander up the middle for -2 yards (tackle by DeMarcus Ware),2.000,1.030
2,1:13,,,,7,0,Timeout #1 by Seattle Seahawks,0.000,1.030
2,1:13,3,5,SEA 45,7,0,Matt Hasselbeck pass complete to Joe Jurevicius for 7 yards (tackle by Anthony Henry),1.030,2.390
2,0:54,1,10,DAL 48,7,0,Matt Hasselbeck pass complete to Joe Jurevicius for 11 yards (tackle by Terence Newman),2.390,3.120
2,0:49,1,10,DAL 37,7,0,"Matt Hasselbeck pass incomplete intended for D.J. Hackett. Penalty on Greg Ellis: Defensive Offside, 5 yards (no play)",3.120,3.850
2,0:46,1,5,DAL 32,7,0,Matt Hasselbeck pass incomplete intended for D.J. Hackett,3.850,3.250
2,0:42,2,5,DAL 32,7,0,Matt Hasselbeck pass incomplete intended for Jerheme Urban,3.250,2.540
2,0:40,3,5,DAL 32,7,0,"Penalty on Jerramy Stevens: False Start, 5 yards (no play)",2.540,1.880
2,0:40,3,10,DAL 37,7,0,Matt Hasselbeck pass incomplete (defended by Greg Ellis),1.880,0.790
2,0:38,4,10,DAL 37,7,3,Josh Brown 55 yard field goal good,0.790,3.000
2,,,,SEA 30,7,3,"Josh Brown kicks off 65 yards, returned by Tyson Thompson for 25 yards (tackle by Jimmy Williams)",0.000,0.940
2,0:27,1,10,DAL 30,7,3,Drew Bledsoe kneels for -1 yards,0.940,0.260
Quarter,Time,Down,ToGo,Location,DAL,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 30,7,3,"Josh Brown kicks off 66 yards, returned by Tyson Thompson for 30 yards (tackle by Josh Scobey)",0.000,1.200
3,14:55,1,10,DAL 34,7,3,Marion Barber up the middle for 5 yards (tackle by Marquand Manuel and D.D. Lewis),1.200,1.330
3,14:19,2,5,DAL 39,7,3,"Penalty on Marco Rivera: False Start, 5 yards (no play)",1.330,0.660
3,13:58,2,10,DAL 34,7,3,Drew Bledsoe pass complete to Jason Witten for 13 yards (tackle by Marquand Manuel),0.660,2.060
3,13:12,1,10,DAL 47,7,3,Marion Barber right tackle for no gain (tackle by Marquand Manuel),2.060,1.520
3,12:34,2,10,DAL 47,7,3,Drew Bledsoe pass complete to Keyshawn Johnson for 5 yards (tackle by Kelly Herndon),1.520,1.490
3,11:49,3,5,SEA 48,7,3,Drew Bledsoe sacked by Bryce Fisher for -4 yards,1.490,-0.190
3,11:30,4,9,DAL 48,7,3,"Mat McBriar punts 34 yards, fair catch by Jimmy Williams",-0.190,-0.040
3,11:23,1,10,SEA 18,7,3,Matt Hasselbeck pass incomplete intended for D.J. Hackett,0.040,-0.490
3,11:14,2,10,SEA 18,7,3,Shaun Alexander up the middle for 2 yards (tackle by Roy Williams),-0.490,-0.910
3,10:41,3,8,SEA 20,7,3,Matt Hasselbeck pass complete to Jerramy Stevens for 14 yards (tackle by Willie Pile),-0.910,1.200
3,10:09,1,10,SEA 34,7,3,"Matt Hasselbeck pass complete to Shaun Alexander for 5 yards (tackle by Roy Williams). Penalty on Robbie Tobeck: Offensive Holding, 10 yards (no play)",1.200,0.540
3,9:50,1,20,SEA 24,7,3,Shaun Alexander right tackle for 3 yards (tackle by Alshermond Singleton and Marcus Spears),0.540,-0.290
3,9:12,2,17,SEA 27,7,3,Matt Hasselbeck pass complete to Ryan Hannam for 5 yards (tackle by Alshermond Singleton),-0.290,-0.300
3,8:40,3,12,SEA 32,7,3,Matt Hasselbeck pass incomplete intended for Jerheme Urban,-0.300,-1.240
3,8:35,4,12,SEA 32,7,3,"Tom Rouen punts 36 yards, fair catch by Peerless Price",-1.240,-1.070
3,8:28,1,10,DAL 32,7,3,Marion Barber right tackle for 5 yards (tackle by Grant Wistrom and Bryce Fisher),1.070,1.200
3,7:55,2,5,DAL 37,7,3,Marion Barber right guard for 3 yards (tackle by D.D. Lewis and Marquand Manuel),1.200,0.890
3,7:12,3,2,DAL 40,7,3,Drew Bledsoe sacked by Chartric Darby for -7 yards,0.890,-1.180
3,6:50,4,9,DAL 33,7,3,Mat McBriar punts 47 yards,-1.180,-0.280
3,6:39,1,10,SEA 20,7,3,Matt Hasselbeck pass complete to Mack Strong for 3 yards (tackle by Roy Williams),0.280,0.140
3,6:01,2,7,SEA 23,7,3,Shaun Alexander left guard for 10 yards (tackle by Roy Williams),0.140,1.140
3,5:26,1,10,SEA 33,7,3,Shaun Alexander up the middle for 4 yards (tackle by Marcus Spears and DeMarcus Ware),1.140,1.130
3,4:51,2,6,SEA 37,7,3,Matt Hasselbeck pass complete to D.J. Hackett for 2 yards (tackle by DeMarcus Ware),1.130,0.700
3,4:09,3,4,SEA 39,7,3,"Matt Hasselbeck pass incomplete intended for D.J. Hackett. Penalty on Anthony Henry: Defensive Pass Interfere, 9 yards (no play)",0.700,2.130
3,4:04,1,10,SEA 48,7,3,Matt Hasselbeck pass incomplete intended for D.J. Hackett (defended by Terence Newman),2.130,1.580
3,3:59,2,10,SEA 48,7,3,Shaun Alexander right end for 6 yards (tackle by Scott Fujita),1.580,1.680
3,3:21,3,4,DAL 46,7,3,Matt Hasselbeck pass incomplete intended for D.J. Hackett,1.680,0.200
3,3:15,4,4,DAL 46,7,3,"Tom Rouen punts 28 yards, fair catch by Peerless Price",0.200,-0.040
3,3:08,1,10,DAL 18,7,3,Drew Bledsoe pass complete to Tyson Thompson for 6 yards (tackle by Jamie Sharper and Lofa Tatupu),0.040,0.410
3,2:35,2,4,DAL 24,7,3,Tyson Thompson left end for 10 yards (tackle by D.D. Lewis),0.410,1.200
3,2:06,1,10,DAL 34,7,3,Tyson Thompson right guard for 14 yards (tackle by Marcus Trufant),1.200,2.130
3,1:24,1,10,DAL 48,7,3,Tyson Thompson left guard for 3 yards (tackle by Chartric Darby and Marcus Tubbs),2.130,1.990
3,0:41,2,7,SEA 49,7,3,Tyson Thompson right tackle for no gain (tackle by Chartric Darby and Grant Wistrom),1.990,1.290
Quarter,Time,Down,ToGo,Location,DAL,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,7,SEA 49,7,3,Drew Bledsoe pass incomplete intended for Keyshawn Johnson,1.290,0.000
4,14:57,4,7,SEA 49,7,3,"Mat McBriar punts 40 yards, muffed catch by Jimmy Williams, recovered by Jacques Reeves and returned for no gain",0.000,5.140
4,14:47,1,9,SEA 9,7,3,Marion Barber up the middle for 1 yard (tackle by Bryce Fisher and Lofa Tatupu),5.140,4.570
4,14:10,2,8,SEA 8,7,3,Marion Barber left guard for 2 yards (tackle by Rocky Bernard and Marquand Manuel),4.570,4.040
4,13:30,3,6,SEA 6,7,3,Drew Bledsoe sacked by Grant Wistrom for -4 yards,4.040,2.760
4,13:16,4,10,SEA 10,7,3,Jose Cortez 29 yard field goal no good,2.760,-0.280
4,13:13,1,10,SEA 20,7,3,Shaun Alexander left end for 1 yard (tackle by Bradie James),0.280,-0.130
4,12:32,2,9,SEA 21,7,3,Matt Hasselbeck pass complete to Joe Jurevicius for 6 yards (tackle by Scott Shanle),-0.130,-0.030
4,12:01,3,3,SEA 27,7,3,Matt Hasselbeck pass incomplete intended for Joe Jurevicius,-0.030,-1.570
4,11:54,4,3,SEA 27,7,3,"Tom Rouen punts 39 yards, returned by Peerless Price for 2 yards (tackle by John Howell)",-1.570,-1.330
4,11:40,1,10,DAL 36,7,3,Tyson Thompson up the middle for 7 yards (tackle by Grant Wistrom and D.D. Lewis),1.330,1.740
4,11:06,2,3,DAL 43,7,3,Tyson Thompson right guard for no gain (tackle by Lofa Tatupu),1.740,1.030
4,10:23,3,3,DAL 43,7,3,Marion Barber left guard for 1 yard (tackle by Grant Wistrom),1.030,-0.460
4,9:50,4,2,DAL 44,7,3,"Mat McBriar punts 41 yards, fair catch by Jimmy Williams",-0.460,0.220
4,9:42,1,10,SEA 15,7,3,Matt Hasselbeck pass complete to Jerheme Urban for 20 yards (tackle by Terence Newman),-0.220,1.270
4,9:16,1,10,SEA 35,7,3,Shaun Alexander left tackle for 2 yards (tackle by Keith Davis and DeMarcus Ware),1.270,0.990
4,8:39,2,8,SEA 37,7,3,Matt Hasselbeck pass complete to Jerheme Urban for 15 yards,0.990,2.390
,,,,,,,"DAL challenged the ruling, and the play was upheld.",,
4,8:25,1,10,DAL 48,7,3,Shaun Alexander left tackle for 3 yards (tackle by Scott Fujita),2.390,2.250
4,7:52,2,7,DAL 45,7,3,"Matt Hasselbeck pass complete to Joe Jurevicius for 6 yards (tackle by Roy Williams). Penalty on Robbie Tobeck: Offensive Holding, 10 yards (no play)",2.250,0.900
4,7:22,2,17,SEA 45,7,3,Shaun Alexander left guard for no gain (tackle by Jason Ferguson and Marcus Spears),0.900,0.230
4,6:53,3,17,SEA 45,7,3,"Matt Hasselbeck pass incomplete. Penalty on Matt Hasselbeck: Intentional Grounding, 14 yards",0.230,-1.310
4,6:47,4,31,SEA 31,7,3,Tom Rouen punts 28 yards,-1.310,-1.660
4,6:39,1,10,DAL 41,7,3,Drew Bledsoe pass complete to Terry Glenn for 16 yards (tackle by Kelly Herndon),1.660,2.720
4,6:03,1,10,SEA 43,7,3,Marion Barber left end for 2 yards (tackle by Marcus Trufant and D.D. Lewis),2.720,2.450
4,5:25,2,8,SEA 41,7,3,"Marion Barber for no gain. Marion Barber fumbles, recovered by Marion Barber at SEA-46",2.450,1.090
4,4:39,3,13,SEA 46,7,3,Marion Barber right guard for 8 yards (tackle by Kelly Herndon),1.090,0.720
4,3:52,4,5,SEA 38,7,3,"Mat McBriar punts 26 yards, fair catch by Jimmy Williams",0.720,0.350
4,3:45,1,10,SEA 12,7,3,Matt Hasselbeck pass complete to D.J. Hackett for 4 yards (tackle by Terence Newman),-0.350,-0.370
4,3:10,2,6,SEA 16,7,3,"Matt Hasselbeck pass incomplete intended for Jerramy Stevens is intercepted by Roy Williams at SEA-24. Penalty on Jerramy Stevens: Face Mask (15 Yards), 12 yards",-0.370,-4.780
4,3:04,1,10,SEA 12,7,3,Marion Barber left guard for 4 yards (tackle by Bryce Fisher and D.D. Lewis),4.780,4.830
4,2:20,2,6,SEA 8,7,3,Marion Barber up the middle for 3 yards (tackle by Jordan Babineaux),4.830,4.610
4,2:15,,,,7,3,Timeout #1 by Seattle Seahawks,0.000,4.610
4,2:15,3,3,SEA 5,7,3,"Drew Bledsoe right end for 2 yards (tackle by D.D. Lewis). Drew Bledsoe fumbles (forced by D.D. Lewis), ball out of bounds at SEA-3",4.610,3.060
4,2:08,4,1,SEA 3,10,3,Jose Cortez 21 yard field goal good,3.060,3.000
4,,,,DAL 30,10,3,"Jose Cortez kicks off 70 yards, returned by Josh Scobey for 19 yards (tackle by Ryan Fowler)",0.000,0.150
4,2:01,1,10,SEA 19,10,3,Matt Hasselbeck pass complete to Jerheme Urban for 22 yards (tackle by Anthony Henry),0.150,1.660
4,1:57,1,10,SEA 41,10,3,Matt Hasselbeck pass complete to Jerramy Stevens for 22 yards (tackle by Willie Pile). Penalty on Willie Pile: Defensive Holding (Declined),1.660,3.120
4,1:52,1,10,DAL 37,10,3,"Matt Hasselbeck pass incomplete intended for Shaun Alexander. Penalty on Sean Locklear: Offensive Holding, 10 yards (no play)",3.120,2.460
4,1:45,1,20,DAL 47,10,3,"Matt Hasselbeck pass incomplete intended for D.J. Hackett. Penalty on Aaron Glenn: Defensive Pass Interfere, 22 yards, Penalty on Anthony Henry: Face Mask (15 Yards) (Declined) (no play)",2.460,3.910
4,1:40,1,10,DAL 25,10,3,Shaun Alexander left guard for 11 yards (tackle by Bradie James),3.910,4.650
4,0:58,1,10,DAL 14,10,3,Matt Hasselbeck pass complete to D.J. Hackett for 13 yards (tackle by Anthony Henry),4.650,6.970
4,0:52,1,1,DAL 1,10,3,Shaun Alexander left guard for no gain (tackle by Terence Newman and Chris Canty),6.970,5.910
4,0:46,,,,10,3,Timeout #2 by Seattle Seahawks,0.000,5.910
4,0:46,2,1,DAL 1,10,9,"Matt Hasselbeck pass complete to Ryan Hannam for 1 yard, touchdown",5.910,7.000
4,,,,DAL 2,10,10,Josh Brown kicks extra point good,0.000,0.000
4,,,,SEA 30,10,10,"Josh Brown kicks off 68 yards, returned by Tyson Thompson for 39 yards (tackle by Kevin Bentley)",0.000,1.660
4,0:33,1,10,DAL 41,10,10,Drew Bledsoe pass complete to Terry Glenn for 6 yards (tackle by Marcus Trufant),1.660,1.930
4,0:25,,,,10,10,Timeout #2 by Dallas Cowboys,0.000,1.930
4,0:25,2,4,DAL 47,10,10,"Drew Bledsoe pass incomplete intended for Terry Glenn. Penalty on Rob Petitti: Offensive Holding, 10 yards (no play)",1.930,0.580
4,0:19,2,14,DAL 37,10,10,Drew Bledsoe pass complete to Terry Glenn for 7 yards (tackle by LeRoy Hill),0.580,0.830
4,0:14,,,,10,10,Timeout #3 by Dallas Cowboys,0.000,0.830
4,0:14,3,7,DAL 44,10,10,Drew Bledsoe pass incomplete intended for Terry Glenn is intercepted by Jordan Babineaux at SEA-43 and returned for 25 yards,0.830,-3.450
4,0:05,1,10,DAL 32,10,13,Josh Brown 50 yard field goal good,3.450,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
