Quarter,Time,Down,ToGo,Location,CIN,TEN,Detail,EPB,EPA
2,2:00,2,10,TEN 31,7,10,Matt Hasselbeck pass complete short left to Damian Williams for 9 yards (tackle by Leon Hall),0.460,0.960
2,1:30,3,1,TEN 40,7,10,"Chris Johnson right guard for 4 yards (tackle by Dan Skuta). Penalty on Ahmard Hall: Offensive Holding, 10 yards (no play)",0.960,-0.360
2,1:24,3,11,TEN 30,7,10,Matt Hasselbeck pass complete short left to Jared Cook for 15 yards (tackle by Thomas Howard),-0.360,1.930
2,1:18,,,,7,10,Timeout #1 by Tennessee Titans,0.000,1.930
2,1:18,1,10,TEN 45,7,10,Matt Hasselbeck pass complete short right to Jared Cook for 11 yards (tackle by Reggie Nelson and Carlos Dunlap),1.930,2.650
2,0:57,1,10,CIN 44,7,10,Matt Hasselbeck pass incomplete short right intended for Lavelle Hawkins,2.650,2.110
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the original play was overturned.",,
2,0:55,2,10,CIN 44,7,10,Matt Hasselbeck pass complete short left to Jared Cook for 13 yards (tackle by Reggie Nelson),2.110,3.510
2,0:48,,,,7,10,Timeout #2 by Tennessee Titans,0.000,3.510
2,0:48,1,10,CIN 31,7,10,Matt Hasselbeck pass complete short middle to Chris Johnson for 1 yard (tackle by Bart Johnson),3.510,3.100
2,0:31,2,9,CIN 30,7,10,Matt Hasselbeck pass incomplete short middle intended for Jared Cook (defended by Micah Johnson),3.100,2.410
2,0:26,3,9,CIN 30,7,10,Matt Hasselbeck pass complete short right to Javon Ringer for 14 yards (tackle by Taylor Mays and Geno Atkins),2.410,4.510
2,0:19,,,,7,10,Timeout #3 by Tennessee Titans,0.000,4.510
2,0:19,1,10,CIN 16,7,10,Matt Hasselbeck pass incomplete deep left intended for Jared Cook,4.510,3.900
2,0:14,2,10,CIN 16,7,16,"Matt Hasselbeck pass complete deep right to Lavelle Hawkins for 16 yards, touchdown",3.900,7.000
2,,,,CIN 2,7,17,Rob Bironas kicks extra point good,0.000,0.000
2,,,,TEN 35,7,17,"Rob Bironas kicks off 67 yards, returned by Brandon Tate for 21 yards (tackle by Tim Shaw). Penalty on Frostee Rucker: Low Block, 7 yards",0.000,-0.380
2,0:03,1,10,CIN 7,7,17,Andy Dalton kneels for -1 yards,-0.380,-0.850
Quarter,Time,Down,ToGo,Location,CIN,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 35,7,17,"Rob Bironas kicks off 64 yards, returned by Brandon Tate for 21 yards (tackle by Jordan Babineaux)",0.000,0.410
3,14:54,1,10,CIN 22,7,17,Cedric Benson right guard for -1 yards (tackle by Derrick Morgan),0.410,-0.270
3,14:17,2,11,CIN 21,7,17,Andy Dalton pass incomplete short right intended for Jerome Simpson,-0.270,-0.960
3,14:12,3,11,CIN 21,7,17,Andy Dalton right end for 3 yards (tackle by Jason Jones),-0.960,-1.770
3,13:53,4,8,CIN 24,7,17,Kevin Huber punts 25 yards,-1.770,-2.320
3,13:43,1,10,CIN 49,7,17,Chris Johnson right guard for 1 yard (tackle by Pat Sims),2.320,1.920
3,13:04,2,9,CIN 48,7,17,"Chris Johnson right tackle for -2 yards (tackle by Nate Clements and Dan Skuta). Penalty on Daniel Graham: Offensive Holding, 10 yards (no play)",1.920,0.570
3,12:32,2,19,TEN 42,7,17,Matt Hasselbeck pass complete short right to Lavelle Hawkins for 3 yards (tackle by Bart Johnson),0.570,0.300
3,11:50,3,16,TEN 45,7,17,Matt Hasselbeck pass incomplete deep right intended for Damian Williams,0.300,-0.390
3,11:43,4,16,TEN 45,7,17,"Brett Kern punts 40 yards, muffed catch by Brandon Tate, recovered by Brandon Tate and returned for no gain",-0.390,0.060
3,11:35,1,10,CIN 17,7,17,Cedric Benson left end for 4 yards (tackle by Barrett Ruud and Alterraun Verner),-0.060,0.080
3,10:59,2,6,CIN 21,7,17,Andy Dalton pass complete short left to Jerome Simpson for 10 yards (tackle by Alterraun Verner),0.080,1.000
3,10:40,1,10,CIN 31,7,17,Andy Dalton pass complete short right to A.J. Green for 6 yards (tackle by Jason McCourty),1.000,1.270
3,10:09,2,4,CIN 37,7,17,Andy Dalton pass complete short left to Andre Caldwell for 3 yards (tackle by Cortland Finnegan and Jurrell Casey),1.270,0.960
3,9:34,3,1,CIN 40,7,17,Andy Dalton pass complete short left to A.J. Green for 11 yards (tackle by Alterraun Verner),0.960,2.320
3,9:06,1,10,TEN 49,7,17,Andy Dalton pass incomplete short middle intended for Andre Caldwell (defended by Cortland Finnegan),2.320,1.780
3,9:00,2,10,TEN 49,7,17,Andy Dalton pass incomplete short left intended for Chris Pressley,1.780,1.090
3,8:55,3,10,TEN 49,7,17,Andy Dalton pass incomplete short middle intended for Andre Caldwell (defended by Jordan Babineaux),1.090,0.000
3,8:46,4,10,TEN 49,7,17,"Kevin Huber punts 41 yards, fair catch by Marc Mariani",0.000,0.380
3,8:38,1,10,TEN 8,7,17,Matt Hasselbeck pass incomplete short left intended for Damian Williams,-0.380,-0.780
3,8:35,2,10,TEN 8,7,17,Chris Johnson left tackle for 6 yards (tackle by Domata Peko),-0.780,-0.720
3,7:46,3,4,TEN 14,7,17,Matt Hasselbeck pass incomplete deep right intended for Lavelle Hawkins,-0.720,-2.470
3,7:41,4,4,TEN 14,7,17,"Brett Kern punts 52 yards, returned by Brandon Tate for 1 yard (tackle by Akeem Ayers)",-2.470,-1.270
3,7:29,1,10,CIN 35,7,17,"Andy Dalton pass incomplete deep right intended for A.J. Green. Penalty on Jason McCourty: Defensive Pass Interference, 45 yards (no play)",1.270,4.240
3,7:22,1,10,TEN 20,7,17,Andy Dalton pass complete short right to Andre Caldwell for 5 yards (tackle by Jason McCourty),4.240,4.450
3,6:48,2,5,TEN 15,7,17,Andy Dalton pass incomplete short right intended for Jerome Simpson,4.450,3.700
3,6:39,3,5,TEN 15,13,17,"Andy Dalton pass complete short right to Jerome Simpson for 15 yards, touchdown",3.700,7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
3,,,,TEN 2,14,17,Mike Nugent kicks extra point good,0.000,0.000
3,,,,CIN 35,14,17,"Mike Nugent kicks off 71 yards, touchback",0.000,0.280
3,6:33,1,10,TEN 20,14,17,Matt Hasselbeck pass complete short right to Nate Washington for 11 yards (tackle by Nate Clements),0.280,1.000
3,5:55,1,10,TEN 31,14,17,Chris Johnson right guard for no gain (tackle by Frostee Rucker),1.000,0.460
3,5:14,2,10,TEN 31,14,17,Chris Johnson left guard for 2 yards (tackle by Domata Peko),0.460,0.040
3,4:26,,,,14,17,Timeout #1 by Tennessee Titans,0.000,0.040
3,4:26,3,8,TEN 33,14,17,"Matt Hasselbeck pass incomplete deep left intended for Donnie Avery. Penalty on Geno Atkins: Roughing the Passer, 15 yards (no play)",0.040,2.130
3,4:20,1,10,TEN 48,14,17,Chris Johnson up the middle for no gain (tackle by Chris Crocker),2.130,1.580
3,3:46,2,10,TEN 48,14,17,Matt Hasselbeck pass incomplete short right intended for Jamie Harper,1.580,0.890
3,3:41,3,10,TEN 48,14,17,Matt Hasselbeck sacked by Carlos Dunlap for -15 yards,0.890,-1.180
3,2:57,4,25,TEN 33,14,17,"Brett Kern punts 46 yards, returned by Brandon Tate for 4 yards (tackle by Chris Hawkins)",-1.180,-0.610
3,2:47,1,10,CIN 25,14,17,Cedric Benson left guard for 16 yards (tackle by Jordan Babineaux),0.610,1.660
3,2:16,1,10,CIN 41,14,17,Cedric Benson right guard for 4 yards (tackle by Jordan Babineaux),1.660,1.660
3,1:29,2,6,CIN 45,14,17,Cedric Benson right end for 12 yards (tackle by Jordan Babineaux),1.660,2.720
3,0:59,1,10,TEN 43,14,17,Andy Dalton pass complete short right to Donald Lee for 2 yards (tackle by Jordan Babineaux),2.720,2.450
3,0:20,2,8,TEN 41,14,17,Andy Dalton pass complete short right to Andre Caldwell for 7 yards (tackle by Jordan Babineaux),2.450,2.680
Quarter,Time,Down,ToGo,Location,CIN,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,TEN 34,14,17,Andy Dalton up the middle for 2 yards (tackle by Shaun Smith),2.680,3.450
4,14:25,1,10,TEN 32,14,17,"Cedric Benson up the middle for 7 yards (tackle by Dave Ball and Barrett Ruud). Penalty on Bobbie Williams: Offensive Holding, 10 yards (no play)",3.450,2.790
4,13:56,1,20,TEN 42,14,17,Andy Dalton pass complete deep left to A.J. Green for 23 yards (tackle by Jordan Babineaux),2.790,4.310
4,13:13,1,10,TEN 19,14,17,Cedric Benson right end for 2 yards (tackle by Michael Griffin),4.310,4.030
4,12:41,2,8,TEN 17,14,17,Andy Dalton pass incomplete,4.030,3.260
4,12:34,3,8,TEN 17,14,17,"Andy Dalton up the middle for 7 yards (tackle by Gerald McRath). Penalty on Andre Smith: Offensive Holding, 10 yards (no play)",3.260,2.020
4,12:02,3,18,TEN 27,14,17,Andy Dalton pass complete deep right to A.J. Green for 20 yards (tackle by Jason McCourty and Michael Griffin),2.020,5.600
4,11:39,1,7,TEN 7,14,17,Andy Dalton pass incomplete short right intended for Jerome Simpson (defended by Alterraun Verner),5.600,4.760
4,11:34,,,,14,17,Timeout #1 by Cincinnati Bengals,0.000,4.760
4,11:34,2,7,TEN 7,14,17,Andy Dalton pass complete short right to Andre Caldwell for 2 yards (tackle by Akeem Ayers),4.760,4.260
4,10:56,3,5,TEN 5,20,17,"Andy Dalton pass complete short right to Andre Caldwell for 5 yards, touchdown",4.260,7.000
4,,,,TEN 2,21,17,Mike Nugent kicks extra point good,0.000,0.000
4,,,,CIN 35,21,17,"Mike Nugent kicks off 70 yards, touchback",0.000,0.280
4,10:52,1,10,TEN 20,21,17,Matt Hasselbeck pass complete short right to Chris Johnson for 17 yards (tackle by Nate Clements),0.280,1.400
4,10:17,1,10,TEN 37,21,17,Matt Hasselbeck pass complete short right to Chris Johnson for 7 yards (tackle by Thomas Howard),1.400,1.800
4,9:50,2,3,TEN 44,21,17,Matt Hasselbeck pass incomplete deep right intended for Nate Washington,1.800,1.090
4,9:44,3,3,TEN 44,21,17,Matt Hasselbeck up the middle for 2 yards (tackle by Geno Atkins),1.090,-0.320
4,8:55,4,1,TEN 46,21,17,"Brett Kern punts 54 yards, touchback",-0.320,-0.280
4,8:44,1,10,CIN 20,21,17,Bernard Scott right tackle for 4 yards (tackle by Jordan Babineaux and Shaun Smith),0.280,0.270
4,8:08,2,6,CIN 24,21,17,Andy Dalton pass complete short left to A.J. Green for 7 yards (tackle by Alterraun Verner),0.270,1.000
4,7:33,1,10,CIN 31,21,17,Bernard Scott right end for 7 yards (tackle by Barrett Ruud),1.000,1.410
4,6:53,2,3,CIN 38,21,17,Andy Dalton pass incomplete short right intended for Bernard Scott,1.410,0.700
4,6:49,3,3,CIN 38,21,17,Brian Leonard right guard for 3 yards (tackle by Jason Jones and SenDerrick Marks),0.700,1.660
4,6:20,1,10,CIN 41,21,17,"Bernard Scott right end for no gain (tackle by Jordan Babineaux and Barrett Ruud). Penalty on Nate Livings: Offensive Holding, 10 yards (no play)",1.660,1.000
4,5:52,1,20,CIN 31,21,17,Andy Dalton pass incomplete short right intended for Brian Leonard,1.000,-0.230
4,5:46,2,20,CIN 31,21,17,Bernard Scott right tackle for 1 yard (tackle by Jason Jones),-0.230,-0.760
4,5:05,3,19,CIN 32,21,17,Andy Dalton pass incomplete deep right intended for Jerome Simpson,-0.760,-1.240
4,5:00,4,19,CIN 32,21,17,"Kevin Huber punts 43 yards, muffed catch by Tommie Campbell, recovered by Marc Mariani and returned for no gain",-1.240,-0.340
4,4:49,1,10,TEN 21,21,17,Matt Hasselbeck pass incomplete short right intended for Javon Ringer (defended by Carlos Dunlap),0.340,-0.200
,,,,,,,"Replay Assistant challenged the backward pass ruling, and the original play was overturned.",,
4,4:47,2,10,TEN 21,21,17,Matt Hasselbeck pass incomplete short right intended for Nate Washington,-0.200,-0.890
4,4:43,3,10,TEN 21,21,17,Matt Hasselbeck pass incomplete short middle intended for Chris Johnson,-0.890,-1.960
4,4:37,4,10,TEN 21,21,17,"Brett Kern punts 43 yards, fair catch by Brandon Tate",-1.960,-1.330
4,4:29,1,10,CIN 36,21,17,Cedric Benson right end for no gain (tackle by Barrett Ruud),1.330,0.790
4,4:24,,,,21,17,Timeout #2 by Tennessee Titans,0.000,0.790
4,4:24,2,10,CIN 36,21,17,Andy Dalton pass complete short right to Chris Pressley for 4 yards (tackle by Jason McCourty),0.790,0.630
4,4:19,,,,21,17,Timeout #3 by Tennessee Titans,0.000,0.630
4,4:19,3,6,CIN 40,21,17,Andy Dalton pass incomplete short middle intended for Donald Lee. Penalty on A.J. Green: Illegal Formation (Declined),0.630,-0.720
4,4:14,4,6,CIN 40,21,17,"Kevin Huber punts 46 yards, returned by Marc Mariani for 8 yards (tackle by Cedric Peerman). Penalty on Anthony Smith: Offensive Holding, 10 yards",-0.720,0.350
4,4:04,1,10,TEN 12,21,17,"Matt Hasselbeck pass complete short middle to Jared Cook for 8 yards (tackle by Nate Clements). Jared Cook fumbles (forced by Nate Clements), recovered by Nate Clements at TEN-20 (tackle by Jared Cook)",-0.350,-4.240
4,3:49,1,10,TEN 20,21,17,Cedric Benson right guard for 3 yards (tackle by Akeem Ayers),4.240,4.120
4,3:04,2,7,TEN 17,21,17,Cedric Benson right tackle for 1 yard (tackle by Barrett Ruud and Akeem Ayers),4.120,3.520
4,2:21,3,6,TEN 16,21,17,Cedric Benson up the middle for -1 yards (tackle by Shaun Smith),3.520,2.310
4,2:00,4,7,TEN 17,24,17,Mike Nugent 36 yard field goal good,2.310,3.000
4,,,,CIN 35,24,17,"Mike Nugent kicks off 72 yards, touchback",0.000,0.280
4,1:55,1,10,TEN 20,24,17,Matt Hasselbeck pass complete short middle to Nate Washington for 4 yards (tackle by Bart Johnson),0.280,0.270
4,1:32,2,6,TEN 24,24,17,Matt Hasselbeck pass complete short left to Damian Williams for 7 yards (tackle by Nate Clements),0.270,1.000
4,1:12,1,10,TEN 31,24,17,Matt Hasselbeck pass incomplete short right intended for Donnie Avery,1.000,0.460
4,1:08,2,10,TEN 31,24,17,"Matt Hasselbeck pass complete short left to Lavelle Hawkins for 9 yards (tackle by Thomas Howard). Lavelle Hawkins fumbles (forced by Thomas Howard), recovered by Jake Scott at TEN-40",0.460,0.960
4,0:46,3,1,TEN 40,24,17,Matt Hasselbeck pass complete to Damian Williams for 10 yards (tackle by Bart Johnson),0.960,2.260
4,0:35,1,10,,24,17,"Matt Hasselbeck spiked the ball. Penalty on Lavelle Hawkins: False Start, 5 yards (no play)",2.260,1.930
4,0:24,1,15,TEN 45,24,17,Matt Hasselbeck pass incomplete short right intended for Chris Johnson,1.930,1.040
4,0:19,2,15,TEN 45,24,17,Matt Hasselbeck sacked by Carlos Dunlap for -7 yards,1.040,-0.560
4,0:07,,,,24,17,Timeout #2 by Cincinnati Bengals,0.000,-0.560
4,0:07,3,22,TEN 38,24,17,Matt Hasselbeck pass complete short left to Lavelle Hawkins for 30 yards (tackle by Gibril Wilson and Robert Geathers),-0.560,3.450
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
