Quarter,Time,Down,ToGo,Location,KAN,HOU,Detail,EPB,EPA
2,12:03,2,8,HOU 28,10,7,David Carr pass incomplete intended for Jabar Gaffney (defended by Carlos Hall),0.400,-0.300
2,12:00,3,8,HOU 28,10,7,"Penalty on Steve McKinney: False Start, 5 yards (no play)",-0.300,-0.960
2,12:00,3,13,HOU 23,10,7,David Carr pass incomplete intended for Marcellus Rivers (defended by Derrick Johnson),-0.960,-1.830
2,11:54,4,13,HOU 23,10,7,"Chad Stanley punts 40 yards, returned by Dante Hall for -8 yards (tackle by Shantee Orr)",-1.830,-0.870
2,11:42,1,10,KAN 29,10,7,Trent Green pass complete to Tony Gonzalez for 17 yards (tackle by DaShon Polk),0.870,1.990
2,11:10,1,10,KAN 46,10,7,Larry Johnson up the middle for 11 yards (tackle by Marcus Coleman),1.990,2.720
2,10:33,1,10,HOU 43,10,7,"Trent Green pass complete to Samie Parker for 17 yards (tackle by Dunta Robinson). Penalty on Junior Ioane: Defensive Offside (Declined), Penalty on Dunta Robinson: Illegal Use of Hands (Declined)",2.720,3.840
2,10:21,1,10,HOU 26,16,7,"Trent Green pass complete to Eddie Kennison for 26 yards, touchdown",3.840,7.000
2,,,,HOU 2,17,7,Lawrence Tynes kicks extra point good,0.000,0.000
2,,,,KAN 30,17,7,"Lawrence Tynes kicks off 52 yards, returned by Jonathan Wells for 12 yards (tackle by Rich Scanlon)",0.000,0.940
2,10:07,1,10,HOU 30,17,7,"Penalty on Victor Riley: False Start, 5 yards (no play)",0.940,0.610
2,10:07,1,15,HOU 25,17,7,David Carr pass complete to Andre Johnson for 7 yards (tackle by Patrick Surtain),0.610,0.660
2,9:25,2,8,HOU 32,17,7,Domanick Williams right tackle for 6 yards (tackle by Kawika Mitchell),0.660,0.760
2,8:44,3,2,HOU 38,17,7,"Andre Johnson left end for 5 yards (tackle by Greg Wesley). Andre Johnson fumbles (forced by Greg Wesley), recovered by Eric Warfield at HOU-43 (tackle by Jabar Gaffney)",0.760,-2.720
2,8:33,1,10,HOU 43,17,7,Trent Green pass complete to Tony Gonzalez for 9 yards (tackle by Glenn Earl and Antwan Peek),2.720,3.390
2,7:53,2,1,HOU 34,17,7,Larry Johnson right tackle for 4 yards (tackle by Dunta Robinson),3.390,3.580
2,7:16,1,10,HOU 30,17,7,Trent Green pass complete to Kris Wilson for 16 yards (tackle by Morlon Greenwood and Glenn Earl),3.580,4.650
2,6:35,1,10,HOU 14,17,7,"Trent Green pass incomplete intended for Tony Gonzalez. Penalty on Phillip Buchanon: Defensive Pass Interfere, 13 yards (no play)",4.650,6.970
2,6:25,1,1,HOU 1,23,7,"Larry Johnson right guard for 1 yard, touchdown",6.970,7.000
2,,,,HOU 2,24,7,Lawrence Tynes kicks extra point good,0.000,0.000
2,,,,KAN 30,24,7,"Lawrence Tynes kicks off 60 yards, returned by Jerome Mathis for 11 yards (tackle by William Bartee)",0.000,0.340
2,6:15,1,10,HOU 21,24,7,Domanick Williams left tackle for 5 yards (tackle by Jared Allen),0.340,0.480
2,5:39,2,5,HOU 26,24,7,Domanick Williams left guard for 7 yards (tackle by Greg Wesley),0.480,1.140
2,5:04,1,10,HOU 33,24,7,Domanick Williams up the middle for 7 yards (tackle by Benny Sapp and Carlos Hall),1.140,1.540
2,4:31,2,3,HOU 40,24,7,David Carr pass complete to Andre Johnson for 7 yards (tackle by Greg Wesley),1.540,2.060
2,3:49,1,10,HOU 47,24,7,David Carr for 3 yards (tackle by Kawika Mitchell),2.060,1.920
2,3:05,,,,24,7,Timeout #1 by Houston Texans,0.000,1.920
2,3:04,2,7,HOU 50,24,7,David Carr pass complete to Andre Johnson for 13 yards (tackle by Eric Warfield),1.920,3.120
2,2:37,1,10,KAN 37,24,7,Domanick Williams left guard for 2 yards (tackle by Derrick Johnson),3.120,2.840
2,2:00,2,8,KAN 35,24,7,David Carr pass incomplete intended for Derick Armstrong (defended by Sammy Knight),2.840,2.150
2,1:55,3,8,KAN 35,24,7,David Carr pass incomplete intended for Andre Johnson (defended by Jared Allen),2.150,0.970
2,1:49,4,8,KAN 35,24,7,"Chad Stanley for no gain. Chad Stanley fumbles, recovered by Dewayne Washington at KAN-44 (tackle by Chad Stanley)",0.970,-1.860
2,1:45,1,10,KAN 44,24,7,Trent Green pass complete to Tony Gonzalez for 24 yards (tackle by Glenn Earl),1.860,3.450
2,1:22,1,10,HOU 32,24,7,"Trent Green pass complete to Eddie Kennison for 7 yards (tackle by Dunta Robinson). Penalty on Ronnie Cruz: Illegal Shift, 5 yards (no play)",3.450,3.120
2,1:15,1,15,HOU 37,24,7,Trent Green pass incomplete intended for Tony Richardson,3.120,2.230
2,1:10,2,15,HOU 37,24,7,Trent Green pass incomplete intended for Tony Gonzalez,2.230,1.550
2,1:05,3,15,HOU 37,24,7,"Penalty on Brian Waters: False Start, 5 yards (no play)",1.550,0.890
2,1:05,3,20,HOU 42,24,7,Larry Johnson up the middle for 2 yards (tackle by Antwan Peek),0.890,0.590
2,0:49,,,,24,7,Timeout #2 by Houston Texans,0.000,0.590
2,0:49,4,18,HOU 40,24,7,"Dustin Colquitt punts 40 yards, touchback",0.590,-0.280
2,0:39,1,10,HOU 20,24,7,David Carr pass incomplete intended for Andre Johnson,0.280,-0.270
2,0:32,2,10,HOU 20,24,7,David Carr pass complete to Andre Johnson for 12 yards (tackle by Dewayne Washington),-0.270,1.070
2,0:26,1,10,HOU 32,24,7,David Carr for 15 yards (tackle by Benny Sapp),1.070,2.060
2,0:18,1,10,HOU 47,24,7,David Carr pass incomplete intended for Corey Bradford,2.060,1.520
2,0:14,2,10,HOU 47,30,7,"David Carr pass incomplete intended for Corey Bradford is intercepted by Eric Warfield at KAN-43 and returned for 57 yards, touchdown",1.520,-7.000
2,,,,HOU 2,31,7,Lawrence Tynes kicks extra point good,0.000,0.000
2,,,,KAN 30,31,7,"Lawrence Tynes kicks off 44 yards, returned by Jerome Mathis for 56 yards (tackle by Chris Horn)",0.000,0.940
Quarter,Time,Down,ToGo,Location,KAN,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 30,31,7,"Kris Brown kicks off 67 yards, returned by Dante Hall for 16 yards (tackle by Ramon Walker)",0.000,0.150
3,14:54,1,10,KAN 19,31,7,Eddie Kennison right end for -2 yards (tackle by DaShon Polk and Dunta Robinson),0.150,-0.720
3,14:14,2,12,KAN 17,31,7,Larry Johnson left guard for 2 yards (tackle by Shantee Orr),-0.720,-1.070
3,13:37,3,10,KAN 19,31,7,Trent Green left end for 11 yards (tackle by Jason Babin),-1.070,0.940
3,12:53,1,10,KAN 30,31,7,Larry Johnson left tackle for 9 yards (tackle by Travis Johnson and Phillip Buchanon),0.940,1.610
3,12:25,2,1,KAN 39,31,7,Larry Johnson up the middle for 4 yards (tackle by DaShon Polk and Travis Johnson),1.610,1.800
3,11:48,1,10,KAN 43,31,7,Trent Green pass incomplete intended for Eddie Kennison is intercepted by Lewis Sanders at HOU-34 and returned for 29 yards,1.800,-3.120
3,11:33,1,10,KAN 37,31,7,David Carr pass complete to Domanick Williams for 18 yards (tackle by Benny Sapp),3.120,4.310
3,10:54,1,10,KAN 19,31,7,David Carr pass incomplete intended for Mark Bruener (defended by Derrick Johnson),4.310,3.750
3,10:49,2,10,KAN 19,31,7,Domanick Williams up the middle for -1 yards (tackle by Sammy Knight and Derrick Johnson),3.750,2.940
3,10:04,3,11,KAN 20,31,7,David Carr pass complete to Marcellus Rivers for 10 yards (tackle by Benny Sapp),2.940,2.910
3,9:18,4,1,KAN 10,31,7,David Carr pass complete to Jabar Gaffney for 7 yards (tackle by Dewayne Washington),2.910,6.510
3,8:58,1,3,KAN 3,31,13,"Domanick Williams up the middle for 3 yards, touchdown",6.510,7.000
3,,,,KAN 2,31,14,Kris Brown kicks extra point good,0.000,0.000
3,,,,HOU 30,31,14,"Kris Brown kicks off 61 yards, returned by Dante Hall for 25 yards (tackle by Frank Chamberlin)",0.000,1.200
3,8:48,1,10,KAN 34,31,14,Larry Johnson right end for 1 yard (tackle by Dunta Robinson),1.200,0.790
3,8:09,2,9,KAN 35,31,14,Trent Green pass complete to Eddie Kennison for 8 yards (tackle by Lewis Sanders and DaShon Polk),0.790,1.160
3,7:36,3,1,KAN 43,31,14,Larry Johnson right guard for 2 yards (tackle by Morlon Greenwood),1.160,1.930
3,7:00,1,10,KAN 45,31,14,Trent Green pass complete to Tony Gonzalez for -1 yards (tackle by Lewis Sanders),1.930,1.250
3,6:16,2,11,KAN 44,31,14,Larry Johnson right end for 3 yards (tackle by Morlon Greenwood and Dunta Robinson),1.250,0.960
3,5:43,3,8,KAN 47,31,14,Trent Green pass incomplete intended for Eddie Kennison (defended by Jason Bell),0.960,-0.260
3,5:35,4,8,KAN 47,31,14,"Dustin Colquitt punts 29 yards, fair catch by Domanick Williams",-0.260,-0.540
3,5:26,1,10,HOU 24,31,14,David Carr pass complete to Jabar Gaffney for 7 yards (tackle by Eric Warfield),0.540,0.940
3,4:49,2,3,HOU 31,31,14,Domanick Williams up the middle for 12 yards (tackle by Sammy Knight),0.940,1.800
3,4:08,1,10,HOU 43,31,14,"David Carr pass incomplete. Penalty on Dewayne Washington: Illegal Contact, 5 yards (no play)",1.800,2.130
3,4:00,1,10,HOU 48,31,14,Domanick Williams right guard for 1 yard (tackle by Derrick Johnson),2.130,1.720
3,3:14,2,9,HOU 49,31,14,David Carr pass complete to Jabar Gaffney for 14 yards (tackle by Eric Warfield),1.720,3.120
3,2:34,1,10,KAN 37,31,14,David Carr pass complete to Domanick Williams for 33 yards (tackle by Sammy Knight),3.120,6.280
3,1:41,1,4,KAN 4,31,14,David Carr pass incomplete intended for Jabar Gaffney,6.280,5.340
3,1:34,2,4,KAN 4,31,14,Domanick Williams right guard for no gain (tackle by Derrick Johnson),5.340,4.490
3,0:51,3,4,KAN 4,31,14,David Carr pass incomplete intended for Jabar Gaffney (defended by Benny Sapp),4.490,3.030
3,0:46,,,,31,14,Timeout #1 by Houston Texans,0.000,3.030
3,0:46,4,4,KAN 4,31,17,Kris Brown 22 yard field goal good,3.030,3.000
3,,,,HOU 30,31,17,"Kris Brown kicks off 66 yards, returned by Dante Hall for 34 yards (tackle by C.C. Brown). Dante Hall fumbles (forced by C.C. Brown), recovered by Chris Bober at KAN-49",0.000,2.190
3,0:27,1,10,KAN 49,31,17,Larry Johnson left tackle for 6 yards (tackle by Lewis Sanders),2.190,2.460
Quarter,Time,Down,ToGo,Location,KAN,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,HOU 45,31,17,Larry Johnson left guard for 3 yards (tackle by DaShon Polk),2.460,2.150
4,14:20,3,1,HOU 42,31,17,Larry Johnson up the middle for 9 yards (tackle by Dunta Robinson and Marcus Coleman),2.150,3.380
4,13:39,1,10,HOU 33,31,17,Larry Johnson right tackle for 6 yards (tackle by DaShon Polk),3.380,3.650
4,12:58,2,4,HOU 27,31,17,Larry Johnson up the middle for 5 yards (tackle by Glenn Earl),3.650,4.110
4,12:17,1,10,HOU 22,31,17,"Trent Green pass complete to Tony Richardson for 15 yards (tackle by Morlon Greenwood). Penalty on Jordan Black: Offensive Holding, 10 yards (no play)",4.110,3.450
4,11:53,1,20,HOU 32,31,17,Trent Green pass complete to Tony Gonzalez for 16 yards (tackle by Morlon Greenwood),3.450,4.460
4,11:11,2,4,HOU 16,31,17,Larry Johnson up the middle for 2 yards (tackle by Travis Johnson),4.460,4.150
4,10:34,3,2,HOU 14,31,17,Larry Johnson right guard for 1 yard (tackle by Jason Babin),4.150,2.720
4,10:10,4,1,HOU 13,31,17,Larry Johnson right guard for 2 yards (tackle by Seth Payne),2.720,4.840
4,9:34,1,10,HOU 11,31,17,Trent Green pass incomplete intended for Eddie Kennison,4.840,4.140
4,9:30,2,10,HOU 11,31,17,Larry Johnson left end for 4 yards (tackle by Jason Bell and Travis Johnson),4.140,3.980
4,8:46,3,6,HOU 7,37,17,"Trent Green pass complete to Eddie Kennison for 7 yards, touchdown",3.980,7.000
4,,,,HOU 2,38,17,Lawrence Tynes kicks extra point good,0.000,0.000
4,,,,KAN 30,,,"Lawrence Tynes kicks off 67 yards, returned by Jerome Mathis for 23 yards (tackle by Jimmy Wilkerson)",,
4,8:27,1,10,HOU 26,38,17,Domanick Williams left guard for 9 yards (tackle by Sammy Knight),0.670,1.350
4,8:00,2,1,HOU 35,38,17,David Carr pass incomplete intended for Andre Johnson,1.350,0.630
4,7:54,3,1,HOU 35,38,17,David Carr pass incomplete intended for Corey Bradford (defended by Dexter McCleon),0.630,-1.040
4,7:49,4,1,HOU 35,38,17,Jonathan Wells left tackle for -2 yards (tackle by Greg Wesley),-1.040,-3.380
4,7:43,1,10,HOU 33,38,17,Larry Johnson right tackle for 16 yards (tackle by Glenn Earl and Dunta Robinson),3.380,4.440
4,7:03,1,10,HOU 17,38,17,Larry Johnson right guard for 2 yards (tackle by Robaire Smith),4.440,4.150
4,6:20,2,8,HOU 15,38,17,Trent Green pass complete to Dee Brown for 9 yards (tackle by DaShon Polk and Robaire Smith),4.150,5.830
4,5:37,1,6,HOU 6,38,17,Dee Brown left end for 5 yards (tackle by Troy Evans),5.830,5.910
4,5:16,2,1,HOU 1,38,17,Larry Johnson right tackle for no gain (tackle by Robaire Smith),5.910,5.170
4,4:40,3,1,HOU 1,38,17,Penalty on Gary Walker: Neutral Zone Infraction (no play),5.170,5.170
4,4:39,3,1,HOU 1,38,17,"Penalty on Brian Waters: False Start, 5 yards (no play)",5.170,4.040
4,4:39,3,6,HOU 6,44,17,"Trent Green pass complete to Samie Parker for 6 yards, touchdown",4.040,7.000
4,,,,HOU 2,45,17,Lawrence Tynes kicks extra point good,0.000,0.000
4,,,,KAN 30,,,"Lawrence Tynes kicks off 67 yards, returned by Jerome Mathis for 26 yards (tackle by Boomer Grigsby)",,
4,4:24,1,10,HOU 29,45,17,"David Carr sacked by Carlos Hall for -1 yards. David Carr fumbles (forced by Carlos Hall), recovered by David Carr at HOU-28",0.870,0.190
4,4:03,2,11,HOU 28,45,17,David Carr pass complete to Corey Bradford for 6 yards (tackle by Eric Warfield),0.190,0.300
4,4:02,3,5,HOU 34,45,17,David Carr pass complete to Corey Bradford for 7 yards (tackle by Eric Warfield),0.300,1.660
4,3:35,1,10,HOU 41,45,17,David Carr pass incomplete intended for Domanick Williams (defended by Kawika Mitchell),1.660,1.120
4,3:29,2,10,HOU 41,45,17,David Carr pass complete to Corey Bradford for 7 yards (tackle by Eric Warfield),1.120,1.360
4,3:24,3,3,HOU 48,45,17,David Carr pass incomplete intended for Jabar Gaffney,1.360,-0.190
4,3:18,4,3,HOU 48,45,17,David Carr pass incomplete intended for Jabar Gaffney (defended by Dexter McCleon),-0.190,-2.460
4,3:14,1,10,HOU 47,45,17,Larry Johnson right guard for 2 yards (tackle by Junior Ioane),2.460,2.180
4,2:32,2,8,HOU 45,45,17,Larry Johnson right end for 15 yards (tackle by Junior Ioane),2.180,3.580
4,2:00,1,10,HOU 30,45,17,Dee Brown right tackle for 3 yards (tackle by Jason Babin),3.580,3.440
4,1:17,2,7,HOU 27,45,17,Todd Collins kneels for -1 yards,3.440,2.610
4,0:36,3,8,HOU 28,45,17,Todd Collins kneels for -1 yards,2.610,1.500
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
