Quarter,Time,Down,ToGo,Location,IND,TEN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Titans won the coin toss, Titans to receive the opening kickoff.",,
1,15:00,,,IND 35,0,0,"Pat McAfee kicks off 63 yards, returned by Leon Washington for 24 yards (tackle by Andrew Jackson)",0.000,-0.670
1,14:54,1,10,TEN 26,0,0,Bishop Sankey right tackle for 6 yards (tackle by Greg Toler and D'Qwell Jackson),0.670,0.940
1,14:19,2,4,TEN 32,0,0,Charlie Whitehurst pass complete short left to Kendall Wright for 3 yards (tackle by Mike Adams and Josh McNary),0.940,0.630
1,13:38,3,1,TEN 35,0,0,Shonn Greene left guard for 1 yard (tackle by LaRon Landry),0.630,1.330
1,13:01,1,10,TEN 36,0,0,Charlie Whitehurst pass incomplete short right intended for Delanie Walker,1.330,0.790
1,12:58,2,10,TEN 36,0,0,Bishop Sankey right tackle for 2 yards (tackle by D'Qwell Jackson),0.790,0.790
1,12:13,2,10,TEN 36,0,0,Timeout #1 by Tennessee Titans,0.790,0.370
1,12:13,3,8,TEN 38,0,0,"Charlie Whitehurst pass incomplete short middle intended for Derek Hagan. Penalty on Arthur Jones: Defensive Offside, 5 yards (no play)",0.370,1.030
1,12:09,3,3,TEN 43,0,0,Charlie Whitehurst pass incomplete short right intended for Derek Hagan (defended by Greg Toler),1.030,-0.520
1,12:01,4,3,TEN 43,0,0,"Brett Kern punts 45 yards, fair catch by Josh Cribbs",-0.520,0.350
1,11:54,1,10,IND 12,0,0,Andrew Luck pass complete short right to Dan Herron for -4 yards (tackle by Michael Griffin),-0.350,-1.070
1,11:16,2,14,IND 8,0,0,Dan Herron left tackle for 1 yard (tackle by Sammie Lee Hill),-1.070,-1.770
1,11:16,3,13,IND 9,0,0,"Penalty on Quentin Groves: Neutral Zone Infraction, 5 yards (no play)",-1.770,-1.190
1,10:17,3,8,IND 14,0,0,Andrew Luck pass complete short middle to Dan Herron for 9 yards (tackle by Avery Williamson and DaQuan Jones),-1.190,0.480
1,9:32,1,10,IND 23,0,0,Andrew Luck left end for 5 yards (tackle by Kamerion Wimbley),0.480,0.610
1,8:45,2,5,IND 28,0,0,Andrew Luck pass complete short right to Reggie Wayne for 11 yards (tackle by Michael Griffin),0.610,1.530
1,8:13,1,10,IND 39,0,0,Andrew Luck pass incomplete deep right intended for T.Y. Hilton,1.530,0.990
1,8:08,2,10,IND 39,0,0,"Penalty on Al Woods: Encroachment, 5 yards (no play)",0.990,1.660
1,8:08,2,5,IND 44,0,0,Andrew Luck pass incomplete deep left intended for Coby Fleener,1.660,0.960
1,8:03,3,5,IND 44,0,0,Andrew Luck pass incomplete short left intended for Reggie Wayne,0.960,-0.460
1,8:00,4,5,IND 44,0,0,"Pat McAfee punts 39 yards, out of bounds",-0.460,0.060
1,7:52,1,10,TEN 17,0,0,Kendall Wright for 10 yards (tackle by Greg Toler),-0.060,0.740
1,7:26,1,10,TEN 27,0,0,Shonn Greene left guard for no gain (tackle by Jonathan Newsome),0.740,0.200
1,6:48,2,10,TEN 27,0,0,Charlie Whitehurst pass incomplete deep middle intended for Kendall Wright,0.200,-0.490
1,6:43,3,10,TEN 27,0,0,Charlie Whitehurst sacked by Cory Redding and Josh McNary for -8 yards,-0.490,-2.140
1,6:04,4,18,TEN 19,0,0,"Brett Kern punts 43 yards, returned by Josh Cribbs for 13 yards (tackle by George Wilson). Penalty on Wesley Woodyard: Ineligible Downfield Kick, 5 yards",-2.140,-2.650
1,5:54,1,10,TEN 44,0,0,Dan Herron left end for no gain (tackle by Sammie Lee Hill),2.650,2.110
1,5:16,2,10,TEN 44,0,0,"Andrew Luck sacked by DaQuan Jones for -7 yards. Andrew Luck fumbles (forced by DaQuan Jones), recovered by Hugh Thornton at TEN-47 and returned for 2 yards",2.110,1.290
1,4:42,3,11,TEN 45,0,0,Andrew Luck pass complete short left to Dan Herron for 26 yards (tackle by Daimion Stafford),1.290,4.310
1,4:05,1,10,TEN 19,0,0,Dan Herron up the middle for 9 yards (tackle by George Wilson),4.310,5.360
1,3:36,2,1,TEN 10,0,0,Dan Herron left guard for 3 yards (tackle by George Wilson),5.360,5.600
1,2:59,1,7,TEN 7,6,0,"Andrew Luck pass complete short left to Coby Fleener for 7 yards, touchdown",5.600,7.000
1,2:59,,,TEN 2,7,0,Adam Vinatieri kicks extra point good,0.000,0.000
1,2:59,,,IND 35,7,0,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
1,2:54,1,10,TEN 20,7,0,Charlie Whitehurst pass complete short right to Delanie Walker for 7 yards (tackle by D'Qwell Jackson),0.280,0.680
1,2:23,2,3,TEN 27,7,0,Bishop Sankey right tackle for -1 yards (tackle by D'Qwell Jackson),0.680,-0.160
1,1:43,3,4,TEN 26,7,0,Charlie Whitehurst pass incomplete short middle intended for Leon Washington (defended by Ricky Jean-Francois),-0.160,-1.630
1,1:38,4,4,TEN 26,7,0,"Brett Kern punts 53 yards, returned by Josh Cribbs for 15 yards (tackle by Daimion Stafford)",-1.630,-1.330
1,1:27,1,10,IND 36,7,0,Trent Richardson right end for 2 yards (tackle by Sammie Lee Hill),1.330,1.060
1,0:43,2,8,IND 38,7,0,Andrew Luck pass complete short right to Coby Fleener for 8 yards (tackle by Michael Griffin),1.060,1.990
1,0:18,1,10,IND 46,7,0,Trent Richardson right end for 4 yards (tackle by Jurrell Casey),1.990,1.990
Quarter,Time,Down,ToGo,Location,IND,TEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,6,,7,0,Trent Richardson right end for 2 yards (tackle by Mike Martin),1.990,1.550
2,14:25,3,4,TEN 48,7,0,Andrew Luck pass incomplete deep left intended for T.Y. Hilton (defended by Brandon Harris),1.550,0.070
2,14:20,4,4,TEN 48,7,0,Pat McAfee punts 47 yards,0.070,0.380
,,,,,,,"TEN challenged the kick touched ruling, and the play was upheld.",,
2,14:10,1,10,TEN 1,7,0,Shonn Greene right guard for 2 yards (tackle by D'Qwell Jackson and Ricky Jean-Francois),-0.380,-0.630
2,13:35,2,8,TEN 3,7,0,Shonn Greene left guard for 4 yards (tackle by Ricky Jean-Francois and D'Qwell Jackson),-0.630,-0.720
2,12:55,3,4,TEN 7,7,0,Charlie Whitehurst pass complete short left to Delanie Walker for 5 yards (tackle by D'Qwell Jackson),-0.720,-0.350
2,12:15,1,10,TEN 12,7,0,Charlie Whitehurst pass incomplete short middle intended for Bishop Sankey,-0.350,-0.780
2,12:11,2,10,TEN 12,7,0,Charlie Whitehurst pass complete short middle to Delanie Walker for 9 yards (tackle by Darius Butler and Erik Walden),-0.780,-0.370
2,11:30,3,1,TEN 21,7,0,Leon Washington left tackle for no gain (tackle by Jonathan Newsome),-0.370,-1.960
2,10:55,4,1,TEN 21,7,0,"Brett Kern punts 79 yards, touchback",-1.960,-0.280
2,10:44,1,10,IND 20,7,0,Dan Herron left guard for 4 yards (tackle by George Wilson),0.280,0.270
2,10:04,2,6,IND 24,7,0,"Penalty on Lance Louis: False Start, 5 yards (no play)",0.270,-0.460
2,9:42,2,11,IND 19,7,0,Andrew Luck pass complete deep right to Reggie Wayne for 80 yards (tackle by Jason McCourty),-0.460,6.970
2,9:00,1,1,TEN 1,13,0,"Andrew Luck pass complete short right to Jack Doyle for 1 yard, touchdown",6.970,7.000
2,9:00,,,TEN 2,14,0,Adam Vinatieri kicks extra point good,0.000,0.000
2,9:00,,,IND 35,14,0,"Pat McAfee kicks off 64 yards, returned by Leon Washington for 52 yards (tackle by Josh Cribbs)",0.000,-2.460
2,8:46,1,10,IND 47,14,0,Charlie Whitehurst left tackle for 13 yards (tackle by Josh McNary),2.460,3.310
2,8:28,1,10,IND 34,14,0,Shonn Greene up the middle for 3 yards (tackle by Jonathan Newsome),3.310,3.180
2,7:56,2,7,IND 31,14,0,Charlie Whitehurst pass complete short right to Antonio Andrews for 6 yards (tackle by Mike Adams),3.180,3.270
2,7:13,3,1,IND 25,14,0,Charlie Whitehurst up the middle for 3 yards (tackle by Shaun Phillips),3.270,4.110
2,6:35,1,10,IND 22,14,0,Shonn Greene left guard for 17 yards (tackle by Mike Adams and Vontae Davis),4.110,4.110
2,5:47,1,10,IND 22,14,0,Timeout #3 by Tennessee Titans,4.110,6.060
2,5:47,1,5,IND 5,14,0,Charlie Whitehurst pass complete short middle to Delanie Walker for 4 yards (tackle by LaRon Landry),6.060,5.910
2,5:16,2,1,IND 1,14,0,Charlie Whitehurst pass incomplete short left intended for Nate Washington (defended by Darius Butler),5.910,5.170
2,5:16,3,1,IND 1,14,0,"Penalty on Charlie Whitehurst: Delay of Game, 5 yards (no play)",5.170,4.040
2,5:11,3,6,IND 6,14,6,"Charlie Whitehurst pass complete short left to Kendall Wright for 6 yards, touchdown",4.040,7.000
2,5:11,,,IND 2,14,7,Ryan Succop kicks extra point good,0.000,0.000
2,5:11,,,TEN 35,14,7,"Ryan Succop kicks off 68 yards, returned by Josh Cribbs for 76 yards (tackle by Coty Sensabaugh)",0.000,-3.780
2,4:56,1,10,TEN 27,14,7,Andrew Luck pass complete short right to Trent Richardson for 9 yards (tackle by Avery Williamson),3.780,4.530
