0,1
Officials,Officials
Referee,Tony Corrente
Umpire,Dan Ferrell
Head Linesman,George Hayward
Line Judge,Rusty Baynes
Back Judge,Gregory Wilson
Side Judge,Shawn Hochuli
Field Judge,Gary Cavaletto
