Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Sammy Watkins,KAN,11,9,198,3,5,64,7.1,134,14.9,9.6,0,,0,0.0,0,158.3
Damien Williams,KAN,6,6,39,0,3,-18,-3.0,57,9.5,-3.0,2,3.0,0,0.0,0,93.7
Travis Kelce,KAN,8,3,88,0,2,47,15.7,41,13.7,7.9,0,,1,12.5,0,79.2
Tyreek Hill,KAN,2,2,16,0,1,16,8.0,0,0.0,8.0,0,,0,0.0,0,100.0
LeSean McCoy,KAN,1,1,12,0,1,4,4.0,8,8.0,4.0,0,,0,0.0,0,116.7
Darwin Thompson,KAN,1,1,3,0,,0,0.0,3,3.0,0.0,0,,0,0.0,0,79.2
Anthony Sherman,KAN,1,1,15,0,1,-4,-4.0,19,19.0,-4.0,0,,0,0.0,0,118.7
Demarcus Robinson,KAN,2,1,0,0,,0,0.0,0,0.0,3.0,0,,0,0.0,0,56.2
Blake Bell,KAN,1,1,7,0,,7,7.0,0,0.0,7.0,0,,0,0.0,0,95.8
Mecole Hardman,KAN,1,0,0,0,,0,,0,,0.0,0,,1,100.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Chris Conley,JAX,7,6,97,1,5,69,11.5,28,4.7,13.3,0,,0,0.0,0,158.3
Dede Westbrook,JAX,6,5,30,1,2,14,2.8,16,3.2,1.0,0,,0,0.0,0,127.1
James O'Shaughnessy,JAX,5,4,32,0,1,16,4.0,16,4.0,4.2,0,,0,0.0,0,93.3
Leonard Fournette,JAX,6,4,28,0,2,-3,-0.8,31,7.8,-1.0,0,,1,16.7,1,37.5
Geoff Swaim,JAX,4,4,17,0,,3,0.8,14,3.5,0.8,0,,0,0.0,0,84.4
DJ Chark,JAX,4,4,146,1,3,106,26.5,40,10.0,26.5,0,,0,0.0,0,158.3
Ryquell Armstead,JAX,1,0,0,0,,0,,0,,-4.0,0,,0,0.0,0,39.6
