Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Reno Mahe,PHI,0,0,,0,0,1,6,6.0,0,0
Lito Sheppard,PHI,0,0,,0,0,1,3,3.0,0,0
Roderick Hood,PHI,3,55,18.3,0,0,0,0,,0,0
Greg Lewis,PHI,1,15,15.0,0,0,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Patrick Crayton,DAL,0,0,,0,0,3,34,11.3,0,0
Lance Frazier,DAL,0,0,,0,0,2,0,0.0,0,0
ReShard Lee,DAL,5,153,30.6,0,0,0,0,,0,0
Terrance Copper,DAL,2,42,21.0,0,0,0,0,,0,0
