Quarter,Time,Tm,Detail,JAX,IND
2.0,8:58,Jaguars,Josh Scobee 24 yard field goal,3,0
,3:39,Colts,Joseph Addai 3 yard rush (Adam Vinatieri kick),3,7
,0:59,Jaguars,Josh Scobee 46 yard field goal,6,7
3.0,6:56,Colts,Reggie Wayne 35 yard pass from Peyton Manning (Adam Vinatieri kick),6,14
4.0,11:07,Jaguars,Maurice Jones-Drew 7 yard rush (run failed),12,14
