Quarter,Time,Down,ToGo,Location,JAX,IND,Detail,EPB,EPA
2,11:00,1,10,IND 21,0,0,Maurice Jones-Drew middle for 5 yards (tackle by Clint Session and Antoine Bethea),4.170,4.370
2,10:22,2,5,IND 16,0,0,"Montell Owens left tackle for 3 yards (tackle by Gary Brackett and Antoine Bethea). Penalty on Antonio Johnson: Face Mask (15 Yards), 7 yards",4.370,5.830
2,9:57,1,6,IND 6,0,0,Maurice Jones-Drew middle for no gain (tackle by Robert Mathis and Antonio Johnson),5.830,4.950
2,9:12,2,6,IND 6,0,0,David Garrard pass incomplete short right intended for Greg Estandia (defended by Kelvin Hayden),4.950,4.040
2,9:07,3,6,IND 6,0,0,David Garrard pass incomplete short left intended for Mike Sims-Walker,4.040,2.990
2,9:02,4,6,IND 6,3,0,Josh Scobee 24 yard field goal good,2.990,3.000
2,,,,JAX 30,3,0,"Josh Scobee kicks off 72 yards, returned by Chad Simpson for 24 yards (tackle by Brian Iwuh)",0.000,0.410
2,8:53,1,10,IND 22,3,0,Peyton Manning sacked by Reggie Hayward for -7 yards,0.410,-1.210
2,8:27,2,17,IND 15,3,0,Peyton Manning pass complete short left to Reggie Wayne for 4 yards (tackle by Reggie Nelson),-1.210,-1.290
2,8:10,3,13,IND 19,3,0,Peyton Manning pass complete deep left to Reggie Wayne for 39 yards (tackle by Derek Cox),-1.290,2.790
2,7:25,1,10,JAX 42,3,0,Joseph Addai left tackle for 4 yards (tackle by Justin Durant),2.790,2.780
2,6:51,2,6,JAX 38,3,0,Peyton Manning pass incomplete short left intended for Reggie Wayne,2.780,2.080
2,6:46,3,6,JAX 38,3,0,Peyton Manning pass complete short left to Dallas Clark for 21 yards (tackle by Reggie Nelson),2.080,4.440
2,6:20,1,10,JAX 17,3,0,Joseph Addai right end for no gain (tackle by Justin Durant),4.440,3.850
2,5:46,2,10,JAX 17,3,0,Peyton Manning pass complete short left to Reggie Wayne for 8 yards (tackle by Justin Durant),3.850,4.570
2,5:06,3,2,JAX 9,3,0,Joseph Addai left tackle for 5 yards (tackle by Justin Durant and Sean Considine),4.570,6.280
2,4:23,1,4,JAX 4,3,0,Joseph Addai middle for 1 yard (tackle by Derrick Harvey and Daryl Smith),6.280,5.530
2,3:43,2,3,JAX 3,3,6,"Joseph Addai left tackle for 3 yards, touchdown",5.530,7.000
2,,,,JAX 2,3,7,Adam Vinatieri kicks extra point good,0.000,0.000
2,,,,IND 30,3,7,"Shane Andrus kicks off 65 yards, returned by Brian Witherspoon for 26 yards (tackle by Ramon Humber)",0.000,1.000
2,3:33,1,10,JAX 31,3,7,David Garrard pass complete deep left to Torry Holt for 26 yards (tackle by Antoine Bethea),1.000,2.720
2,2:53,1,10,IND 43,3,7,David Garrard pass incomplete short left intended for Greg Estandia,2.720,2.180
2,2:46,2,10,IND 43,3,7,David Garrard pass complete short right to Greg Jones for 9 yards (tackle by Antonio Johnson and Kelvin Hayden),2.180,2.680
2,2:00,3,1,IND 34,3,7,Maurice Jones-Drew middle for 2 yards (tackle by Tyjuan Hagler),2.680,3.450
2,1:27,1,10,IND 32,3,7,Maurice Jones-Drew right guard for 2 yards (tackle by Robert Mathis),3.450,3.170
2,1:16,,,,3,7,Timeout #1 by Jacksonville Jaguars,0.000,3.170
2,1:16,2,8,IND 30,3,7,David Garrard pass incomplete deep left intended for Nate Hughes (defended by Jerraud Powers),3.170,2.480
2,1:10,3,8,IND 30,3,7,David Garrard pass complete short right to Maurice Jones-Drew for 2 yards (tackle by Clint Session),2.480,1.610
2,1:04,,,,3,7,Timeout #1 by Indianapolis Colts,0.000,1.610
2,1:04,4,6,IND 28,6,7,Josh Scobee 46 yard field goal good,1.610,3.000
2,,,,JAX 30,6,7,"Josh Scobee kicks off 72 yards, returned by Chad Simpson for 39 yards (tackle by Brian Witherspoon)",0.000,1.400
2,0:51,1,10,IND 37,6,7,Peyton Manning pass incomplete deep left intended for Austin Collie,1.400,0.860
2,0:47,2,10,IND 37,6,7,Peyton Manning pass complete short right to Pierre Garcon for 7 yards (tackle by Quentin Groves and Scott Starks),0.860,1.090
2,0:38,,,,6,7,Timeout #2 by Indianapolis Colts,0.000,1.090
2,0:38,3,3,IND 44,6,7,Joseph Addai left end for 2 yards (tackle by Justin Durant),1.090,-0.320
2,0:08,,,,6,7,Timeout #2 by Jacksonville Jaguars,0.000,-0.320
2,0:08,4,1,IND 46,6,7,Peyton Manning pass incomplete deep left intended for Dallas Clark,-0.320,-2.590
2,0:03,1,10,IND 45,6,7,Josh Scobee 63 yard field goal no good,2.590,2.390
Quarter,Time,Down,ToGo,Location,JAX,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 30,6,7,"Shane Andrus kicks off 70 yards, returned by Brian Witherspoon for 28 yards (tackle by Tim Jennings)",0.000,0.810
3,14:54,1,10,JAX 28,6,7,"Penalty on Dwight Freeney: Neutral Zone Infraction, 5 yards (no play)",0.810,1.540
3,14:54,1,5,JAX 33,6,7,Maurice Jones-Drew right end for 4 yards (tackle by Eric Foster),1.540,1.480
3,14:12,2,1,JAX 37,6,7,David Garrard pass complete short right to Torry Holt for 14 yards (tackle by Kelvin Hayden),1.480,2.320
3,13:26,1,10,IND 49,6,7,Maurice Jones-Drew middle for 4 yards (tackle by Antonio Johnson),2.320,2.320
3,12:49,2,6,IND 45,6,7,David Garrard pass incomplete short right intended for Maurice Jones-Drew (defended by Robert Mathis),2.320,1.620
3,12:45,3,6,IND 45,6,7,David Garrard pass incomplete deep right intended for Troy Williamson,1.620,0.270
3,12:40,4,6,IND 45,6,7,Adam Podlesh punts 31 yards,0.270,0.280
3,12:30,1,10,IND 14,6,7,Joseph Addai right tackle for 4 yards (tackle by Terrance Knighton),-0.280,-0.210
3,11:57,2,6,IND 18,6,7,Peyton Manning pass complete short right to Pierre Garcon for 11 yards (tackle by Rashean Mathis),-0.210,0.870
3,11:13,1,10,IND 29,6,7,Peyton Manning pass complete short right to Pierre Garcon for 6 yards (tackle by Rashean Mathis and Tyron Brackenridge),0.870,1.140
3,11:13,2,4,IND 35,6,7,"Penalty on Pierre Garcon: False Start, 5 yards (no play)",1.140,0.460
3,10:16,2,9,IND 30,6,7,Peyton Manning pass incomplete short right intended for Joseph Addai,0.460,-0.230
3,10:11,,,,6,7,Timeout #1 by Jacksonville Jaguars,0.000,-0.230
3,10:11,3,9,IND 30,6,7,Peyton Manning pass complete short right to Donald Brown for 10 yards (tackle by Reggie Nelson),-0.230,1.600
3,9:26,1,10,IND 40,6,7,Donald Brown right tackle for 12 yards (tackle by Gerald Alexander),1.600,2.390
3,8:50,1,10,JAX 48,6,7,Donald Brown right end for 4 yards (tackle by Brian Iwuh),2.390,2.390
3,8:17,2,6,JAX 44,6,7,Donald Brown right end for 3 yards (tackle by Sean Considine and Derrick Harvey),2.390,2.080
3,7:31,3,3,JAX 41,6,7,Peyton Manning pass complete short left to Dallas Clark for 6 yards (tackle by Reggie Nelson),2.080,3.250
3,7:04,1,10,JAX 35,6,13,"Peyton Manning pass complete deep left to Reggie Wayne for 35 yards, touchdown",3.250,7.000
3,,,,JAX 2,6,14,Adam Vinatieri kicks extra point good,0.000,0.000
3,,,,IND 30,6,14,"Shane Andrus kicks off 70 yards, touchback",0.000,0.280
3,6:56,1,10,JAX 20,6,14,Maurice Jones-Drew middle for 4 yards (tackle by Gary Brackett),0.280,0.270
3,6:25,2,6,JAX 24,6,14,Maurice Jones-Drew right tackle for 1 yard (tackle by Antonio Johnson and Gary Brackett),0.270,-0.300
3,5:43,3,5,JAX 25,6,14,David Garrard pass incomplete short left intended for Torry Holt (defended by Jerraud Powers),-0.300,-1.700
3,5:39,4,5,JAX 25,6,14,"Adam Podlesh punts 43 yards, returned by T.J. Rushing for 5 yards (tackle by Sean Considine)",-1.700,-1.400
3,5:29,1,10,IND 37,6,14,Peyton Manning pass incomplete deep left intended for Reggie Wayne,1.400,0.860
3,5:22,2,10,IND 37,6,14,Peyton Manning pass complete short right to Joseph Addai for 4 yards (tackle by Montavious Stanley and John Henderson),0.860,0.700
3,4:45,3,6,IND 41,6,14,Peyton Manning pass complete short middle to Reggie Wayne for 5 yards (tackle by Daryl Smith),0.700,-0.320
3,4:05,4,1,IND 46,6,14,"Pat McAfee punts 45 yards, fair catch by Brian Witherspoon",-0.320,0.380
3,3:56,1,10,JAX 9,6,14,"Penalty on Eugene Monroe: False Start, 4 yards (no play)",-0.380,-0.530
3,3:56,1,14,JAX 5,6,14,Maurice Jones-Drew middle for 2 yards (tackle by Clint Session and Melvin Bullitt),-0.530,-0.930
3,3:19,2,12,JAX 7,6,14,David Garrard pass incomplete short right intended for Greg Jones,-0.930,-1.650
3,3:12,3,12,JAX 7,6,14,David Garrard pass incomplete short left intended for Marcedes Lewis,-1.650,-2.490
3,3:08,4,12,JAX 7,6,14,Adam Podlesh punts 27 yards,-2.490,-3.310
3,2:57,1,10,JAX 34,6,14,Peyton Manning pass complete short right to Joseph Addai for 1 yard (tackle by Justin Durant),3.310,2.910
3,2:27,2,9,JAX 33,6,14,Joseph Addai right end for -1 yards (tackle by Justin Durant),2.910,2.080
3,1:48,3,10,JAX 34,6,14,Peyton Manning pass incomplete short right intended for Pierre Garcon (defended by Rashean Mathis),2.080,1.060
3,1:42,4,10,JAX 34,6,14,Adam Vinatieri 52 yard field goal no good,1.060,-1.730
3,1:37,1,10,JAX 42,6,14,David Garrard pass incomplete short right intended for Marcedes Lewis,1.730,1.190
3,1:31,2,10,JAX 42,6,14,Maurice Jones-Drew middle for 8 yards (tackle by Gary Brackett and Jerraud Powers),1.190,1.550
3,0:55,3,2,,6,14,Maurice Jones-Drew left tackle for 4 yards (tackle by Gary Brackett and Keyunta Dawson),1.550,2.520
3,0:16,1,10,IND 46,6,14,David Garrard pass complete short right to Nate Hughes for 7 yards (tackle by Antonio Johnson),2.520,2.920
Quarter,Time,Down,ToGo,Location,JAX,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,3,IND 39,6,14,Maurice Jones-Drew middle for 2 yards (tackle by Tyjuan Hagler),2.920,2.480
4,14:20,3,1,IND 37,6,14,Maurice Jones-Drew left tackle for 3 yards (tackle by Gary Brackett),2.480,3.310
4,13:41,1,10,IND 34,6,14,David Garrard pass complete deep left to Marcedes Lewis for 19 yards (tackle by Melvin Bullitt),3.310,4.580
4,13:03,1,10,IND 15,6,14,Maurice Jones-Drew left tackle for 5 yards (tackle by Daniel Muir),4.580,4.840
4,12:37,2,5,IND 10,6,14,Maurice Jones-Drew middle for 3 yards (tackle by Clint Session and Gary Brackett),4.840,4.680
4,11:55,3,2,IND 7,6,14,Maurice Jones-Drew middle for no gain (tackle by Dwight Freeney),4.680,3.000
4,11:12,,,,6,14,Timeout #1 by Indianapolis Colts,0.000,3.000
4,11:12,4,2,IND 7,12,14,"Maurice Jones-Drew left end for 7 yards, touchdown",3.000,7.000
4,,,,,12,14,"Two Point Attempt: Maurice Jones-Drew middle, conversion fails",1.000,-1.000
4,,,,JAX 30,12,14,"Josh Scobee kicks off 69 yards, returned by Chad Simpson for 19 yards (tackle by Greg Estandia)",0.000,0.280
4,11:00,1,10,IND 20,12,14,Donald Brown left end for no gain (tackle by Justin Durant and John Henderson),0.280,-0.270
4,10:20,2,10,IND 20,12,14,Peyton Manning pass complete short middle to Reggie Wayne for 14 yards (tackle by Justin Durant),-0.270,1.200
4,9:47,1,10,IND 34,12,14,Joseph Addai right tackle for 4 yards (tackle by Justin Durant),1.200,1.200
4,9:04,2,6,IND 38,12,14,Peyton Manning pass complete short left to Austin Collie for 10 yards (tackle by Tyron Brackenridge),1.200,2.130
4,8:39,1,10,IND 48,12,14,Joseph Addai left end for 2 yards (tackle by Daryl Smith),2.130,1.850
4,7:55,2,8,,12,14,Peyton Manning pass incomplete deep right intended for Pierre Garcon (defended by Sean Considine),1.850,1.160
4,7:49,3,8,,12,14,Peyton Manning pass complete short middle to Joseph Addai for 6 yards (tackle by Clint Ingram and Scott Starks),1.160,0.330
4,7:08,4,2,JAX 44,12,14,Pat McAfee punts 43 yards,0.330,0.380
4,6:55,1,10,JAX 1,12,14,David Garrard pass incomplete short middle intended for Torry Holt (defended by Kelvin Hayden),-0.380,-0.780
4,6:51,2,10,JAX 1,12,14,David Garrard middle for 2 yards (tackle by Gary Brackett),-0.780,-1.190
4,6:09,3,8,JAX 3,12,14,David Garrard right end for 7 yards (tackle by Antonio Johnson and Tyjuan Hagler),-1.190,-2.490
4,5:25,4,1,JAX 10,12,14,Adam Podlesh punts 57 yards,-2.490,-1.140
4,5:17,1,10,IND 33,12,14,"Donald Brown right tackle for 3 yards (tackle by Scott Starks). Penalty on Terrance Knighton: Defensive Holding, 5 yards",1.140,1.660
4,4:54,1,10,IND 41,12,14,Donald Brown right guard for 5 yards (tackle by Daryl Smith),1.660,1.800
4,4:25,2,5,IND 46,12,14,Peyton Manning pass complete short left to Reggie Wayne for 10 yards (tackle by Daryl Smith),1.800,2.650
4,3:41,1,10,JAX 44,12,14,Donald Brown left tackle for 1 yard (tackle by Quentin Groves),2.650,2.250
4,2:58,2,9,JAX 43,12,14,Peyton Manning pass complete short right to Dallas Clark for 8 yards (tackle by Scott Starks),2.250,2.610
4,2:15,3,1,JAX 35,12,14,Donald Brown left end for no gain (tackle by Clint Ingram),2.610,1.000
4,2:06,,,,12,14,Timeout #2 by Jacksonville Jaguars,0.000,1.000
4,2:06,4,1,JAX 35,12,14,Donald Brown right end for no gain (tackle by Terrance Knighton and Daryl Smith),1.000,-1.270
4,1:59,1,10,JAX 35,12,14,David Garrard pass complete short middle to Maurice Jones-Drew for 2 yards (tackle by Gary Brackett),1.270,0.990
4,1:34,2,8,JAX 37,12,14,David Garrard pass incomplete short left intended for Maurice Jones-Drew,0.990,0.300
4,1:28,3,8,JAX 37,12,14,David Garrard pass incomplete short right intended for Marcedes Lewis,0.300,-0.910
4,1:23,4,8,JAX 37,12,14,David Garrard pass incomplete short middle intended for Maurice Jones-Drew (defended by Dwight Freeney),-0.910,-3.120
4,1:15,1,10,JAX 37,12,14,Peyton Manning kneels for -1 yards,3.120,2.440
4,1:12,,,,12,14,Timeout #3 by Jacksonville Jaguars,0.000,2.440
4,1:12,2,11,JAX 38,12,14,Peyton Manning kneels for -2 yards,2.440,1.490
4,0:36,3,13,JAX 40,12,14,Peyton Manning kneels for -1 yards,1.490,0.530
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
