Quarter,Time,Down,ToGo,Location,NOR,CAR,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Saints won the coin toss and deferred, Panthers to receive the opening kickoff.",,
1,15:00,,,NOR 35,0,0,"Thomas Morstead kicks off 65 yards, touchback",0.000,-0.280
1,15:00,1,10,CAR 20,0,0,DeAngelo Williams left end for 9 yards (tackle by Malcolm Jenkins),0.280,0.950
1,14:34,2,1,CAR 29,0,0,DeAngelo Williams right guard for 2 yards (tackle by Akiem Hicks and Cameron Jordan),0.950,1.000
1,13:54,1,10,CAR 31,0,0,"DeAngelo Williams left end for -1 yards (tackle by Kenny Vaccaro). Penalty on Kenny Vaccaro: Taunting, 15 yards, Penalty on Kenny Vaccaro: Personal Foul (Declined)",1.000,1.930
1,13:29,1,10,CAR 45,0,0,Cam Newton pass complete deep middle to Steve Smith for 44 yards (tackle by Keenan Lewis),1.930,4.840
1,12:44,1,10,NOR 11,0,0,"Penalty on Ben Hartsock: False Start, 5 yards (no play)",4.840,4.340
1,12:29,1,15,NOR 16,0,0,DeAngelo Williams left tackle for no gain (tackle by Malcolm Jenkins and Akiem Hicks),4.340,3.440
1,11:48,2,15,NOR 16,0,0,Cam Newton pass incomplete short middle intended for Ted Ginn is intercepted by Malcolm Jenkins at NOR-10 and returned for 4 yards (tackle by Ryan Kalil),3.440,0.280
1,11:35,1,10,NOR 14,0,0,Drew Brees pass incomplete short right intended for Jimmy Graham (defended by Quintin Mikell),-0.280,-0.750
1,11:31,2,10,NOR 14,0,0,Drew Brees pass complete short left to Marques Colston for 9 yards (tackle by Luke Kuechly and Melvin White),-0.750,-0.320
1,10:49,3,1,NOR 23,0,0,Jed Collins up the middle for 2 yards (tackle by Chase Blackburn),-0.320,0.610
1,10:14,1,10,NOR 25,0,0,Drew Brees pass incomplete short right intended for Marques Colston,0.610,0.060
1,10:10,2,10,NOR 25,0,0,Drew Brees pass complete short left to Darren Sproles for 8 yards (tackle by Thomas Davis),0.060,0.430
1,9:31,3,2,NOR 33,0,0,Drew Brees pass complete short left to Marques Colston for 3 yards (tackle by Luke Kuechly),0.430,1.330
1,8:57,1,10,NOR 36,0,0,Drew Brees sacked by Captain Munnerlyn for -5 yards,1.330,0.120
1,8:20,2,15,NOR 31,0,0,Drew Brees pass complete short left to Pierre Thomas for -1 yards (tackle by Thomas Davis),0.120,-0.690
1,7:40,3,16,NOR 30,0,0,Drew Brees pass complete short left to Darren Sproles for 6 yards (tackle by Michael Mitchell),-0.690,-0.980
1,7:01,4,10,NOR 36,0,0,"Thomas Morstead punts 53 yards, fair catch by Ted Ginn",-0.980,0.370
1,6:52,1,10,CAR 11,0,0,Cam Newton pass complete short left to Mike Tolbert for 2 yards (tackle by David Hawthorne),-0.370,-0.630
1,6:18,2,8,CAR 13,0,0,DeAngelo Williams right guard for 2 yards (tackle by David Hawthorne and Parys Haralson),-0.630,-0.950
1,5:38,3,6,CAR 15,0,0,Cam Newton pass incomplete deep left intended for Steve Smith,-0.950,-2.440
1,5:34,4,6,CAR 15,0,0,"Brad Nortman punts 55 yards, returned by Darren Sproles for 11 yards (tackle by J.J. Jansen)",-2.440,-1.660
1,5:22,1,10,NOR 41,0,0,Drew Brees pass complete short left to Robert Meachem for 5 yards (tackle by Melvin White),1.660,1.800
1,4:49,2,5,NOR 46,0,0,Darren Sproles left tackle for 2 yards (tackle by Melvin White),1.800,1.360
1,4:08,3,3,NOR 48,0,0,Drew Brees pass complete short middle to Ben Watson for 22 yards (tackle by Thomas Davis),1.360,3.580
1,3:28,1,10,CAR 30,0,0,Drew Brees pass complete short middle to Ben Watson for 4 yards (tackle by Thomas Davis),3.580,3.570
1,2:48,2,6,CAR 26,0,0,Drew Brees pass complete short right to Jed Collins for -2 yards (tackle by Thomas Davis),3.570,2.610
1,2:09,3,8,CAR 28,0,0,Drew Brees sacked by Greg Hardy for -11 yards,2.610,0.660
1,1:32,4,19,CAR 39,0,0,"Thomas Morstead punts 39 yards, touchback",0.660,-0.280
1,1:25,1,10,CAR 20,0,0,Ted Ginn left end for 7 yards (tackle by Kenny Vaccaro),0.280,0.680
1,1:00,2,3,CAR 27,0,0,DeAngelo Williams right guard for 1 yard (tackle by Akiem Hicks),0.680,0.100
1,0:32,3,2,CAR 28,0,0,Cam Newton sacked by Curtis Lofton for -11 yards,0.100,0.100
1,0:23,3,2,CAR 28,0,0,Timeout #1 by New Orleans Saints,0.100,-2.320
1,0:23,4,13,CAR 17,0,0,"Brad Nortman punts 51 yards, returned by Darren Sproles for 1 yard (tackle by Colin Jones)",-2.320,-1.140
1,0:11,1,10,NOR 33,0,0,Mark Ingram right guard for 9 yards (tackle by Quintin Mikell and Chase Blackburn),1.140,1.810
Quarter,Time,Down,ToGo,Location,NOR,CAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,1,NOR 42,0,0,Mark Ingram right guard for 5 yards (tackle by Luke Kuechly and Captain Munnerlyn),1.810,2.060
2,15:00,1,10,NOR 47,0,0,"Penalty on Terron Armstead: False Start, 5 yards (no play)",2.060,1.730
2,14:10,1,15,NOR 42,0,0,Drew Brees pass complete short left to Pierre Thomas for no gain,1.730,0.840
2,13:27,2,15,NOR 42,0,0,Drew Brees pass complete deep left to Marques Colston for 35 yards (tackle by Luke Kuechly),0.840,4.040
2,12:55,1,10,CAR 23,0,0,Mark Ingram up the middle for 2 yards (tackle by Thomas Davis and Luke Kuechly),4.040,3.770
