Quarter,Time,Down,ToGo,Location,GNB,PHI,Detail,EPB,EPA
1,8:40,1,10,GNB 27,0,0,Ryan Moats left end for 6 yards (tackle by Nick Collins),3.780,4.040
1,7:45,2,4,GNB 21,0,0,"Penalty on Todd Herremans: False Start, 5 yards (no play)",4.040,3.370
1,7:45,2,9,GNB 26,0,0,Mike McMahon pass complete to Brian Westbrook for no gain. Penalty on PHI: Illegal Shift (Declined),3.370,2.680
1,7:23,3,9,GNB 26,0,0,Mike McMahon pass incomplete intended for Brian Westbrook,2.680,1.740
1,7:19,4,9,GNB 26,0,3,David Akers 44 yard field goal good,1.740,3.000
1,,,,PHI 30,0,3,"David Akers kicks off 63 yards, returned by ReShard Lee for 20 yards (tackle by Dedrick Roper). ReShard Lee fumbles (forced by Dedrick Roper), recovered by Matt Ware at GNB-32 (tackle by Donald Lee)",0.000,-3.450
1,7:09,1,10,GNB 32,0,3,"Mike McMahon pass incomplete intended for Brian Westbrook. Penalty on Al Harris: Illegal Use of Hands, 5 yards (no play)",3.450,3.780
1,7:00,1,10,GNB 27,0,9,"Brian Westbrook right tackle for 27 yards, touchdown",3.780,7.000
1,,,,GNB 2,0,10,David Akers kicks extra point good,0.000,0.000
1,,,,PHI 30,0,10,"David Akers kicks off 60 yards, returned by Andrae Thurman for 16 yards (tackle by Justin Ena)",0.000,0.670
1,6:48,1,10,GNB 26,0,10,Brett Favre pass complete to Donald Driver for 23 yards (tackle by Brian Dawkins),0.670,2.190
1,6:24,1,10,GNB 49,0,10,Samkon Gado up the middle for 18 yards (tackle by Roderick Hood),2.190,3.380
1,5:54,1,10,PHI 33,6,10,"Samkon Gado left end for 33 yards, touchdown",3.380,7.000
1,,,,PHI 2,7,10,Ryan Longwell kicks extra point good,0.000,0.000
1,,,,GNB 30,7,10,"Ryan Longwell kicks off 60 yards, returned by Lamar Gordon for 19 yards (tackle by William Henderson)",0.000,0.870
1,5:40,1,10,PHI 29,7,10,Lamar Gordon left guard for 2 yards (tackle by Grady Jackson),0.870,0.600
1,4:59,2,8,PHI 31,7,10,Mike McMahon pass incomplete intended for Lamar Gordon (defended by Grady Jackson),0.600,-0.100
1,4:55,3,8,PHI 31,7,10,Mike McMahon pass incomplete intended for Billy McMullen,-0.100,-1.310
1,4:48,4,8,PHI 31,7,10,"Nick Murphy punts 44 yards, returned by Antonio Chatman for 7 yards (tackle by Justin Ena)",-1.310,-1.070
1,4:41,1,10,GNB 32,7,10,Samkon Gado right end for 2 yards (tackle by Michael Lewis),1.070,0.800
1,4:01,2,8,GNB 34,7,10,"Brett Favre pass incomplete (defended by Juqua Thomas). Penalty on Paris Lenon: Ineligible Downfield Pas, 5 yards (no play)",0.800,0.120
1,3:54,2,13,GNB 29,7,10,Samkon Gado for 2 yards (tackle by Mark Simoneau),0.120,-0.290
1,3:15,3,11,GNB 31,7,10,Brett Favre pass incomplete intended for Donald Driver (defended by Trent Cole),-0.290,-1.310
1,3:13,4,11,GNB 31,7,10,"B.J. Sander punts 45 yards, fair catch by Reno Mahe",-1.310,-0.540
1,3:05,1,10,PHI 24,7,10,Mike McMahon up the middle for 15 yards (tackle by Kabeer Gbaja-Biamila),0.540,1.530
1,2:27,1,10,PHI 39,7,10,Brian Westbrook up the middle for 1 yard (tackle by Paris Lenon),1.530,1.120
1,1:47,2,9,PHI 40,7,10,Mike McMahon pass incomplete intended for L.J. Smith (defended by Cullen Jenkins),1.120,0.430
1,1:44,3,9,PHI 40,7,10,Mike McMahon left end for -4 yards (tackle by Nick Barnett),0.430,-0.980
1,1:23,4,13,PHI 36,7,10,Nick Murphy punts 39 yards,-0.980,-0.610
1,1:18,1,10,GNB 25,7,10,Samkon Gado left tackle for 8 yards (tackle by Juqua Thomas),0.610,1.140
1,0:40,2,2,GNB 33,7,10,Samkon Gado up the middle for 1 yard (tackle by Jevon Kearse),1.140,0.560
Quarter,Time,Down,ToGo,Location,GNB,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,1,GNB 34,7,10,Samkon Gado right tackle for 6 yards (tackle by Sheldon Brown),0.560,1.600
2,14:21,1,10,GNB 40,7,10,Brett Favre pass incomplete intended for Bubba Franks (defended by Brian Dawkins),1.600,1.050
2,14:14,2,10,GNB 40,7,10,Brett Favre pass incomplete intended for Donald Driver,1.050,0.370
2,14:08,3,10,GNB 40,7,10,Brett Favre pass incomplete intended for Antonio Chatman (defended by Roderick Hood),0.370,-0.720
2,13:53,4,10,GNB 40,7,10,"B.J. Sander punts 36 yards, muffed catch by Reno Mahe, recovered by Reno Mahe and returned for no gain",-0.720,-0.540
2,13:49,1,10,PHI 24,7,10,Mike McMahon pass incomplete intended for Reno Mahe (defended by Al Harris),0.540,0.000
2,13:34,2,10,PHI 24,7,10,Mike McMahon pass complete to Chad Lewis for 5 yards (tackle by Paris Lenon),0.000,-0.030
2,13:06,3,5,PHI 29,7,10,Mike McMahon pass incomplete intended for Reggie Brown (defended by Ahmad Carroll),-0.030,-1.440
2,13:03,4,5,PHI 29,7,10,"Nick Murphy punts 42 yards, returned by Antonio Chatman for 4 yards (tackle by Mike Bartrum). Penalty on Donald Lee: Illegal Block Above the , 10 yards",-1.440,-0.480
2,12:49,1,10,GNB 23,7,10,Samkon Gado left end for 1 yard (tackle by Dhani Jones),0.480,0.070
2,12:10,2,9,GNB 24,7,10,Brett Favre pass incomplete intended for David Martin (defended by Michael Lewis),0.070,-0.630
2,12:04,3,9,GNB 24,7,10,Brett Favre pass complete to Robert Ferguson for 11 yards (tackle by Jeremiah Trotter),-0.630,1.270
2,11:33,1,10,GNB 35,7,10,Samkon Gado right tackle for 5 yards (tackle by Jevon Kearse),1.270,1.400
2,10:56,2,5,GNB 40,7,10,Brett Favre pass incomplete intended for Robert Ferguson,1.400,0.700
2,10:50,3,5,GNB 40,7,10,Brett Favre pass complete to David Martin for 6 yards (tackle by Brian Dawkins),0.700,1.990
2,10:12,1,10,GNB 46,7,10,Donald Driver left end for 4 yards (tackle by Roderick Hood),1.990,1.990
2,9:25,2,6,PHI 50,7,10,Brett Favre pass complete to David Martin for 9 yards (tackle by Jeremiah Trotter),1.990,2.850
2,8:45,1,10,PHI 41,7,10,Samkon Gado left tackle for 1 yard (tackle by Michael Lewis),2.850,2.440
2,8:02,2,9,PHI 40,7,10,Samkon Gado up the middle for 8 yards (tackle by Jevon Kearse),2.440,2.810
2,7:24,3,1,PHI 32,7,10,Samkon Gado up the middle for no gain (tackle by Jeremiah Trotter),2.810,1.310
2,6:41,4,1,PHI 32,7,10,Samkon Gado right tackle for 1 yard (tackle by Michael Lewis),1.310,3.510
2,6:23,1,10,PHI 31,7,10,Brett Favre pass incomplete intended for Donald Lee is intercepted by Michael Lewis,3.510,-0.280
2,6:15,1,10,PHI 20,7,10,Brian Westbrook for 6 yards (tackle by Ahmad Carroll),0.280,0.540
2,5:53,2,4,PHI 26,7,10,Brian Westbrook left end for 3 yards (tackle by Nick Barnett),0.540,0.230
2,5:13,3,1,PHI 29,7,10,Lamar Gordon for 2 yards (tackle by Colin Cole and Kabeer Gbaja-Biamila),0.230,1.000
2,4:36,1,10,PHI 31,7,10,Ryan Moats for -1 yards (tackle by Paris Lenon),1.000,0.320
2,3:50,2,11,PHI 30,7,10,"Penalty on Todd Herremans: False Start, 5 yards (no play)",0.320,-0.350
2,3:31,2,16,PHI 25,7,10,Mike McMahon up the middle for 6 yards (tackle by Nick Barnett),-0.350,-0.230
2,2:50,3,10,PHI 31,7,10,Mike McMahon pass incomplete intended for Reggie Brown (defended by Michael Hawkins),-0.230,-1.310
2,2:43,4,10,PHI 31,7,10,Nick Murphy punts 37 yards (tackle by Nick Murphy),-1.310,-2.650
2,2:32,1,10,PHI 44,7,10,Samkon Gado left tackle for 4 yards (tackle by Hollis Thomas),2.650,2.650
2,2:03,2,6,PHI 40,7,10,"Brett Favre pass complete to Samkon Gado for 3 yards (tackle by Roderick Hood). Penalty on Roderick Hood: Illegal Use of Hands, 5 yards (no play)",2.650,3.250
2,1:57,1,10,PHI 35,7,10,Samkon Gado right tackle for -1 yards (tackle by Jevon Kearse),3.250,2.570
2,1:22,2,11,PHI 36,7,10,Brett Favre pass incomplete intended for Donald Driver (defended by Sheldon Brown),2.570,1.880
2,1:16,3,11,PHI 36,7,10,Brett Favre pass complete to Donald Driver for 16 yards (tackle by Jevon Kearse),1.880,4.240
2,1:04,,,,7,10,Timeout #1 by Green Bay Packers,0.000,4.240
2,1:04,1,10,PHI 20,7,10,Samkon Gado left tackle for 7 yards (tackle by Jeremiah Trotter),4.240,4.830
2,0:40,2,3,PHI 13,13,10,"Brett Favre pass complete to David Martin for 13 yards, touchdown",4.830,7.000
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,,,,PHI 2,14,10,Ryan Longwell kicks extra point good,0.000,0.000
2,,,,GNB 30,14,10,"Ryan Longwell kicks off 62 yards, returned by Lamar Gordon for 20 yards (tackle by Jerron Wishom)",0.000,0.810
2,0:29,1,10,PHI 28,14,10,"Brian Westbrook up the middle for 12 yards (tackle by Al Harris). Penalty on Jamaal Jackson: Offensive Holding, 10 yards (no play)",0.810,-0.040
2,0:23,1,20,PHI 18,14,10,Brian Westbrook right guard for 9 yards (tackle by Aaron Kampman),-0.040,0.130
Quarter,Time,Down,ToGo,Location,GNB,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 30,14,10,"Ryan Longwell kicks off 68 yards, returned by Lamar Gordon for 25 yards (tackle by Marviel Underwood)",0.000,0.740
3,14:55,1,10,PHI 27,14,10,Brian Westbrook right guard for no gain (tackle by Na'il Diggs),0.740,0.200
3,14:17,,,,14,10,Timeout #1 by Philadelphia Eagles,0.000,0.200
3,14:17,2,10,PHI 27,14,10,Mike McMahon pass incomplete intended for Greg Lewis (defended by Ahmad Carroll),0.200,-0.490
3,14:12,3,10,PHI 27,14,10,Mike McMahon pass complete to Brian Westbrook for 6 yards (tackle by Mark Roman),-0.490,-1.180
3,13:42,4,4,PHI 33,14,10,"Nick Murphy punts 36 yards, returned by Antonio Chatman for 7 yards (tackle by Quintin Mikell)",-1.180,-1.470
3,13:33,1,10,GNB 38,14,10,"Samkon Gado left tackle for 2 yards (tackle by Jeremiah Trotter and Jevon Kearse). Penalty on Hollis Thomas: Defensive Holding, 5 yards",1.470,1.930
3,13:10,1,10,GNB 45,14,10,Brett Favre pass incomplete intended for Vonta Leach,1.930,1.380
3,13:06,2,10,GNB 45,14,10,Samkon Gado left tackle for 1 yard (tackle by Hollis Thomas),1.380,0.830
3,12:28,3,9,GNB 46,14,10,"Penalty on Scott Wells: False Start, 5 yards (no play)",0.830,0.170
3,12:23,3,14,GNB 41,14,10,Brett Favre pass complete to Tony Fisher for 12 yards (tackle by Matt Ware and Jeremiah Trotter),0.170,0.130
3,11:49,4,2,PHI 47,14,10,B.J. Sander punts 31 yards,0.130,0.140
3,11:41,1,10,PHI 16,14,10,Mike McMahon pass complete to L.J. Smith for 12 yards (tackle by Na'il Diggs),-0.140,0.810
3,11:13,1,10,PHI 28,14,10,Mike McMahon pass complete to Chad Lewis for 17 yards (tackle by Na'il Diggs). Penalty on Na'il Diggs: Illegal Contact (Declined),0.810,1.930
3,10:55,1,10,PHI 45,14,10,Ryan Moats right end for 3 yards (tackle by Nick Barnett),1.930,1.790
3,10:15,2,7,PHI 48,14,10,Brian Westbrook up the middle for 2 yards (tackle by Kabeer Gbaja-Biamila),1.790,1.360
3,9:36,3,5,PHI 50,14,10,Mike McMahon pass complete to Brian Westbrook for 4 yards (tackle by Nick Collins),1.360,0.200
3,8:48,4,1,GNB 46,14,10,Brian Westbrook left end for 22 yards (tackle by Al Harris),0.200,3.970
3,8:19,1,10,GNB 24,14,10,Mike McMahon pass complete to Brian Westbrook for 1 yard (tackle by Nick Barnett and Paris Lenon),3.970,3.570
3,7:40,2,9,GNB 23,14,10,Ryan Moats up the middle for 2 yards (tackle by Colin Cole),3.570,3.140
3,6:52,3,7,GNB 21,14,10,Mike McMahon pass incomplete intended for Greg Lewis (defended by Ahmad Carroll),3.140,2.060
3,6:52,4,7,GNB 21,14,13,David Akers 38 yard field goal good,2.060,3.000
3,,,,PHI 30,14,13,"David Akers kicks off 66 yards, returned by Andrae Thurman for 15 yards (tackle by Jack Brewer)",0.000,0.150
3,6:34,1,10,GNB 19,14,13,Samkon Gado up the middle for 1 yard (tackle by Jevon Kearse),0.150,-0.200
3,5:53,2,9,GNB 20,14,13,Brett Favre pass complete to Donald Lee for 18 yards (tackle by Michael Lewis),-0.200,1.470
3,5:25,1,10,GNB 38,14,13,Brett Favre pass complete to Donald Lee for 3 yards (tackle by Trent Cole),1.470,1.330
3,4:47,2,7,GNB 41,14,13,"Brett Favre pass complete to Samkon Gado for 11 yards (tackle by Mark Simoneau and Jeremiah Trotter). Samkon Gado fumbles (forced by Mark Simoneau), recovered by Brian Dawkins at 50 (tackle by Grey Ruegamer)",1.330,-2.260
,,,,,,,"GNB challenged the ruling, and the play was upheld.",,
3,4:37,1,10,PHI 50,14,13,Mike McMahon pass incomplete intended for Brian Westbrook (defended by Paris Lenon),2.260,1.710
3,4:33,2,10,PHI 50,14,13,Mike McMahon pass incomplete intended for Greg Lewis (defended by Ahmad Carroll),1.710,1.030
3,4:27,3,10,PHI 50,14,13,Mike McMahon pass incomplete intended for L.J. Smith (defended by Mark Roman),1.030,-0.060
3,4:20,4,10,PHI 50,14,13,"Nick Murphy punts 35 yards, fair catch by Antonio Chatman",-0.060,0.220
3,4:14,1,10,GNB 15,14,13,Samkon Gado right guard for 13 yards (tackle by Keith Adams),-0.220,0.810
3,3:39,1,10,GNB 28,14,13,Tony Fisher up the middle for 7 yards (tackle by Michael Lewis and Brian Dawkins),0.810,1.210
3,3:03,2,3,GNB 35,14,13,Samkon Gado up the middle for no gain (tackle by Michael Lewis),1.210,0.500
3,2:23,3,3,GNB 35,14,13,Brett Favre right end for 4 yards (tackle by Quintin Mikell),0.500,1.530
3,1:38,1,10,GNB 39,14,13,Samkon Gado up the middle for -9 yards (tackle by Trent Cole),1.530,-0.230
3,0:56,2,19,GNB 30,14,13,Tony Fisher right end for 2 yards (tackle by Mike Patterson),-0.230,-0.630
3,0:18,3,17,GNB 32,14,13,Brett Favre pass complete to David Martin for 13 yards (tackle by Matt Ware),-0.630,-0.390
Quarter,Time,Down,ToGo,Location,GNB,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,4,GNB 45,14,13,"B.J. Sander punts 38 yards, returned by Brian Westbrook for 3 yards (tackle by Brady Poppinga)",-0.390,-0.280
4,14:50,1,10,PHI 20,14,13,Brian Westbrook right guard for 3 yards (tackle by Nick Collins),0.280,0.140
4,14:12,2,7,PHI 23,14,13,Mike McMahon pass incomplete intended for Brian Westbrook (defended by Paris Lenon),0.140,-0.560
4,14:06,3,7,PHI 23,14,13,Mike McMahon pass incomplete intended for Brian Westbrook (defended by Paris Lenon),-0.560,-1.830
4,14:01,4,7,PHI 23,14,13,"Nick Murphy punts 42 yards, returned by Antonio Chatman for -3 yards (tackle by Dexter Wynn)",-1.830,-1.070
4,13:52,1,10,GNB 32,14,13,Samkon Gado right tackle for no gain (tackle by Jevon Kearse),1.070,0.530
4,13:11,2,10,GNB 32,14,13,Brett Favre pass incomplete intended for Robert Ferguson (defended by Roderick Hood),0.530,-0.160
4,13:06,3,10,GNB 32,14,13,Brett Favre pass complete to Donald Driver for 11 yards (tackle by Quintin Mikell),-0.160,1.800
4,12:32,1,10,GNB 43,14,13,Samkon Gado up the middle for 2 yards (tackle by Jevon Kearse),1.800,1.520
4,11:52,2,8,GNB 45,14,13,Brett Favre sacked by Mike Patterson for -7 yards,1.520,-0.100
4,11:25,,,,14,13,Timeout #2 by Green Bay Packers,0.000,-0.100
4,11:25,3,15,GNB 38,14,13,"Brett Favre pass complete to Tony Fisher for 14 yards (tackle by Brian Dawkins). Tony Fisher fumbles (forced by Brian Dawkins), recovered by Scott Wells at PHI-48",-0.100,0.070
4,10:47,4,1,PHI 48,14,13,"B.J. Sander punts 28 yards, fair catch by Brian Westbrook",0.070,-0.280
4,10:41,1,10,PHI 20,14,13,Brian Westbrook up the middle for 5 yards (tackle by Kabeer Gbaja-Biamila),0.280,0.410
4,10:06,2,5,PHI 25,14,13,Ryan Moats right end for 12 yards (tackle by Mark Roman),0.410,1.400
4,9:33,1,10,PHI 37,14,13,Mike McMahon pass complete to Josh Parry for 11 yards (tackle by Na'il Diggs),1.400,2.130
4,8:55,1,10,PHI 48,14,13,Brian Westbrook sacked by Brady Poppinga for -3 yards,2.130,1.180
4,8:14,2,13,PHI 45,14,13,Brian Westbrook left tackle for 7 yards (tackle by Nick Barnett),1.180,1.420
4,7:34,3,6,GNB 48,14,13,Mike McMahon pass complete to Greg Lewis for 9 yards (tackle by Ahmad Carroll),1.420,2.980
4,6:51,1,10,GNB 39,14,13,Mike McMahon right end for 9 yards (tackle by Mark Roman),2.980,3.660
4,6:33,2,1,GNB 30,14,13,Brian Westbrook up the middle for 1 yard (tackle by Na'il Diggs),3.660,3.640
4,5:51,1,10,GNB 29,14,13,Mike McMahon pass incomplete intended for Reggie Brown (defended by Ahmad Carroll),3.640,3.100
4,5:45,2,10,GNB 29,14,13,Brian Westbrook left tackle for 5 yards (tackle by Aaron Kampman),3.100,3.070
4,5:01,3,5,GNB 24,14,13,Mike McMahon pass complete to Billy McMullen for 4 yards (tackle by Kabeer Gbaja-Biamila),3.070,2.270
4,4:45,4,1,GNB 20,14,16,David Akers 37 yard field goal good,2.270,3.000
4,,,,PHI 30,14,16,"David Akers kicks off 63 yards, returned by Andrae Thurman for 21 yards (tackle by Ryan Moats). Andrae Thurman fumbles (forced by Ryan Moats), recovered by Ryan Moats at GNB-25 (tackle by Vonta Leach)",0.000,-3.910
4,4:23,1,10,GNB 25,14,16,Brian Westbrook up the middle for 5 yards (tackle by Aaron Kampman),3.910,4.040
4,3:43,2,5,GNB 20,14,16,Brian Westbrook left end for 5 yards (tackle by Nick Collins),4.040,4.580
4,2:57,1,10,GNB 15,14,16,Brian Westbrook left guard for 4 yards (tackle by Aaron Kampman),4.580,4.640
4,2:08,2,6,GNB 11,14,16,Brian Westbrook left end for -1 yards (tackle by Colin Cole),4.640,3.580
4,2:00,3,7,GNB 12,14,16,Mike McMahon left end for -3 yards (tackle by Nick Collins),3.580,2.440
4,1:52,,,,14,16,Timeout #3 by Green Bay Packers,0.000,2.440
4,1:52,4,10,GNB 15,14,19,David Akers 33 yard field goal good,2.440,3.000
4,,,,PHI 30,14,19,"David Akers kicks off 50 yards, returned by Andrae Thurman for 9 yards (tackle by Reno Mahe)",0.000,0.870
4,1:45,1,10,GNB 29,14,19,Brett Favre pass incomplete intended for Robert Ferguson,0.870,0.330
4,1:41,2,10,GNB 29,14,19,Brett Favre pass incomplete intended for Donald Driver (defended by Brian Dawkins),0.330,-0.360
4,1:39,3,10,GNB 29,14,19,"Brett Favre pass incomplete intended for Robert Ferguson is intercepted by Roderick Hood at GNB-29 and returned for 8 yards. Brett Favre fumbles, recovered by Brett Favre at GNB-GB. Penalty on Trent Cole: Roughing the Passer, 15 yards (no play)",-0.360,1.860
4,1:26,1,10,GNB 44,14,19,Brett Favre pass complete to Tony Fisher for 7 yards (tackle by Matt Ware),1.860,2.260
4,1:08,2,3,PHI 49,14,19,Brett Favre pass complete to Robert Ferguson for 4 yards (tackle by Roderick Hood),2.260,2.590
4,1:04,1,10,PHI 45,14,19,Brett Favre pass incomplete intended for Antonio Chatman (defended by Sheldon Brown),2.590,2.040
4,0:59,2,10,PHI 45,14,19,"Penalty on Tony Fisher: False Start, 5 yards (no play)",2.040,1.370
4,0:59,2,15,PHI 50,14,19,Brett Favre pass incomplete intended for Robert Ferguson is intercepted by Roderick Hood. Penalty on Robert Ferguson: Offensive Pass Interfere (Declined),1.370,-0.280
4,0:38,1,10,PHI 20,14,19,"Mike McMahon kneels for -1 yards. Penalty on GNB: Defensive 12 On-field, 5 yards (no play)",0.280,1.010
4,0:35,1,5,PHI 25,14,19,Mike McMahon kneels for -1 yards,1.010,0.270
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
