Quarter,Time,Down,ToGo,Location,DET,CAR,Detail,EPB,EPA
1,,,,CAR 2,7,0,Jason Hanson kicks extra point good,0.000,0.000
1,,,,DET 30,7,0,"Jason Hanson kicks off 67 yards, returned by Mark Jones for 23 yards (tackle by Travis Fisher)",0.000,0.670
1,7:16,1,10,CAR 26,7,0,Jake Delhomme pass incomplete short middle intended for Steve Smith,0.670,0.130
1,7:12,2,10,CAR 26,7,0,DeAngelo Williams left end for 6 yards (tackle by Daniel Bullocks),0.130,0.230
1,6:37,3,4,CAR 32,7,0,Jake Delhomme pass incomplete short right intended for Dante Rosario,0.230,-1.240
1,6:33,4,4,CAR 32,7,0,Jason Baker punts 34 yards,-1.240,-1.200
1,6:22,1,10,DET 34,7,0,Daunte Culpepper pass incomplete deep left intended for John Owens is intercepted by Na'il Diggs at CAR-40,1.200,-1.600
1,6:13,1,10,CAR 40,7,0,DeAngelo Williams left guard for no gain (tackle by Cory Redding),1.600,1.050
1,5:43,2,10,CAR 40,7,0,Jake Delhomme pass complete short middle to Jeff King for 4 yards (tackle by Cory Redding),1.050,0.890
1,4:58,3,6,CAR 44,7,0,Jake Delhomme pass incomplete deep middle intended for Dante Rosario,0.890,-0.460
1,4:53,4,6,CAR 44,7,0,"Jason Baker punts 43 yards, fair catch by Shaun McDonald",-0.460,0.320
1,4:45,1,10,DET 13,7,0,Daunte Culpepper pass complete short right to Shaun McDonald for 8 yards (tackle by Chris Gamble),-0.320,0.350
1,4:26,2,2,DET 21,7,0,Kevin Smith up the middle for 4 yards (tackle by Ma'ake Kemoeatu),0.350,0.610
1,3:50,1,10,DET 25,7,0,Kevin Smith left tackle for 18 yards (tackle by Thomas Davis),0.610,1.800
1,3:07,1,10,DET 43,7,0,Daunte Culpepper pass complete short right to John Owens for 4 yards (tackle by Chris Gamble),1.800,1.790
1,2:27,2,6,DET 47,7,0,Rudi Johnson up the middle for 7 yards (tackle by Charles Godfrey),1.790,2.520
1,1:48,1,10,CAR 46,7,0,Rudi Johnson right tackle for no gain (tackle by Ma'ake Kemoeatu),2.520,1.980
1,1:06,2,10,CAR 46,7,0,Daunte Culpepper sacked by Damione Lewis and Thomas Davis for -9 yards,1.980,0.100
1,0:27,,,,7,0,Timeout #2 by Detroit Lions,0.000,0.100
1,0:27,3,19,DET 45,7,0,Kevin Smith up the middle for 18 yards (tackle by Chris Gamble),0.100,0.790
Quarter,Time,Down,ToGo,Location,DET,CAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,1,CAR 37,7,0,Kevin Smith left end for 20 yards (tackle by Julius Peppers),0.790,4.440
2,14:33,1,10,CAR 17,7,0,Rudi Johnson up the middle for -1 yards (tackle by Damione Lewis),4.440,3.720
2,13:55,2,11,CAR 18,7,0,Rudi Johnson left end for -4 yards (tackle by Na'il Diggs),3.720,2.540
2,13:08,3,15,CAR 22,7,0,Daunte Culpepper pass incomplete short middle intended for Kevin Smith,2.540,1.990
2,13:04,4,15,CAR 22,10,0,Jason Hanson 40 yard field goal good,1.990,3.000
2,,,,DET 30,10,0,"Jason Hanson kicks off 63 yards, returned by Mark Jones for 17 yards (tackle by Alex Lewis)",0.000,0.540
2,12:54,1,10,CAR 24,10,0,DeAngelo Williams left tackle for 3 yards (tackle by Ikaika Alama-Francis),0.540,0.400
2,12:15,2,7,CAR 27,10,0,DeAngelo Williams right end for 5 yards (tackle by Paris Lenon),0.400,0.370
2,11:48,3,2,CAR 32,10,0,Jake Delhomme pass complete short right to Steve Smith for 7 yards (tackle by Ryan Nece),0.370,1.530
2,11:10,1,10,CAR 39,10,0,Jonathan Stewart left tackle for 1 yard (tackle by Brian Kelly),1.530,1.120
2,10:32,2,9,CAR 40,10,0,Jonathan Stewart up the middle for 21 yards (tackle by Daniel Bullocks),1.120,2.980
2,9:48,1,10,DET 39,10,0,Steve Smith left end for 16 yards (tackle by Kalvin Pearson),2.980,4.040
2,9:07,1,10,DET 23,10,0,DeAngelo Williams left tackle for 8 yards (tackle by Kalvin Pearson),4.040,4.750
2,8:25,2,2,DET 15,10,6,"Jake Delhomme pass complete short middle to Jeff King for 15 yards, touchdown",4.750,7.000
2,,,,DET 2,10,7,John Kasay kicks extra point good,0.000,0.000
2,,,,CAR 30,10,7,"Rhys Lloyd kicks off 50 yards, returned by Aveion Cason for no gain",0.000,0.810
2,8:12,1,10,DET 28,10,7,Daunte Culpepper pass complete short right to Michael Gaines for 12 yards (tackle by Ken Lucas),0.810,1.600
2,7:31,1,10,DET 40,10,7,Kevin Smith right tackle for 8 yards (tackle by Ma'ake Kemoeatu),1.600,2.130
2,6:52,2,2,DET 48,10,7,Daunte Culpepper pass complete short left to Shaun McDonald for 12 yards (tackle by Jon Beason),2.130,2.920
2,6:13,1,10,CAR 40,10,7,Kevin Smith left tackle for 2 yards (tackle by Jon Beason),2.920,2.640
2,5:34,2,8,CAR 38,10,7,Kevin Smith up the middle for no gain (tackle by Thomas Davis),2.640,1.950
2,4:51,3,8,CAR 38,10,7,Daunte Culpepper pass incomplete short right intended for Shaun McDonald,1.950,0.720
2,4:48,4,8,CAR 38,13,7,Jason Hanson 56 yard field goal good,0.720,3.000
2,,,,DET 30,13,7,"Jason Hanson kicks off 70 yards, touchback",0.000,0.280
2,4:43,1,10,CAR 20,13,7,Jonathan Stewart up the middle for 7 yards (tackle by Paris Lenon),0.280,0.680
2,4:07,2,3,CAR 27,13,7,Jonathan Stewart up the middle for 13 yards (tackle by Brian Kelly),0.680,1.600
2,3:31,1,10,CAR 40,13,7,Jake Delhomme pass complete short right to Jonathan Stewart for 4 yards (tackle by Paris Lenon),1.600,1.590
2,2:50,2,6,CAR 44,13,13,"DeAngelo Williams up the middle for 56 yards, touchdown",1.590,7.000
2,,,,DET 2,13,14,John Kasay kicks extra point good,0.000,0.000
2,,,,CAR 30,13,14,"Rhys Lloyd kicks off 67 yards, returned by Aveion Cason for 26 yards (tackle by Richard Marshall)",0.000,0.870
2,2:33,1,10,DET 29,13,14,"Daunte Culpepper pass complete short left to Michael Gaines for 9 yards (tackle by Thomas Davis). Michael Gaines fumbles (forced by Thomas Davis), recovered by Charles Godfrey at DET-42 (tackle by Kevin Smith)",0.870,-2.790
,,,,,,,"CAR challenged the runner was down by contact ruling, and the original play was overturned.",,
2,2:24,1,10,DET 42,13,14,Jake Delhomme pass incomplete deep middle intended for Steve Smith,2.790,2.240
2,2:19,2,10,DET 42,13,14,Jake Delhomme pass complete short right to Steve Smith for 12 yards (tackle by Daniel Bullocks),2.240,3.580
2,2:00,1,10,DET 30,13,14,Jake Delhomme pass complete short left to Steve Smith for 11 yards (tackle by Paris Lenon),3.580,4.310
2,1:54,1,10,DET 19,13,14,DeAngelo Williams right end for -3 yards (tackle by Corey Smith),4.310,3.360
2,1:10,2,13,DET 22,13,20,"Jonathan Stewart left tackle for 22 yards, touchdown",3.360,7.000
2,,,,DET 2,13,21,John Kasay kicks extra point good,0.000,0.000
2,,,,CAR 30,13,21,"Rhys Lloyd kicks off 70 yards, returned by Aveion Cason for 46 yards (tackle by Nick Goings)",0.000,1.990
2,0:53,1,10,DET 46,13,21,Daunte Culpepper pass incomplete deep middle intended for Calvin Johnson (defended by Chris Gamble),1.990,1.450
2,0:49,2,10,DET 46,13,21,Daunte Culpepper pass complete short right to Calvin Johnson for 14 yards (tackle by Chris Gamble),1.450,2.920
2,0:49,1,10,CAR 40,13,21,Daunte Culpepper spiked the ball,2.920,2.370
2,0:32,2,10,CAR 40,13,21,Daunte Culpepper pass complete short right to Kevin Smith for 8 yards (tackle by Richard Marshall),2.370,2.740
2,0:26,3,2,CAR 32,13,21,Daunte Culpepper pass complete short right to Shaun McDonald for 10 yards (tackle by Charles Godfrey),2.740,4.110
2,0:20,1,10,CAR 22,13,21,"Daunte Culpepper sacked by Charles Johnson for 0 yards. Penalty on Charles Johnson: Defensive Offside, 5 yards (no play)",4.110,4.970
2,0:15,1,5,CAR 17,13,21,Daunte Culpepper pass incomplete short right intended for Casey Fitzsimmons (defended by Thomas Davis),4.970,4.290
2,0:08,,,,13,21,Timeout #2 by Carolina Panthers,0.000,4.290
2,0:08,2,5,CAR 17,16,21,Jason Hanson 27 yard field goal good,4.290,3.000
2,,,,DET 30,16,21,"Jason Hanson kicks off 45 yards, returned by Brad Hoover for 12 yards (tackle by Kalvin Pearson)",0.000,0.940
Quarter,Time,Down,ToGo,Location,DET,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 30,16,21,"Jason Hanson kicks off 65 yards, returned by Mark Jones for 14 yards (tackle by LaMarcus Hicks)",0.000,0.150
3,14:55,1,10,CAR 19,16,21,DeAngelo Williams left end for 5 yards (tackle by Paris Lenon),0.150,0.340
3,14:20,2,5,CAR 24,16,21,Jake Delhomme pass complete short middle to Steve Smith for 16 yards (tackle by Ernie Sims),0.340,1.600
3,13:40,1,10,CAR 40,16,21,DeAngelo Williams left end for 17 yards (tackle by Kalvin Pearson),1.600,2.720
3,13:00,1,10,DET 43,16,21,Jonathan Stewart up the middle for 6 yards (tackle by Cory Redding),2.720,2.990
3,12:15,2,4,DET 37,16,21,Jonathan Stewart up the middle for 4 yards (tackle by Shaun Cody),2.990,3.380
3,11:31,1,10,DET 33,16,21,Jake Delhomme pass complete short right to Muhsin Muhammad for 16 yards (tackle by Leigh Bodden),3.380,4.440
3,10:54,1,10,DET 17,16,21,Jonathan Stewart up the middle for -3 yards (tackle by Ryan Nece),4.440,3.490
3,10:17,2,13,DET 20,16,21,Jonathan Stewart left tackle for 1 yard (tackle by Jordon Dizon),3.490,2.910
3,9:36,3,12,DET 19,16,21,"DeAngelo Williams right end for no gain (tackle by Paris Lenon). Penalty on D.J. Hackett: Offensive Holding, 10 yards (no play)",2.910,1.620
3,9:09,3,22,DET 29,16,21,DeAngelo Williams up the middle for 18 yards (tackle by Kalvin Pearson and Cliff Avril),1.620,2.770
3,8:29,4,4,DET 11,16,24,John Kasay 29 yard field goal good,2.770,3.000
3,,,,CAR 30,16,24,"Rhys Lloyd kicks off 70 yards, touchback",0.000,0.280
3,8:24,1,10,DET 20,16,24,Kevin Smith up the middle for 2 yards (tackle by Jon Beason),0.280,0.000
3,7:44,2,8,DET 22,16,24,Daunte Culpepper right end for 1 yard (tackle by Chris Gamble),0.000,-0.560
3,7:12,3,7,DET 23,16,24,Daunte Culpepper pass complete short right to Rudi Johnson for 5 yards (tackle by Jon Beason). Penalty on Andy McCollum: Offensive Holding (Declined),-0.560,-1.500
3,6:50,4,2,DET 28,16,24,"Nick Harris punts 49 yards, returned by Mark Jones for 2 yards (tackle by Adam Jennings)",-1.500,-0.610
3,6:38,1,10,CAR 25,16,24,Jake Delhomme pass incomplete deep right intended for Steve Smith (defended by Leigh Bodden),0.610,0.060
3,6:34,2,10,CAR 25,16,24,"Jake Delhomme pass complete short right to Steve Smith for 9 yards (tackle by Leigh Bodden). Steve Smith fumbles (forced by Leigh Bodden), recovered by Paris Lenon at CAR-49 (tackle by Muhsin Muhammad)",0.060,-2.320
3,6:26,1,10,CAR 49,16,24,Kevin Smith up the middle for 1 yard (tackle by Thomas Davis),2.320,1.920
3,5:43,2,9,CAR 48,16,24,Kevin Smith left end for -9 yards (tackle by Julius Peppers),1.920,0.040
3,4:59,3,18,DET 43,16,24,Daunte Culpepper pass incomplete deep middle intended for Calvin Johnson,0.040,-0.520
3,4:52,4,18,DET 43,16,24,"Penalty on Gary Barnidge: Roughing the Kicker, 15 yards (no play)",-0.520,2.790
3,4:49,1,10,CAR 42,16,24,Kevin Smith up the middle for 2 yards (tackle by Tyler Brayton),2.790,2.510
3,4:11,2,8,CAR 40,16,24,Kevin Smith left guard for no gain (tackle by Gary Gibson),2.510,1.820
3,3:25,,,,16,24,Timeout #1 by Detroit Lions,0.000,1.820
3,3:25,3,8,CAR 40,16,24,Daunte Culpepper pass incomplete short right intended for Shaun McDonald,1.820,0.590
3,3:25,4,8,CAR 40,16,24,Penalty on Alex Lewis: False Start (Declined),0.590,0.590
3,3:21,4,8,CAR 40,16,24,"Nick Harris punts 27 yards, fair catch by Mark Jones",0.590,0.320
3,3:14,1,10,CAR 13,16,24,Jonathan Stewart up the middle for 7 yards (tackle by Daniel Bullocks),-0.320,0.220
3,2:37,2,3,CAR 20,16,24,Jake Delhomme pass complete short right to Steve Smith for 8 yards (tackle by Ernie Sims),0.220,0.810
3,1:55,1,10,CAR 28,16,24,Jonathan Stewart left tackle for 2 yards (tackle by Ernie Sims),0.810,0.530
3,1:18,2,8,CAR 30,16,24,Jonathan Stewart right tackle for 18 yards (tackle by Daniel Bullocks),0.530,2.130
3,0:34,1,10,CAR 48,16,24,DeAngelo Williams up the middle for 2 yards (tackle by Daniel Bullocks),2.130,1.850
Quarter,Time,Down,ToGo,Location,DET,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,,16,24,Jonathan Stewart left end for no gain (tackle by Chartric Darby),1.850,1.160
4,14:20,3,8,,16,24,Jake Delhomme pass incomplete short right intended for Muhsin Muhammad,1.160,-0.060
4,14:15,4,8,,16,24,"Jason Baker punts 50 yards, touchback. Penalty on Adam Seward: Offensive Holding, 10 yards",-0.060,-0.940
4,14:07,1,10,DET 30,16,24,Kevin Smith up the middle for 6 yards (tackle by Jon Beason and Chris Gamble),0.940,1.200
4,13:25,2,4,DET 36,16,24,Daunte Culpepper pass complete short right to Casey Fitzsimmons for 3 yards (tackle by Thomas Davis),1.200,0.890
4,12:58,3,1,DET 39,16,24,Daunte Culpepper up the middle for 1 yard (tackle by Thomas Davis),0.890,1.600
4,12:23,1,10,DET 40,16,24,Kevin Smith left end for 11 yards (tackle by Charles Godfrey),1.600,2.320
4,11:56,1,10,CAR 49,16,24,Daunte Culpepper pass incomplete short right intended for Calvin Johnson,2.320,1.780
4,11:52,2,10,CAR 49,16,24,"Penalty on Julius Peppers: Defensive Offside, 5 yards (no play)",1.780,2.460
4,11:24,2,5,CAR 44,16,24,Daunte Culpepper pass complete short right to Calvin Johnson for 3 yards (tackle by Chris Gamble),2.460,2.150
4,10:40,3,2,CAR 41,16,24,Daunte Culpepper pass incomplete short right intended for Calvin Johnson,2.150,0.530
4,10:35,4,2,CAR 41,16,24,Daunte Culpepper pass complete short right to John Standeford for 16 yards (tackle by Charles Godfrey),0.530,3.910
4,10:16,1,10,CAR 25,16,24,Kevin Smith up the middle for 1 yard (tackle by Thomas Davis),3.910,3.500
4,9:33,2,9,CAR 24,16,24,Daunte Culpepper pass complete short left to Calvin Johnson for 11 yards (tackle by Na'il Diggs),3.500,4.710
4,8:49,1,10,CAR 13,16,24,Kevin Smith up the middle for 4 yards (tackle by Thomas Davis and Julius Peppers),4.710,4.770
4,8:10,,,,16,24,Timeout #1 by Carolina Panthers,0.000,4.770
4,8:10,2,6,CAR 9,16,24,Kevin Smith right end for 2 yards (tackle by Chris Gamble),4.770,4.330
4,7:31,3,4,CAR 7,16,24,Kevin Smith right tackle for 5 yards (tackle by Ma'ake Kemoeatu and Na'il Diggs),4.330,6.740
4,6:45,1,2,CAR 2,16,24,Kevin Smith up the middle for 1 yard (tackle by Gary Gibson),6.740,5.910
4,6:07,2,1,CAR 1,22,24,"Daunte Culpepper up the middle for 1 yard, touchdown",5.910,7.000
4,,,,,22,24,"Two Point Attempt: Daunte Culpepper up the middle, conversion fails",1.000,-1.000
4,,,,DET 30,22,24,"Jason Hanson kicks off 58 yards, returned by Mark Jones for 26 yards (tackle by John Standeford)",0.000,1.470
4,5:56,1,10,CAR 38,22,24,Jonathan Stewart right tackle for 3 yards (tackle by Paris Lenon),1.470,1.330
4,5:19,2,7,CAR 41,22,24,Jake Delhomme pass incomplete short left intended for Jeff King,1.330,0.630
4,5:14,3,7,CAR 41,22,24,Jake Delhomme pass incomplete short middle intended for Jeff King (defended by Paris Lenon),0.630,-0.650
4,5:10,4,7,CAR 41,22,24,"Jason Baker punts 38 yards, returned by Shaun McDonald for 7 yards (tackle by Richard Marshall). Penalty on Anthony Cannon: Personal Foul, 14 yards",-0.650,0.280
4,4:58,1,10,DET 14,22,24,Daunte Culpepper pass incomplete short right intended for John Owens is intercepted by Charles Godfrey at DET-20 and returned for 16 yards (tackle by Daunte Culpepper),-0.280,-6.280
4,4:50,1,4,DET 4,22,30,"DeAngelo Williams right tackle for 4 yards, touchdown",6.280,7.000
4,,,,DET 2,22,31,John Kasay kicks extra point good,0.000,0.000
4,,,,CAR 30,22,31,"Rhys Lloyd kicks off 70 yards, touchback",0.000,0.280
4,4:44,1,10,DET 20,22,31,Daunte Culpepper pass incomplete deep right intended for Shaun McDonald,0.280,-0.270
4,4:39,2,10,DET 20,22,31,Daunte Culpepper pass complete short left to Casey Fitzsimmons for 6 yards (tackle by Thomas Davis),-0.270,-0.160
4,4:32,3,4,DET 26,22,31,Daunte Culpepper pass incomplete short left intended for John Standeford. Penalty on Gosder Cherilus: Offensive Holding (Declined),-0.160,-1.630
4,4:28,4,4,DET 26,22,31,"Nick Harris punts 40 yards, fair catch by Mark Jones",-1.630,-1.200
4,4:21,1,10,CAR 34,22,31,Jonathan Stewart up the middle for 28 yards (tackle by Daniel Bullocks),1.200,3.050
4,3:40,1,10,DET 38,22,31,DeAngelo Williams up the middle for -1 yards (tackle by Chartric Darby and Ikaika Alama-Francis),3.050,2.370
4,2:58,2,11,DET 39,22,31,DeAngelo Williams up the middle for no gain (tackle by Corey Smith),2.370,1.680
4,2:54,,,,22,31,Timeout #2 by Detroit Lions,0.000,1.680
4,2:54,3,11,DET 39,22,31,Jake Delhomme pass incomplete short right intended for Steve Smith (defended by Leigh Bodden),1.680,0.660
4,2:51,4,11,DET 39,22,31,"Penalty on Jason Baker: Delay of Game, 5 yards (no play)",0.660,0.330
4,2:51,4,16,DET 44,22,31,Jason Baker punts 42 yards,0.330,0.380
4,2:41,1,10,DET 2,22,31,Daunte Culpepper pass complete short right to Casey Fitzsimmons for 2 yards (tackle by Thomas Davis),-0.380,-0.630
4,2:13,2,8,DET 4,22,31,Daunte Culpepper pass complete deep right to John Standeford for 32 yards (tackle by Chris Harris),-0.630,1.330
4,2:00,1,10,DET 36,22,31,Daunte Culpepper up the middle for 1 yard (tackle by Hilee Taylor),1.330,0.930
4,1:32,2,9,DET 37,22,31,Daunte Culpepper pass incomplete short right intended for John Standeford,0.930,0.230
4,1:28,3,9,DET 37,22,31,Daunte Culpepper pass incomplete deep right intended for John Standeford,0.230,-0.910
4,1:22,4,9,DET 37,22,31,"Daunte Culpepper sacked by Julius Peppers for -7 yards. Daunte Culpepper fumbles (forced by Julius Peppers), recovered by Hilee Taylor at DET-30 (tackle by Jeff Backus)",-0.910,-3.580
4,1:17,1,10,DET 30,22,31,Jake Delhomme kneels for -1 yards,3.580,2.900
4,0:33,2,11,DET 31,22,31,Jake Delhomme kneels for -1 yards,2.900,2.080
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
