Quarter,Time,Down,ToGo,Location,NOR,NYG,Detail,EPB,EPA
1,4:19,1,10,NOR 20,7,14,Pierre Thomas left guard for 6 yards (tackle by Chase Blackburn and Osi Umenyiora),0.280,0.540
1,3:53,2,4,NOR 26,7,14,Darren Sproles left end for 9 yards (tackle by Stevie Brown),0.540,1.270
1,3:18,1,10,NOR 35,7,14,"Joe Morgan left end for 16 yards (tackle by Corey Webster). Penalty on Jed Collins: Offensive Holding, 10 yards (no play)",1.270,0.610
1,2:54,1,20,NOR 25,7,14,Drew Brees pass incomplete short right intended for Devery Henderson (defended by Corey Webster),0.610,-0.630
1,2:46,2,20,NOR 25,7,14,Drew Brees pass complete short right to Pierre Thomas for 2 yards (tackle by Michael Boley and Justin Tuck),-0.630,-1.020
1,2:15,3,18,NOR 27,7,14,"Drew Brees pass incomplete. Penalty on Drew Brees: Intentional Grounding, 19 yards",-1.020,-2.490
1,2:04,4,37,NOR 8,7,14,"Thomas Morstead punts 47 yards, out of bounds",-2.490,-1.930
1,1:58,1,10,NYG 45,7,14,"Eli Manning pass complete deep left to David Wilson for 23 yards (tackle by Junior Galette). Penalty on Ramses Barden: Offensive Pass Interference, 10 yards (no play)",1.930,1.270
1,1:29,1,20,NYG 35,7,14,David Wilson right tackle for no gain (tackle by Curtis Lofton),1.270,0.030
1,0:55,2,20,NYG 35,7,14,Eli Manning pass incomplete short right intended for Ramses Barden (defended by Jonathan Casillas),0.030,-0.630
1,0:49,3,20,NYG 35,7,14,Eli Manning pass incomplete,-0.630,-1.040
1,0:38,4,20,NYG 35,7,14,"Steve Weatherford punts 56 yards, returned by Darren Sproles for 6 yards (tackle by Spencer Paysinger). Penalty on Will Herring: Offensive Holding, 4 yards",-1.040,0.380
1,0:30,1,10,NOR 5,7,14,Mark Ingram left guard for 2 yards (tackle by Michael Boley and Jacquian Williams),-0.380,-0.630
Quarter,Time,Down,ToGo,Location,NOR,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,NOR 7,7,14,Pierre Thomas up the middle for 6 yards (tackle by Chase Blackburn),-0.630,-0.480
2,14:41,3,2,NOR 13,7,14,Pierre Thomas up the middle for 2 yards (tackle by Jason Pierre-Paul),-0.480,-0.220
2,14:08,1,10,NOR 15,7,14,Drew Brees pass complete short middle to Lance Moore for 26 yards (tackle by Stevie Brown),-0.220,1.660
2,13:42,1,10,NOR 41,7,14,Drew Brees pass complete short middle to Pierre Thomas for 11 yards (tackle by Jason Pierre-Paul),1.660,2.390
2,13:08,1,10,NYG 48,7,14,Mark Ingram right tackle for 4 yards (tackle by Chris L. Canty and Chase Blackburn),2.390,2.390
2,12:27,2,6,NYG 44,7,14,Drew Brees pass complete short middle to Pierre Thomas for 12 yards (tackle by Michael Boley and Jacquian Williams),2.390,3.450
2,11:52,1,10,NYG 32,7,14,Mark Ingram right guard for 2 yards (tackle by Michael Boley),3.450,3.170
2,11:15,2,8,NYG 30,7,14,Drew Brees pass incomplete short left intended for Darren Sproles (defended by Jacquian Williams),3.170,2.480
2,11:09,3,8,NYG 30,7,14,Drew Brees pass complete short middle to Marques Colston for 12 yards (tackle by Chase Blackburn),2.480,4.370
2,10:36,1,10,NYG 18,7,14,Pierre Thomas left guard for 4 yards (tackle by Linval Joseph and Chase Blackburn),4.370,4.430
2,10:01,2,6,NYG 14,7,14,Drew Brees pass incomplete short left intended for Jimmy Graham (defended by Jacquian Williams),4.430,3.630
2,9:55,3,6,NYG 14,7,14,Drew Brees pass incomplete short left intended for Lance Moore,3.630,2.530
2,9:47,4,6,NYG 14,10,14,Garrett Hartley 32 yard field goal good,2.530,3.000
2,9:46,,,NOR 35,10,14,"Thomas Morstead kicks off 63 yards, returned by David Wilson for 52 yards (tackle by Thomas Morstead)",0.000,2.520
2,9:36,1,10,NOR 46,10,14,Eli Manning pass complete short right to Victor Cruz for 13 yards (tackle by Jabari Greer),2.520,3.380
2,9:01,1,10,NOR 33,10,14,Eli Manning pass complete short right to Hakeem Nicks for 7 yards (tackle by Patrick Robinson),3.380,3.780
2,8:26,2,3,NOR 26,10,14,Eli Manning pass complete short left to Victor Cruz for 9 yards (tackle by Jabari Greer),3.780,4.440
2,7:59,1,10,NOR 17,10,14,"Ahmad Bradshaw left tackle for 1 yard (tackle by Jonathan Vilma). Penalty on NYG: Illegal Shift, 5 yards (no play)",4.440,4.110
2,7:32,1,15,NOR 22,10,14,"Eli Manning pass incomplete short left intended for Domenik Hixon. Penalty on Sedrick Ellis: Illegal Use of Hands, 5 yards (no play)",4.110,4.440
2,7:25,1,10,NOR 17,10,14,Ahmad Bradshaw left end for no gain (tackle by Curtis Lofton and Roman Harper),4.440,3.850
2,6:50,2,10,NOR 17,10,14,Eli Manning pass complete short right to Martellus Bennett for no gain,3.850,3.070
2,6:15,3,10,NOR 17,10,14,Eli Manning pass incomplete deep right intended for Hakeem Nicks (defended by Patrick Robinson),3.070,2.310
2,6:07,4,10,NOR 17,10,14,Lawrence Tynes 36 yard field goal no good,2.310,-0.670
2,6:03,1,10,NOR 26,10,14,Mark Ingram right tackle for 6 yards (tackle by Justin Tuck and Stevie Brown),0.670,0.940
2,5:34,2,4,NOR 32,10,14,Mark Ingram left tackle for 8 yards (tackle by Jason Pierre-Paul and Jacquian Williams),0.940,1.600
2,5:01,1,10,NOR 40,10,14,Drew Brees pass complete short middle to Pierre Thomas for 11 yards (tackle by Antrel Rolle and Jason Pierre-Paul),1.600,2.320
2,4:25,1,10,NYG 49,10,14,Darren Sproles left end for 34 yards (tackle by Stevie Brown),2.320,4.580
2,4:03,1,10,NYG 15,10,14,Mark Ingram right tackle for 7 yards (tackle by Antrel Rolle),4.580,5.220
2,3:28,2,3,NYG 8,10,14,Drew Brees pass complete short right to Jimmy Graham for 2 yards (tackle by Michael Boley),5.220,4.900
2,2:48,3,1,NYG 6,10,14,Darren Sproles left end for -1 yards (tackle by Antrel Rolle and Michael Boley),4.900,0.000
2,2:00,,,,10,14,Timeout #1 by New Orleans Saints,0.000,3.000
2,2:00,4,2,NYG 7,13,14,Garrett Hartley 25 yard field goal good,3.000,3.000
2,1:57,,,NOR 35,13,14,"Thomas Morstead kicks off 54 yards, returned by David Wilson for 20 yards (tackle by Courtney Roby)",0.000,1.000
2,1:52,1,10,NYG 31,13,14,Eli Manning pass complete short left to Martellus Bennett for 11 yards (tackle by Curtis Lofton),1.000,1.730
2,1:45,1,10,NYG 42,13,14,"Eli Manning pass complete deep left to Hakeem Nicks for 40 yards (tackle by Patrick Robinson). Penalty on Patrick Robinson: Defensive Pass Interference (Offsetting), Penalty on Hakeem Nicks: Offensive Pass Interference (Offsetting) (no play)",1.730,1.730
2,1:35,1,10,NYG 42,13,14,Eli Manning pass complete short left to Martellus Bennett for 7 yards (tackle by Patrick Robinson),1.730,2.130
2,1:29,2,3,NYG 49,13,14,Eli Manning pass complete short middle to Martellus Bennett for 8 yards (tackle by Curtis Lofton and Rafael Bush),2.130,0.000
2,1:23,,,,13,14,Timeout #1 by New York Giants,0.000,2.720
2,1:23,1,10,NOR 43,13,14,"Eli Manning pass complete short left to Martellus Bennett for 16 yards (tackle by Rafael Bush). Penalty on Ahmad Bradshaw: Offensive Holding, 10 yards (no play)",2.720,2.060
2,1:14,1,20,NYG 47,13,14,Eli Manning pass complete deep right to Victor Cruz for 35 yards (tackle by Jabari Greer),2.060,4.370
2,1:08,1,10,NOR 18,13,14,Eli Manning pass incomplete deep right intended for Martellus Bennett,4.370,3.800
2,1:03,2,10,NOR 18,13,14,Eli Manning pass complete short left to Domenik Hixon for 9 yards (tackle by Patrick Robinson),3.800,4.740
2,0:34,3,1,NOR 9,13,14,Ahmad Bradshaw left tackle for 4 yards (tackle by Sedrick Ellis),4.740,0.000
2,0:29,,,,13,14,Timeout #1 by New York Giants,0.000,6.060
2,0:29,1,5,NOR 5,13,14,Eli Manning pass incomplete short left intended for Hakeem Nicks,6.060,5.150
2,0:25,2,5,NOR 5,13,20,"Eli Manning pass complete short right to Domenik Hixon for 5 yards, touchdown",5.150,7.000
2,0:25,,,NOR 2,13,21,Lawrence Tynes kicks extra point good,0.000,0.000
2,0:20,,,NYG 35,13,21,"Lawrence Tynes kicks off 51 yards, returned by Pierre Thomas for 14 yards (tackle by Will Hill)",0.000,0.810
2,0:16,1,10,NOR 28,13,21,Drew Brees kneels for -1 yards,0.810,0.130
Quarter,Time,Down,ToGo,Location,NOR,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 35,13,21,"Lawrence Tynes kicks off 67 yards, returned by Travaris Cadet for 24 yards (tackle by Spencer Paysinger)",0.000,0.410
3,14:56,1,10,NOR 22,13,21,Drew Brees pass incomplete deep middle intended for Jimmy Graham is intercepted by Stevie Brown at NOR-41 and returned for 21 yards (tackle by Joe Morgan),0.410,-4.240
3,14:44,1,10,NOR 20,13,21,David Wilson right tackle for 2 yards (tackle by Patrick Robinson and Cameron Jordan),4.240,3.960
3,14:11,2,8,NOR 18,13,21,Eli Manning pass incomplete deep left intended for Martellus Bennett,3.960,3.220
3,14:01,3,8,NOR 18,13,21,Eli Manning pass complete short right to Hakeem Nicks for 12 yards (tackle by Patrick Robinson),3.220,5.830
3,13:18,1,6,NOR 6,13,27,"David Wilson left tackle for 6 yards, touchdown",5.830,7.000
3,13:18,,,NOR 2,13,28,Lawrence Tynes kicks extra point good,0.000,0.000
3,13:04,,,NYG 35,13,28,"Lawrence Tynes kicks off 70 yards, returned by Travaris Cadet for 17 yards (tackle by Mark Herzlich)",0.000,-0.350
3,12:59,1,10,NOR 12,13,28,Mark Ingram right guard for 1 yard (tackle by Jason Pierre-Paul and Linval Joseph),-0.350,-0.700
3,12:27,2,9,NOR 13,13,28,Drew Brees pass complete short left to Pierre Thomas for 5 yards (tackle by Keith Rivers and Chase Blackburn),-0.700,-0.720
3,11:42,3,4,NOR 18,13,28,Drew Brees pass incomplete short left intended for Jimmy Graham (defended by Will Hill),-0.720,-2.240
3,11:35,4,4,NOR 18,13,28,"Thomas Morstead punts 54 yards, returned by Domenik Hixon for 10 yards (tackle by Martez Wilson)",-2.240,-1.470
3,11:22,1,10,NYG 38,13,28,David Wilson up the middle for 3 yards (tackle by Roman Harper and Tom Johnson),1.470,1.330
3,10:45,2,7,NYG 41,13,28,Eli Manning pass complete short middle to Hakeem Nicks for 23 yards (tackle by Patrick Robinson),1.330,3.180
3,10:14,1,10,NOR 36,13,28,David Wilson left end for 2 yards (tackle by Curtis Lofton),3.180,2.910
3,9:37,2,8,NOR 34,13,28,Eli Manning pass complete short right to Victor Cruz for 6 yards (tackle by David Hawthorne),2.910,3.010
3,8:57,3,2,NOR 28,13,28,Eli Manning pass complete short right to Victor Cruz for 3 yards (tackle by Jabari Greer),3.010,3.910
3,8:21,1,10,NOR 25,13,34,"Eli Manning pass complete deep right to Hakeem Nicks for 25 yards, touchdown",3.910,7.000
3,8:21,,,NOR 2,13,35,Lawrence Tynes kicks extra point good,0.000,0.000
3,8:13,,,NYG 35,13,35,"Lawrence Tynes kicks off 66 yards, returned by Travaris Cadet for 26 yards (tackle by Jayron Hosley)",0.000,0.610
3,8:07,1,10,NOR 25,13,35,Drew Brees pass complete deep middle to Joe Morgan for 62 yards (tackle by Corey Webster),0.610,4.710
3,7:37,1,10,NYG 13,13,35,Drew Brees pass incomplete short right intended for Darren Sproles,4.710,4.050
3,7:28,2,10,NYG 13,19,35,"Darren Sproles left end for 13 yards, touchdown",4.050,7.000
3,7:28,,,NYG 2,20,35,Garrett Hartley kicks extra point good,0.000,0.000
3,7:21,,,NOR 35,20,35,"Thomas Morstead kicks off 45 yards, muffed catch by Jerrel Jernigan, recovered by Jim Cordle and returned for no gain",0.000,0.480
3,7:20,1,10,NYG 23,20,35,Eli Manning pass incomplete short right intended for Ahmad Bradshaw (defended by Cameron Jordan),0.480,-0.070
3,7:16,2,10,NYG 23,20,35,Ahmad Bradshaw right tackle for 5 yards (tackle by Cameron Jordan and Curtis Lofton),-0.070,-0.100
3,6:36,3,5,NYG 28,20,35,Eli Manning pass complete deep middle to Victor Cruz for 34 yards (tackle by Rafael Bush),-0.100,3.050
3,5:49,1,10,NOR 38,20,35,Ahmad Bradshaw right tackle for 3 yards (tackle by Patrick Robinson and David Hawthorne),3.050,2.910
3,5:10,2,7,NOR 35,20,35,Eli Manning pass incomplete short left intended for Martellus Bennett is intercepted by Isa Abdul-Quddus at NOR-20 and returned for 12 yards (tackle by Henry Hynoski),2.910,-1.070
3,5:00,1,10,NOR 32,20,35,Mark Ingram right tackle for 19 yards (tackle by Keith Rivers),1.070,2.320
3,4:27,1,10,NYG 49,20,35,Mark Ingram left guard for 5 yards (tackle by Linval Joseph and Rocky Bernard),2.320,2.460
3,3:47,2,5,NYG 44,20,35,Drew Brees pass complete short right to Jimmy Graham for 27 yards (tackle by Chase Blackburn),2.460,4.440
3,3:17,1,10,NYG 17,20,35,Drew Brees pass complete short left to Jed Collins for 7 yards (tackle by Prince Amukamara),4.440,5.100
3,2:38,2,3,NYG 10,20,35,Mark Ingram right tackle for 1 yard (tackle by Keith Rivers),5.100,4.570
3,2:00,3,2,NYG 9,26,35,"Drew Brees pass complete short right to Darren Sproles for 9 yards, touchdown",4.570,7.000
3,2:00,,,NYG 2,27,35,Garrett Hartley kicks extra point good,0.000,0.000
3,1:51,,,NOR 35,27,35,"Thomas Morstead kicks off 50 yards, returned by Jerrel Jernigan for 60 yards (tackle by Thomas Morstead)",0.000,3.910
3,1:42,1,10,NOR 25,27,35,Ahmad Bradshaw left tackle for 6 yards (tackle by Roman Harper),3.910,4.200
3,1:07,2,4,NOR 19,27,35,Ahmad Bradshaw right guard for 3 yards (tackle by Jonathan Vilma and Curtis Lofton),4.200,4.060
3,0:26,3,1,NOR 16,27,35,Ahmad Bradshaw left guard for 3 yards (tackle by David Hawthorne and Jonathan Vilma),4.060,4.710
Quarter,Time,Down,ToGo,Location,NOR,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NOR 13,27,35,Ahmad Bradshaw left guard for 3 yards (tackle by Roman Harper and Sedrick Ellis),4.710,4.580
4,14:27,2,7,NOR 10,27,41,"Eli Manning pass complete short middle to Victor Cruz for 10 yards, touchdown",4.580,7.000
4,14:27,,,NOR 2,27,42,Lawrence Tynes kicks extra point good,0.000,0.000
4,14:20,,,NYG 35,27,42,"Lawrence Tynes kicks off 64 yards, returned by Travaris Cadet for 18 yards (tackle by Kregg Lumpkin)",0.000,0.000
4,14:13,,,,27,42,Timeout #1 by New York Giants,0.000,0.150
4,14:13,1,10,NOR 19,27,42,Drew Brees pass incomplete short right intended for Pierre Thomas,0.150,-0.390
4,14:09,2,10,NOR 19,27,42,Mark Ingram right tackle for 1 yard (tackle by Chase Blackburn and Justin Tuck),-0.390,-0.940
4,13:32,3,9,NOR 20,27,42,Drew Brees pass complete deep middle to Joe Morgan for 44 yards (tackle by Stevie Brown),-0.940,3.180
,,,,,,,"NYG challenged the pass completion ruling, and the play was upheld.",,
4,12:51,1,10,NYG 36,27,42,"Pierre Thomas left end for no gain (tackle by Prince Amukamara). Penalty on Prince Amukamara: Horse Collar Tackle, 15 yards (no play)",3.180,4.170
4,12:28,1,10,NYG 21,27,42,"Mark Ingram left end for 5 yards (tackle by Chase Blackburn). Penalty on David Thomas: Offensive Holding, 10 yards (no play)",4.170,3.510
4,12:07,1,20,NYG 31,27,42,Drew Brees pass incomplete deep middle intended for Jimmy Graham is intercepted by Stevie Brown at NYG-8 and returned for 70 yards (tackle by Jermon Bushrod),3.510,-4.110
4,11:50,1,10,NOR 22,27,42,David Wilson right tackle for -3 yards (tackle by Will Smith and Cameron Jordan),4.110,3.160
4,11:11,2,13,NOR 25,27,42,Henry Hynoski left guard for 5 yards (tackle by Isa Abdul-Quddus and Sedrick Ellis),3.160,3.140
4,10:31,3,8,NOR 20,27,42,Eli Manning pass incomplete deep middle intended for Victor Cruz (defended by Isa Abdul-Quddus),3.140,2.120
4,10:23,4,8,NOR 20,27,45,Lawrence Tynes 39 yard field goal good,2.120,3.000
4,10:19,,,NYG 35,27,45,"Lawrence Tynes kicks off 67 yards, returned by Travaris Cadet for 23 yards (tackle by Jayron Hosley)",0.000,0.340
4,10:11,1,10,NOR 21,27,45,Drew Brees pass incomplete,0.340,-0.200
4,10:05,2,10,NOR 21,27,45,Drew Brees pass complete short middle to Darren Sproles for 3 yards (tackle by Justin Tuck),-0.200,-0.490
4,9:28,3,7,NOR 24,27,45,Drew Brees pass incomplete short middle intended for Lance Moore,-0.490,-1.770
4,9:22,4,7,NOR 24,27,45,"Thomas Morstead punts 55 yards, returned by Domenik Hixon for 9 yards (tackle by Isa Abdul-Quddus)",-1.770,-0.940
4,9:11,1,10,NYG 30,27,45,David Wilson up the middle for 21 yards (tackle by Roman Harper),0.940,2.320
4,8:32,1,10,NOR 49,27,45,David Wilson right end for 8 yards (tackle by David Hawthorne),2.320,2.860
4,7:50,2,2,NOR 41,27,45,David Wilson right end for 6 yards (tackle by Isa Abdul-Quddus),2.860,3.250
4,7:13,1,10,NOR 35,27,45,David Wilson left tackle for no gain (tackle by Curtis Lofton and Jonathan Vilma),3.250,2.700
4,6:32,2,10,NOR 35,27,45,"Eli Manning pass incomplete. Penalty on Eli Manning: Intentional Grounding, 10 yards",2.700,0.700
4,6:24,3,20,NOR 45,27,45,Eli Manning pass incomplete short left intended for Henry Hynoski,0.700,0.270
4,6:19,4,20,NOR 45,27,45,"Steve Weatherford punts 35 yards, returned by Darren Sproles for 5 yards (tackle by Zak DeOssie)",0.270,0.220
4,6:10,1,10,NOR 15,27,45,Drew Brees sacked by Osi Umenyiora for -9 yards,-0.220,-1.440
4,5:42,2,19,NOR 6,27,45,Drew Brees pass incomplete deep left intended for Devery Henderson,-1.440,-2.470
4,5:34,3,19,NOR 6,27,45,Drew Brees pass incomplete deep middle intended for Lance Moore (defended by Jayron Hosley),-2.470,-2.490
4,5:28,4,19,NOR 6,27,45,"Thomas Morstead punts 46 yards, fair catch by Domenik Hixon",-2.490,-2.130
4,5:20,1,10,NYG 48,27,51,"David Wilson left end for 52 yards, touchdown",2.130,7.000
4,5:20,,,NOR 2,27,52,Lawrence Tynes kicks extra point good,0.000,0.000
4,5:10,,,NYG 35,27,52,"Lawrence Tynes kicks off 68 yards, returned by Travaris Cadet for 25 yards (tackle by Mark Herzlich). Penalty on Eric Olsen: Illegal Block Above the Waist, 6 yards",0.000,-0.380
4,5:03,1,10,NOR 6,27,52,Drew Brees pass complete short middle to Marques Colston for 14 yards (tackle by Will Hill),-0.380,0.280
4,4:38,1,10,NOR 20,27,52,"Drew Brees pass incomplete short middle intended for Devery Henderson. Penalty on Brian De La Puente: Offensive Holding, 10 yards (no play)",0.280,-0.760
4,4:32,1,20,NOR 10,27,52,Drew Brees pass complete short right to Darren Sproles for 10 yards (tackle by Will Hill),-0.760,-0.270
4,4:04,2,10,NOR 20,27,52,Drew Brees pass complete short middle to Jimmy Graham for 13 yards (tackle by Will Hill),-0.270,1.140
4,3:38,1,10,NOR 33,27,52,"Penalty on Jermon Bushrod: False Start, 5 yards (no play)",1.140,0.810
4,3:34,1,15,NOR 28,27,52,Drew Brees pass complete short left to Darren Sproles for 6 yards (tackle by Michael Boley),0.810,0.730
4,3:28,2,9,NOR 34,27,52,Drew Brees pass complete short middle to Pierre Thomas for 12 yards (tackle by Stevie Brown and Michael Boley),0.730,1.990
4,3:06,1,10,NOR 46,27,52,Drew Brees pass complete short middle to Jimmy Graham for 7 yards (tackle by Antrel Rolle and Michael Boley),1.990,2.400
4,2:43,2,3,NYG 47,27,52,Drew Brees pass complete short left to Marques Colston for 5 yards (tackle by Jacquian Williams),2.400,2.790
4,2:18,1,10,NYG 42,27,52,Drew Brees pass complete short left to Pierre Thomas for 4 yards (tackle by Michael Boley),2.790,2.780
4,2:00,2,6,NYG 38,27,52,Darren Sproles left tackle for 1 yard (tackle by Stevie Brown and Jayron Hosley),2.780,2.210
4,1:34,3,5,NYG 37,27,52,Drew Brees pass incomplete deep left intended for Devery Henderson,2.210,0.790
4,1:27,4,5,NYG 37,27,52,Drew Brees pass incomplete short left intended for Darren Sproles,0.790,-1.400
4,1:23,1,10,NYG 37,27,52,Eli Manning kneels for -1 yards,1.400,0.720
4,0:41,2,11,NYG 36,27,52,Eli Manning kneels for -2 yards,0.720,-0.230
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
