Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Najee Harris,PIT,12,35,0,1,20,1.7,15,1.3,2,6.0
Jaylen Warren,PIT,9,129,1,5,93,10.3,36,4.0,4,2.3
Kenny Pickett,PIT,4,9,0,2,8,2.0,1,0.3,0,
George Pickens,PIT,1,-1,0,0,-1,-1.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Jerome Ford,CLE,12,31,1,2,20,1.7,11,0.9,2,6.0
Kareem Hunt,CLE,12,36,0,3,36,3.0,0,0.0,0,
Dorian Thompson-Robinson,CLE,3,20,0,2,20,6.7,0,0.0,0,
Pierre Strong,CLE,1,1,0,,1,1.0,0,0.0,0,
Cedric Tillman,CLE,1,8,0,,8,8.0,0,0.0,0,
