0,1
Game Info,Game Info
Won Toss,Patriots (deferred)
Roof,retractable roof (closed)
Surface,fieldturf
Duration,3:00
Attendance,71908
Vegas Line,New England Patriots -3.5
Over/Under,45.0 (under)
